year,aucun_DET air_NOUN,aucun_DET verre_NOUN
1800,9.118076782499429e-08,3.144164484325529e-09
1801,1.04772034603684e-07,9.524730337773235e-09
1802,5.147032311469957e-08,4.475680270843441e-09
1803,2.7304748684287006e-08,1.950339223455444e-09
1804,6.179627121127851e-08,0.0
1805,2.55858996212055e-08,2.842877711017877e-09
1806,2.881669125542885e-09,2.5935023018064385e-08
1807,3.9857372513552036e-08,1.1387820464392462e-08
1808,8.611080914988634e-08,2.2660739062985158e-08
1809,1.2876473931555665e-07,2.259030518203531e-09
1810,8.658469141664682e-08,4.680253518074551e-09
1811,4.512738271955641e-08,2.5070767684098882e-09
1812,1.0668832928217853e-08,0.0
1813,2.8757416448144113e-09,5.751483289628823e-09
1814,2.8320094713762956e-08,0.0
1815,1.8880564667256294e-08,1.0788894222457657e-08
1816,6.257530316133852e-08,0.0
1817,4.514932783195036e-08,3.113746771532533e-08
1818,4.053200441944682e-08,1.7881765401739358e-08
1819,8.591371170041384e-08,1.3456364911235141e-08
1820,9.8491796052258e-08,2.254631326081835e-08
1821,3.747365440176509e-08,1.97229765852569e-09
1822,2.5064039732569654e-08,8.02049271442229e-09
1823,5.237824041159911e-08,2.2730180404550993e-08
1824,5.052667617633233e-08,3.8737120178211626e-08
1825,4.57883047033647e-08,1.1447076175841175e-08
1826,4.844391554570393e-08,6.165588817275136e-09
1827,3.96342727526644e-08,3.3182182335167454e-08
1828,9.355747465633613e-08,1.2841221419535032e-08
1829,8.230248838003718e-08,3.3435387791769244e-08
1830,4.0703660886265425e-08,8.349468672008697e-09
1831,2.8064171431196883e-08,0.0
1832,2.3000948701223933e-08,6.494385473843067e-08
1833,4.054269808762001e-08,5.791814139399776e-09
1834,8.121041616959701e-08,1.8669061851994684e-09
1835,4.0084366048631637e-08,5.294161553592858e-09
1836,4.771732520225669e-08,1.344150035720304e-08
1837,2.7135774516295896e-08,4.87052354003481e-09
1838,2.7773513266993177e-08,7.574594285131298e-09
1839,4.824117727508792e-08,6.292327547896548e-09
1840,6.11490094115652e-08,5.732719632334238e-09
1841,4.044945489667384e-08,1.219904266491767e-08
1842,4.695785449371215e-08,6.708265054555795e-10
1843,2.8353174030826267e-08,2.126487963494128e-08
1844,1.8661107548112454e-08,8.232841963717874e-09
1845,2.4553003186156275e-08,1.0044410636567136e-08
1846,4.2152407786488766e-08,2.3418005312692003e-09
1847,4.530307862182781e-08,1.0786447290911383e-09
1848,2.735375304041554e-08,4.02261068899179e-09
1849,2.0948537127196687e-08,6.703531951757213e-09
1850,4.073397619208663e-08,6.788996032014438e-10
1851,3.353708066811123e-08,1.096404567135778e-08
1852,3.059956199535918e-08,9.765818376195057e-09
1853,3.3442816516071616e-08,3.5831591027601917e-09
1854,4.468271425084325e-08,1.454786069388092e-08
1855,8.384960636931282e-08,1.8043586180738203e-08
1856,4.40061072026765e-08,8.28350277259915e-09
1857,6.541222319356166e-08,6.345961978126979e-09
1858,4.7468656561022726e-08,5.872411001917044e-09
1859,4.1755821911237945e-08,3.5645213447565993e-09
1860,4.21100927461282e-08,5.492620580582752e-09
1861,4.291527133659656e-08,1.6034276129062164e-08
1862,4.066187744844463e-08,7.2287781316404676e-09
1863,4.844782353075061e-08,1.3984938207478592e-08
1864,3.9796240969280916e-08,7.192091699970149e-09
1865,3.153585836912498e-08,3.2006542804996485e-08
1866,5.93604774223877e-08,9.24466486695863e-09
1867,3.105799351033056e-08,1.552899675516528e-08
1868,4.1494942593089945e-08,1.975949626142892e-09
1869,4.639343076373592e-08,3.4184632902167778e-09
1870,6.594156332084822e-08,2.408300492362514e-08
1871,2.8677177965619194e-08,4.248470908407853e-09
1872,3.2655632531408685e-08,2.2979889990892843e-08
1873,2.573981916498269e-08,1.3169209889252187e-08
1874,2.449589792119511e-08,3.5847653734322193e-09
1875,2.9751941965638906e-08,1.716458086775674e-08
1876,2.6602464231473277e-08,1.269663130187837e-08
1877,4.020130428550317e-08,1.7317484335421796e-08
1878,3.32149880932775e-08,2.4156355582505284e-08
1879,2.9324762063076548e-08,1.95498414123918e-08
1880,5.455169227452927e-08,7.059630657835214e-09
1881,2.5101027034679646e-08,2.789003034076032e-08
1882,4.059785041476971e-08,2.2628308782302042e-08
1883,4.170763850952497e-08,1.8326083761621703e-08
1884,1.9805090900604227e-08,1.1883054540362536e-08
1885,4.060750324885731e-08,1.1602144245337342e-08
1886,3.7430090527035276e-08,8.389503203254378e-09
1887,3.0685946228459215e-08,9.140494694470647e-09
1888,4.9456794215529953e-08,1.3315290647852862e-08
1889,2.8819629349641218e-08,2.318100555953606e-08
1890,1.5730527991308918e-08,3.211649524104132e-08
1891,2.7409146396983886e-08,3.059625686141487e-08
1892,2.6954603882245465e-08,1.629813173309458e-08
1893,1.9091091429945806e-08,8.005941742883493e-09
1894,2.457600345451283e-08,7.561847370496366e-09
1895,2.768562623600701e-08,9.027921743509637e-09
1896,2.063960063969361e-08,5.3073260231073505e-09
1897,3.3212266714599536e-08,9.905413378419325e-09
1898,1.7540900287826844e-08,1.5277557996462576e-08
1899,3.0954439012020885e-08,1.2713430308508578e-08
1900,3.166542394961169e-08,1.5573159317661123e-08
1901,2.0119459875900247e-08,2.4031577616767663e-08
1902,2.6024503885224703e-08,1.669496474399068e-08
1903,4.266173991851474e-08,1.5660639007819555e-08
1904,1.4511488011237361e-08,1.3974025492302644e-08
1905,1.90948084011211e-08,1.4450125540577119e-08
1906,2.7264178470431943e-08,1.5432553013283723e-08
1907,4.1142747875255736e-08,2.5714216533856415e-08
1908,3.487086375209003e-08,7.858222295098471e-09
1909,4.510806483892793e-08,8.251475058784763e-09
1910,2.7255168677520203e-08,1.7101282168141552e-08
1911,2.234557128222292e-08,1.0108710868372839e-08
1912,3.021464278774033e-08,5.730363294986773e-09
1913,2.3333154297588976e-08,1.378777320093505e-08
1914,3.750176436057018e-08,2.0090231700464756e-09
1915,2.1205371236732162e-08,8.246533234057551e-09
1916,2.307367052978293e-08,2.197492410260793e-09
1917,3.180262986290927e-08,5.483212217605171e-09
1918,1.8378202071289707e-08,1.378365155346728e-08
1919,4.1435319175775476e-08,1.012863304339362e-08
1920,2.3473917476479755e-08,1.4387240288016301e-08
1921,1.438822039290244e-08,1.2873670629520717e-08
1922,3.098732870299159e-08,1.1804696498085576e-08
1923,3.503262746562541e-08,7.431163684401554e-09
1924,3.738571141553848e-08,1.289162443462999e-09
1925,3.739380360912037e-08,7.698724768800957e-09
1926,3.1209186346359274e-08,1.2260752413340015e-08
1927,4.1252131488533905e-08,1.3379070296082318e-08
1928,2.51372912485337e-08,7.998228634953364e-09
1929,4.4561623724348465e-08,2.2280812750352652e-09
1930,1.9956847396862543e-08,8.402882945013346e-09
1931,2.3951248095954725e-08,1.0264820993199919e-08
1932,1.2055489939655217e-08,5.4797681947604815e-09
1933,5.5059177661576086e-08,9.176529536247813e-09
1934,1.677421224144382e-08,2.7557634396657704e-08
1935,2.154291056655211e-08,1.555876938397205e-08
1936,1.6974600836050513e-08,4.849885826274658e-09
1937,1.8886676889096066e-08,3.777335333410292e-09
1938,4.926781471681352e-08,6.4826072287971215e-09
1939,1.6823455517567254e-08,6.117620188206274e-09
1940,2.282204625281281e-08,2.5357829169792012e-09
1941,4.132103814669108e-08,1.4757512545315876e-08
1942,4.8547388331598995e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,5.8819609183302646e-08,2.178504043826024e-09
1946,4.315542412314244e-08,5.568441707737293e-09
1947,2.9802176726434482e-08,1.1920871401116528e-08
1948,2.174377655705939e-08,5.435943917220243e-09
1949,2.84693233432165e-08,0.0
1950,3.296962081122956e-08,3.190608444114673e-09
1951,2.3455083209000804e-08,5.330700991734716e-09
1952,1.4762725264461096e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,1.2928592640903958e-08
1954,5.570345562588841e-08,1.1727043114362345e-08
1955,2.5341141629553476e-08,9.385607846468247e-09
1956,2.6163424537983815e-08,6.104799332717903e-09
1957,2.297109880089465e-08,4.417518795207798e-09
1958,3.887954358461343e-08,0.0
1959,2.325224335297804e-08,1.5501495642666896e-09
1960,2.6991249346686175e-08,4.844583290086746e-09
1961,2.223410922042035e-08,3.474079635079619e-09
1962,1.52206956482992e-08,4.43936931660005e-09
1963,2.5864213659687607e-08,9.052474103654617e-09
1964,3.528701553179303e-08,5.475571440705096e-09
1965,2.8454626210816514e-08,7.660860390501512e-09
1966,2.6033652122947615e-08,2.769537488234164e-09
1967,3.056808051127291e-08,4.437302025817047e-09
1968,3.323647657094142e-08,3.5931326802796093e-09
1969,3.042977803069391e-08,4.9959334169624725e-09
1970,4.8286611376013866e-08,4.138852427448825e-09
1971,2.4664308040378558e-08,3.5968783507200897e-09
1972,2.8728821543921867e-08,1.5390440033513642e-09
1973,2.095017381797959e-08,8.821126051827832e-09
1974,2.0252058918757143e-08,3.937900117101378e-09
1975,1.770558810676448e-08,6.8537762132336866e-09
1976,2.171140245366132e-08,5.713526984862938e-09
1977,1.3516598340590491e-08,2.3507127910882275e-09
1978,2.1386128867817433e-08,4.75247319275951e-09
1979,2.808947208166046e-08,5.266776126333639e-09
1980,1.9898027447950994e-08,2.2740602734216964e-09
1981,1.8976648807900176e-08,5.06043967840597e-09
1982,1.551875572491923e-08,8.069752865935698e-09
1983,2.3998201648112172e-08,6.315316047889041e-10
1984,1.8556828074167697e-08,5.799008384599347e-09
1985,2.2257564680217e-08,4.812446441349039e-09
1986,2.1580147446798037e-08,1.7983456390702202e-09
1987,1.588812426067676e-08,6.721898704320495e-09
1988,2.338656018840979e-08,6.596209245479656e-09
1989,1.5915554429923873e-08,7.683371161526509e-09
1990,2.3429199136337786e-08,3.269190584909154e-09
1991,1.817054151587172e-08,1.7584395606284886e-09
1992,1.983579878128694e-08,5.509944278614398e-09
1993,1.1078414630105726e-08,3.877445031719162e-09
1994,2.0572214098901753e-08,2.6374632478010085e-09
1995,2.168980317573954e-08,1.626735190995987e-09
1996,2.1886178869223727e-08,4.80428297144897e-09
1997,1.678213046307775e-08,2.397447240731765e-09
1998,2.0026142522056034e-08,5.244942036242151e-09
1999,1.7823784143056187e-08,1.3710603763428253e-09
2000,2.4740975823611677e-08,4.859834756842929e-09
2001,1.1829271784336015e-08,4.8193329327261836e-09
2002,1.796300858059041e-08,3.9430991805033955e-09
2003,2.20846910758965e-08,5.0003075569016175e-09
2004,1.6297727084557678e-08,5.285749449246424e-09
2005,1.5312748624651817e-08,4.053374524914943e-09
2006,2.2648394715218956e-08,5.353256948836815e-09
2007,1.6776813938079727e-08,5.592271368204393e-09
2008,2.1712941888907267e-08,2.554463834902876e-09
2009,2.0980047699126203e-08,7.629108234041837e-09
2010,2.2201827765133686e-08,8.502827553158454e-09
2011,2.8297391874154698e-08,1.0324723964671989e-08
2012,2.8255296991019918e-08,1.2936160143084408e-08
2013,3.821101235423896e-08,1.143541294990058e-08
2014,3.29147678002073e-08,1.2992671383216248e-08
2015,4.233658934538198e-08,1.3521109565317602e-08
2016,3.417711114117594e-08,1.2220906508986218e-08
2017,2.943265298149811e-08,1.4842106765833307e-08
