year,en_PRON aie_VERB,en_PRON vais_VERB
1865,6.542513375507042e-08,6.589581857951998e-08
1866,6.373952743388145e-08,1.6494428223268187e-07
1867,4.464586567110018e-08,5.920430012906763e-08
1868,6.57003269566303e-08,5.8290513749170714e-08
1869,6.299739396808945e-08,8.790334504737984e-08
1870,5.160643823387545e-08,1.032128764677509e-07
1871,4.248470730772169e-08,7.328612383616928e-08
1872,5.019291648977742e-08,7.01491345012073e-08
1873,5.447263973223926e-08,9.637467002221456e-08
1874,5.675878611555163e-08,8.96191352239839e-08
1875,8.181783783811625e-08,1.2873435650817555e-07
1876,6.590155976482492e-08,1.390583435068038e-07
1877,7.978412952525105e-08,1.9358473934971698e-07
1878,5.3747889694477635e-08,1.268208649207736e-07
1879,7.331190232662266e-08,1.6556271020817803e-07
1880,6.161132404258751e-08,8.086486502634216e-08
1881,5.299105865219644e-08,1.3945015098215663e-07
1882,7.387477296560974e-08,1.8102647914020054e-07
1883,5.750598575104959e-08,1.4155318694974994e-07
1884,5.6114423330200225e-08,1.0694748908690599e-07
1885,6.316722789279083e-08,9.861822292123179e-08
1886,5.162771188338411e-08,1.1035422886607194e-07
1887,6.006610675513002e-08,9.858676008889233e-08
1888,4.9456794215529953e-08,1.3505508889011253e-07
1889,5.325366103647866e-08,1.0274824546741002e-07
1890,6.226667181863377e-08,1.0880281564595862e-07
1891,5.16311828846483e-08,5.928024648937935e-08
1892,6.769993632360638e-08,1.0154990093269589e-07
1893,4.310891554837326e-08,9.85346630955064e-08
1894,3.843938856107343e-08,9.515323995401559e-08
1895,3.4306101071024386e-08,5.657497581523785e-08
1896,2.7126333179694484e-08,8.550691887876383e-08
1897,6.292850684985751e-08,9.847146031916054e-08
1898,5.092519472782442e-08,9.902120723381813e-08
1899,3.703477347016815e-08,1.0944604866836016e-07
1900,4.152842336679896e-08,6.592637191715767e-08
1901,3.1855812210324075e-08,8.606657786458527e-08
1902,3.093478895266344e-08,6.874397229239548e-08
1903,3.7801541452608944e-08,5.94024243127933e-08
1904,5.697102523072317e-08,7.040758731591268e-08
1905,4.69629064525634e-08,6.347733716438597e-08
1906,3.395161840558103e-08,7.716276684277545e-08
1907,4.371417006154843e-08,1.1571397351417545e-07
1908,3.732655784460803e-08,5.1569585934885254e-08
1909,3.355599886845084e-08,5.225934529562437e-08
1910,2.51175080734356e-08,5.557916793463846e-08
1911,2.8730021028877673e-08,6.118430206925041e-08
1912,2.8651816919023076e-08,6.772247473918469e-08
1913,3.553003224965323e-08,7.901454779357664e-08
1914,2.8126324380650658e-08,6.027069332503743e-08
1915,2.709575319670421e-08,5.0657277483878715e-08
1916,2.307367097387214e-08,3.625862632361532e-08
1917,3.070598708632133e-08,4.496234140560773e-08
1918,3.675640414257941e-08,4.5945505178224266e-08
1919,2.6702760891339494e-08,5.248473655683483e-08
1920,4.770506123463747e-08,6.360674831284996e-08
1921,4.1650110915725236e-08,9.617389196137083e-08
1922,2.951174238319254e-08,6.418803621954794e-08
1923,4.458698299458774e-08,1.0509788950230359e-07
1924,1.675911143195208e-08,1.1086797258030856e-07
1925,2.969508017258704e-08,1.0008341888578798e-07
1926,4.904300965336006e-08,1.0254447602164873e-07
1927,5.9090890403012963e-08,1.2933101345424802e-07
1928,2.8565102283550914e-08,8.341010016010841e-08
1929,4.567566591617833e-08,1.0360577817891681e-07
1930,4.411513643276521e-08,1.1553964185395671e-07
1931,3.649714130915527e-08,6.044839295782367e-08
1932,2.301502632917618e-08,1.5343351833507768e-07
1933,2.2941325283909464e-08,6.194157720074145e-08
1934,2.3963160344919743e-08,5.751158482780738e-08
1935,5.864459140525469e-08,6.343190506186147e-08
1936,2.9099314957647948e-08,3.8799086610197264e-08
1937,3.5255130370615007e-08,4.0291578073947676e-08
1938,1.9447821131279852e-08,3.759912203804561e-08
1939,2.9058696782158222e-08,4.7411557346777045e-08
1940,1.2678914806940611e-08,2.028626333583361e-08
1941,2.6563522936839945e-08,4.427253941230447e-08
1942,4.5513175450651033e-08,7.58552971547033e-08
1943,1.4516175816936538e-08,6.096794180621146e-08
1944,3.213186161588055e-08,4.819779064746399e-08
1945,2.178504132643866e-08,1.089252066321933e-08
1946,2.9234318077442367e-08,5.150808490839154e-08
1947,4.887557025767819e-08,1.7285262288169179e-07
1948,2.6092530802657166e-08,5.0010683594337024e-08
1949,4.0249734212238764e-08,6.675565344949064e-08
1950,1.808011518278363e-08,4.5732054587688253e-08
1951,7.356366893418453e-08,8.422507136174318e-08
1952,2.4253049346611988e-08,4.007025466989944e-08
1953,3.016671712430252e-08,2.176313103063876e-07
1954,2.7363100230104465e-08,4.788542540268281e-08
1955,2.7218263198847126e-08,5.0682281482750113e-08
1956,2.7907653077363648e-08,6.01758785023776e-08
1957,1.0602045463770082e-08,7.244730682032241e-08
1958,3.22617488279775e-08,9.761247099504544e-08
1959,4.2629114460623896e-08,5.348016074435691e-08
1960,3.252791813679323e-08,7.751333441774477e-08
1961,3.057190056665604e-08,1.0283275742040132e-07
1962,3.7417542841922113e-08,1.1098423868816099e-07
1963,2.198458126656533e-08,4.978861056770256e-08
1964,3.9545792418493875e-08,5.658090529436777e-08
1965,2.681301225493371e-08,6.621172587983892e-08
1966,2.6033651678858405e-08,5.428293192721867e-08
1967,3.007504645324843e-08,8.332266787647313e-08
1968,3.458390196442451e-08,6.826952159144639e-08
1969,2.3162964879475112e-08,2.634219598007803e-08
1970,2.575285940054073e-08,4.2768142805016396e-08
1971,3.3913423180820246e-08,3.853797991837382e-08
1972,4.360624927812751e-08,1.980236703502669e-07
1973,1.7642252103655665e-08,3.748978727458052e-08
1974,1.518904291231138e-08,3.712877472139553e-08
1975,3.3126585918807905e-08,5.254561585843476e-08
1976,2.742492810625663e-08,2.971033907783749e-08
1977,1.880570188461661e-08,3.173462204131283e-08
1978,1.841583241457556e-08,3.2079192635592335e-08
1979,1.8141117053005473e-08,3.2185852205657284e-08
1980,2.38776323158163e-08,4.7186752283323585e-08
1981,2.1506869174459098e-08,4.933928465788995e-08
1982,2.3588508923921836e-08,3.786576385778062e-08
1983,1.705135410645653e-08,3.6628833299801045e-08
1984,1.681712546997005e-08,3.827345551599137e-08
1985,1.6843562988810845e-08,3.609334697785016e-08
1986,2.038125046510686e-08,8.332334999749946e-08
1987,1.2221633483022742e-08,3.788706592899871e-08
1988,2.0388283061834045e-08,4.3774843305754985e-08
1989,2.9635859988275115e-08,4.939310116469642e-08
1990,1.689081763345257e-08,2.669838927715773e-08
1991,1.992898113201136e-08,4.0444110283033297e-08
1992,3.361066092111287e-08,4.848750734254281e-08
1993,1.938722604677423e-08,4.2651898013446043e-08
1994,2.4264663167627987e-08,5.644171352514604e-08
1995,1.843633334885908e-08,3.0907969517102174e-08
1996,2.028474987980644e-08,3.896807143632941e-08
1997,2.109753616252874e-08,5.322332796708906e-08
1998,1.859570453177639e-08,4.5297227302398824e-08
1999,1.8737825513426287e-08,6.581089451174194e-08
2000,2.164835422036049e-08,6.538686392332238e-08
2001,2.190605918883648e-08,8.455738509383082e-08
2002,2.716357272447567e-08,6.089897652827858e-08
2003,1.3750845795357236e-08,1.5584291190862132e-07
2004,1.9381081628466745e-08,7.840528581937178e-08
2005,2.477062288619436e-08,8.692236974638945e-08
2006,2.0589450144825605e-08,9.841756565265314e-08
2007,2.157018919035636e-08,7.030283910580692e-08
2008,1.8732734474724566e-08,4.725757918322415e-08
2009,1.8595951445377068e-08,3.576144536054926e-08
2010,1.9367551118421034e-08,2.220182793166714e-08
2011,1.2236710311697152e-08,1.7590270573464295e-08
2012,2.5872321174347235e-08,1.3957436095779485e-08
2013,3.095928846619245e-08,2.0360612751346707e-08
2014,2.5119163638009923e-08,9.527958866328845e-09
2015,3.347028965094978e-08,1.1526192444932803e-08
2016,3.7076986814099655e-08,6.214019965256057e-09
2017,2.1131135952145996e-08,7.622302433674122e-08
2018,2.917057351226049e-08,3.872199894061623e-09
2019,2.8571061960747102e-08,6.377469219387422e-09
