year,rien_PRON ôté_VERB,rien_PRON oté_VERB,rien_PRON voté_VERB
1800,7.231578535993322e-08,0.0,0.0
1801,8.334139067756041e-08,4.7623651688866175e-09,0.0
1802,1.1412984690650774e-07,0.0,0.0
1803,5.265916058760922e-08,0.0,0.0
1804,1.087614407424553e-07,0.0,0.0
1805,1.250866148438945e-07,1.421438877713399e-08,0.0
1806,9.221341201737232e-08,0.0,0.0
1807,4.839823830593559e-08,0.0,0.0
1808,1.11037628869326e-07,0.0,0.0
1809,1.7394535234416253e-07,0.0,6.7770917766551975e-09
1810,1.1232608443378922e-07,2.3401267590372754e-09,0.0
1811,1.42903374467096e-07,0.0,0.0
1812,7.20146218213813e-08,0.0,0.0
1813,9.202373263406116e-08,0.0,0.0
1814,2.108273662315696e-07,0.0,0.0
1815,9.170560133497929e-08,0.0,0.0
1816,1.4137383175238938e-07,0.0,0.0
1817,1.1676550570882682e-07,1.556873407970727e-09,0.0
1818,1.6093589749743842e-07,4.768470951432846e-09,0.0
1819,1.1386155307491208e-07,2.070210003424222e-09,1.035105001712111e-09
1820,1.4002448267547152e-07,1.1866481131050932e-09,2.3732962262101864e-09
1821,1.0847637099686835e-07,1.97229765852569e-09,9.86148829262845e-10
1822,1.012587205195814e-07,0.0,5.012807946513931e-09
1823,4.644862983127496e-08,9.882686891060644e-10,0.0
1824,1.212640228231976e-07,0.0,8.421112696055388e-10
1825,1.1006803646296248e-07,8.805443041381977e-10,0.0
1826,1.2243097557984584e-07,3.5231937367541377e-09,0.0
1827,6.728609491801762e-08,0.0,0.0
1828,1.6143249581546115e-07,0.0,0.0
1829,1.354561760535944e-07,8.57317605795771e-10,8.57317605795771e-10
1830,1.450720219509094e-07,3.1310507520032616e-09,1.0436835840010872e-09
1831,1.387617345471881e-07,0.0,7.795603274018958e-09
1832,8.117981309396782e-08,1.3529969367098715e-09,0.0
1833,6.718504863556518e-08,1.1583628500844156e-09,5.791814139399776e-09
1834,9.894602470694736e-08,9.334530925997342e-10,7.467624740797874e-09
1835,7.563087933704082e-08,7.563087933704082e-10,6.050470346963266e-09
1836,1.438240531115298e-07,2.016224964762614e-09,1.3441500135158435e-09
1837,1.6142307401878497e-07,1.3915781860163179e-09,0.0
1838,1.0541310047074148e-07,6.312161904276081e-10,0.0
1839,1.1535934163475758e-07,0.0,4.894032734625853e-09
1840,1.0127804728199408e-07,6.369688665408546e-10,1.2739377330817092e-09
1841,9.7592334213914e-08,6.420548537278137e-10,0.0
1842,1.1404050326291326e-07,0.0,6.708265054555795e-10
1843,9.982679927134086e-08,5.906911071384968e-10,5.906911071384968e-10
1844,1.1800406696238497e-07,1.097712254427563e-09,3.2931368743049916e-09
1845,9.151573721055684e-08,1.1160455892778032e-09,1.1160455892778032e-09
1846,8.196301592988675e-08,1.7563503984519002e-09,2.3418005312692003e-09
1847,8.25163226636505e-08,5.393223645455691e-10,3.775256551818984e-09
1848,9.815170187721378e-08,8.045221711050488e-10,2.172209789819135e-08
1849,1.5334329361849086e-07,3.3517659758786067e-09,3.1841775438579134e-08
1850,1.2288083439671027e-07,6.788996032014438e-10,1.2899092460827433e-08
1851,1.1222023488244304e-07,3.2247193804124663e-09,0.0
1852,1.0221556578926538e-07,6.510545436100301e-10,0.0
1853,9.555090940693844e-08,1.1943863675867306e-09,0.0
1854,8.416976271519161e-08,1.558699391779328e-09,2.5978321716024766e-09
1855,1.0985360177073744e-07,5.306937111981824e-10,1.0613874223963649e-09
1856,1.0043746812016252e-07,1.5531567143511893e-09,1.0354378465748937e-09
1857,1.0007093464992067e-07,4.881509085841174e-10,0.0
1858,8.270312434888183e-08,9.787352039936081e-10,0.0
1859,1.1100937769015218e-07,5.092173349652285e-10,0.0
1860,9.245911769539816e-08,4.577183909670879e-10,0.0
1861,1.046943935989475e-07,1.4147891747029462e-09,1.4147891747029462e-09
1862,1.1520864973135758e-07,4.517986262886353e-10,0.0
1863,9.689564706150122e-08,0.0,0.0
1864,7.527722800659831e-08,4.794727948009836e-10,4.794727948009836e-10
1865,9.272483225686301e-08,1.4120533631256649e-09,4.706844358715045e-10
1866,8.417510599656453e-08,4.865612912574591e-10,2.432806400776144e-09
1867,7.667442503134225e-08,0.0,2.91168689159349e-09
1868,8.150792041305976e-08,1.4819622196071691e-09,1.1361710683388537e-08
1869,8.057806866190731e-08,9.767038289254515e-10,5.860222973552709e-09
1870,5.8487298559839473e-08,5.734048791339319e-10,4.587239033071455e-09
1871,8.709365317827178e-08,2.1242354542039266e-09,2.2304472935275044e-08
1872,1.0220003332506167e-07,1.2094678591978436e-09,2.3584624031514068e-08
1873,4.2500630570430076e-08,5.986004469882289e-10,7.183205141814142e-09
1874,4.719941060216115e-08,0.0,2.9873046258899194e-09
1875,6.522540729747561e-08,0.0,1.716458086775674e-09
1876,1.2454790976335062e-07,0.0,1.1487427897804992e-08
1877,7.669171964153065e-08,1.8554447978047506e-09,7.421779191219002e-09
1878,5.6163525385954927e-08,6.039088673581716e-10,8.4547240319921e-09
1879,5.681672377022551e-08,6.10932526790009e-10,9.163987790827832e-09
1880,5.647704881539539e-08,0.0,3.8507077526617195e-09
1881,4.6018548971460405e-08,6.972507571312292e-10,1.3945015142624584e-09
1882,5.257754409626614e-08,0.0,3.3276925659464496e-09
1883,6.824885900869049e-08,6.319338941018771e-10,5.0554711528150165e-09
1884,5.3473744543452995e-08,0.0,7.922036360241691e-09
1885,4.1252068427866107e-08,0.0,5.156508553483263e-09
1886,4.969167122226281e-08,0.0,9.680196200179125e-09
1887,4.961982824625011e-08,6.528924623161458e-10,1.6322312390570914e-08
1888,4.438430423192585e-08,1.268122939990235e-09,1.1413106904001324e-08
1889,5.5133202891965993e-08,6.265136742733546e-10,6.891650361495749e-09
1890,5.3745967676377404e-08,3.9326319978272295e-09,1.2453334363726754e-08
1891,3.378336543846672e-08,1.9122659011827636e-09,7.0116419337296065e-09
1892,3.2596265242545996e-08,6.268512375839919e-10,9.402768341715273e-09
1893,3.510297474917934e-08,1.2316833108982905e-09,1.1700991287000306e-08
1894,3.465846631911518e-08,0.0,3.780923574225881e-09
1895,3.189865793729041e-08,3.0093072478365457e-09,8.426059849853118e-09
1896,2.1229304536518612e-08,0.0,1.0024948871034667e-08
1897,2.2141511735185304e-08,0.0,8.157399200570126e-09
1898,1.6975064909274806e-08,0.0,6.224190496340043e-09
1899,4.145683618617113e-08,0.0,7.738609753005221e-09
1900,4.464305547458025e-08,5.191053142894475e-10,6.748368974740515e-09
1901,3.24146860464225e-08,0.0,3.912117296778206e-09
1902,1.5221880644844532e-08,9.820567692386817e-10,4.910283735171106e-09
1903,1.9440793863623185e-08,0.0,4.320176216765503e-09
1904,2.1498500757388683e-08,1.6123875568041512e-09,6.449550227216605e-09
1905,1.8062657147766004e-08,0.0,5.160758931310738e-09
1906,3.961022088105892e-08,5.144184522798412e-10,3.600929110447737e-09
1907,1.2342823652033985e-08,0.0,9.257117739025489e-09
1908,2.9959473124563374e-08,0.0,3.437972351250096e-09
1909,2.0353638774395222e-08,5.500983557560346e-10,2.2003934230241384e-09
1910,2.5651923252212327e-08,0.0,0.0
1911,2.3409645777405785e-08,0.0,9.044636151145369e-09
1912,3.021464323182954e-08,5.209421227725386e-10,1.1460726589973547e-08
1913,2.4393752795504042e-08,1.060597942803554e-09,3.181793939432964e-09
1914,2.1429579888376793e-08,0.0,4.018046340092951e-09
1915,1.8849219074468238e-08,0.0,4.712304768617059e-09
1916,2.5271162940043723e-08,0.0,0.0
1917,2.52227767560953e-08,0.0,2.1932848870420685e-09
1918,3.101321510712296e-08,2.2972752589112133e-09,2.2972752589112133e-09
1919,4.4197673076951105e-08,9.207848372660976e-10,2.762354567309444e-09
1920,1.590168707821249e-08,7.572231730534895e-10,6.815008557481406e-09
1921,1.741731914250977e-08,0.0,0.0
1922,1.8444838545406128e-08,0.0,2.951174193910333e-09
1923,5.201814445854325e-08,0.0,1.0615948120573648e-09
1924,2.707241186783449e-08,0.0,1.1602462102189293e-08
1925,3.299453510408057e-08,1.0998177923937646e-09,2.1996355847875293e-09
1926,3.1209186346359274e-08,5.57306911730393e-09,1.1146138456652466e-09
1927,3.1217830098739796e-08,1.1149224876660924e-09,8.919379901328739e-09
1928,2.170947865920425e-08,0.0,1.1426041224282812e-09
1929,3.0079096546842266e-08,2.2280812750352652e-09,4.4561625500705304e-09
1930,1.2604324695075775e-08,0.0,1.0503603542488804e-09
1931,1.596749932275543e-08,0.0,3.4216069977333063e-09
1932,1.8631212128639163e-08,1.0959536611565568e-09,2.1919073223131136e-09
1933,2.064719240024715e-08,0.0,6.882397318719313e-09
1934,2.2765002327673756e-08,0.0,4.7926320689839486e-09
1935,2.393656828303392e-08,0.0,2.393656828303392e-09
1936,1.091224355320719e-08,0.0,0.0
1937,6.295559185076627e-09,0.0,0.0
1938,2.463390735840676e-08,1.2965214457594243e-09,2.5930428915188486e-09
1939,2.2941076593951948e-08,0.0,6.117620188206274e-09
1940,0.0,0.0,1.5214697057785997e-08
