year,son_DET empire_NOUN,son_DET vampire_NOUN
1973,1.80336897059874e-06,3.859242592163525e-09
1974,1.7208624285558471e-06,3.375343005096454e-09
1975,1.7134440781774174e-06,1.1422960355389478e-09
1976,1.7294845306992102e-06,7.427584713948221e-09
1977,1.593783245823488e-06,1.057820719907454e-08
1978,1.7661377818001256e-06,5.940591352171509e-10
1979,1.748569657067378e-06,1.0533551808578068e-08
1980,1.5645534716668408e-06,1.7055452050662723e-09
1981,1.5326806739324184e-06,5.060439622894819e-09
1982,1.7033386896514457e-06,3.1037510339615437e-09
1983,1.407052444335477e-06,3.789189628733425e-09
1984,1.7478211269406074e-06,8.118612115914914e-09
1985,1.5959275128096806e-06,4.210890636180409e-09
1986,1.594533122428743e-06,1.73840073447451e-08
1987,1.6352545806341823e-06,8.555143815591748e-09
1988,1.6844319752351566e-06,2.9982768490199874e-09
1989,1.8176660887547769e-06,6.036934285802431e-09
1990,1.9440787113467195e-06,4.3589208909011745e-09
1991,1.641210300107332e-06,5.861465368628416e-09
1992,1.8414233444730144e-06,8.815910668147353e-09
1993,1.75205135732881e-06,2.1048988607663688e-08
1994,1.618347422294164e-06,7.384897415807501e-09
1995,1.8886395878325857e-06,2.7112254663563817e-09
1996,1.704452817108404e-06,5.871901631593346e-09
1997,1.7683571371662765e-06,1.4384683777457496e-08
1998,1.7007916817135538e-06,1.8118891276230897e-08
1999,1.8568727355727788e-06,9.140402046359242e-09
2000,1.7097782247788018e-06,3.976228346580513e-09
2001,1.7428460132862256e-06,2.1906058911280724e-09
2002,1.7099906841622214e-06,1.314366449012283e-09
2003,1.7246893726508006e-06,4.583615265119079e-09
2004,1.8486909212356295e-06,6.166707949839534e-09
2005,1.833026079367528e-06,9.908249332113428e-09
2006,1.8505797036993954e-06,1.482440381561645e-08
2007,1.7064415906986596e-06,3.5950315224742013e-09
2008,1.8034513793452334e-06,4.6831836186811415e-09
2009,1.8576877742759734e-06,5.245011980292702e-09
2010,1.7737842910037216e-06,1.228186230495254e-08
2011,1.6041562140856058e-06,9.177532483972684e-09
2012,1.673871103946567e-06,2.7574447503120325e-08
2013,1.6782164848905268e-06,2.7612337361038186e-08
2014,1.9406719502512715e-06,1.992209586187954e-08
2015,1.8843106950328092e-06,2.8815479669042077e-08
2016,2.2511322796958666e-06,2.568461715535264e-08
2017,1.5239573052383548e-06,3.194826506125459e-08
2018,1.6603994268393762e-06,4.646639967242905e-08
2019,1.7015088396021838e-06,4.336679082506123e-08
