year,son_DET empire_NOUN,son_DET vampire_NOUN
1800,9.155807177307906e-06,0.0
1801,8.698459708966766e-06,0.0
1802,9.072204278481877e-06,0.0
1803,8.72581807698225e-06,0.0
1804,9.056861529188609e-06,0.0
1805,1.0461789798910104e-05,0.0
1806,7.936116588780351e-06,0.0
1807,1.1564331700242292e-05,0.0
1808,1.0247186992273782e-05,2.2660739951163578e-09
1809,9.368199300752167e-06,0.0
1810,9.002467919572155e-06,0.0
1811,9.569511860263447e-06,0.0
1812,1.111425640942798e-05,0.0
1813,9.377793205089802e-06,0.0
1814,1.2401054476640638e-05,0.0
1815,1.0559629885165123e-05,0.0
1816,8.055991244759753e-06,0.0
1817,1.0010696172457756e-05,0.0
1818,9.93749355870932e-06,0.0
1819,1.002913249692483e-05,0.0
1820,9.090911305520422e-06,0.0
1821,8.90295154931664e-06,0.0
1822,8.511748021078347e-06,2.0051231786055723e-09
1823,7.090827850220194e-06,0.0
1824,9.065327716939464e-06,5.894778887238772e-09
1825,9.337291416500193e-06,6.163809906922779e-09
1826,9.783909078464603e-06,0.0
1827,8.349006222374555e-06,0.0
1828,8.191782278288429e-06,6.420610709767516e-09
1829,8.970971343558176e-06,0.0
1830,9.010120535890564e-06,0.0
1831,6.397072027652939e-06,7.795603274018958e-09
1832,6.166959824582818e-06,2.705993873419743e-09
1833,7.2386095908427706e-06,1.1583628500844156e-09
1834,7.2491967273435876e-06,0.0
1835,7.786199134329763e-06,1.5126175867408165e-09
1836,8.26450666124856e-06,2.016224964762614e-09
1837,6.673313343696918e-06,2.0873671680021744e-09
1838,8.335210203824772e-06,6.312161904276081e-10
1839,6.849548086051982e-06,2.0974426639952526e-09
1840,7.593305703323949e-06,1.2739377330817092e-09
1841,7.102410933157444e-06,6.420548537278137e-10
1842,7.42403700826344e-06,6.708265054555795e-10
1843,7.988506673939355e-06,4.134837805480629e-09
1844,8.898055583017594e-06,1.097712254427563e-09
1845,7.863657323525786e-06,2.2320911785556063e-09
1846,7.472100136851623e-06,3.5127007969038004e-09
1847,7.076988289611563e-06,3.235934187273415e-09
1848,6.588232103865721e-06,4.02261068899179e-09
1849,6.297968262458653e-06,1.4245005841573288e-08
1850,5.8045916979665435e-06,1.3577992064028876e-09
1851,6.585522022817258e-06,6.449438760824933e-10
1852,6.221477264034547e-06,2.6042181744401205e-09
1853,6.782322827803e-06,1.1943863675867306e-09
1854,7.780507679910897e-06,0.0
1855,7.326226580062212e-06,1.0613874223963649e-09
1856,7.916957699194427e-06,0.0
1857,6.603217414635765e-06,1.4644527424056974e-08
1858,6.5619299647323714e-06,1.9574704079872163e-09
1859,6.642740054019214e-06,6.110608019582742e-09
1860,6.588398726137257e-06,9.154367819341758e-10
1861,6.300527616076579e-06,2.3579818653196583e-09
1862,6.5153881152468784e-06,9.035972525772706e-10
1863,6.772705788193889e-06,3.496234635136375e-09
1864,6.25040735968696e-06,1.4384183844029508e-09
1865,5.897675954713577e-06,4.23615986733239e-09
1866,6.282479503738614e-06,2.9193677475447544e-09
1867,5.641393357791458e-06,0.0
1868,5.841895209357517e-06,1.4819622196071691e-09
1869,5.939335821381064e-06,2.9301114867763545e-09
1870,5.434731342290888e-06,5.734048791339319e-09
1871,4.072159427437327e-06,0.0
1872,4.7380903751559345e-06,6.047339295989218e-10
1873,4.615808162355961e-06,1.1972008939764578e-09
1874,3.7102321925885917e-06,2.9873046258899194e-09
1875,4.292861902399636e-06,0.0
1876,4.4262875213973985e-06,1.813804439976252e-09
1877,4.454922894581159e-06,2.4739263970730008e-09
1878,4.469529642392445e-06,7.2469064082980594e-09
1879,4.1152414453904385e-06,3.0546627449723474e-09
1880,4.591327446235027e-06,0.0
1881,3.9171547179250865e-06,1.4642266066289267e-08
1882,4.0970550401198125e-06,1.9966155395678697e-09
1883,3.4781641531367313e-06,1.2638677882037541e-09
1884,3.8098394021801596e-06,5.941527270181268e-09
1885,3.3536643186948822e-06,6.445635691854079e-10
1886,3.5784456997589587e-06,7.098810428374236e-09
1887,3.4257267884640896e-06,1.3057849246322917e-09
1888,3.5241136728814126e-06,6.340614699951175e-10
1889,3.1783037748311926e-06,0.0
1890,3.1559370725631197e-06,6.5543866445416654e-09
1891,3.100420556734207e-06,2.5496880162734215e-09
1892,2.890411103351198e-06,1.8805537127519756e-09
1893,3.2578023088092323e-06,2.463366621796581e-09
1894,3.3732140387598974e-06,0.0
1895,3.091762252438457e-06,1.2037228991346183e-09
1896,3.0145611518150872e-06,1.7691086373616827e-09
1897,3.3218094657172514e-06,0.0
1898,2.933857079057134e-06,4.52668391659472e-09
1899,3.0351933091310457e-06,1.1055156790007459e-09
1900,3.097501508619871e-06,3.114631885736685e-09
1901,2.7161270708120355e-06,1.1177477832191585e-09
1902,2.4674175342909166e-06,4.910283846193408e-10
1903,2.851316381224933e-06,4.860198465905796e-09
1904,3.065686112080357e-06,9.674325340824907e-09
1905,3.183156195518677e-06,9.805442235943929e-09
1906,2.899262472766395e-06,0.0
1907,2.9859349233163357e-06,3.5999902503469627e-09
1908,2.643309674255079e-06,4.4202499438483756e-09
1909,2.7488414673371153e-06,4.400786846048277e-09
1910,2.448689865985898e-06,8.01622634938326e-09
1911,2.741056810862119e-06,2.128149656499545e-09
1912,2.8531999589631596e-06,4.167536982180309e-09
1913,2.681191681119799e-06,0.0
1914,2.9023687986295954e-06,0.0
1915,3.818144989509165e-06,0.0
1916,3.3072261160782546e-06,0.0
1917,3.3140534867470706e-06,0.0
1918,3.08064618792514e-06,0.0
1919,2.9271750747739134e-06,4.603924186330488e-09
1920,2.672240572820783e-06,2.2716695191604686e-09
1921,2.4051046665363174e-06,1.5145494858259667e-09
1922,2.681879561095002e-06,1.4755870969551665e-09
1923,2.5457043548726688e-06,3.1847844361720945e-09
1924,2.3269382367629987e-06,1.289162443462999e-09
1925,2.6285644665335894e-06,0.0
1926,2.7898785113222857e-06,1.1146138456652466e-09
1927,2.717066124091616e-06,1.3379069851993108e-08
1928,2.1995129770857602e-06,2.2852082448565625e-09
1929,2.6592150952353677e-06,4.4561625500705304e-09
1930,2.56497990136495e-06,6.3021621254932825e-09
1931,2.749831409687431e-06,4.5621426636444085e-09
1932,2.554667956289336e-06,1.0959536611565568e-09
1933,2.4891336742882686e-06,5.735331320977366e-09
1934,2.6251642992747293e-06,0.0
1935,2.600708178590594e-06,1.196828414151696e-09
1936,2.5849890370466255e-06,6.0623572828433225e-09
1937,2.8556656026523797e-06,0.0
1938,2.8925394346401845e-06,1.2965214457594243e-09
1939,3.3601030011709554e-06,1.5294050470515685e-09
1940,3.0125100600741916e-06,0.0
1941,3.7247963717845778e-06,0.0
1942,3.401351392540164e-06,2.1239483061208375e-08
1943,3.5971085523556212e-06,0.0
1944,3.8686761385520185e-06,0.0
1945,4.391864081298991e-06,2.178504043826024e-09
1946,3.2589304481689396e-06,0.0
1947,2.908692422920467e-06,2.3841741914054637e-09
1948,2.6505661594455887e-06,3.2615663503321457e-09
1949,2.497446942584247e-06,0.0
1950,2.518453534605669e-06,4.2541445921528975e-09
1951,2.5214214893765075e-06,2.1322803522849654e-09
1952,1.953952210698162e-06,4.2179215675730575e-09
1953,2.3799384365474907e-06,1.0773827385790469e-09
1954,2.1861163439496067e-06,6.840775501615326e-09
1955,2.1155160396801875e-06,3.754243138587299e-09
1956,2.00847889608724e-06,4.360570571293465e-09
1957,2.205225435147895e-06,1.767007518083119e-08
1958,1.9985740511430095e-06,2.4816730892496253e-09
1959,2.0415469688117582e-06,1.5501495642666896e-09
1960,1.988355464277447e-06,3.460416619915918e-09
1961,2.3985046375685215e-06,1.3896318540318475e-09
1962,2.2494919242888045e-06,4.43936931660005e-09
1963,2.058144730199274e-06,3.879632060055371e-09
1964,2.3581461334742926e-06,2.433587276140514e-09
1965,1.9354616966893445e-06,3.2832261354087677e-09
1966,2.093216327381242e-06,2.215629901769489e-09
1967,2.4479115943165652e-06,2.4651677921205817e-09
1968,2.348561331189103e-06,3.1439910119779313e-09
1969,2.3662557921966254e-06,5.904285033109247e-09
1970,2.129669507411336e-06,1.5635665651103636e-08
1971,1.958243313282537e-06,2.0553589941130213e-09
1972,2.0135826623857156e-06,0.0
