year,mon_DET âne_NOUN,mon_DET ane_NOUN,mon_DET van_NOUN
1885,8.50823935749645e-08,4.511944984297855e-09,6.445635691854079e-10
1886,6.517998496491373e-08,2.5813855497602844e-09,6.453463874400711e-10
1887,1.2143799921204845e-07,1.9586773869484375e-09,2.6115699047757346e-09
1888,6.023583942749156e-08,1.268122939990235e-09,1.268122939990235e-09
1889,8.144677909882603e-08,2.5060546970934183e-09,1.2530273485467092e-09
1890,4.5880705457079785e-08,1.3108772956016423e-09,6.554386478008212e-10
1891,5.736798058819659e-08,1.912266012205066e-09,1.2748440081367107e-09
1892,9.778879128674589e-08,9.402768563759878e-09,0.0
1893,7.821189118573102e-08,6.158416554491453e-10,1.8475249663474358e-09
1894,4.4740929183717526e-08,6.301539290376468e-10,1.2603078580752936e-09
1895,5.8982420281239456e-08,1.8055843487019274e-09,0.0
1896,6.840553523623782e-08,1.179405795248556e-09,2.358811590497112e-09
1897,5.5936449250282294e-08,1.1653427112179315e-09,5.2440420894583895e-09
1898,3.9608485713493735e-08,1.6975064687230201e-09,1.6975064687230201e-09
1899,5.1959236913035056e-08,1.1055156790007459e-09,1.6582735185011188e-09
1900,4.152842558724501e-08,5.191053142894475e-10,5.191053142894475e-10
1901,4.80631539012677e-08,1.1177477832191585e-09,2.794369402536745e-09
1902,5.892340482205327e-08,3.437198747846537e-09,4.910283846193408e-10
1903,5.4542224958709085e-08,5.400220270956879e-10,1.0800440541913758e-09
1904,4.783416507336824e-08,1.0749250378694342e-09,1.0749250378694342e-09
1905,2.9416326707831786e-08,1.5482277126999122e-09,3.612531440655431e-09
1906,3.858138430956615e-08,1.5432553013283723e-09,5.144184522798412e-10
1907,4.731415881309431e-08,0.0,4.114274587685429e-09
1908,4.714933554694767e-08,0.0,9.822778146428846e-10
1909,4.6208263604352595e-08,2.7504918342913243e-09,2.2003934230241384e-09
1910,3.687464023016673e-08,1.6032452032632705e-09,5.344150677544235e-10
1911,4.469114256444584e-08,5.320374141248863e-10,5.320374141248863e-10
1912,5.2094210722941625e-08,4.16753703769146e-09,2.6047106693738442e-09
1913,4.560571253975354e-08,4.772690798127144e-09,3.1817938284106617e-09
1914,5.6252646984944477e-08,0.0,6.696743715117748e-10
1915,3.062998021885477e-08,0.0,2.3561523843085297e-09
1916,2.5271162940043723e-08,1.0987462051303964e-09,1.0987462051303964e-09
1917,7.347504205057476e-08,0.0,0.0
1918,4.709414369585829e-08,2.2972752589112133e-09,2.2972752589112133e-09
1919,5.432630589830012e-08,3.6831394045755417e-09,1.8415696745321952e-09
1920,3.634671097429987e-08,7.572231730534895e-10,3.028892692213958e-09
1921,3.4077364929885334e-08,1.5145494858259667e-09,3.7863738810983705e-09
1922,2.951174149501412e-08,7.377935484775833e-10,7.377935484775833e-09
1923,4.777176743075984e-08,0.0,5.307974060286824e-09
1924,5.543398617913198e-08,3.867487219366694e-09,0.0
1925,5.829034410709255e-08,6.598906754362588e-09,0.0
1926,9.920063170909543e-08,1.1146138456652466e-09,0.0
1927,3.679244131582493e-08,8.919379901328739e-09,0.0
1928,5.3702394531285336e-08,0.0,0.0
1929,2.3394852943781075e-08,0.0,2.2280812750352652e-09
1930,4.7266217606534155e-08,1.0503603542488804e-09,1.0503603542488804e-09
1931,5.36051762978218e-08,1.1405356659111021e-09,2.2810713318222042e-09
1932,4.274219111977118e-08,2.1919073223131136e-09,1.0959536611565568e-09
1933,2.523545639121494e-08,2.2941324395731044e-09,2.2941324395731044e-09
1934,3.1152108448395666e-08,0.0,0.0
1935,4.308582113310422e-08,0.0,1.196828414151696e-09
1936,4.1224027746977754e-08,0.0,2.424942913137329e-09
1937,2.6441348222050465e-08,8.813782703676054e-09,3.777335444432595e-09
1938,3.111651469822618e-08,2.5930428915188486e-09,2.5930428915188486e-09
1939,2.2941076593951948e-08,0.0,4.588215141154706e-09
1940,2.5357829613881222e-08,1.2678914584896006e-08,5.0715658339584024e-09
1941,1.7709015143196893e-08,0.0,0.0
1942,2.1239483061208375e-08,6.068423541449874e-09,0.0
1943,6.387117501560624e-08,0.0,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09,0.0
1945,1.742803190651898e-08,2.178504043826024e-09,0.0
1946,6.125285700875338e-08,1.3921104269343232e-09,6.960552134671616e-09
1947,3.814678883884426e-08,1.1920870957027319e-09,5.960435478513659e-09
1948,5.544662862178029e-08,2.174377566888097e-09,0.0
1949,3.8286332770809395e-08,2.945102384188658e-09,2.9451024952109606e-09
1950,3.296962081122956e-08,2.1270722960764488e-09,2.1270722960764488e-09
1951,8.742349244528214e-08,3.198420528427448e-09,1.0661401761424827e-09
1952,3.4797852932477724e-08,0.0,2.1089607837865287e-09
1953,3.663101377782141e-08,1.0773827385790469e-09,2.1547654771580937e-09
1954,6.547599196160547e-08,9.772536113672459e-10,3.9090144454689835e-09
1955,5.81907673158355e-08,0.0,1.8771215692936494e-09
1956,3.8373023425464226e-08,1.744228317335228e-09,3.488456634670456e-09
1957,2.562160866803609e-08,0.0,4.417518850718949e-09
1958,4.384289153946952e-08,2.4816730892496253e-09,4.136121722897457e-09
1959,5.5805383425422406e-08,7.750747821333448e-10,3.8753740216890264e-09
1960,4.290916777449638e-08,6.920833350854139e-10,6.920833295342987e-09
1961,3.960450667417348e-08,0.0,3.474079635079619e-09
1962,4.5027891859561464e-08,6.341956404476434e-10,1.2683912808952869e-09
1963,4.073613713018176e-08,1.2932106496776896e-09,0.0
1964,4.1979381304457775e-08,6.083968329129164e-10,1.8251904432275978e-09
1965,6.621172587983892e-08,5.472043373977442e-09,3.2832260243864653e-09
1966,3.212663335361299e-08,5.539074754423723e-10,1.6617224263271169e-09
1967,5.521975943167945e-08,1.9721342336964653e-09,4.930335584241163e-10
1968,3.6380469969898854e-08,2.24570789741918e-09,1.3474247551048535e-09
1969,3.4971536666539293e-08,2.2708788738334817e-09,4.087581995104728e-09
1970,4.184839808019092e-08,2.759235007143701e-09,2.2993624781975086e-09
1971,5.087013654758721e-08,2.5691987426412766e-09,3.083038491169532e-09
1972,5.540558767336279e-08,2.5650733759263744e-09,7.182205663536223e-09
1973,3.3079223804577396e-08,3.859242592163525e-09,4.410563136936219e-09
1974,5.231781408099323e-08,3.375343005096454e-09,1.687671502548227e-09
1975,4.226495242676265e-08,1.7134440533084216e-09,2.8557400888473694e-09
1976,3.8851982520071715e-08,1.8283286162823487e-08,5.713526873840635e-10
1977,3.937443882051639e-08,2.3507127355770763e-09,4.701425582176455e-09
1978,6.712868305669417e-08,1.7821774056514528e-09,1.7821774056514528e-09
1979,6.320131351600367e-08,4.681578680276743e-09,1.7555920051037788e-09
1980,3.9227538550790086e-08,5.685150683554241e-10,2.8425753972882717e-09
1981,5.503228184267073e-08,3.162774764309262e-09,1.0120879245789638e-08
1982,4.283176591179938e-08,0.0,6.207502289967692e-10
1983,3.8523428003145455e-08,6.315316047889041e-10,1.2630632095778083e-09
1984,4.6392066632705564e-08,2.3196033982486597e-09,3.479405208395292e-09
1985,4.571824163690508e-08,1.8046674155058895e-09,2.4062232206745193e-09
1986,4.37597451607985e-08,1.7983456390702202e-09,5.994485463567401e-10
1987,5.010869896793224e-08,1.2221633705067347e-09,7.332980112018106e-09
1988,4.077656567957888e-08,1.1993107618124554e-09,2.3986214681137596e-09
1989,3.9514480132396557e-08,2.1952488715726304e-09,1.6464366536794728e-09
1990,5.775569977828354e-08,1.089730194969718e-09,1.634595292454577e-09
1991,6.154538567670897e-08,2.344586080837985e-09,2.344586136349136e-09
1992,4.628352989755058e-08,0.0,5.509944167592096e-10
1993,2.935779908064262e-08,1.1078414852150331e-09,1.661762283333701e-09
1994,5.1166789694079284e-08,0.0,9.494867780901473e-09
1995,6.452716405647152e-08,3.79571546416102e-09,2.7112253553340793e-09
1996,5.2847112019804854e-08,5.338092190498855e-10,5.338092190498855e-10
1997,5.6579755991492675e-08,9.58978896292706e-10,6.233362714880286e-09
1998,7.676687729940568e-08,9.536258449571733e-10,3.814503379828693e-09
1999,4.250286966822614e-08,0.0,6.398281737762801e-09
2000,5.2132770989032906e-08,4.4180314962005696e-10,8.836062992401139e-10
2001,4.8193328439083416e-08,1.3143635346768434e-09,2.190605918883648e-09
2002,4.8631559224077137e-08,8.76244299341522e-10,5.695587945719893e-09
2003,4.791961494277075e-08,1.2500768753476166e-09,5.000307501390466e-09
2004,4.757174432157285e-08,4.404791253964646e-10,8.809582507929292e-10
2005,4.5487871691562987e-08,4.5037495954858286e-10,0.0
2006,4.323784486004456e-08,8.235779835885637e-10,1.2353669198716943e-09
2007,5.831939864364699e-08,3.994479469415779e-10,1.5977918155218873e-09
2008,6.982201039562597e-08,1.7029758714315335e-09,8.514879634713424e-09
2009,4.482101090275137e-08,0.0,1.1443661795951243e-08
2010,6.991213563622978e-08,0.0,1.1809482225455525e-08
2011,6.959628739977575e-08,3.82397197240536e-10,2.1414242490358504e-08
2012,1.0587226295655228e-07,0.0,8.510631727132179e-09
2013,9.287786006950682e-08,0.0,1.171432534308181e-08
2014,9.917738807985188e-08,0.0,3.2698222088289874e-08
2015,9.154456659388188e-08,0.0,1.507271307765734e-08
2016,1.2635174062580745e-07,1.242804026357902e-09,3.189863595487452e-08
2017,7.697770731951437e-08,0.0,3.7482607684324876e-08
2018,1.2933148241245362e-07,0.0,4.878972076349797e-08
2019,8.265200168722231e-08,5.1019755087367e-10,5.790742080291622e-08
