year,en_ADP empire_NOUN,en_ADP vampires_NOUN
1865,9.93144197991569e-08,2.3534221238463715e-09
1866,1.0120474769337306e-07,9.731225825149181e-10
1867,9.60856638698715e-08,1.94112459439566e-09
1868,9.484558205485882e-08,4.93987406535723e-10
1869,1.6457459750540693e-07,9.767038289254515e-10
1870,1.295895017960902e-07,1.1468097582678638e-09
1871,1.0302542108320267e-07,0.0
1872,8.345328517123107e-08,0.0
1873,1.0774808245628265e-07,5.387403856360606e-09
1874,1.2546678718194926e-07,0.0
1875,7.666846357778923e-08,0.0
1876,8.162119868870832e-08,1.813804439976252e-09
1877,7.112538291664805e-08,3.0924081073635534e-09
1878,2.8383716266233705e-08,0.0
1879,4.8263670393566827e-08,7.331190321480108e-09
1880,6.482024872411785e-08,3.8507077526617195e-09
1881,1.1922988107926358e-07,0.0
1882,8.585446664710616e-08,0.0
1883,7.58320695126713e-08,0.0
1884,6.733731083841121e-08,6.601696966868076e-10
1885,9.603997241924844e-08,0.0
1886,9.680195844907757e-08,0.0
1887,1.2143799921204845e-07,0.0
1888,1.1096075525074411e-07,0.0
1889,7.455512562870581e-08,0.0
1890,1.1535720140232186e-07,0.0
1891,1.6509229538996806e-07,0.0
1892,5.328235630486233e-08,3.1342561879199593e-09
1893,7.205347429817266e-08,1.847525021858587e-09
1894,1.0460555444069541e-07,6.301539290376468e-10
1895,5.1760084218699376e-08,1.8055843487019274e-09
1896,8.7276031734973e-08,5.89702897624278e-10
1897,8.856604694074122e-08,5.826713556089658e-10
1898,6.846609323929442e-08,0.0
1899,5.693405746853841e-08,0.0
1900,5.969711125430877e-08,2.595526460424935e-09
1901,1.00597297825189e-07,1.1177477832191585e-09
1902,4.91028391280679e-08,1.4730852093691738e-09
1903,7.830319281865172e-08,0.0
1904,9.62057926656712e-08,2.1498500757388683e-09
1905,4.3866451804319695e-08,0.0
1906,8.487904423759574e-08,0.0
1907,8.999975875667587e-08,5.142843373384665e-10
1908,7.072400265428769e-08,0.0
1909,5.280944009866673e-08,5.500983557560346e-10
1910,6.893954374032063e-08,5.344150677544235e-10
1911,5.852411710804972e-08,1.0640748282497725e-09
1912,8.439262266790593e-08,5.2094213387476884e-09
1913,8.962052788774599e-08,5.30298971401777e-10
1914,1.0848724790735176e-07,0.0
1915,9.071186823916833e-08,0.0
1916,6.372727945347378e-08,3.2962386153911893e-09
1917,8.444146715191891e-08,1.0966424435210342e-09
1918,8.614782487370576e-08,0.0
1919,1.0128633221029304e-07,0.0
1920,5.149117532354808e-08,2.2716695191604686e-09
1921,6.512562894522844e-08,8.330022005509363e-09
1922,6.566362387161462e-08,2.2133805899215986e-09
1923,6.051090295500217e-08,0.0
1924,5.1566498626698376e-08,0.0
1925,8.358615199988151e-08,4.399271169575059e-09
1926,9.474217499416682e-08,0.0
1927,5.1286434654684854e-08,0.0
1928,5.484499965291434e-08,0.0
1929,7.464072204754757e-08,0.0
1930,6.40719814981594e-08,0.0
1931,8.896178016470913e-08,0.0
1932,8.219652514185327e-08,1.0959536611565568e-09
1933,6.767690585718356e-08,0.0
1934,7.788026934463232e-08,0.0
1935,7.659701761753013e-08,1.196828414151696e-09
1936,4.1224028635156174e-08,0.0
1937,4.155068999978084e-08,1.2591118148108649e-09
1938,8.038433207957496e-08,0.0
1939,6.576441791139587e-08,0.0
1940,5.0715657451405605e-08,0.0
1941,6.49330580415608e-08,0.0
1942,7.585529360198962e-08,9.102635090130207e-09
1943,6.67744117777147e-08,8.709705845433291e-09
1944,7.069009733129406e-08,3.2131861615880553e-09
1945,5.664110602765504e-08,0.0
1946,5.568441707737293e-08,1.3921104269343232e-09
1947,5.602809416416221e-08,5.960435700558264e-09
1948,5.435943961629164e-08,5.435944139264848e-09
1949,4.123143426681963e-08,0.0
1950,4.785912821603233e-08,0.0
1951,5.543928871531989e-08,1.0661401761424827e-09
1952,2.2144088340780854e-08,4.2179215675730575e-09
1953,6.787511352968068e-08,5.386913581872932e-09
1954,5.472620223656577e-08,2.9317608341017376e-09
1955,5.349796339260138e-08,9.385607846468247e-10
1956,4.273359266449006e-08,0.0
1957,2.473810578607072e-08,8.835037701437898e-10
1958,4.7979010986409776e-08,0.0
1959,5.1930010513956404e-08,0.0
1960,5.536666591865469e-08,2.076250060767393e-09
1961,5.905935474004309e-08,6.948159270159238e-10
1962,4.1856912602611374e-08,2.5367825617905737e-09
1963,4.7202188824257973e-08,1.939815863494232e-09
1964,5.475571634994125e-08,1.8251904432275978e-09
1965,6.949495023889085e-08,1.0944086747954884e-09
1966,4.597431946251618e-08,1.1078149508847446e-09
1967,5.1768523690043367e-08,1.9721342336964653e-09
1968,7.321007799987456e-08,3.1439910674890825e-09
1969,7.403065183098079e-08,1.8167031212712459e-09
1970,4.7366868122233896e-08,2.2993624781975086e-09
1971,3.596878184186636e-08,2.0553589941130213e-09
1972,3.078088184338412e-08,1.5390440033513642e-09
1973,4.520827090459534e-08,2.205281512956958e-09
1974,7.0882201441691e-08,1.6876715580593782e-09
1975,6.682431852311765e-08,3.4268881066168433e-09
1976,6.170608907174469e-08,4.570821499072508e-09
1977,1.6690060977708754e-07,1.1753563677885381e-09
1978,1.0396035188264818e-07,1.1881182704343018e-09
1979,1.3459538994453624e-07,3.5111840102075575e-09
1980,8.129765660669364e-08,3.97960553399912e-09
1981,4.8706731092806876e-08,8.223214109648325e-09
1982,4.966001831974154e-08,6.2075020679230875e-09
1983,6.504775507121252e-08,6.315316047889041e-10
1984,5.4510682190311854e-08,4.639206796497319e-09
1985,5.5343134519603154e-08,6.015557829641693e-09
1986,4.975422873698676e-08,7.1933827783254856e-09
1987,4.277571896693644e-08,3.6664902225425067e-09
1988,3.537966719591168e-08,7.795519785247507e-09
1989,4.335616488049254e-08,2.1952488715726304e-09
1990,7.68259780792313e-08,6.538381391862913e-09
1991,6.213153014300588e-08,3.5168792322792797e-09
1992,8.320015659757374e-08,1.65298330578878e-09
1993,7.810282465214868e-08,9.416652346772025e-09
1994,6.91015367149106e-08,1.5824779264761446e-09
1995,4.663307673347106e-08,1.0844901643380922e-09
1996,5.5516158337098886e-08,2.6690460952494277e-09
1997,3.2125793691939464e-08,5.274384040632185e-09
1998,7.056831463625457e-08,1.1920323395031573e-08
1999,6.855301748487364e-08,5.0272213059088244e-09
2000,5.6550801486032753e-08,8.394259509714175e-09
2001,6.747066350065722e-08,6.133696661692056e-09
2002,5.958461102295587e-08,1.3143664823189738e-08
2003,7.792145884089052e-08,6.250384210204629e-09
2004,7.444097499531566e-08,9.690540814233373e-09
2005,8.827349440299059e-08,1.306087415997581e-08
2006,6.712160638411291e-08,1.0294725072412803e-08
2007,8.747910129613956e-08,8.787854888225866e-09
2008,6.556457082806944e-08,7.2376473703172906e-09
2009,4.8635562688303935e-08,1.1443662017995848e-08
2010,6.093693194486605e-08,1.9367551118421034e-08
2011,4.588766430724256e-08,2.103184648660772e-08
2012,4.6978688994503415e-08,3.676592896795228e-08
2013,3.8489925913154366e-08,3.8211013020372775e-08
2014,4.828942756773813e-08,3.2265134564113396e-08
2015,4.566145328510629e-08,2.3052384889865607e-08
2016,4.598375027975443e-08,2.9620162322885335e-08
2017,3.999822101308226e-08,2.6413918163825656e-08
2018,4.801528064035665e-08,3.071945542387766e-08
2019,5.025445987127952e-08,2.602007498353487e-08
