year,son_DET air_NOUN,son_DET ver_NOUN
1800,3.744699938579288e-06,2.5153315874604232e-08
1801,3.2907943818827334e-06,4.7623651688866175e-09
1802,3.01660844570506e-06,6.937304419807333e-08
1803,3.2161094338789553e-06,5.26591596994308e-08
1804,5.203246075780044e-06,2.4718509905596875e-08
1805,4.591247318330716e-06,1.9900143755080535e-08
1806,3.316801098662836e-06,2.305335300434308e-08
1807,2.9067411730920867e-06,2.8469551160981155e-09
1808,3.6189201750858047e-06,4.5321479902327155e-09
1809,3.3411062361210497e-06,6.7770917766551975e-09
1810,4.701314708199789e-06,1.1700633351097167e-08
1811,3.123817577943555e-06,3.7606151082059114e-08
1812,3.5740591215471795e-06,8.00162425207418e-09
1813,3.830487941058891e-06,5.751483289628823e-09
1814,2.712435588136941e-06,3.4613449884091096e-08
1815,2.5192067028001475e-06,4.5852800667489646e-08
1816,2.336144632408832e-06,2.7811246638975717e-08
1817,3.154225424850665e-06,2.1796227045456362e-08
1818,3.2509049674445123e-06,6.795070817133819e-08
1819,3.006980080044741e-06,1.7596784918083586e-08
1820,2.8004895398225926e-06,3.5599443393152796e-09
1821,3.0501582557462825e-06,1.4792232216898071e-08
1822,3.708475276198442e-06,5.514088741165324e-08
1823,3.294887733318319e-06,1.0870955913233615e-08
1824,3.3566554122899106e-06,3.536867154707579e-08
1825,3.051086025607219e-06,2.201360693732113e-08
1826,2.971813813701374e-06,3.082794464148719e-08
1827,2.367917545598175e-06,3.318218355641278e-08
1828,2.8690957378785242e-06,2.9351363395324626e-08
1829,3.1334958237039245e-06,4.4580517055692326e-08
1830,3.266729635242882e-06,1.461157062010443e-08
1831,2.6598597173688177e-06,9.354723218280014e-09
1832,3.1470708279357495e-06,4.1942906259251345e-08
1833,2.992051236105908e-06,3.70676112027013e-08
1834,2.660341408500244e-06,1.5868702796240086e-08
1835,3.758854660418365e-06,2.8739734148075513e-08
1836,3.0209770613964793e-06,1.5457725766054864e-08
1837,2.594597589222758e-06,1.8090516529234435e-08
1838,2.1821143860734082e-06,3.15608092993358e-08
1839,2.5903414666572644e-06,1.2584655206815398e-08
1840,2.4211187366063314e-06,3.3122380838079835e-08
1841,2.19454339855929e-06,1.926164605592362e-08
1842,2.563898988228175e-06,8.720744570922534e-09
1843,2.5187068644072497e-06,1.1813822142769936e-08
1844,2.2870834754940006e-06,2.7991663376081277e-08
1845,2.1913555343644475e-06,3.850357188639464e-08
1846,2.2832555970353496e-06,3.0443406462410394e-08
1847,1.7231349573876287e-06,1.3483059113639229e-08
1848,1.861664259195095e-06,1.6894966203828687e-08
1849,1.814981274605998e-06,7.54147322368226e-09
1850,2.033983264482231e-06,1.968808849284187e-08
1851,1.946440590927523e-06,1.8703371962303095e-08
1852,2.186241260915267e-06,3.190167285893608e-08
1853,2.1325768670976686e-06,2.6276499198729653e-08
1854,1.806012946303781e-06,1.40282944705028e-08
1855,2.283574971784219e-06,2.0697054736729115e-08
1856,2.1438741697465957e-06,2.4332788672865036e-08
1857,2.5906168019673714e-06,2.5383846580240288e-08
1858,2.563307546665783e-06,3.4745100019328845e-08
1859,2.6056650312966667e-06,4.277425702525761e-08
1860,2.5115007389331367e-06,8.833964648680137e-08
1861,2.4782389971278462e-06,6.555189663304262e-08
1862,2.169085220771194e-06,7.951656139093544e-08
1863,2.2745503827081848e-06,4.994620894649415e-08
1864,2.256878445905386e-06,3.2604150490556094e-08
1865,2.1660896720732126e-06,4.800981262542692e-08
1866,2.137950218639162e-06,2.4328064729406407e-08
1867,2.274512837630027e-06,2.523461972714358e-08
1868,2.023866386480222e-06,2.667531928679523e-08
1869,2.680563682133652e-06,2.9301114090607427e-08
1870,2.18409924457319e-06,3.899153044883974e-08
1871,1.8183455026132833e-06,4.354682658913589e-08
1872,2.324597190295208e-06,2.1165687646984566e-08
1873,1.9173172347564105e-06,1.077480804578812e-08
1874,2.140702434871855e-06,1.732636678575261e-08
1875,2.025420656082133e-06,1.716458086775674e-08
1876,2.0943396350503463e-06,1.8742646323843815e-08
1877,2.3663106958338176e-06,2.5976226947221903e-08
1878,1.957268594310335e-06,3.5026713862684744e-08
1879,2.1663667695293043e-06,6.414791609010706e-08
1880,2.0954267370143498e-06,2.823852374156388e-08
1881,2.084779836764028e-06,4.8807553554297556e-08
1882,2.3786346616816445e-06,3.5939080156310865e-08
1883,2.396925211201051e-06,1.8958016156922497e-08
1884,2.157434650484902e-06,2.3105939384038265e-08
1885,1.948515688354746e-06,1.5469526104539e-08
1886,2.0980211843379948e-06,1.5488313631628614e-08
1887,1.9488839910764e-06,1.8280989388941293e-08
1888,2.1298123726865015e-06,2.282621203164581e-08
1889,1.9992051534245547e-06,1.8795410117178335e-08
1890,1.9145362699646284e-06,1.966315965606924e-08
1891,2.028276767873649e-06,2.7409146396983886e-08
1892,2.09305632381529e-06,1.692498297067857e-08
1893,2.0390516652923907e-06,1.170099145353376e-08
1894,2.2338957421652594e-06,2.2055387072228427e-08
1895,2.025263782456932e-06,1.023164486468886e-08
1896,2.1264687148914163e-06,2.476752192226428e-08
1897,1.76607687762953e-06,1.4566784223291052e-08
1898,2.0652996397529932e-06,1.4145887239358501e-08
1899,1.971687261459465e-06,4.0351322283527224e-08
1900,1.78520316040931e-06,1.245852709885753e-08
1901,1.8141046993491727e-06,1.5089595462036698e-08
1902,1.4102335725851844e-06,1.915010683362084e-08
1903,1.7631719160249304e-06,1.5120616536634657e-08
1904,1.7343915459377968e-06,1.1286712897629059e-08
1905,1.5234560208909897e-06,1.4450125429554816e-08
1906,2.2264030548058145e-06,1.0802787109298606e-08
1907,1.7902237487987804e-06,1.4399961223432456e-08
1908,1.8741860472459848e-06,1.3751889182955779e-08
1909,2.0535172211566532e-06,1.540275407219127e-08
1910,2.053757199860229e-06,2.1376603376310754e-08
1911,1.769024429165711e-06,2.2877608252258597e-08
1912,1.8456979020697872e-06,3.0735586076247046e-08
1913,2.1302108592635705e-06,9.545381096653927e-09
1914,1.8221840178966886e-06,1.1384464315700171e-08
1915,1.4737732669800607e-06,1.1780762143587253e-08
1916,1.5470346852453076e-06,1.2086208478478966e-08
1917,1.4530512828514475e-06,1.4256352209862655e-08
1918,1.8320770394097963e-06,1.6080926812378493e-08
1919,1.949301491777078e-06,3.7752177606265036e-08
1920,2.0384448760069063e-06,2.3473918808747385e-08
1921,2.056000909078648e-06,2.0446418169672853e-08
1922,2.298226874586362e-06,2.2871600613427745e-08
1923,2.239965013473011e-06,4.458698255049853e-08
1924,2.1206722067290684e-06,4.383152196751894e-08
1925,2.283221647303435e-06,5.609070652390358e-08
1926,2.3562936775078924e-06,1.671920735191179e-08
1927,4.604630063909099e-06,3.456259756173807e-08
1928,2.616563548940576e-06,9.14083297942625e-09
1929,2.3773627617629245e-06,1.1140406153131721e-08
1930,1.8517853561661468e-06,1.2604324695075775e-08
1931,1.9411916838407706e-06,3.5356605643244166e-08
1932,1.8894240767508563e-06,1.2055489939655217e-08
1933,1.8020409910946e-06,1.491186085722518e-08
1934,1.7145641493243602e-06,2.3963160344919743e-09
1935,1.8550840223952036e-06,1.0771455727365264e-08
1936,1.5992498845207592e-06,1.9399542416920212e-08
1937,1.7589791880823213e-06,5.036447148221157e-09
1938,1.799571819560697e-06,1.4261735792331365e-08
1939,1.6777573108583965e-06,1.6823455517567254e-08
1940,1.272963032761254e-06,5.0715658339584024e-09
1941,1.9509432434006158e-06,2.066051862925633e-08
1942,1.7507402105820802e-06,1.2136847082899749e-08
1943,1.8929093386077511e-06,2.032264689866281e-08
1944,2.2170985118918907e-06,2.2492303131116387e-08
1945,2.3484274151996942e-06,8.714016175304096e-09
1946,2.1675160155609774e-06,3.062642939255511e-08
1947,2.2852309768950363e-06,4.41072234291795e-08
1948,2.0482636529095544e-06,2.0656587107481528e-08
1949,1.985980752294836e-06,1.4725512142987895e-08
1950,1.879268346272056e-06,1.3825970146541522e-08
1951,2.217571534401941e-06,1.1727541604500402e-08
1952,1.9212633191045825e-06,8.43584291310151e-09
1953,1.8444792431182577e-06,1.0773827163745864e-08
1954,2.0600505052925655e-06,1.4658804170508688e-08
1955,1.846149096706995e-06,1.5016972110259985e-08
1956,2.1384238095834007e-06,1.4825940919394043e-08
1957,1.81560027812111e-06,4.417518795207798e-09
1958,1.756197264057846e-06,7.445019101215422e-09
1959,1.8268512178565288e-06,1.2401196514133517e-08
1960,2.234045098248316e-06,1.8686249214638906e-08
1961,1.9413157303915796e-06,1.250668679730893e-08
1962,1.8271176571715841e-06,1.2683912975486322e-08
1963,1.724496435429046e-06,1.2285501393982656e-08
1964,1.8915057111712485e-06,1.5818317988802733e-08
1965,1.5693820358819721e-06,1.0396882133001384e-08
1966,3.171120255274218e-06,4.985167278981351e-09
1967,2.1688545217557476e-06,2.0214375728855316e-08
1968,1.9735281000521354e-06,9.431973369000701e-09
1969,1.926613606428873e-06,1.135439417487838e-08
1970,1.566785577722385e-06,9.657322247447198e-09
1971,1.7157108942456034e-06,1.1818314438194477e-08
1972,1.6924354042657797e-06,1.1799337951146072e-08
1973,1.2316497617348432e-06,1.2680368366435602e-08
1974,1.1988093007175848e-06,7.875800511758513e-09
1975,1.0549104061396974e-06,1.2565256835017635e-08
1976,1.1484188533472661e-06,5.713526984862938e-09
1977,1.109536434285019e-06,5.876781838942691e-09
1978,1.4637616772006368e-06,5.346532327976661e-09
1979,1.5917367832685159e-06,6.437170463335917e-09
1980,1.3991156038173358e-06,1.1370301200575028e-08
1981,1.3543002026494833e-06,1.1385989151513343e-08
1982,1.3414412549650478e-06,8.069752754913395e-09
1983,1.4335767630768714e-06,9.47297351672205e-09
1984,1.5013632719274028e-06,8.118611838359158e-09
1985,1.3727503898053328e-06,1.6843562544721635e-08
1986,1.5094114829139471e-06,1.378731651069387e-08
1987,1.4201538078850717e-06,9.777306797520424e-09
1988,1.5171280907111395e-06,1.6790350165774015e-08
1989,1.5191122599844675e-06,1.0976244135818547e-08
1990,1.3567141223802537e-06,1.253189690908485e-08
1991,1.3358278820874148e-06,6.4476117778156095e-09
1992,1.3901588644671392e-06,9.917899501665772e-09
1993,1.532144729310403e-06,9.416652346772025e-09
1994,1.3952181134868624e-06,1.2132331528302842e-08
1995,1.3897741766299987e-06,1.4098372302928652e-08
1996,1.2960888327029352e-06,1.1209993600047596e-08
1997,1.3085267411838686e-06,7.67183128136395e-09
1998,1.3531950173728546e-06,1.0966696994962888e-08
1999,1.4048798817611896e-06,5.027221222642098e-09
2000,1.448230683820384e-06,8.83606254831193e-09
2001,1.293771802579613e-06,1.2267393101339508e-08
2002,1.5890690079345404e-06,7.009954172687571e-09
2003,1.6551017978372329e-06,7.917153876935146e-09
2004,1.5623794809016545e-06,1.0131019939629837e-08
2005,1.6136935201416236e-06,6.755624615273348e-09
2006,1.724984059592316e-06,8.64756888319107e-09
2007,2.3148008665430098e-06,7.190063044948403e-09
2008,2.666434511411353e-06,1.064359897440248e-08
2009,2.8656837400831137e-06,1.3350939020995156e-08
2010,3.7332135320866655e-06,7.085689757158065e-09
2011,4.077119001522078e-06,9.55992968121322e-09
2012,5.375315225819577e-06,1.8382965150109953e-08
2013,5.893978880067152e-06,1.5898012573067888e-08
2014,6.95454383503602e-06,1.3425759975982388e-08
2015,6.460873919422738e-06,1.8840891402582827e-08
2016,6.559519647453271e-06,2.23704730850649e-08
2017,6.481220907517127e-06,1.660303478034919e-08
2018,7.994285965651216e-06,1.5488800020335702e-08
2019,7.478730879029172e-06,1.4285531313440458e-08
