year,en_ADP âne_NOUN,en_ADP ane_NOUN,en_ADP van_NOUN
1828,2.7516904310687096e-08,1.8344602503717056e-09,3.760643585426493e-08
1829,3.429270378774163e-08,5.143905634774626e-09,3.6007339110355474e-08
1830,2.7135772739939057e-08,2.0873671680021744e-09,4.07036597760424e-08
1831,4.677361609140007e-09,1.5591206103948707e-09,2.182768810143898e-08
1832,2.0294953273491956e-08,1.3529969367098715e-09,3.517792035445666e-08
1833,5.79181431703546e-08,3.4750886612755494e-09,1.853380560135065e-08
1834,3.080395316601425e-08,4.667265462998671e-09,4.6672655296120524e-08
1835,4.235329242874286e-08,2.2689263801112247e-09,3.857174846189082e-08
1836,1.008112526790228e-08,2.688300027031687e-09,5.6454301289310393e-08
1837,2.0177884252348122e-08,1.3915781860163179e-09,9.253995025826356e-08
1838,3.7241754569095065e-08,8.205810475558906e-09,7.258986189917493e-08
1839,1.5381244722334486e-08,5.593180252283503e-09,1.279439980628183e-07
1840,2.6115722917552375e-08,2.547875410652267e-09,6.942960334432868e-08
1841,5.778493683550323e-09,3.2102742686390684e-09,6.548959330388016e-08
1842,1.2074877098200432e-08,2.683306021822318e-09,1.489234811025142e-07
1843,2.4809025944705354e-08,0.0,4.902736205902869e-08
1844,6.147188713612195e-08,2.7442806360689076e-09,4.939705111617343e-08
1845,1.674068350610014e-08,2.790113973194508e-09,7.47750537044567e-08
1846,5.327596142024049e-08,5.854501550217606e-09,4.859236213405893e-08
1847,2.6426796750911308e-08,2.6966118227278457e-09,8.197700118728335e-08
1848,2.574470947536156e-08,2.4135665133151463e-09,3.459445391262861e-08
1849,6.116972883773997e-08,2.513824481908955e-09,6.787326278789862e-08
1850,2.1045888587423178e-08,1.3577992064028876e-08,6.245876260635441e-08
1851,2.644269869733762e-08,1.9348316282474798e-09,5.6110117219176914e-08
1852,1.7578472011337e-08,3.906327261660181e-09,7.877760044294746e-08
1853,1.911018188138769e-08,2.9859659189668264e-09,7.763511322700367e-08
1854,7.79349651480743e-09,1.558699391779328e-09,6.026970739148041e-08
1855,1.539011762474729e-08,2.653468555990912e-09,5.837630823180007e-08
1856,2.692138423299184e-08,1.5531567143511893e-09,8.231730652674685e-08
1857,3.124165814938351e-08,4.881509085841174e-10,5.760180721292585e-08
1858,1.9085335978274998e-08,3.4255731584664773e-09,8.466059564504747e-08
1859,1.782260738991681e-08,2.5460866748261424e-09,7.332729845543895e-08
1860,3.9363783344015246e-08,4.577183909670879e-10,5.675708222852016e-08
1861,4.197207559286653e-08,2.357981809808507e-09,8.960330932783478e-08
1862,3.7499287230957634e-08,3.162590411776023e-09,5.828202334634547e-08
1863,2.6970951694238465e-08,9.989241656072068e-10,6.243276262640762e-08
1864,4.890622662401256e-08,1.4863656416785886e-08,9.349719853890548e-08
1865,2.58876440284439e-08,2.3534221793575227e-09,9.084209595666692e-08
1866,2.3354942868536455e-08,2.4328064562872953e-09,7.930949108558849e-08
1867,1.6984840200962026e-08,6.308654931785895e-09,8.929173134220036e-08
1868,1.2349684830326169e-08,7.903798504571569e-09,6.174842770434452e-08
1869,2.0510780629479086e-08,6.348574888015435e-09,6.20206948021007e-08
1870,2.1789386295267832e-08,2.2936195165357276e-09,7.167561166809833e-08
1871,2.6552942955504477e-08,3.18635318130589e-09,1.2108142288802526e-07
1872,1.5118347462816928e-08,2.4189357183956872e-09,9.736216277644871e-08
1873,2.5141218884527916e-08,2.9930022349411445e-09,8.021246011846728e-08
1874,4.540703102406951e-08,1.792382742227261e-09,6.990292744646354e-08
1875,2.7463329388410784e-08,2.2886108563824337e-09,6.808617258879934e-08
1876,2.0556450763820067e-08,3.627608879952504e-09,6.227395332736307e-08
1877,4.391219476929109e-08,1.1751150053029846e-08,6.98884219385576e-08
1878,4.287753085918666e-08,4.8312708278430705e-09,7.548860603279195e-08
1879,2.1993571408529533e-08,6.10932526790009e-10,9.71382705383661e-08
1880,2.5671385017744797e-08,1.9253538763308597e-09,7.18798811583099e-08
1881,1.8128519130300447e-08,1.3945015142624584e-09,9.552335522577948e-08
1882,9.983077475794744e-09,1.9966155395678697e-09,1.1846585712405044e-07
1883,3.5388296737437486e-08,4.423537203201988e-09,6.572112565272903e-08
1884,2.8387297845711146e-08,3.9610181801208455e-09,6.799747698238434e-08
1885,1.5469526104539e-08,1.933690763067375e-09,4.769770373114213e-08
1886,1.8069698626277386e-08,5.8081173759383375e-09,6.969741078721725e-08
1887,2.9380160526670807e-08,4.570247291724172e-09,5.0272717655452936e-08
1888,3.106901047544852e-08,6.340614699951175e-10,6.213802228316467e-08
1889,2.0048437576747347e-08,3.1325683158556217e-09,9.021796854025155e-08
1890,1.9007721618891082e-08,1.3108772956016423e-09,8.12743912170788e-08
1891,1.9760081571007504e-08,1.211101796627645e-08,5.991766760526929e-08
1892,3.0715710863660206e-08,1.3163876211308434e-08,1.2725080056341653e-07
1893,1.970693297437265e-08,9.237624776226028e-09,6.651089995424186e-08
1894,2.0164925729204697e-08,3.150769645188234e-09,6.17550857118232e-08
1895,2.2870734639468537e-08,3.0093072478365457e-09,8.24550205891228e-08
1896,2.0049897742069334e-08,3.5382172747233653e-09,8.255840555637661e-08
1897,1.3401440845939305e-08,4.078699378240458e-09,8.15739892301437e-08
1898,1.4145887128336199e-08,1.6975064687230201e-09,5.6017713911948874e-08
1899,1.6029977345510815e-08,5.527578395003729e-10,1.0060192678906787e-07
1900,1.972600216504361e-08,3.6337372000261325e-09,6.956011289194208e-08
1901,2.0119459875900247e-08,6.706486532781497e-09,8.159558934073274e-08
1902,9.820567470342212e-09,4.910284012726862e-09,8.98581953845401e-08
1903,1.1340462791054051e-08,1.6200660812870638e-09,9.828401048572744e-08
1904,1.6123875568041512e-08,5.912087708281888e-09,8.008191443309443e-08
1905,1.186974607492175e-08,2.0643036169332163e-09,9.908657488955086e-08
1906,2.006231980544726e-08,8.745113522223846e-09,1.6255622892202837e-07
1907,1.337139288182243e-08,5.6571278217454335e-09,1.316567939113611e-07
1908,1.1787333775714615e-08,2.4556945366072114e-09,1.1099739594122582e-07
1909,1.320236009405562e-08,5.5009836685826485e-09,7.811396462997777e-08
1910,1.5498036631811374e-08,3.7409054742809644e-09,9.940120482276882e-08
1911,3.2454281040372734e-08,1.5961122423746588e-09,1.0800359262486126e-07
1912,1.7712032729377825e-08,2.083768435579003e-09,6.980624445152017e-08
1913,1.3257474229533273e-08,4.772690798127144e-09,7.052976114252374e-08
1914,3.616241528447972e-08,6.696743715117748e-10,9.509376003302705e-08
1915,4.712304768617059e-09,0.0,7.068457252845661e-08
1916,1.2086208478478966e-08,2.197492410260793e-09,7.801097923199052e-08
1917,7.676496771580332e-09,1.0966424435210342e-09,6.68951897209169e-08
1918,2.1824114071478107e-08,4.594550517822427e-09,5.398596947259193e-08
1919,1.6574126959767455e-08,3.6831394045755417e-09,8.010828012050553e-08
1920,2.6502810612782923e-08,4.543339038320937e-09,8.935233264395492e-08
1921,1.060184651180407e-08,2.27182422873895e-09,9.23875155267595e-08
1922,1.475587119159627e-08,5.1645547283207804e-09,1.2542490562816866e-07
1923,3.715581797791856e-08,3.1847844361720945e-09,1.401305165238398e-07
1924,3.867487308184536e-08,1.289162443462999e-09,7.477142238698775e-08
1925,2.859526304632709e-08,4.399271169575059e-09,3.1454788729234906e-07
1926,3.1209186346359274e-08,3.3438415369957397e-09,1.5604593817108992e-07
1927,2.5643217327342427e-08,5.574612549352764e-09,1.6277868319924949e-07
1928,1.1426041446327417e-08,2.2852082448565625e-09,2.205226005136396e-07
1929,2.2280811862174232e-08,6.684243603061191e-09,1.214304268248867e-07
1930,1.575540586884472e-08,1.155396367469308e-08,1.9746774970741399e-07
1931,1.710803587684495e-08,2.2810713318222042e-09,3.866415907438636e-07
1932,1.0959536389520963e-08,3.2878609834696704e-09,1.7206472713304777e-07
1933,4.588264879146209e-09,2.2941324395731044e-09,4.89797274072501e-07
1934,1.677421224144382e-08,3.5944740517379614e-09,3.618437194319313e-07
1935,4.787313656606784e-09,2.393656828303392e-09,4.4522016651171725e-07
1936,1.33371855781661e-08,4.849885826274658e-09,6.38972459388043e-07
1937,2.0145789036973838e-08,5.0364472592434595e-09,4.444664760683281e-07
1938,9.075650453382877e-09,2.5930428915188486e-09,3.811773119366535e-07
1939,2.4470480752825097e-08,3.058810094103137e-09,5.719974724982535e-07
1940,4.057252667166722e-08,5.0715658339584024e-09,1.851121538276601e-07
1941,1.7709016475464523e-08,0.0,1.7709014876743367e-07
1942,3.6410540360520827e-08,0.0,2.1239482128621034e-07
1943,2.322588166236983e-08,0.0,1.6548441217345555e-07
1944,2.2492303131116387e-08,6.4263723231761105e-09,3.75942786234873e-07
1945,2.178504132643866e-08,8.714016175304096e-09,2.4399245690531757e-07
1946,3.6194869323935563e-08,5.568441707737293e-09,6.264497063313001e-07
1947,2.5033829231801974e-08,1.1920870957027319e-09,5.245183252178265e-07
1948,2.9354097819123126e-08,2.174377566888097e-09,6.468773134926664e-07
1949,4.417653798327592e-08,2.9451024952109606e-09,4.800517099390333e-07
1950,3.403315673722318e-08,2.1270722960764488e-09,5.785636674193739e-07
1951,3.838104589704017e-08,3.1984206394497505e-09,6.045014746547395e-07
1952,8.435843135146115e-09,5.272401848444019e-09,1.1314574492882201e-06
1953,1.723812381726475e-08,4.3095309543161875e-09,8.662157348071631e-07
1954,1.5636057781875934e-08,3.9090144454689835e-09,7.730076332368441e-07
1955,3.191106756617046e-08,4.6928039232341234e-09,4.6458759461742716e-07
1956,2.2674967681268754e-08,2.616342476002842e-09,5.520482746490529e-07
1957,2.03205861026845e-08,3.534015080575159e-09,5.990155502733074e-07
1958,2.7298403537656668e-08,3.3088973783179654e-09,5.633397873738843e-07
1959,2.2477168570844697e-08,1.5501495642666896e-09,6.456373211616295e-07
1960,3.8756667208872386e-08,4.152500010512483e-09,6.131858550917357e-07
1961,3.47407969059077e-08,6.948159270159238e-10,5.82950538507987e-07
1962,1.4586500007851555e-08,1.9025869768540815e-09,5.098933013591989e-07
1963,3.427008365974871e-08,3.2330265131719216e-09,4.623228153644021e-07
1964,2.1902286206909594e-08,8.517555771803131e-09,4.788083181050951e-07
1965,4.268193976031398e-08,4.377634699181954e-09,3.6662691105249223e-07
1966,2.658755882123387e-08,4.985167278981351e-09,3.406531090544007e-07
1967,3.500538170442269e-08,2.9582012950335468e-09,2.953270996641777e-07
1968,2.2906220920049236e-08,2.245707925174756e-09,2.8745061020352125e-07
1969,2.2254612375149918e-08,2.725054681906869e-09,2.566093222078347e-07
1970,2.8052221878738237e-08,3.219107508334318e-09,2.653464274138262e-07
1971,2.8261185391897925e-08,2.5691987426412766e-09,2.96999370763551e-07
1972,4.771036543615992e-08,4.617132176587546e-09,2.8164506066241657e-07
1973,4.741355397186453e-08,3.307922269435437e-09,3.0322620325762273e-07
1974,2.025205780853412e-08,1.1251143350321513e-09,4.3260645488096827e-07
1975,3.484002775167028e-08,2.2845920710778955e-09,4.077996949014562e-07
1976,3.313845553520878e-08,2.285410749536254e-09,1.8968908510608173e-07
1977,4.172515133404886e-08,3.526069047854463e-09,3.2028461954825005e-07
1978,3.445542873237173e-08,2.9702956760857546e-09,1.8712862370762195e-07
1979,3.862302477841695e-08,2.9259866751729646e-09,3.142509601428145e-07
1980,3.581644847372445e-08,1.1370301367108482e-09,2.1433018354555244e-07
1981,5.3134616706529414e-08,2.5302198669585607e-09,3.403145663050111e-07
1982,3.3520510811513304e-08,1.8622506869903077e-09,2.0857208238300728e-07
1983,1.894594880980094e-08,1.8945948143667124e-09,2.5513876777960576e-07
1984,4.5812168281145205e-08,3.479405208395292e-09,2.2964073115305794e-07
1985,4.992913105184016e-08,1.2031116103372597e-09,1.2813139005363183e-07
1986,4.495863947795442e-08,2.3977941854269602e-09,1.3008033356021187e-07
1987,3.116516467116526e-08,3.055408426266837e-09,1.2404958182887782e-07
1988,3.2381390013824785e-08,1.1993107618124554e-09,1.2292935525071158e-07
1989,3.6221607047082216e-08,0.0,1.2128750248585618e-07
1990,5.4486509526441296e-08,3.2691906959314565e-09,1.754465568382102e-07
1991,6.799299967497063e-08,5.861465202094962e-10,1.9518679106322878e-07
1992,4.958949872957419e-08,3.305966445044106e-09,2.2866268339916118e-07
1993,4.708326173386013e-08,3.877445142741465e-09,1.1964687723908796e-07
1994,6.224413340305546e-08,1.5824779819872958e-09,1.2501576468482156e-07
1995,2.9281235214284607e-08,5.422450821690461e-10,1.0844901426887432e-07
1996,4.163711864180186e-08,5.338092190498855e-10,1.4679753213009405e-07
1997,7.336188900808338e-08,9.58978896292706e-10,1.1220052842375594e-07
1998,3.909865853302108e-08,0.0,5.6263926184740853e-08
1999,5.392837465478806e-08,4.570201161957499e-10,7.449428054973062e-08
2000,7.510653432518666e-08,0.0,5.61089985584573e-08
2001,7.316623396036448e-08,1.3143635069212678e-09,8.236677986883656e-08
2002,4.4250338504525644e-08,4.38122149670761e-10,4.7755314092068346e-08
2003,6.958761389341817e-08,1.2500768753476166e-09,6.875422953189769e-08
2004,4.0083598662477016e-08,1.3214373761893938e-09,8.457199227041023e-08
2005,5.314424456059896e-08,3.1526246058177776e-09,6.710586808456043e-08
2006,4.364963146485934e-08,1.2353669753828456e-09,5.559151439182841e-08
2007,5.472436725995067e-08,2.3966877371606188e-09,4.673540976440904e-08
2008,6.258436258121947e-08,1.2772319035736501e-09,5.662394672589777e-08
2009,4.672828524121542e-08,9.53638501499654e-10,3.528462566571022e-08
2010,4.818268806161541e-08,3.3066552274085836e-09,3.306655077528475e-08
2011,6.00363634362111e-08,3.82397197240536e-10,2.7532597868251685e-08
2012,5.821271997774602e-08,3.0638274695071743e-09,4.323400829009394e-08
2013,4.0442312609911824e-08,8.367375126105969e-10,5.327228769225201e-08
2014,4.200963488187881e-08,6.496335691608124e-10,9.333068527739297e-08
2015,4.787802865280355e-08,6.649726186358507e-10,3.746012480765337e-08
2016,5.074783260283766e-08,1.0356700219649184e-09,2.8170225069290566e-08
2017,3.270294612889302e-08,0.0,1.2703836904659482e-07
2018,4.8789722484343656e-08,7.744400121190154e-10,3.846385565609012e-08
2019,4.3621891876455265e-08,5.1019755087367e-10,1.512735716135971e-07
