year,en_ADP allée_NOUN,en_ADP vallée_NOUN
1800,3.144164484325529e-09,3.458580888349161e-08
1801,1.4287095950749062e-08,4.0480104601670064e-08
1802,1.5664880947952042e-08,3.3567602031325805e-08
1803,1.7553053011098996e-08,3.120542824142092e-08
1804,4.943701981119375e-08,4.943701892301533e-09
1805,2.55858996212055e-08,3.1271654599152043e-08
1806,2.881669125542885e-09,2.0171682990621775e-08
1807,1.9928686256776018e-08,5.693910232196231e-09
1808,2.2660739951163578e-09,1.1194405025172216e-06
1809,8.132509776714869e-08,6.7770917766551975e-09
1810,1.6380887757350138e-08,6.552354925304371e-08
1811,2.5070768572277302e-08,1.2535384108502967e-07
1812,1.3336041604361526e-08,7.468183005343576e-08
1813,3.163315653864629e-08,4.026038347149097e-08
1814,2.5173417128598885e-08,2.8320094269673746e-08
1815,2.1577788444915313e-08,2.157778822287071e-08
1816,1.1588019432906549e-08,3.9399266071882266e-08
1817,7.784366928831332e-09,2.0239354192597148e-08
1818,3.5763530803478716e-08,1.2159600881744836e-07
1819,3.622867339458935e-08,7.659776812829477e-08
1820,2.1359666035891678e-08,2.7292905713238724e-08
1821,1.4792232216898071e-08,5.71966314311112e-08
1822,5.6143449000956025e-08,2.105379337535851e-08
1823,3.656594316225892e-08,5.929612134636386e-08
1824,9.263223965660927e-09,4.884245363712125e-08
1825,2.8177417732422327e-08,1.2679837979590047e-07
1826,2.818555067118922e-08,4.227832484104965e-08
1827,2.7651818612639545e-08,2.949527377893446e-08
1828,2.109629271274116e-08,4.861319524707142e-08
1829,2.2290258527846163e-08,2.8291481157793896e-08
1830,1.878630406793036e-08,1.461156973192601e-08
1831,7.795603274018958e-09,3.274153215215847e-08
1832,2.705993829010822e-08,2.841293511579579e-08
1833,1.853380560135065e-08,3.9384337569003947e-08
1834,2.6136685704614138e-08,5.880754549991707e-08
1835,2.4201881387853064e-08,8.546289365085613e-08
1836,4.435695188931277e-08,7.056787687531596e-08
1837,1.1132625266085938e-08,4.1747346024578746e-08
1838,1.3886756189407379e-08,9.594486272135327e-08
1839,2.37710154893378e-08,2.3771014490137077e-08
1840,1.0828470564661075e-08,5.6053258035149156e-08
1841,1.926164472365599e-08,9.37400130851529e-08
1842,2.5491406319133603e-08,7.848669980603518e-08
1843,1.8902115428431898e-08,8.210606239344997e-08
1844,2.6345094994439933e-08,6.03741752147613e-08
1845,2.0088821273134272e-08,6.528866691724033e-08
1846,1.5221703009160592e-08,5.913046230432428e-08
1847,1.4022381478184798e-08,8.467361034547594e-08
1848,8.04522137798358e-09,6.194820656446609e-08
1849,5.865590679832167e-09,7.541473445726865e-08
1850,1.0862393651223101e-08,5.7706468936657984e-08
1851,2.7087642351375507e-08,6.384944484238986e-08
1852,2.9948509450150596e-08,3.014382610189159e-07
1853,3.523439673358553e-08,7.823230774306467e-08
1854,1.0391328686409906e-08,8.209149610083344e-08
1855,2.4942604426314574e-08,9.287139945968192e-08
1856,1.346069211649592e-08,8.076415269897552e-08
1857,2.245494101771328e-08,9.763017772002058e-08
1858,4.8936761087858827e-08,9.689478086549741e-08
1859,1.3748867822016564e-08,9.318677030023537e-08
1860,2.654766717569146e-08,5.8130236707532035e-08
1861,1.6034276129062164e-08,6.93246668959091e-08
1862,2.2589931703009825e-08,7.816116465164669e-08
1863,2.2475793670651e-08,1.0988166138092836e-07
1864,1.342523781033833e-08,8.19898481330128e-08
1865,1.835669355410019e-08,8.142841068092821e-08
1866,1.265059373922739e-08,5.838735628316272e-08
1867,3.785192959071537e-08,1.5334884295725715e-07
1868,1.778354707937524e-08,1.1213514095054222e-07
1869,3.613804011592947e-08,6.20206943580115e-08
1870,1.548193218070537e-08,4.300536504686647e-08
1871,4.248470730772169e-08,9.02800074698007e-08
1872,1.8746751706544273e-08,8.950062380108648e-08
1873,1.97538145840781e-08,6.883905001586754e-08
1874,1.2546679251101978e-08,9.320390503830822e-08
1875,1.7164581478379404e-08,9.154443247894051e-08
1876,2.0556450763820067e-08,8.827181829929032e-08
1877,2.4739264858908427e-08,7.978412774889421e-08
1878,2.7779808675632012e-08,1.2138568195041444e-07
1879,6.720257683667796e-09,1.1852090864294951e-07
1880,1.7328185109022343e-08,1.1487944884258638e-07
1881,2.719277958362909e-08,1.0737661970683376e-07
1882,2.1962771157291172e-08,6.189508106047015e-08
1883,1.2006744043446815e-08,8.657494304786795e-08
1884,1.650424152899177e-08,9.110342169549313e-08
1885,2.8360796489046436e-08,6.70346098630148e-08
1886,3.6784744139595205e-08,7.356948650283357e-08
1887,4.6355363991779086e-08,9.662808353461116e-08
1888,4.7554610471678416e-08,1.014498351992188e-07
1889,3.00726554769426e-08,7.580815442054245e-08
1890,4.3258950199742685e-08,1.9138808698970777e-07
1891,5.864282570655632e-08,1.0007525785837856e-07
1892,3.949162774574688e-08,7.459529705045043e-08
1893,4.6803965148001225e-08,6.774258065611605e-08
1894,6.175508815431385e-08,1.0397539540463185e-07
1895,5.5973113255447515e-08,8.365873949145453e-08
1896,5.838058786400424e-08,9.848038562410011e-08
1897,5.710179351581246e-08,7.399926094109333e-08
1898,5.6583548513344795e-08,5.771521938147117e-08
1899,5.085372123403431e-08,7.738609575369537e-08
1900,3.270363646556973e-08,7.163653492625599e-08
1901,5.02986488015722e-08,6.594711976504186e-08
1902,2.2096276808269977e-08,8.347482638448867e-08
1903,3.67214987306852e-08,7.39830201545999e-08
1904,3.171028950532673e-08,7.470728924374725e-08
1905,2.838417501038748e-08,1.2024568474267028e-07
1906,5.24706820215215e-08,1.1883066403095555e-07
1907,2.005708904517789e-08,8.742833601527167e-08
1908,7.416197433940397e-08,9.135183987041273e-08
1909,3.850688656825696e-08,9.351672447532877e-08
1910,5.9320072409718705e-08,1.3253493413856177e-07
1911,4.8947441655400326e-08,8.565802467330741e-08
1912,4.7926675961207366e-08,7.449472333442841e-08
1913,6.363587978786e-08,7.265095797182042e-08
1914,2.4108278040557707e-08,6.897645699055488e-08
1915,1.8849219074468238e-08,7.421880310332085e-08
1916,5.7134801778602196e-08,3.186363928264768e-08
1917,3.728584374584898e-08,4.1672411299487067e-08
1918,6.776962191423763e-08,5.743188236095875e-08
1919,6.353415216153735e-08,6.53757246116271e-08
1920,5.83061847692079e-08,5.982063155940409e-08
1921,5.679560644011872e-08,6.209652841926427e-08
1922,6.271245212019494e-08,8.041949806081305e-08
1923,6.369568694708505e-08,7.431163817628317e-08
1924,1.0957880647310958e-07,6.703644839234357e-08
1925,5.7190526758787996e-08,6.158979792836305e-08
1926,6.35329868714507e-08,6.241837613440993e-08
1927,8.027441822378023e-08,6.02058147780582e-08
1928,8.112489147116264e-08,9.369353792809676e-08
1929,6.684243913923638e-08,7.24126403284231e-08
1930,4.7266215830177316e-08,6.827342424742255e-08
1931,3.5356606531422585e-08,7.071320951013149e-08
1932,4.4934100884574946e-08,5.4797681947604815e-08
1933,7.341223806633934e-08,1.6403047431445827e-07
1934,3.2350264689284813e-08,9.705079939692496e-08
1935,6.223507398317452e-08,9.933675748641235e-08
1936,5.2136273520630994e-08,2.0248273679968065e-07
1937,5.0364471260166965e-08,8.561960374020572e-08
1938,5.315737894306949e-08,6.482607073365898e-08
1939,6.423501019980904e-08,1.2999943166391859e-07
1940,3.0429394115571995e-08,1.3946806376452514e-07
1941,5.60785480274717e-08,8.264206963204401e-08
1942,8.495792869211982e-08,7.282108382966612e-08
1943,6.67744117777147e-08,1.6258117430112407e-07
1944,6.105053529381621e-08,8.996921074810871e-08
1945,6.317661549459785e-08,1.2417472827763731e-07
1946,5.4292308426795444e-08,1.0023195073927127e-07
1947,6.67568780254868e-08,7.986983940888592e-08
1948,7.175445815299497e-08,8.045196664419052e-08
1949,4.0249734212238764e-08,7.362756127005099e-08
1950,6.487570525237629e-08,1.0316300569357395e-07
1951,6.076999170545605e-08,5.8637708244546616e-08
1952,7.697706649878455e-08,1.7715270694829144e-07
1953,3.98631598841348e-08,1.2174424712796394e-07
1954,4.88626810124515e-08,1.847009380995246e-07
1955,4.223523575319632e-08,1.0605736600055593e-07
1956,8.197873313520176e-08,1.622132288492395e-07
1957,4.5942195492365556e-08,1.3340907295544824e-07
1958,5.9560154141991006e-08,1.414553645329164e-07
1959,5.0379861393778924e-08,1.604404809008031e-07
