year,en_ADP air_NOUN,en_ADP verre_NOUN
1919,2.642652502382603e-07,3.952929091610713e-06
1920,2.854731246948461e-07,3.7853585581615334e-06
1921,2.6504616346123555e-07,4.617103968485026e-06
1922,2.751969887526684e-07,4.41052998212399e-06
1923,2.558443532585386e-07,4.048922619404038e-06
1924,2.2947091282699006e-07,3.7991617318766657e-06
1925,3.277457034656095e-07,3.651394990811241e-06
1926,2.920288224572687e-07,4.34476487498614e-06
1927,2.129501930347999e-07,3.7628633435815573e-06
1928,2.31948637186008e-07,4.705243554781191e-06
1929,2.551153110985638e-07,4.030599029647419e-06
1930,2.468346705919444e-07,4.5921756282041315e-06
1931,4.573547949249246e-07,5.109599896968575e-06
1932,3.9563927378694075e-07,5.117007731314516e-06
1933,3.8082598163846626e-07,5.800714006909402e-06
1934,3.774197683270586e-07,5.609776053461246e-06
1935,5.732808050495919e-07,5.5724331105011515e-06
1936,4.692264652383926e-07,5.219689683144679e-06
1937,4.293571240765459e-07,5.817096734972438e-06
1938,4.2914859399445504e-07,5.82138136451249e-06
1939,4.909389987872714e-07,5.0699777602858376e-06
1940,6.187310546135194e-07,4.746985723613761e-06
1941,4.574829119974311e-07,4.630907369573833e-06
1942,4.247896423503761e-07,4.214520231471397e-06
1943,9.929064368474627e-07,3.3822689147200435e-06
1944,4.6269882147953467e-07,3.271023615525337e-06
1945,9.389352637612092e-07,3.3135047488030978e-06
1946,4.134568101221703e-07,3.054290345971822e-06
1947,5.161737379744125e-07,3.1411495911015663e-06
1948,4.435730192042797e-07,3.90083323509316e-06
1949,4.7317980900185574e-07,3.4408615192660363e-06
1950,5.221962715573625e-07,3.387362539797323e-06
1951,4.659032604159563e-07,3.5854293400916504e-06
1952,5.388395063476992e-07,4.068185262440238e-06
1953,5.289949411846351e-07,4.670454018196324e-06
1954,6.74304979852991e-07,4.10837401432218e-06
1955,5.406109884198429e-07,4.24135623688926e-06
1956,5.843164938568179e-07,3.588749677874148e-06
1957,5.009466179650701e-07,4.7726875891385134e-06
1958,6.444077458311881e-07,3.7762790725537343e-06
1959,4.7512084933032384e-07,3.5227149055572227e-06
1960,5.294437523950535e-07,3.5171674426237587e-06
1961,4.3703921681625957e-07,3.056495188502595e-06
1962,4.7564672556177356e-07,3.3377716590621276e-06
1963,4.4615768057809646e-07,3.492315272524138e-06
1964,4.7637472228023725e-07,3.3072451515181456e-06
1965,4.5801002546141945e-07,3.250393774578697e-06
1966,5.383980679063427e-07,2.825481942636543e-06
1967,5.166991521310393e-07,3.1021670565678505e-06
1968,4.051256959902716e-07,2.9171746973588597e-06
1969,4.514507359054676e-07,2.8681199637503596e-06
1970,3.7893495408169997e-07,3.1597840006725164e-06
1971,4.3933299265219716e-07,3.0722478641109774e-06
1972,3.729616903092037e-07,3.279189968452556e-06
1973,4.1018235097389777e-07,2.72021475211659e-06
1974,4.0672883683257055e-07,3.087313643845846e-06
1975,4.1065541767082436e-07,3.0128057915135287e-06
1976,4.079458255645818e-07,2.665360398168559e-06
1977,4.01384201875743e-07,2.38127199736482e-06
1978,3.386137139571588e-07,2.304355348314857e-06
1979,3.440960313350061e-07,2.206194039899856e-06
1980,3.2234804003827833e-07,2.324089564353926e-06
1981,2.859148393596911e-07,2.5365452529513277e-06
1982,3.0478835211233957e-07,2.494174395906157e-06
1983,2.7345319608684804e-07,2.4781299998721806e-06
1984,2.52836773739773e-07,2.934878239102545e-06
1985,3.0739501566401373e-07,2.6672985313780373e-06
1986,2.673540528963514e-07,2.9456900847435463e-06
1987,3.611492629396196e-07,2.6698157853388693e-06
1988,2.5065594289053195e-07,2.8387685233610682e-06
1989,1.909866496063728e-07,2.896082150982693e-06
1990,2.2557414969259781e-07,2.848009899025783e-06
1991,2.3035557727979494e-07,2.5216022550011985e-06
1992,1.630943504693505e-07,2.575898861323367e-06
1993,2.2046045700108152e-07,2.857123263311223e-06
1994,1.524453796530878e-07,2.524579940654803e-06
1995,2.125600774283143e-07,2.4482365006406326e-06
1996,2.0605035411236372e-07,2.7827475150843384e-06
1997,1.0980308384755944e-07,2.633835492815706e-06
1998,1.316003657159115e-07,3.122170937785995e-06
1999,1.6955446535682483e-07,2.9061909572192235e-06
2000,1.9483518709506598e-07,2.8920433123857947e-06
2001,1.296838689768265e-07,3.0734199754078873e-06
2002,1.305603966050839e-07,2.4745138489379315e-06
2003,1.5042591949843143e-07,2.3143090857047355e-06
2004,1.700249482594618e-07,2.3420275283569936e-06
2005,1.5763123639711552e-07,2.3995978608581936e-06
2006,2.2442499875152677e-07,2.7672219857777236e-06
2007,1.6417310089167358e-07,2.6179818632954266e-06
2008,1.4092124867026712e-07,2.5370084131282056e-06
2009,2.5891284249901503e-07,2.7779490210377844e-06
2010,2.116259318896141e-07,2.6878383323492017e-06
2011,2.2255517517777434e-07,3.5486459637468215e-06
2012,2.291062098924712e-07,4.1977841647167224e-06
2013,1.5284404897286663e-07,3.718740344993421e-06
2014,1.4768336260850834e-07,3.532274149620207e-06
2015,2.0569820136095984e-07,3.711212229973171e-06
2016,1.6715714334925025e-07,4.017778337583877e-06
2017,1.4439609019589739e-07,4.366346729511861e-06
2018,1.3449441449431276e-07,4.510080543695949e-06
2019,1.9004859225235649e-07,4.858866304857656e-06
