year,en_ADP antre_NOUN,en_ADP ventre_NOUN
1800,0.0,2.2009151834367913e-08
1801,4.7623651688866175e-09,0.0
1802,0.0,8.951360541686881e-09
1803,3.900678446910888e-09,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,1.4408345627714425e-08
1807,2.8469551160981155e-09,1.4234775136401367e-08
1808,4.5321479902327155e-09,0.0
1809,0.0,6.7770915546105925e-09
1810,4.680253518074551e-09,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,2.697223555614414e-09,5.394447111228828e-09
1816,0.0,0.0
1817,2.80237220096069e-08,3.113746815941454e-09
1818,0.0,1.1921177378582115e-09
1819,3.1053151161586356e-09,1.6561680027393777e-08
1820,1.1866481131050932e-09,0.0
1821,4.930744257336528e-09,1.97229765852569e-09
1822,4.010246357211145e-09,3.0076847679083585e-09
1823,1.9765373782121287e-09,3.162459805139406e-08
1824,3.3684450784221553e-09,6.736890156844311e-09
1825,3.522177216552791e-09,2.641632912414593e-09
1826,1.7615968683770689e-09,1.7615968683770689e-09
1827,3.6869092223668076e-09,5.7147094167930845e-08
1828,9.172301251858528e-10,1.8344602503717056e-09
1829,6.001223074036943e-09,2.571952872898464e-09
1830,1.0436835840010872e-09,2.0873671680021744e-09
1831,6.236482441579483e-09,0.0
1832,1.3529969367098715e-09,8.117981842303834e-09
1833,4.6334514003376626e-09,1.0425265983826648e-08
1834,9.334530925997342e-10,9.334530925997342e-10
1835,6.050470346963266e-09,2.4201881387853064e-08
1836,2.688300027031687e-09,6.720750067579218e-10
1837,4.174734336004349e-09,2.0873672568200163e-08
1838,2.5248647617104325e-09,1.1361890983607736e-08
1839,3.4957374772659477e-09,1.8177836125232716e-08
1840,3.1848443882154243e-09,3.1848443882154243e-09
1841,5.1364388298225094e-09,4.494383976094696e-09
1842,2.683306021822318e-09,1.341653010911159e-09
1843,5.906910960362666e-09,7.088293507706567e-09
1844,2.7442805805577564e-09,3.841992946007622e-09
1845,1.674068439427856e-09,1.0044410470033682e-08
1846,4.0981511517657054e-09,1.3465353276842507e-08
1847,2.1572894581822766e-09,3.235934187273415e-09
1848,1.6090443422100975e-09,8.045221711050488e-10
1849,2.513824481908955e-09,2.513824481908955e-09
1850,1.3577992064028876e-08,2.5798184033476446e-08
1851,2.579775504329973e-09,2.579775504329973e-09
1852,3.2552727180501506e-09,3.2552727180501506e-09
1853,2.388772735173461e-09,7.763511611358354e-09
1854,4.676098175337984e-09,4.156531618892956e-09
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,1.0354378465748937e-09,4.659470143053568e-09
1857,2.9289055625270066e-09,5.369659827891837e-09
1858,2.4468380654951716e-09,6.361778881469604e-09
1859,5.601390462572908e-09,1.171199848215565e-08
1860,2.746310290291376e-09,6.865775947773045e-09
1861,1.8863854922557266e-09,0.0
1862,2.2589932147099034e-09,6.776979422085105e-09
1863,1.9978483312144135e-09,1.1487627737949424e-08
1864,3.835782358407869e-09,2.349416661218129e-08
1865,0.0,4.706844247692743e-09
1866,2.432806400776144e-09,1.0704348518686402e-08
1867,1.94112459439566e-09,6.79393608038481e-09
1868,1.4819622196071691e-09,3.951899252285784e-09
1869,2.441759683335931e-09,2.0999133099053324e-08
1870,2.2936195165357276e-09,8.027667863785837e-09
1871,1.0621177271019633e-09,5.3105884134652115e-09
1872,6.047339518033823e-09,2.116568786902917e-08
1873,2.3944017879529156e-09,1.97538145840781e-08
1874,5.974609140757536e-10,1.7326366119618797e-08
1875,1.1443054281912168e-09,7.4379850611983045e-09
1876,6.04601479992084e-10,1.1487427897804992e-08
1877,6.184815992682502e-10,6.184816214727107e-09
1878,2.4156354694326865e-09,9.662541877730746e-09
1879,1.221865053580018e-09,1.4051448005147904e-08
1880,5.776061406947974e-09,8.984985200299889e-09
1881,4.183504653809678e-09,4.880755410940907e-09
1882,3.3276925659464496e-09,3.3276925659464496e-09
1883,2.5277355764075082e-09,6.951272890631799e-09
1884,1.9805090900604227e-09,3.300848483434038e-09
1885,0.0,1.4180398189012067e-08
1886,1.2906927748801422e-09,1.5488312854472497e-08
1887,1.9586774424595887e-09,3.9173548849191775e-09
1888,3.1703073499755874e-09,9.510921827882157e-09
1889,0.0,6.891650361495749e-09
1890,6.554386478008212e-10,1.5075088732885433e-08
1891,1.9122659011827636e-09,1.211101796627645e-08
1892,4.387958441043338e-09,6.8953633913793055e-09
1893,2.463366621796581e-09,8.621783287310336e-09
1894,3.780923574225881e-09,8.192001077489408e-09
1895,3.0093072478365457e-09,1.8055843042930064e-08
1896,5.307326134129653e-09,8.845543852942228e-09
1897,0.0,1.1653426668090106e-08
1898,3.3950129374460403e-09,6.7900258748920805e-09
1899,1.6582735185011188e-09,1.326618814800895e-08
1900,1.038210628578895e-09,1.505405422541628e-08
1901,2.794369402536745e-09,7.265360757457984e-09
1902,4.910283735171106e-09,9.329539640834383e-09
1903,2.1600881083827517e-09,6.480264325148255e-09
1904,2.6873125946735854e-09,6.449550227216605e-09
1905,2.0643036169332163e-09,5.676834835544042e-09
1906,1.0288369045596824e-09,1.4403716441790948e-08
1907,1.5428529565042481e-09,1.491424583832668e-08
1908,2.9468334439286537e-09,1.817213979293797e-08
1909,1.6502950117569526e-09,1.1552065692921332e-08
1910,1.6032452032632705e-09,1.2825961626106164e-08
1911,1.5961122423746588e-09,1.6493159393782264e-08
1912,5.209421227725386e-10,5.730363294986773e-09
1913,0.0,1.2727175757731857e-08
1914,2.678697486047099e-09,7.36641797560722e-09
1915,1.1780761921542648e-09,1.1780762143587253e-08
1916,1.0987462051303964e-09,1.7579939282086343e-08
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,1.1486376294556067e-09,9.189101035644853e-09
1919,1.8415696745321952e-09,2.578197527691728e-08
1920,3.028892692213958e-09,2.0445025228355007e-08
1921,0.0,6.058197943303867e-09
1922,3.6889677978990676e-09,1.3280284150152255e-08
1923,4.246379248229459e-09,2.3355084977083607e-08
1924,2.578324886925998e-09,2.1915761649893284e-08
1925,5.499089184013428e-09,9.898360353588487e-09
1926,6.687683296036084e-09,1.6719207018844884e-08
1927,4.4596899506643695e-09,2.7873062080630007e-08
1928,1.1426041224282812e-09,1.2568645679778001e-08
1929,2.2280812750352652e-09,2.0052731031228177e-08
1930,0.0,1.8906487042613662e-08
1931,0.0,9.124285327288817e-09
1932,0.0,1.753525857850491e-08
1933,1.1470662197865522e-09,1.3764794637438627e-08
1934,1.1981580172459871e-09,2.3963160344919743e-08
1935,0.0,1.795242710045386e-08
1936,2.424942913137329e-09,1.091224355320719e-08
1937,0.0,1.2591118370153254e-08
1938,0.0,1.5558256905023882e-08
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,1.4516175816936538e-08,2.0322646676618206e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,1.089252066321933e-08
1946,4.1763312808029696e-09,1.5313215584455975e-08
1947,0.0,1.907339353124371e-08
1948,3.2615663503321457e-09,1.6307831529616124e-08
1949,3.9268033269479474e-09,1.7670615193310368e-08
1950,2.1270722960764488e-09,1.1698897850465073e-08
1951,2.1322803522849654e-09,2.7719644468682247e-08
1952,4.2179215675730575e-09,1.0544804140977249e-08
1953,0.0,8.619062019654677e-09
1954,3.9090144454689835e-09,9.772536557761669e-09
1955,6.569925492527773e-09,1.783265535237888e-08
1956,2.616342476002842e-09,7.849027205963921e-09
1957,3.534015080575159e-09,1.5903067751565914e-08
1958,3.3088973783179654e-09,2.1507833736222892e-08
1959,1.5501495642666896e-09,2.1702093122577537e-08
1960,3.460416619915918e-09,1.9378332827280076e-08
1961,2.779263708063695e-09,2.4318557112490424e-08
1962,8.244543714397423e-09,8.8787386332001e-09
1963,3.879631726988464e-09,1.681173777967615e-08
1964,7.300761772910391e-09,8.517555549758526e-09
1965,7.1136563306595235e-09,1.1491290807796872e-08
1966,5.539074976468328e-09,2.326411419062424e-08
1967,2.465167847631733e-09,1.972134255900926e-08
1968,3.1439910674890825e-09,6.737123692257541e-09
1969,3.1792304344691047e-09,1.6804503094602907e-08
1970,4.5987250119061684e-10,2.3913370506001286e-08
1971,2.0553589941130213e-09,1.644287195290417e-08
1972,1.0260293725750103e-09,9.23426424215279e-09
1973,1.6539611902288698e-09,1.2129048099218664e-08
1974,3.3753431161187564e-09,1.1813700295792984e-08
1975,2.2845920710778955e-09,1.6563292515314743e-08
1976,5.713526873840635e-10,1.4283816740512378e-08
1977,3.526069214387917e-09,7.639816779203557e-09
1978,5.940591352171509e-10,1.900989232694883e-08
1979,5.851973350345929e-10,7.607565244427406e-09
1980,2.2740602734216964e-09,1.6486936260662333e-08
1981,1.8976649140967083e-09,1.2018544381930951e-08
1982,1.2415004579935385e-09,1.4898005495922462e-08
1983,1.2630632095778083e-09,1.768288515613392e-08
1984,1.739702604197646e-09,1.2757818468323023e-08
1985,1.8046674155058895e-09,8.421781494405423e-09
1986,5.994485463567401e-10,1.6784559520033326e-08
1987,6.110816852533674e-10,1.8332450224534114e-08
1988,5.996553809062277e-10,1.0194141530917022e-08
1989,3.2928733073589456e-09,1.81108031904742e-08
1990,1.089730194969718e-09,7.628111475810329e-09
1991,5.861465202094962e-10,1.1722930182145319e-08
1992,1.1019888335184191e-09,1.7631821336294706e-08
1993,3.877445031719162e-09,6.093128335216136e-09
1994,4.747434001473039e-09,1.002236071911966e-08
1995,3.795715741716776e-09,1.2471636778865758e-08
1996,3.2028553142993132e-09,1.2277611594058158e-08
1997,2.876936688878118e-09,1.102825741838842e-08
1998,2.3840645013706308e-09,1.1920323061964666e-08
1999,1.8280804647829996e-09,1.0511462811280126e-08
2000,3.092622158362701e-09,1.8113928357266218e-08
2001,8.762423564512289e-10,1.8839211385346388e-08
2002,2.1906108038649563e-09,7.448076377869484e-09
2003,2.083461403401543e-09,9.58392298855415e-09
2004,2.2023955992267474e-09,1.8500124099318782e-08
2005,1.3511248786457486e-09,1.6213498099659773e-08
2006,7.000412693969338e-09,1.4000825498960978e-08
2007,1.997239706952314e-09,7.589511241690161e-09
2008,2.554463751636149e-09,1.4049551355643786e-08
2009,4.76819250749827e-09,1.0013204265746367e-08
2010,2.3618964561933353e-09,1.0392344429455136e-08
2011,2.6767803529281764e-09,1.1089518636708817e-08
2012,3.063827413996023e-09,1.2255310155584453e-08
2013,4.741512515948898e-09,1.785039949186995e-08
2014,3.2481677347817595e-09,1.8406284496563785e-08
2015,3.768178213903184e-09,1.4186082530898148e-08
2016,4.142679976837371e-09,1.4499380363020009e-08
2017,3.5218559180094644e-09,1.081712880379726e-08
2018,4.3884935685412074e-09,1.2391039805326187e-08
2019,5.101975730781305e-09,1.0203951184006854e-08
