year,un_DET if_NOUN,un_DET vif_NOUN
1800,0.0,3.144164484325529e-09
1801,9.52473055981784e-09,3.5717737434382e-08
1802,8.951360541686881e-09,6.713520406265161e-09
1803,3.900678446910888e-09,1.950339267864365e-08
1804,9.887403562558461e-09,4.2021465418429216e-08
1805,1.7057265822018053e-08,8.528633133053631e-09
1806,0.0,2.881669125542885e-09
1807,4.27043254092041e-08,1.4234775136401367e-08
1808,2.945896149242344e-08,4.5321479902327155e-09
1809,2.9367397402779716e-08,2.259030518203531e-09
1810,2.574139390532082e-08,6.084329839950442e-08
1811,1.504246105454854e-08,5.0141535368197765e-09
1812,3.7340913472405646e-08,2.9339290108509886e-08
1813,2.8757416004054903e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,1.5733386149463513e-08
1815,2.157778822287071e-08,2.697223555614414e-09
1816,1.622322720606917e-08,1.3905623319487859e-08
1817,5.1376822796100896e-08,3.113746738225842e-08
1818,3.337929510571769e-08,3.45714128435759e-08
1819,2.8982940158961412e-08,2.380741581653467e-08
1820,2.254631326081835e-08,1.3053129244156025e-08
1821,1.0847637232913598e-08,2.3667571014129862e-08
1822,2.2056354964661296e-08,2.90742860897808e-08
1823,2.7671523072925197e-08,2.7671522961902895e-08
1824,3.3684449896043134e-08,4.54740085586991e-08
1825,2.8177417954466932e-08,2.905796270269434e-08
1826,1.4973572604048968e-08,2.0258364652470107e-08
1827,3.3182183667435083e-08,2.949527377893446e-08
1828,2.3847982477676055e-08,2.9351363339813474e-08
1829,4.458051638955851e-08,1.886098727199581e-08
1830,1.0436835617966267e-08,2.1917355486067436e-08
1831,2.494592976631793e-08,4.0537136092311243e-08
1832,3.923691083151937e-08,2.8412935670907302e-08
1833,3.1275796175123105e-08,1.9692167896323554e-08
1834,8.401078055442213e-09,2.6136685926658743e-08
1835,3.479020449503878e-08,2.117664621437143e-08
1836,1.8818100411266414e-08,1.747394939854985e-08
1837,5.3575760494695146e-08,1.948209416013924e-08
1838,2.2723783299483102e-08,2.335499815764308e-08
1839,7.690622805256453e-09,9.08891817363866e-09
1840,1.5287252852491662e-08,2.9300568360479673e-08
1841,1.6693427085101575e-08,7.0626033910059505e-09
1842,2.2137275568212544e-08,2.2808101185489704e-08
1843,1.7130041496393744e-08,2.5990408991649616e-08
1844,2.4698525891153622e-08,1.591682802226657e-08
1845,3.403938875212731e-08,1.1160455504199973e-08
1846,2.8101605487051984e-08,1.6392603718884402e-08
1847,2.0494249852731627e-08,2.2651539310913904e-08
1848,4.8271330266302925e-09,1.126331028444838e-08
1849,1.2569122409544775e-08,1.4245005841573288e-08
1850,3.1229382635444836e-08,1.2220192857625989e-08
1851,6.191461299209777e-08,2.450786795726856e-08
1852,4.296960076644041e-08,2.0833745395520964e-08
1853,1.074947708623597e-08,1.9110181215253874e-08
1854,1.3508727914057772e-08,1.0391329074987965e-08
1855,4.086341576226005e-08,1.9104973603134567e-08
1856,1.760244289217283e-08,2.4332789450021153e-08
1857,2.9289055181180856e-08,2.0502337882977173e-08
1858,1.223419043849816e-08,1.8106600552236785e-08
1859,2.4442431856286362e-08,3.0553040319958313e-08
1860,1.2816114725033856e-08,1.5562425292880988e-08
1861,3.3011747058164786e-08,1.9335451684199256e-08
1862,4.156547495082208e-08,1.7620147257924046e-08
1863,1.9479020452184415e-08,1.9479021895474347e-08
1864,2.0617331064620714e-08,1.821996586937047e-08
1865,3.8125440582348347e-08,2.4475591109407446e-08
1866,2.919367730891409e-08,1.5569960987171783e-08
1867,2.0867089389753346e-08,2.91168689159349e-08
1868,3.7049054490978506e-08,1.728955945079491e-08
1869,2.197583670593417e-08,1.70923170061954e-08
1870,2.4656409358669862e-08,2.408300447953593e-08
1871,2.230447182505202e-08,2.6552943399593687e-08
1872,1.9351485303076288e-08,3.507456891593819e-08
1873,2.4542617882428175e-08,2.514121955066173e-08
1874,1.7923827200228004e-08,2.987304553725423e-08
1875,2.0597497707441903e-08,2.3458261722009155e-08
1876,2.3579457275602067e-08,1.1487428119849596e-08
1877,3.092407918625639e-08,1.7317484779511005e-08
1878,1.6909448730118015e-08,3.3818896794102216e-08
1879,1.7717043832021773e-08,2.8102895788251203e-08
1880,1.7969970178555172e-08,1.7969969068332148e-08
1881,1.4642265677711208e-08,2.2312023784110124e-08
1882,2.2628309004346647e-08,1.9966155173634093e-08
1883,2.0221885499438486e-08,1.4534479675365475e-08
1884,1.5183903023796574e-08,1.8484752395409032e-08
1885,8.379326621454908e-09,1.6758653242909816e-08
1886,1.4842966578054728e-08,1.936039106809062e-08
1887,1.044627923052488e-08,1.63223117244371e-08
1888,1.4583413587843097e-08,2.599652049184442e-08
1889,1.879540989513373e-08,1.628935508701801e-08
1890,3.277193239004106e-09,1.835228202740069e-08
1891,1.7210393998823292e-08,2.932141185407744e-08
1892,2.6954603438156255e-08,1.504442992406041e-08
1893,3.818218330398082e-08,1.6627724308548864e-08
1894,3.5918773955145866e-08,2.2055387738362242e-08
1895,1.083350631425617e-08,1.6250259582406557e-08
1896,1.592197795829975e-08,1.7101383642526002e-08
1897,2.21415115131407e-08,1.981082542457102e-08
1898,1.4145887350380804e-08,1.9238406756549864e-08
1899,1.9899282222013426e-08,2.3768587098516036e-08
1900,1.9206896628709558e-08,1.6092264853995175e-08
1901,7.824234427022958e-09,2.1237207992186313e-08
1902,1.5712907974752e-08,1.4239823320494338e-08
1903,2.4300990775216746e-08,7.020286574288548e-09
1904,1.827372564378038e-08,1.9348650681649815e-08
1905,1.1869745852877145e-08,1.3417973843132813e-08
1906,2.2634411678268407e-08,8.7451136887573e-09
1907,1.2342824262656649e-08,1.388567738569435e-08
1908,2.7994917939366815e-08,1.4243028312321826e-08
1909,1.7603148050326922e-08,1.8153246461594108e-08
1910,1.8170112192628096e-08,1.870452726038252e-08
1911,1.8621310271527136e-08,1.5961122645791193e-08
1912,2.8130875462384353e-08,2.240051122370801e-08
1913,2.439375268448174e-08,2.5984648877042105e-08
1914,1.2054138687211946e-08,2.0090231367397848e-08
1915,8.246533123035249e-09,2.2383447872975637e-08
1916,2.197492365851872e-08,1.648119329900055e-08
1917,2.5222776534050695e-08,2.7416060643936646e-08
1918,1.4932289182922887e-08,3.790504177203502e-08
1919,3.314825275380073e-08,2.5781975665495338e-08
1920,1.8930578882248028e-08,1.8930579326337238e-08
1921,3.180553953541221e-08,1.666004501021945e-08
1922,2.6560567523148393e-08,2.3609394439461084e-08
1923,3.715581797791856e-08,1.1677542932631013e-08
1924,1.9337436318878076e-08,2.4494086647841584e-08
1925,2.749544503188872e-08,1.6497267107951075e-08
1926,2.786534636367577e-08,2.3406890314880968e-08
1927,3.344767540713889e-08,3.0102906833917586e-08
1928,3.427812411693765e-08,2.399468668201621e-08
1929,1.6710609784809094e-08,2.2280812084218837e-08
1930,2.2057566884114976e-08,1.6805765667982087e-08
1931,1.8248570654577634e-08,1.3686427990933225e-08
1932,2.7398841417891617e-08,2.0823119450952277e-08
1933,1.2617728861741284e-08,1.6058926410877916e-08
1934,3.354842448288764e-08,2.875579241390369e-08
1935,2.154291145473053e-08,1.196828414151696e-08
1936,2.5461901476120374e-08,2.424942868728408e-08
1937,2.770046048095054e-08,1.3850230184964119e-08
1938,2.0744343798284604e-08,1.6854778905894818e-08
1939,1.3764645423464117e-08,9.176430282309411e-09
1940,1.0143131667916805e-08,1.7750480196809804e-08
1941,1.1806010835613279e-08,1.4757512545315876e-08
1942,3.6410540360520827e-08,1.8205270180260413e-08
1943,3.193558839598154e-08,2.0322646676618206e-08
1944,2.2492303131116387e-08,2.5705489292704442e-08
1945,1.089252021913012e-08,1.742803235060819e-08
1946,2.0881657292193267e-08,2.3665876369705074e-08
1947,2.026548062694644e-08,1.5497132244135514e-08
1948,1.3046265401328583e-08,8.697510267552389e-09
1949,2.2579119796084512e-08,1.2762110479513922e-08
1950,1.595304199852876e-08,1.3825969924496917e-08
1951,1.5992102531114938e-08,1.8124383771578323e-08
1952,8.435843024123812e-09,1.370824476154553e-08
1953,1.8315506888910704e-08,2.9089333608567358e-08
1954,2.931760900715119e-08,3.9090145786957464e-08
1955,2.0648337262230143e-08,1.970977603349411e-08
1956,2.8779766569897447e-08,1.657016923672927e-08
1957,1.1485549400447326e-08,1.501956425897788e-08
1958,9.926692356998501e-09,9.926692190465047e-09
1959,2.1702094787912074e-08,1.2401196736178122e-08
1960,1.4533749814749086e-08,2.076250027460702e-08
1961,2.0844477421899654e-08,1.3201502724324854e-08
1962,1.3318108060822453e-08,1.966006418774313e-08
1963,9.69907976156037e-09,1.6811737557631545e-08
1964,1.764350837651918e-08,2.007709548612624e-08
1965,1.915215241954371e-08,8.755269620408512e-09
1966,1.3293779854706145e-08,9.416427415587236e-09
1967,2.1200442734681246e-08,1.5284040588703363e-08
1968,2.470278706590001e-08,1.571995572602347e-08
1969,1.407944941189676e-08,1.3625273714845676e-08
1970,1.1496812585276572e-08,1.6555410570218143e-08
1971,1.9525910222029097e-08,1.0276794637498199e-08
1972,2.4111690311023892e-08,1.487742551375959e-08
1973,1.984753356110147e-08,1.7642251992633362e-08
1974,2.08146151980948e-08,1.2376257352286757e-08
1975,1.2565256390928425e-08,9.709516302081056e-09
1976,1.7140580732544208e-08,8.57029019973865e-09
1977,3.5260689701388515e-08,1.2928919990162768e-08
1978,2.019801104147234e-08,1.0693064433908717e-08
1979,1.697072249395859e-08,8.777959692451986e-09
1980,1.876099753328475e-08,7.390696055153967e-09
1981,2.0241757991978915e-08,1.075343419865149e-08
1982,1.6760255960868164e-08,8.069752976958e-09
1983,2.0209010909155722e-08,7.57837925746685e-09
1984,2.2036231783761906e-08,9.278413870550395e-09
1985,1.0226448909911312e-08,1.0226448687866707e-08
1986,2.0980698400840936e-08,1.9182352650748413e-08
1987,2.9331921447273146e-08,1.6499205834907826e-08
1988,2.4585870672666488e-08,9.594486094499644e-09
1989,2.744061089465788e-08,8.232183268397364e-09
1990,1.5256222729576052e-08,9.80757164370516e-09
1991,1.6998248975053087e-08,1.2895223555631219e-08
1992,1.6529832502776287e-08,1.046889380740268e-08
1993,1.5509781237099673e-08,7.754890063438324e-09
1994,2.162719903164856e-08,1.1077345929422222e-08
1995,1.8436332627214114e-08,8.675921037148981e-09
1996,1.921713188579588e-08,2.0284750990029465e-08
1997,2.109753616252874e-08,1.8220599029561413e-08
1998,1.6211639697338853e-08,7.629006648635084e-09
1999,2.467908624681492e-08,1.9194844325109983e-08
2000,1.634671664696441e-08,1.060327570190367e-08
2001,1.2705513779964761e-08,1.752484768413609e-08
2002,1.8839252380331573e-08,1.2267420135270157e-08
2003,3.0001844841809344e-08,1.625099954605247e-08
2004,1.6297727806202644e-08,9.690540647699919e-09
2005,1.4862373332036327e-08,7.656374312325909e-09
2006,2.2648393716018234e-08,1.3177247903950473e-08
2007,1.9972397347078896e-08,9.58675117068708e-09
2008,1.873273400287978e-08,1.788124659451995e-08
2009,2.9085974073694842e-08,1.9549588836653697e-08
2010,2.6925619733830786e-08,1.228186186086333e-08
2011,4.244608886594392e-08,1.1854312920167587e-08
2012,3.131912360010425e-08,2.8595723011726193e-08
2013,2.705451368489875e-08,3.151711336357721e-08
2014,3.053277713993552e-08,2.6201886826893173e-08
2015,2.5490616742396277e-08,1.662431525772945e-08
2016,3.314144159105581e-08,1.8849194649561696e-08
2017,2.3143625071941898e-08,1.911864622172743e-08
2018,3.278462706868268e-08,1.4972506678923025e-08
2019,3.1122050769827325e-08,1.5050827639750963e-08
