year,mon_DET an_NOUN,mon_DET vent_NOUN
1922,8.115728866719962e-09,7.377935484775833e-10
1923,1.0615948120573648e-08,5.307974060286824e-09
1924,9.024137215263295e-09,6.4458122173149945e-09
1925,1.3197813508725176e-08,1.2097995494286806e-08
1926,4.458455493683289e-09,0.0
1927,1.0034302500017134e-08,6.689535148041159e-09
1928,4.570416489713125e-09,4.570416489713125e-09
1929,8.912325322185666e-09,1.1140406375176326e-09
1930,1.0503603875555712e-08,2.100720708497761e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,9.699771652549316e-09,1.33371855781661e-08
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,7.779128452511941e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,1.3071024262956144e-08,2.3963544482086263e-08
1946,1.1136883415474585e-08,1.2528993842408909e-08
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,5.435943917220243e-09,1.1959076617884534e-08
1949,5.890204879399619e-09,7.853606653895895e-09
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,4.264560815592233e-09,5.330700769690111e-09
1952,8.435843135146115e-09,5.272402070488624e-09
1953,9.696444647211422e-09,0.0
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,1.8314396887930684e-08,5.232684952005684e-09
1957,5.30102267637389e-09,6.184526224473075e-09
1958,6.617794867658233e-09,9.099467679352102e-09
1959,5.4255234749334136e-09,1.5501495642666896e-09
1960,5.536666791705613e-09,6.228750015768725e-09
1961,6.253343398654465e-09,3.47407969059077e-09
1962,1.9025869213429303e-09,6.976152211457531e-09
1963,7.112658351182688e-09,4.526237273871914e-09
1964,3.6503810529886493e-09,3.041984220075733e-09
1965,6.566451882239477e-09,1.6416130121932326e-09
1966,1.1078149508847446e-08,4.431259692516676e-09
1967,7.395503431872896e-09,2.465167847631733e-09
1968,1.0779397874305374e-08,1.122853943158475e-08
1969,6.358460841182634e-09,7.266812457329408e-09
1970,8.737577383843842e-09,2.7592350626548523e-09
1971,4.624557625731995e-09,4.6245578477766e-09
1972,3.591102859523687e-09,7.182205385980467e-09
1973,4.410563081425067e-09,7.718485406371656e-09
1974,7.875800178691605e-09,1.687671502548227e-09
1975,6.8537762132336866e-09,3.4268881066168433e-09
1976,7.427584769459372e-09,5.142174186456572e-09
1977,7.052138317753531e-09,6.464459911814657e-09
1978,2.3762365408686037e-09,5.346532216954358e-09
1979,6.437170796402825e-09,1.1118749032590358e-08
1980,4.5481204913322415e-09,5.116635726221119e-09
1981,6.95810464801383e-09,1.2651099057237047e-09
1982,1.0552753781922775e-08,7.449002636938928e-09
1983,3.789189517711122e-09,4.4207211225000265e-09
1984,6.378909400694965e-09,8.69851257689902e-09
1985,4.210890636180409e-09,3.0077789148208467e-09
1986,2.9972427317837003e-09,7.792830936104167e-09
1987,1.2832715556854168e-08,1.0999470501094066e-08
1988,4.197587666343594e-09,3.597932174415064e-09
1989,2.7440609784434855e-09,3.292873196336643e-09
1990,2.724325487424295e-09,2.7243255429354463e-09
1991,5.275318792907768e-09,4.103025752488776e-09
1992,4.958949806344037e-09,3.8569610283367695e-09
1993,8.308811361157353e-09,8.308811083601597e-09
1994,5.802419100753298e-09,6.329911872438032e-09
1995,5.964695848348356e-09,2.1689803286761844e-09
1996,1.2277612482236577e-08,2.135236876199542e-09
1997,3.3564261370244708e-09,4.315405033317177e-09
1998,8.10581957111367e-09,5.72175506974304e-09
1999,4.570201245224226e-09,3.6561608462992723e-09
2000,6.185243983658495e-09,3.97622823555821e-09
2001,2.1906058633724967e-09,2.6287270138425356e-09
2002,6.571832356083718e-09,7.448076710936391e-09
2003,4.16692297333654e-09,5.0003075569016175e-09
2004,6.607186769924667e-09,5.726228824443069e-09
2005,1.3511248786457486e-09,1.8014998381943315e-09
2006,8.235779835885637e-10,5.7650457740976435e-09
2007,2.396687653893892e-09,1.5977917877663117e-09
2008,3.83169571072095e-09,6.3861593790903726e-09
2009,4.291373256748443e-09,4.76819250749827e-09
2010,1.8895172093635892e-09,7.558068837454357e-09
2011,1.91198598620268e-09,1.873746269254184e-08
2012,2.0425516555899748e-09,6.8085054538702394e-09
2013,2.5102124823206395e-09,6.693900211907078e-09
2014,3.4647123642317368e-09,1.0394137106572998e-08
2015,1.10828768384863e-09,9.75293146243672e-09
2016,1.8642060672924288e-09,9.528163841254766e-09
2017,2.26405022507592e-09,1.1823373002872728e-08
2018,1.8070267504555204e-09,1.1874746741469266e-08
2019,2.295888978931515e-09,5.612173004099219e-09
