year,en_ADP if_NOUN,en_ADP vif_NOUN
1800,2.515331631869344e-08,0.0
1801,3.571773965482805e-08,2.3811825844433088e-09
1802,2.0140561218795483e-08,2.2378401354217203e-09
1803,2.145373123596528e-08,0.0
1804,4.202146519638461e-08,0.0
1805,1.421438833304478e-08,0.0
1806,4.610670512050774e-08,0.0
1807,5.693910232196231e-09,5.693910232196231e-09
1808,3.852325747288887e-08,0.0
1809,4.743964043818494e-08,2.259030518203531e-09
1810,4.446240842170823e-08,1.8721014072298203e-08
1811,2.0056613703189896e-08,5.0141535368197765e-09
1812,2.6672081876455422e-08,2.6672082320544632e-09
1813,2.8757417114277928e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,0.0
1815,8.091670666843243e-09,2.697223555614414e-09
1816,6.952811659743929e-09,0.0
1817,1.8682480895648723e-08,4.670620334934483e-09
1818,2.0266001987678806e-08,0.0
1819,4.243930529224116e-08,5.175524897538253e-09
1820,2.7292906601417144e-08,5.933240565525466e-09
1821,4.437669687273882e-08,0.0
1822,3.107940926838637e-08,1.0025615893027862e-09
1823,6.917880712720148e-09,9.882686891060644e-10
1824,5.55793455703224e-08,7.57900142644985e-09
1825,1.6730341112491942e-08,2.641632912414593e-09
1826,1.8496767340003828e-08,8.807984341885344e-10
1827,1.4747637222534138e-08,0.0
1828,5.503380751115117e-09,0.0
1829,1.5431716904323878e-08,8.57317605795771e-10
1830,2.609208915593797e-08,9.39315203396518e-09
1831,1.4032085493553836e-08,0.0
1832,1.2176972319366541e-08,0.0
1833,1.274199168399548e-08,3.4750886612755494e-09
1834,1.3068343074351674e-08,0.0
1835,1.8907719834260206e-08,0.0
1836,1.8146025571041946e-08,1.3441500135158435e-09
1837,1.739472799133779e-08,6.957890930081589e-10
1838,8.2058102535143e-09,0.0
1839,2.5868458264355354e-08,6.9914751765765e-10
1840,2.8026629461663788e-08,1.2739377330817092e-09
1841,1.6051371787284552e-08,6.420548537278137e-10
1842,1.542900962547833e-08,1.341653010911159e-09
1843,8.269675499938955e-09,2.3627644285539873e-09
1844,2.4698526168709378e-08,3.2931368743049916e-09
1845,1.7298706467272496e-08,2.2320911785556063e-09
1846,1.2294453011207906e-08,5.854501328173001e-10
1847,1.0247124926365814e-08,0.0
1848,2.1722098120235955e-08,0.0
1849,9.217356433666168e-09,0.0
1850,2.5798184921654865e-08,2.0366988096043315e-09
1851,1.4188765273814852e-08,1.2898877521649865e-09
1852,9.114763610540422e-09,2.6042181744401205e-09
1853,1.134667049207394e-08,0.0
1854,1.091089552041069e-08,2.5978321716024766e-09
1855,1.9104973603134567e-08,5.306937111981824e-10
1856,6.730346002736809e-09,0.0
1857,1.0251169246799918e-08,9.763018171682347e-10
1858,4.697928934760398e-08,4.893676019968041e-10
1859,3.411756166471491e-08,0.0
1860,3.9363782455836827e-08,1.373155145145688e-09
1861,2.6880992542999138e-08,4.715963730639317e-10
1862,1.807194544012347e-08,4.517986262886353e-10
1863,8.990317656998315e-09,0.0
1864,2.589153114129772e-08,6.712618905169165e-09
1865,1.647395531101381e-08,1.4120533631256649e-09
1866,1.9949012330933158e-08,4.379051676828283e-09
1867,5.338092634588065e-08,2.426405742994575e-09
1868,2.76632952100897e-08,6.421836395986702e-09
1869,3.711474616530097e-08,1.0255390314739543e-08
1870,1.2614906896857292e-08,5.734048791339319e-10
1871,2.7615061348740255e-08,2.1242354542039266e-09
1872,1.148994444033491e-08,1.8142017887967654e-09
1873,1.1972008495675368e-08,1.1972008939764578e-09
1874,2.0911132381229436e-08,1.1949218281515073e-09
1875,2.0597497818464205e-08,1.1443054281912168e-09
1876,1.3905834039817933e-08,0.0
1877,2.5976226614154996e-08,8.658742500777805e-09
1878,3.0799351957710996e-08,6.039088673581716e-10
1879,2.1382638437650314e-08,1.832797580370027e-09
1880,1.2193908105473383e-08,4.492492600149944e-09
1881,1.673401861523871e-08,1.3945015142624584e-09
1882,3.860123443111263e-08,1.9966155395678697e-09
1883,1.1374809816278031e-08,1.579834751908038e-08
1884,1.7824581810543805e-08,2.6406787867472303e-09
1885,1.8692343839443737e-08,3.2228177904158883e-09
1886,2.581385483146903e-08,4.5174246565693466e-09
1887,1.4363634059932906e-08,3.264462256069578e-09
1888,7.60873763994141e-09,1.268122939990235e-09
1889,1.3156786771162388e-08,4.38559560889118e-09
1890,1.1797895327347874e-08,2.6217545912032847e-09
1891,7.649063937797962e-09,3.824531802365527e-09
1892,1.817868566789116e-08,5.641661360300532e-09
1893,1.5396041219695178e-08,1.847525021858587e-09
1894,5.671385361338821e-09,2.520615716150587e-09
1895,9.629782971032341e-09,1.2037228991346183e-09
1896,9.435246528521901e-09,1.7691086373616827e-09
1897,1.514945524583311e-08,4.661370733849424e-09
1898,9.053367944211743e-09,1.13167097914868e-09
1899,1.2160672469008205e-08,3.8693048765026106e-09
1900,2.0245107701377663e-08,2.07642125715779e-09
1901,1.9001712259214543e-08,5.588738916095792e-10
1902,1.915010772179926e-08,2.9461704187383475e-09
1903,1.9440792975444765e-08,1.6200660812870638e-09
1904,2.418581424024069e-08,1.6123875568041512e-09
1905,1.754658041086543e-08,1.5482277682110634e-09
1906,1.800464527468293e-08,3.600929110447737e-09
1907,1.3885676719560536e-08,5.65712765521198e-09
1908,2.3083527977973972e-08,7.367083831866239e-09
1909,1.4852655716435237e-08,5.500983557560346e-10
1910,1.81701123036504e-08,3.740905363258662e-09
1911,2.0217421625723375e-08,2.6601871816467337e-09
1912,2.0316742732617854e-08,4.688478938419394e-09
1913,1.643926833549969e-08,1.060597942803554e-09
1914,4.085013599608445e-08,3.3483718020477227e-09
1915,1.1780761921542648e-08,5.890380960771324e-09
1916,1.5382446649780945e-08,2.197492410260793e-09
1917,1.5352993987249874e-08,2.1932848870420685e-09
1918,2.067547733020092e-08,3.44591288836682e-09
1919,1.749491168601125e-08,2.762354567309444e-09
1920,2.2716695191604686e-08,7.572231730534895e-10
1921,2.0446418114161702e-08,0.0
1922,2.8773948279603445e-08,2.2133805899215986e-09
1923,4.0340603746358283e-08,7.431163684401554e-09
1924,2.3204923760289375e-08,6.4458122173149945e-09
1925,2.8595262380193276e-08,5.499088961968823e-09
1926,1.783382175268855e-08,1.1146138456652466e-09
1927,2.3413371574854125e-08,0.0
1928,3.427812289569232e-08,6.85562484559199e-09
1929,2.7851015937940815e-08,2.2280812750352652e-09
1930,2.730936865535938e-08,1.0503603542488804e-09
1931,4.1059284860978096e-08,1.1405356659111021e-09
1932,2.8494796078248896e-08,1.0959536611565568e-09
1933,2.8676655494663805e-08,1.1470662197865522e-09
1934,3.474658250013363e-08,2.3963160344919743e-09
1935,4.0692166081157666e-08,4.787313656606784e-09
1936,2.7886843501079284e-08,1.091224310911798e-08
1937,3.399601811171493e-08,2.5182236296217297e-09
1938,3.630260092535309e-08,6.4826072287971215e-09
1939,3.364691103513451e-08,7.647025235257843e-09
1940,2.7893612308815818e-08,1.0143131667916805e-08
1941,2.066051818516712e-08,0.0
1942,2.4273693721710288e-08,0.0
1943,8.709705845433291e-09,0.0
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,2.0881657292193267e-08
1947,1.668921956188285e-08,1.4305045148432782e-08
1948,1.5220643190261285e-08,7.610321262063735e-09
1949,1.4725512142987895e-08,1.7670614194109646e-08
1950,1.2762433554414088e-08,7.444752814222966e-09
1951,1.4925962910083967e-08,6.396840945832594e-09
1952,1.7926166662185494e-08,8.43584291310151e-09
1953,2.4779803875496498e-08,3.44762476345295e-08
1954,3.322662323057557e-08,6.840775057526116e-09
1955,1.595553289490681e-08,1.5016972554349195e-08
1956,1.0465369681966763e-08,3.488456634670456e-09
1957,2.1204091038562467e-08,7.0680299946168645e-09
1958,7.445018934681968e-09,2.0680609225109947e-08
1959,2.4802392584177824e-08,1.3176271185244559e-08
1960,1.453375042537175e-08,2.6991250123842292e-08
1961,1.2506686519753174e-08,6.94815938118154e-09
1962,1.775747765497826e-08,1.6489087428794846e-08
1963,2.3924396908014955e-08,1.6811738556832267e-08
1964,3.6503810196819586e-08,1.3993127490063983e-08
1965,2.3529787285259118e-08,6.292850091016433e-08
1966,2.2156298351561077e-08,1.661722348611505e-08
1967,2.5637745204587503e-08,2.7116846434971364e-08
1968,1.661823822995956e-08,1.3025105854991281e-08
1969,1.1354394202633955e-08,9.083515273289322e-09
1970,3.541018289698883e-08,2.4833114786737553e-08
1971,4.264869857273368e-08,3.031654605134548e-08
1972,5.6431614214869086e-08,1.795551402006268e-08
1973,1.212904832126327e-08,2.4258095976392724e-08
1974,1.1813700628859891e-08,2.1939729200060043e-08
1975,1.7134440533084216e-08,1.770558766267527e-08
1976,1.9425991648613916e-08,3.65665735468923e-08
1977,2.174409213795414e-08,1.2928919657095861e-08
1978,1.0099005187669263e-08,4.217820004370765e-08
1979,2.1067103950223043e-08,2.457828751634139e-08
1980,1.2507331392797028e-08,2.7288724169238776e-08
1981,1.2651099390303955e-08,2.2771977692404022e-08
1982,2.172625834795383e-08,1.6760255960868164e-08
1983,2.5892795241233557e-08,1.8314416760922825e-08
1984,1.7397025375842645e-08,1.333771937339634e-08
1985,9.023336966507145e-09,6.617113967877231e-09
1986,7.792831158148772e-09,1.4386765556650971e-08
1987,2.5054349261921516e-08,1.0388389037885304e-08
1988,2.5185526109083867e-08,2.818380367974882e-08
1989,1.5915554651968478e-08,1.5915555096057687e-08
1990,2.778812002723896e-08,1.8525413703063265e-08
1991,1.523980985851381e-08,1.4653663171770859e-08
1992,2.038679364213536e-08,2.038679369764651e-08
1993,1.5509781237099673e-08,2.3264671300537998e-08
1994,1.7934750018433476e-08,1.8989735950381004e-08
1995,1.2471636556821153e-08,4.12106260228029e-08
1996,2.1352368761995422e-08,8.540947504798169e-09
