year,en_ADP oies_NOUN,en_ADP voies_NOUN
1885,7.090199094506033e-09,6.058897383809381e-08
1886,1.5488312854472497e-08,9.034849313138693e-08
1887,7.834709769838355e-09,6.724792456225259e-08
1888,1.7119660356001987e-08,5.199304098368884e-08
1889,1.8795409673089125e-09,6.202485280937253e-08
1890,5.243509182406569e-09,7.275369284798217e-08
1891,3.1871101313640793e-09,5.2268603667471325e-08
1892,6.268512375839919e-09,5.0774950466347946e-08
1893,6.158416498980301e-09,7.205347429817266e-08
1894,5.041231432301174e-09,6.364554394622246e-08
1895,1.745398137131815e-08,9.810341339289153e-08
1896,2.948514543632541e-09,8.373780957526833e-08
1897,6.992056045262984e-09,7.225124676324413e-08
1898,1.923840653450526e-08,8.657283245838698e-08
1899,6.080336234504102e-09,5.1959236913035056e-08
1900,4.15284251431558e-09,7.838490034828283e-08
1901,6.147612696683069e-09,5.47696430430733e-08
1902,1.6694965410124496e-08,5.990546014800202e-08
1903,1.0260418292773466e-08,5.184211460118604e-08
1904,2.6873125946735854e-09,4.568431322127253e-08
1905,5.160759042333041e-10,6.399341145879589e-08
1906,9.259531807970234e-09,8.385021033063822e-08
1907,6.685696440911215e-09,6.58283951793237e-08
1908,4.4202501658929805e-09,6.237463878733251e-08
1909,6.60118004702781e-09,6.381140593703094e-08
1910,2.137660271017694e-09,3.4202564336283103e-08
1911,2.128149656499545e-09,5.4267815130515373e-08
1912,5.209421061191932e-09,5.574080574888285e-08
1913,5.302989602995467e-09,6.310557409960893e-08
1914,4.018046340092951e-09,6.964613419313537e-08
1915,5.890381071793627e-09,6.008188790929125e-08
1916,3.2962386153911893e-09,1.032821401736328e-07
1917,3.289927441585405e-09,9.102132025873289e-08
1918,3.44591288836682e-09,7.121553124989077e-08
1919,2.762354511798293e-09,8.747456092805805e-08
1920,9.086678076641874e-09,9.919623522591792e-08
1921,7.572747429129834e-10,6.891200143854803e-08
1922,2.951174193910333e-09,5.3858929760508545e-08
1923,2.1231896241147297e-09,5.095655097875351e-08
1924,5.156649662829693e-09,5.1566498626698376e-08
1925,7.698724768800957e-09,8.578578558626759e-08
1926,1.1146138456652466e-09,6.018914433525424e-08
1927,6.689535148041159e-09,6.243566019747959e-08
1928,2.2852082448565625e-09,5.713020456710183e-08
1929,3.342121912552898e-09,9.35794162160164e-08
1930,2.100720708497761e-09,6.302162347537887e-08
1931,4.5621426636444085e-09,9.694553426697894e-08
1932,6.575722188983946e-09,1.150751316458809e-07
1933,0.0,8.144170493551428e-08
1934,3.5944740517379614e-09,5.391711255242626e-08
1935,3.590485242455088e-09,6.702239119249498e-08
1936,2.424942913137329e-09,6.547345776652946e-08
1937,0.0,8.687871400070435e-08
1938,9.075650453382877e-09,7.130867629712156e-08
1939,1.070583532936098e-08,5.199976982339649e-08
1940,7.607348750937604e-09,1.5214697057785997e-08
1941,0.0,5.60785480274717e-08
1942,3.034211770724937e-09,5.76500234217292e-08
1943,2.9032352077962287e-09,7.83873517207212e-08
1944,0.0,7.390327994016843e-08
1945,4.357008087652048e-09,8.931866801731303e-08
1946,0.0,8.770295778504078e-08
1947,2.3841741914054637e-09,9.179070303844128e-08
1948,1.0871887834440486e-09,9.0236667915633e-08
1949,9.817008317369869e-10,1.5118192209229164e-07
1950,1.0635361480382244e-09,8.189228140054183e-08
1951,3.198420528427448e-09,7.996051465397613e-08
1952,9.490323193972472e-09,9.806667833345273e-08
1953,8.619062019654677e-09,8.726799904934524e-08
1954,9.772536113672459e-10,8.795282724349818e-08
1955,1.8771215692936494e-09,8.447047150639264e-08
1956,1.744228317335228e-09,9.15719837735196e-08
1957,0.0,9.806891654307037e-08
1958,0.0,1.0505749514777563e-07
1959,6.975672928177801e-09,8.370807336177677e-08
1960,3.460416619915918e-09,1.0588875198891401e-07
1961,3.47407969059077e-09,9.58845944865061e-08
1962,6.341956404476434e-10,6.278536801573864e-08
1963,2.5864212993553792e-09,1.0345685552692885e-07
1964,2.4335873316516654e-09,1.1133661814710649e-07
1965,1.6416130677043839e-09,9.138312151435457e-08
1966,7.754704434148607e-09,9.41642710472479e-08
1967,5.916402701089396e-09,1.09946483917156e-07
1968,4.491415656060482e-09,8.848089549928773e-08
1969,3.1792304344691047e-09,8.175164367685284e-08
1970,9.197450023812337e-10,8.32369195791216e-08
1971,3.596878239697787e-09,7.707595983674764e-08
1972,2.0520587451500205e-09,8.669947959560886e-08
1973,4.410563025913916e-09,1.163286000860353e-07
1974,2.812785782069227e-09,1.080109797158002e-07
1975,3.4268881066168433e-09,1.0794697402616293e-07
1976,1.7140580066410394e-09,1.0969971242502652e-07
1977,2.3507127355770763e-09,7.287209768946923e-08
1978,8.316827893040113e-09,1.0811876194338765e-07
1979,7.607565244427406e-09,1.129430842183865e-07
1980,2.8425752862659692e-09,7.788656120055748e-08
1981,8.223214109648325e-09,7.653915190530824e-08
1982,4.345251713999687e-09,6.393727147724348e-08
1983,6.315316158911344e-09,6.946847719291327e-08
1984,5.219107812592938e-09,5.567048333432467e-08
1985,1.8046674155058895e-09,5.353846788125338e-08
1986,4.795588426365072e-09,4.6756987615026446e-08
1987,3.0554083707556856e-09,5.6830597117141224e-08
1988,4.197587610832443e-09,4.61734650514245e-08
1989,6.585746614717891e-09,6.256459528231062e-08
1990,5.44865097484859e-10,6.81081360198732e-08
1991,1.7584396161396398e-09,5.6270067716468475e-08
1992,4.4079553340736766e-09,7.989419259502029e-08
1993,3.323524566667402e-09,5.151462900698789e-08
1994,3.6924485691258724e-09,5.116678636341021e-08
1995,1.0844901643380922e-09,4.880205750623645e-08
1996,4.270473752399084e-09,5.4448541675355955e-08
1997,7.192341833217597e-09,4.890792482115103e-08
1998,4.7681290027412615e-09,5.292623583841305e-08
1999,2.285100553223174e-09,4.6159030375747534e-08
2000,3.97622823555821e-09,5.2132772765389745e-08
2001,3.5049694258049158e-09,3.811654281093979e-08
2002,5.6955880012310445e-09,5.5203390303404376e-08
2003,2.9168460979889232e-09,5.8336919295243206e-08
2004,1.7619165015858584e-09,3.611928889313276e-08
2005,4.503749373441224e-09,3.512924706683407e-08
2006,3.294311934354255e-09,4.817931298362055e-08
2007,3.1955835755326234e-09,4.433872291542684e-08
2008,3.405951742863067e-09,5.066353381266708e-08
2009,9.53638501499654e-10,5.769512867459525e-08
2010,1.4171379625338432e-09,4.6765549654992355e-08
2011,2.2943831279320648e-09,3.518054114692859e-08
2012,1.0212758416727752e-09,4.391485930455019e-08
2013,1.9523875849358774e-09,3.458514896692577e-08
2014,2.815078836704288e-09,2.8583876598986535e-08
2015,4.43315073539452e-09,5.14245499516619e-08
2016,3.935546111222266e-09,4.474094339457224e-08
2017,2.7671724911471074e-09,3.848885299362337e-08
2018,3.872199894061623e-09,4.362678751590465e-08
2019,4.08158040698936e-09,3.3162841361900064e-08
