year,mon_DET antre_NOUN,mon_DET ventre_NOUN
1800,2.829747991484055e-08,6.288328657788611e-08
1801,1.1905912700171939e-08,4.286128785224719e-08
1802,3.1329761895904085e-08,7.832440473976021e-08
1803,1.950339223455444e-09,9.751695895232615e-08
1804,3.707776485839531e-08,3.213406252200457e-08
1805,3.1271653710973624e-08,7.675770063997334e-08
1806,6.916005901302924e-08,8.06867319624871e-08
1807,8.540865792383556e-09,5.12451929779445e-08
1808,4.305540457494317e-08,3.852325747288887e-08
1809,2.0331274441787173e-08,3.840351858741542e-08
1810,7.722418615685456e-08,7.722418082778404e-08
1811,3.5099073869560016e-08,5.0141535368197765e-09
1812,2.6672082320544632e-09,5.601137242905452e-08
1813,5.751483289628823e-09,4.3136123117903935e-08
1814,2.2026739543434815e-08,3.776012391654149e-08
1815,0.0,8.36139331106267e-08
1816,1.3905623319487859e-08,7.416332437060191e-08
1817,4.826307531402563e-08,6.22749372070075e-08
1818,2.741870730460505e-08,5.960588556064295e-08
1819,1.5526575580793178e-08,9.937007883209503e-08
1820,8.306536791735653e-09,9.13719055972706e-08
1821,1.2819934447350079e-08,1.3411624166792535e-07
1822,5.514088741165324e-08,1.523893615740235e-07
1823,3.360113609574e-08,1.3143974086915478e-07
1824,4.8000341479337294e-08,7.24215674097195e-08
1825,4.4027217427355936e-09,8.717388766399381e-08
1826,1.2331177856594877e-08,8.719904265319656e-08
1827,9.217273166939322e-09,6.452091083630762e-08
1828,1.834460228167245e-08,5.595103758082587e-08
1829,1.628903412154159e-08,1.1488056178565742e-07
1830,1.7742621594152297e-08,3.5485243188304594e-08
1831,3.897801548191637e-08,6.392394347187746e-08
1832,1.6235963684607668e-08,1.0823975316043288e-07
1833,2.3167256557599103e-08,1.3668681531076032e-07
1834,1.213489042584115e-08,1.0454674637117023e-07
1835,3.1764969321557146e-08,7.941242330389287e-08
1836,2.2850549896702432e-08,1.2097349966211368e-07
1837,2.922314124020886e-08,1.3289571043628712e-07
1838,2.398621568033832e-08,1.1614378170321515e-07
1839,1.3982949909063791e-08,9.927894417671723e-08
1840,1.52872523528913e-08,8.153201180860492e-08
1841,1.8619591202195807e-08,1.0593905130917847e-07
1842,8.049918065466954e-09,1.1739464156335089e-07
1843,4.016699506337318e-08,6.556671483526344e-08
1844,1.0977122322231025e-08,9.604982276201213e-08
1845,1.1160455670733427e-08,9.87700330412622e-08
1846,1.3465353276842507e-08,7.376672006564888e-08
1847,1.3483059113639229e-08,7.280852099000867e-08
1848,6.43617736884039e-09,5.4707507635143315e-08
1849,1.6758829879393033e-09,2.7652069745087715e-08
1850,8.82569484161877e-09,5.499086874749537e-08
1851,1.1608989325395669e-08,4.966067979061961e-08
1852,2.1484799939130994e-08,4.7526981461487594e-08
1853,1.2541056637616066e-08,5.4941773797168025e-08
1854,1.506742641765868e-08,7.118060585398212e-08
1855,2.9188154115900034e-08,9.870903383557561e-08
1856,1.346069211649592e-08,9.888431762306027e-08
1857,3.7099468386259105e-08,9.226052410937768e-08
1858,2.0064071293290908e-08,1.1940569399904177e-07
1859,2.3933214521321133e-08,9.471442385944329e-08
1860,4.668727626722102e-08,7.36926644151481e-08
1861,1.6977470096435354e-08,1.3157539102692795e-07
1862,1.490935552794781e-08,6.28000096369874e-08
1863,1.6981710815322515e-08,1.2037036167811266e-07
1864,8.151037178549814e-09,7.719511785353461e-08
1865,1.835669355410019e-08,8.142840979274979e-08
1866,2.092213513549268e-08,1.075300453123873e-07
1867,1.1161466417775046e-08,9.802679201698083e-08
1868,8.397785911107292e-09,8.990570621314475e-08
1869,1.2208797528501236e-08,9.522862520761066e-08
1870,2.064257476064313e-08,1.0091925695121517e-07
1871,1.0621176826930423e-08,1.0621177448655317e-07
1872,1.9351485747165498e-08,1.0038583297955483e-07
1873,8.380406590902112e-09,8.440265997222696e-08
1874,1.4339061493728877e-08,7.408515401152727e-08
1875,9.7265964171811e-09,9.383304222509992e-08
1876,7.255217759905008e-09,9.250402932536872e-08
1877,2.4120782260439455e-08,1.063788332977822e-07
1878,1.268208649207736e-08,8.75667889310705e-08
1879,3.1157558311178946e-08,1.0752412737957684e-07
1880,2.9522093214495726e-08,7.637237064983537e-08
1881,1.045876096839038e-08,9.064260098057275e-08
1882,1.3976308999019693e-08,1.4841509354823756e-07
1883,1.579834751908038e-08,1.0553296103665843e-07
1884,9.242375753615306e-09,1.0628732383111128e-07
1885,5.1565086089944145e-09,5.8655284185249457e-08
1886,1.6133659519468324e-08,9.3575223125697e-08
1887,2.0239665943222462e-08,1.168677528085027e-07
1888,1.394935256193719e-08,7.608737728759252e-08
1889,1.2530273707511697e-08,8.771191328804662e-08
1890,7.209825181320184e-09,9.83157981693239e-08
1891,1.3385862196457765e-08,5.163118199646988e-08
1892,4.387958441043338e-09,6.519252870873515e-08
1893,9.853466487186324e-09,9.360793118418087e-08
1894,5.041231432301174e-09,9.263262512604342e-08
1895,3.611168697403855e-09,9.088107866261907e-08
1896,4.717623180994224e-09,8.196870560084335e-08
1897,4.661370844871726e-09,7.516460143186521e-08
1898,3.96084842702038e-09,6.790026052527764e-08
1899,4.4220627160029835e-09,8.733573686470208e-08
1900,1.3496738504592543e-08,8.409505980466747e-08
1901,8.941982265753268e-09,1.02832796944341e-07
1902,9.329539640834383e-09,8.396585737813211e-08
1903,1.7820727116202306e-08,1.0368422742601524e-07
1904,7.524475265086039e-09,7.201997398453841e-08
1905,1.548227662739876e-08,1.1250454523548115e-07
1906,3.2922780945909835e-08,1.0134043382237223e-07
1907,1.439996183405512e-08,1.2445680841466356e-07
1908,2.3574666885295414e-08,1.3850116697966541e-07
1909,4.4007870125817306e-09,8.801573381234107e-08
1910,2.404867771588215e-08,1.4856739127822038e-07
1911,2.181353409014264e-08,1.1225989693386396e-07
1912,2.3442395913342295e-08,9.324864080895168e-08
1913,8.484783153850373e-09,9.3862919214871e-08
1914,6.027069510139427e-09,1.0714789766552713e-07
1915,4.712304768617059e-09,5.419150550523e-08
1916,1.2086207812345151e-08,1.5052822721628445e-07
1917,1.7546279096336548e-08,1.1734074245595139e-07
1918,3.44591288836682e-09,8.270190665626842e-08
1919,9.207848428172127e-09,1.1325653792582102e-07
1920,1.2872793941909322e-08,1.2569904939141452e-07
1921,9.087297137000405e-09,1.0904756031493434e-07
1922,1.5493664462518097e-08,1.5936340780342562e-07
1923,3.8217413234065134e-08,1.507464677530379e-07
1924,3.093989942026809e-08,2.08844315174872e-07
1925,1.4297631523163545e-08,1.451759428228172e-07
1926,2.452150482668003e-08,1.8948434998833363e-07
1927,3.233275258640589e-08,1.493996144574794e-07
1928,5.713020723163709e-09,1.736758283854556e-07
1929,1.4482528065684619e-08,1.693341704633866e-07
1930,2.3107928570631486e-08,1.6280585768413403e-07
1931,7.983749661377715e-09,1.4370748768754993e-07
1932,7.671675850140502e-09,1.3041848156980507e-07
1933,1.7205993074753678e-08,1.0438302577853165e-07
1934,1.677421224144382e-08,2.2285739831318097e-07
1935,8.377798899061872e-09,1.4840672957205925e-07
1936,8.487299751891442e-09,1.1154737311613871e-07
1937,1.6368453148452033e-08,1.233929554089741e-07
1938,3.5006078036303734e-08,1.9836778619719553e-07
1939,4.282334131744392e-08,1.4682289162237794e-07
1940,5.0715658339584024e-09,7.607348972982209e-08
1941,5.9030051957620344e-09,1.4757512367680192e-07
1942,2.1239483061208375e-08,1.6991586093695332e-07
1943,5.806470415592457e-09,3.01936470492592e-07
1944,6.4263723231761105e-09,1.7672523355827252e-07
1945,1.3071024262956144e-08,2.832055256973831e-07
1946,2.0881655515836428e-08,3.5498816153278767e-07
1947,1.907339353124371e-08,2.789483879439558e-07
1948,1.5220642746172075e-08,2.826690828072742e-07
1949,5.890204768377316e-09,2.6407752251600414e-07
1950,3.6160227701032e-08,2.775829361922888e-07
1951,5.330700769690111e-09,2.707996138440194e-07
1952,1.5817205323287453e-08,2.4569392387263633e-07
1953,3.232148326759443e-09,2.8227428927607434e-07
1954,1.6613311615287785e-08,3.264026968707867e-07
1955,6.569925492527773e-09,2.1680754702657623e-07
1956,1.2209598665435806e-08,3.104726449265627e-07
1957,2.0320587268418677e-08,2.791871960283743e-07
1958,9.926692356998501e-09,3.2427194085471456e-07
1959,8.525822714489095e-09,2.51124234296185e-07
1960,1.7994166157109248e-08,3.6195959651763587e-07
1961,1.042223907177231e-08,3.953502627496164e-07
1962,1.9660065575521912e-08,3.3675789623544006e-07
1963,1.7458343881671112e-08,3.5046008051153876e-07
1964,1.3993127545575135e-08,4.0458390415665235e-07
1965,1.3132903931012407e-08,3.206617424922342e-07
1966,2.1602391320207914e-08,4.226313912170099e-07
1967,2.218651079521905e-08,4.373207644903232e-07
1968,2.0211371437595105e-08,5.192076848459237e-07
1969,2.3162965157030868e-08,4.5644667068245326e-07
1970,1.057706744411746e-08,4.893043517029128e-07
1971,1.6956711812454728e-08,5.266857172614436e-07
1972,1.5903454553267693e-08,3.7296168819977993e-07
1973,1.4885650712059828e-08,4.835079625564731e-07
1974,2.306484425673716e-08,5.141772483341356e-07
1975,2.2845919822600536e-08,6.448261267166799e-07
1976,9.71299568552908e-09,5.63925123486797e-07
1977,1.5279633114317903e-08,5.359624886125403e-07
1978,1.7821774500603738e-08,5.542571841488098e-07
1979,1.2874341259738742e-08,6.478134224607857e-07
1980,2.1603572708528418e-08,5.810224088520499e-07
1981,2.0241758491579276e-08,6.452060539174909e-07
1982,1.924325643276603e-08,5.41294202349718e-07
1983,2.3998201426067567e-08,5.715360913427503e-07
1984,1.5657322549600394e-08,6.581874423261524e-07
1985,1.2031116214394899e-08,5.997511287603174e-07
1986,1.498621410300771e-08,7.061504057048751e-07
1987,1.8332449891467206e-08,6.61801465184908e-07
1988,1.5591039570495013e-08,5.76868469437386e-07
1989,1.9208427959327423e-08,6.783318795555715e-07
1990,1.471135746555774e-08,5.819159341058366e-07
1991,1.992898113201136e-08,7.168571798388257e-07
1992,1.5978838474595136e-08,5.994819538557294e-07
1993,2.049506697687775e-08,6.425480378879911e-07
1994,1.793475057354499e-08,7.036752336375685e-07
1995,1.6809597269684673e-08,6.067722608804615e-07
1996,2.4555224520383945e-08,7.345214996234972e-07
1997,2.1097536384573345e-08,7.556753871540423e-07
1998,1.6688452952884347e-08,7.056831172747025e-07
1999,1.8737824375447687e-08,7.239198787090118e-07
2000,2.694999279295729e-08,6.7905142131508e-07
