year,en_ADP est_NOUN,en_ADP veste_NOUN
1882,4.91899516585903e-06,1.51742785003961e-07
1883,4.8564117527405415e-06,1.573515384656332e-07
1884,4.786890647423547e-06,1.7296446674919252e-07
1885,4.875478878840767e-06,2.2559724244253232e-07
1886,4.712319532362841e-06,1.6520868129088484e-07
1887,5.174825525422477e-06,1.3645452018318238e-07
1888,4.497398049529977e-06,1.3822540734231836e-07
1889,4.858613501745879e-06,1.359534704259424e-07
1890,4.7329226937620206e-06,1.6320422790983002e-07
1891,4.712460902389637e-06,1.4023283634312378e-07
1892,4.50580691691016e-06,1.7865260515392833e-07
1893,4.921806298074927e-06,1.2316833464254273e-07
1894,4.642343785832281e-06,1.3233232754039648e-07
1895,4.897346453702767e-06,1.5708583167572954e-07
1896,4.4752554897442565e-06,1.4742572318482416e-07
1897,4.73303922010615e-06,1.8587216532583994e-07
1898,4.388619922579551e-06,1.431563778631073e-07
1899,4.736028992979868e-06,1.5421944254967457e-07
1900,4.962646733996934e-06,1.4067753806301653e-07
1901,4.8560552032839155e-06,1.1401027677493403e-07
1902,4.2390480881060455e-06,1.0802624217376433e-07
1903,4.621508345348246e-06,1.0746438583453255e-07
1904,4.565206716655723e-06,1.0910489045556915e-07
1905,4.791248484181665e-06,9.082935614745935e-08
1906,4.820615213674273e-06,1.2294600537643419e-07
1907,4.524673601125073e-06,1.2857109044084325e-07
1908,4.7669944498451855e-06,1.5176191858756738e-07
1909,4.7968574543588716e-06,9.68173130000416e-08
1910,4.612536607329076e-06,2.9018739033936924e-07
1911,4.561156687232781e-06,1.0481137180384792e-07
1912,4.401440031109871e-06,1.2450516773121478e-07
1913,4.528753253740803e-06,1.3787772662476883e-07
1914,4.249083924712238e-06,1.4732836461917032e-07
1915,4.6357298015831105e-06,8.953378827225578e-08
1916,5.232229590035331e-06,1.4283700666695154e-07
1917,4.314191190957217e-06,1.1624409879118502e-07
1918,4.403876536329676e-06,1.274987795341076e-07
1919,4.655487995552932e-06,1.1417731787810581e-07
1920,4.658436853599568e-06,1.6810353864471494e-07
1921,4.486095793510003e-06,1.6432862459669906e-07
1922,4.228294765873386e-06,1.564122387165412e-07
1923,4.1805603165911975e-06,1.8365590737090542e-07
1924,4.104693288375927e-06,1.6243446365749037e-07
1925,4.416868421230902e-06,2.254626536579707e-07
1926,4.297950926712701e-06,1.582751700812679e-07
1927,4.115178949604115e-06,2.0514574128327467e-07
1928,4.025394548357042e-06,1.6453498785651277e-07
1929,4.118608060821316e-06,1.548516468385941e-07
1930,4.08695235520895e-06,1.3969792489465505e-07
1931,3.86185376566317e-06,1.2203732158155844e-07
1932,3.820494512751793e-06,1.4137801729319222e-07
1933,3.950495961024814e-06,1.6747166942110425e-07
1934,3.830511154490068e-06,1.0663606353489286e-07
1935,3.713758630397024e-06,1.531940370114171e-07
1936,4.008430535940022e-06,1.7338341518069456e-07
1937,3.661497106399736e-06,1.347249581895582e-07
1938,3.909012079361673e-06,1.0890780077765783e-07
1939,3.8097480210552703e-06,1.452934741408285e-07
1940,3.806210138179722e-06,7.353770570261986e-08
1941,3.7808747297418677e-06,1.3576911328527785e-07
1942,4.263067594934e-06,1.4260795455633968e-07
1943,4.349046251128641e-06,2.0322646343551298e-07
1944,4.373146559544239e-06,1.7351205627846866e-07
1945,3.7862400112942396e-06,2.1349339052179062e-07
1946,4.15962590949448e-06,1.6426902593735804e-07
1947,4.011373199830359e-06,1.5497132710429184e-07
1948,3.991069966957639e-06,1.58729567489857e-07
1949,3.978833490236866e-06,1.3252960906484645e-07
1950,4.0308021027612995e-06,1.0529007576920435e-07
1951,3.98309958882237e-06,1.791115500360263e-07
1952,3.7286426106675208e-06,1.94024399213788e-07
1953,3.625392933415128e-06,1.400597560152761e-07
1954,4.026284756264431e-06,1.7883741376678586e-07
1955,3.903474350863689e-06,1.1919722009423594e-07
1956,3.890501290015891e-06,1.8488820408002482e-07
1957,3.7363373621701612e-06,1.387100945215991e-07
1958,3.7771062579849968e-06,1.3897368877913152e-07
1959,3.735860502729338e-06,1.6431585159182305e-07
1960,3.9144234165178204e-06,1.252670809304135e-07
1961,4.204331219170854e-06,1.8065214141271824e-07
1962,3.772195725559868e-06,1.953322588121864e-07
1963,3.3849789247142326e-06,1.7652325912109745e-07
1964,3.6838428343344276e-06,2.1476408162968141e-07
1965,3.7620298769525107e-06,1.685389308114793e-07
1966,3.640279899741472e-06,1.4789330116116162e-07
1967,3.737687507054943e-06,1.6615230524763547e-07
1968,3.673978227425323e-06,1.607926929381165e-07
1969,3.4626360587708405e-06,1.6032404781540777e-07
1970,3.280730368260265e-06,1.2784455238890047e-07
1971,3.316321759427865e-06,1.6853943729522314e-07
1972,3.462336053416948e-06,1.1491528795204431e-07
1973,2.913728124553927e-06,1.571263028576908e-07
1974,2.9500497404910675e-06,1.232000164663738e-07
1975,2.9174241547025304e-06,1.2565255991248137e-07
1976,2.9019003520147635e-06,1.1712730296764562e-07
1977,3.2968746737083165e-06,1.128342130840565e-07
1978,3.211483743825738e-06,1.2297024598595385e-07
1979,3.0992050028544327e-06,1.363509767315918e-07
1980,3.1404771476672977e-06,1.3018995576041803e-07
1981,2.8989994333983304e-06,1.5813873655012856e-07
1982,2.8678660086711716e-06,1.2290854645158333e-07
1983,2.723164325146854e-06,1.1557028534170399e-07
1984,2.885586564360665e-06,1.194595722342484e-07
1985,2.5487919721456365e-06,1.4196716591197145e-07
1986,2.792830706255245e-06,1.1749191530796566e-07
1987,2.7834771714196904e-06,1.2832714935129275e-07
1988,2.6936519326170583e-06,1.1453418102824742e-07
1989,2.6463725291137052e-06,1.3775186280540197e-07
1990,2.7243254692166374e-06,1.4929303460142762e-07
1991,2.716789087031657e-06,1.2543535743425593e-07
1992,2.4932496653917724e-06,1.1846379721625055e-07
1993,2.54914313302379e-06,1.207547258852415e-07
1994,2.402201527473835e-06,1.2659823722671604e-07
1995,2.417870845761172e-06,1.2308963537321915e-07
1996,2.4838143986016803e-06,9.181518700884794e-08
1997,2.2353797124452512e-06,1.174749115762097e-07
1998,2.324939849529528e-06,1.1681916844974438e-07
1999,2.3975276057797146e-06,1.0420058593751946e-07
2000,2.3782263447458263e-06,1.0470734945755567e-07
2001,2.287430604042129e-06,1.1829271889807202e-07
2002,2.1941157584137727e-06,1.226742023519023e-07
2003,2.175133850812472e-06,1.2417429862132678e-07
2004,2.132800023701975e-06,1.1496505331054507e-07
2005,2.1460365919878654e-06,1.3286060962514057e-07
2006,2.172598620120425e-06,1.5359729665931354e-07
2007,2.1414405502184763e-06,1.7096371962566081e-07
2008,2.04867996345115e-06,1.7540650887326592e-07
2009,2.032680459507219e-06,2.0121771715508885e-07
2010,1.8980200522378254e-06,2.4280296750944785e-07
2011,1.6760469261356548e-06,2.6117728735286505e-07
2012,1.7279987019058751e-06,3.6561675287316575e-07
2013,1.6461416036950283e-06,3.929877321340314e-07
2014,1.7760981405601228e-06,4.3482138645245527e-07
2015,1.8694596310153688e-06,3.7371461081292523e-07
2016,2.1328587820335088e-06,4.4181684177857505e-07
2017,1.4927638159467627e-06,2.7948440806113695e-07
2018,1.5705643777730316e-06,3.892851845321843e-07
2019,1.6780397726345875e-06,3.2984272646530144e-07
