year,en_ADP an_NOUN,en_ADP vent_NOUN
1857,3.656250328054611e-07,4.29572788451793e-08
1858,3.0976968945495287e-07,4.110687984448802e-08
1859,3.5288760402707453e-07,3.920973656867943e-08
1860,3.748713676143822e-07,6.270742117231443e-08
1861,3.2870266553075567e-07,4.951762050398045e-08
1862,3.6189069990699707e-07,3.659569006164709e-08
1863,3.995696622460798e-07,4.6449973256645904e-08
1864,3.452204173637341e-07,4.6988332225161855e-08
1865,3.8266645119300335e-07,3.3418593725631496e-08
1866,3.824371657135117e-07,4.427707672727266e-08
1867,3.663872796266787e-07,4.658699026549584e-08
1868,4.5249248004086695e-07,6.22424131124788e-08
1869,3.8775141508740063e-07,3.613804278046473e-08
1870,4.157185449216172e-07,6.651496553544689e-08
1871,3.887350770170883e-07,3.823623817567068e-08
1872,5.049528292166983e-07,4.9588181672000076e-08
1873,5.453249966036466e-07,3.890902988690215e-08
1874,4.451083851497728e-07,4.480956844465922e-08
1875,3.804815484897972e-07,3.71899264717257e-08
1876,4.885179869518197e-07,6.046014933147603e-08
1877,3.525345166899285e-07,6.865145918411031e-08
1878,5.398945350232331e-07,5.4351799394503075e-08
1879,4.1909971393305767e-07,5.9260454765563964e-08
1880,4.3577175246056754e-07,6.289489218325173e-08
1881,4.2741470163143447e-07,4.8110302297565966e-08
1882,4.199548004901743e-07,4.5256619340960924e-08
1883,4.069654357952146e-07,5.2450514931301484e-08
1884,3.366865382048445e-07,4.5551708183211304e-08
1885,4.202554444443507e-07,4.3830324425453426e-08
1886,4.491610913204269e-07,4.452890123296527e-08
1887,3.3166937818407405e-07,5.4190073484061685e-08
1888,4.7237579248182726e-07,5.0090856351658886e-08
1889,3.2265454574798014e-07,5.074760850432014e-08
1890,3.454161583427151e-07,3.408281001870961e-08
1891,3.5823116739663874e-07,5.226860610996198e-08
1892,3.2658949455921515e-07,6.456567791524037e-08
1893,2.7528121826492224e-07,4.310891599246247e-08
1894,3.610781962315457e-07,4.537108244662136e-08
1895,2.8167116128408054e-07,4.513960893959279e-08
1896,2.954411550959435e-07,4.658652930089602e-08
1897,3.018237670904256e-07,5.47711082043989e-08
1898,2.8744442459593955e-07,4.3003498206850566e-08
1899,2.802482299557596e-07,3.150719685152126e-08
1900,2.678583330695261e-07,4.412395127051383e-08
1901,2.732893396584224e-07,3.3532433996175115e-08
1902,2.7595794294121845e-07,4.6647696316792775e-08
1903,2.9323195738228947e-07,3.294134431897078e-08
1904,2.7410588554488413e-07,3.9772227289347484e-08
1905,2.342984628533884e-07,3.1996707061665575e-08
1906,2.453775985733486e-07,4.063905717499594e-08
1907,2.7617068942831224e-07,4.1142747375655375e-08
1908,2.1462770916080842e-07,4.469364212056348e-08
1909,2.381925914285432e-07,4.235757261605855e-08
1910,1.9345826018923873e-07,4.756294003094297e-08
1911,2.745313101293334e-07,4.096688221988387e-08
1912,2.3181924374560126e-07,3.177747021076982e-08
1913,2.2484676126532932e-07,4.507541168097262e-08
1914,2.276892898667171e-07,3.415339322465627e-08
1915,2.0969756231448144e-07,3.887651389700153e-08
1916,2.64797828997132e-07,2.9666147982609914e-08
1917,2.0836206238161736e-07,3.618920063619413e-08
1918,2.2857889092620098e-07,3.101321777165822e-08
1919,2.1822600482224175e-07,4.511845608234921e-08
1920,2.4761197181533134e-07,3.407504234331782e-08
1921,2.1203692424087706e-07,3.862101094487258e-08
1922,2.0363102271048206e-07,5.8285690107684474e-08
1923,2.2081171513477216e-07,8.068120527227052e-08
1924,1.8950688063235077e-07,7.348226160885929e-08
1925,2.2106337516092367e-07,5.499088939764363e-08
1926,2.5859040508890985e-07,3.009457405500626e-08
1927,1.4493992472885964e-07,4.5711822438399e-08
1928,2.1252436988028478e-07,6.741364011464412e-08
1929,2.5511530887811773e-07,4.344758530727688e-08
1930,2.951512604321138e-07,3.5712252599573446e-08
1931,1.8704785009759917e-07,4.448089097053298e-08
1932,1.5233756045507363e-07,3.068670206829438e-08
1933,1.5944220788099983e-07,4.244145102028085e-08
1934,2.0009239420915037e-07,4.073737258636356e-08
1935,1.4242258306040867e-07,3.949533855518439e-08
1936,1.624711774006471e-07,4.364897199238271e-08
1937,2.5434058437134865e-07,4.406891518371481e-08
1938,1.8540257140653438e-07,8.945997842513265e-08
1939,1.8199920415185034e-07,3.6705722905594484e-08
1940,2.3329202702981888e-07,3.296517903095264e-08
1941,2.6858673107810205e-07,5.607854891565012e-08
1942,5.006449512734434e-07,8.49579275818968e-08
1943,3.251623377220625e-07,4.935499853253589e-08
1944,1.670856821789357e-07,8.354284375400312e-08
1945,1.7645882843808636e-07,4.7927089408261736e-08
1946,1.767980171152317e-07,3.897909284233947e-08
1947,1.2874540833429649e-07,3.576261442539419e-08
1948,1.7829895648802108e-07,4.783630513927051e-08
1949,1.7277934827308883e-07,3.0432725006690475e-08
1950,2.0845308923433947e-07,6.593924006814689e-08
1951,1.7697927001680824e-07,3.8381044897839445e-08
1952,1.7609822067221614e-07,2.9525450528922192e-08
1953,1.8100030263479283e-07,3.016671690225792e-08
1954,1.3192924086524727e-07,3.9090145786957464e-08
1955,1.9052783706285936e-07,4.598947933587283e-08
1956,1.7965551646348388e-07,2.7907653965542067e-08
1957,2.31477991108342e-07,2.91556238041224e-08
1958,2.556123281927114e-07,4.632456451769684e-08
1959,2.1082034362684965e-07,2.8677767605067572e-08
1960,1.986279155596904e-07,2.6991250123842292e-08
1961,2.0913959231094736e-07,4.3078587530498424e-08
1962,2.416285432849108e-07,5.200404162852834e-08
1963,2.133797532000159e-07,6.013429443285645e-08
1964,2.293656092833274e-07,4.8063350022165e-08
1965,2.1450410364609596e-07,6.785333650505265e-08
1966,2.0549968060556978e-07,5.151339466102911e-08
1967,1.9770645359740158e-07,5.1275490409175006e-08
1968,1.8280062505371397e-07,6.422724818655468e-08
1969,1.630491064108508e-07,5.4501092056069567e-08
1970,1.692330778291229e-07,5.2425466634531404e-08
1971,1.6905328026339816e-07,4.4190220038764494e-08
1972,1.8468528922843674e-07,3.283293942279997e-08
1973,1.3783009528145485e-07,6.395316332064027e-08
1974,2.3852424302361896e-07,4.556712918102335e-08
1975,2.2560346923938823e-07,4.968987710185502e-08
1976,1.5255116581069927e-07,3.48525151516732e-08
1977,1.4280580318271063e-07,4.583889756659687e-08
1978,1.188118274875194e-07,4.336631731494123e-08
1979,1.281582141521298e-07,3.8623025111483855e-08
1980,1.5804718556111652e-07,3.7521995621681015e-08
1981,1.1449244580186146e-07,5.81950570510692e-08
1982,1.3904804907483026e-07,4.5314768160054086e-08
1983,1.3388469954911386e-07,3.978649154579017e-08
1984,1.786094572242547e-07,3.8273455127413314e-08
1985,1.0527226579348792e-07,3.9702684695441803e-08
1986,1.0190625043815515e-07,3.896415434745393e-08
1987,1.1305011188289527e-07,3.238732876331696e-08
1988,2.4645836249614916e-07,2.99827696004229e-08
1989,1.053719477228654e-07,3.1831108859847745e-08
1990,1.0897301572221352e-07,4.304434120250278e-08
1991,1.1781545167233176e-07,4.396098784997804e-08
1992,1.4160556649489564e-07,3.912060403399309e-08
1993,1.0801454858322401e-07,4.8191104329298184e-08
1994,9.283870938681105e-08,3.006708104713596e-08
1995,1.1441371272624679e-07,1.068222817424136e-07
1996,1.2117468917161034e-07,5.07118744774715e-08
1997,7.719779804293836e-08,5.2264348959774054e-08
1998,8.201181977973704e-08,4.863491875894965e-08
1999,8.27206416420534e-08,5.667049310376093e-08
2000,8.350079627739149e-08,4.5505726076200403e-08
2001,1.0339659703428872e-07,4.2497753011128125e-08
2002,1.0602556049787992e-07,6.703268889962644e-08
2003,8.500522735710447e-08,7.250445671624917e-08
2004,1.0263163519041996e-07,5.505988900922354e-08
2005,9.097574116267992e-08,2.657212228029948e-08
2006,7.782812000423078e-08,4.323784441595535e-08
2007,7.869124660220272e-08,3.075749230307956e-08
2008,7.705965823778804e-08,3.916844479312509e-08
2009,6.53242375747709e-08,3.719190178053111e-08
2010,8.077686158847186e-08,3.401131043467842e-08
2011,3.7474924913238894e-08,4.703485589896417e-08
2012,3.6765930244708755e-08,3.6425504390535934e-08
2013,2.8727987766430374e-08,3.597971265367761e-08
2014,3.3131311125145224e-08,4.504126090154603e-08
2015,2.1722439139115757e-08,2.9923768241069126e-08
2016,2.7548822750800284e-08,4.3705275315497616e-08
2017,2.440142932158551e-08,4.1004463824378945e-08
2018,2.0135440093049795e-08,3.3300921631340685e-08
2019,4.28565950505444e-08,3.877501231208669e-08
