year,mon_DET ignoble_ADJ,mon_DET vignoble_NOUN
1938,6.482607339819424e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635312174812e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,9.639558484764166e-09
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,7.610321262063735e-09
1949,1.9634016634739737e-09,8.83530737461058e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,8.529121409139861e-09,4.264560704569931e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,0.0
1954,0.0,1.07497895029951e-08
1955,0.0,1.8771215692936494e-09
1956,3.488456634670456e-09,6.976913269340912e-09
1957,6.184526224473075e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,3.100299128533379e-09
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,4.86371165564492e-09,2.0844477810477713e-09
1962,0.0,1.9025869768540815e-09
1963,1.2932106496776896e-09,4.526237162849611e-09
1964,3.041984220075733e-09,0.0
1965,5.472043373977442e-10,1.6416130121932326e-09
1966,2.215629901769489e-09,1.6617224263271169e-09
1967,1.9721342336964653e-09,1.4791006197611978e-09
1968,1.7965663401398047e-09,4.4914158503495116e-10
1969,2.2708789015890574e-09,2.7250546263957176e-09
1970,2.759235007143701e-09,9.197450023812337e-10
1971,3.5968783507200897e-09,8.221436087474387e-09
1972,2.565073486948677e-09,0.0
1973,3.859242703185828e-09,6.615844427848572e-09
1974,2.2502286700643026e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,2.856763492431469e-09,1.7140580066410394e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.7821774056514528e-09,2.9702956760857546e-09
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,5.685150683554241e-10,2.8425752862659692e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,4.345251602977385e-09,6.207502289967692e-10
1983,1.89459470334441e-09,2.5261264191556165e-09
1984,4.639206796497319e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,2.4062232206745193e-09
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,5.499735167280306e-09,1.2221633705067347e-09
1988,3.5979323409485175e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,3.2928733073589456e-09
1990,3.2691906959314565e-09,3.2691906959314565e-09
1991,3.5168792322792797e-09,1.7584395606284886e-09
1992,3.856960972825618e-09,3.856960972825618e-09
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,3.164956019485743e-09,3.164955852952289e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,5.3380921904988554e-09,4.80428297144897e-09
1997,1.438468344439059e-09,2.876936688878118e-09
1998,9.536258449571733e-10,1.43043876743576e-09
1999,0.0,3.1991408688814005e-09
2000,2.2090156370779823e-09,1.3254094488601709e-09
2001,1.3143635069212678e-09,2.1906059410881085e-08
2002,6.133709984368352e-09,3.504977141854937e-09
2003,2.9168460979889232e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,8.809582507929292e-10
2005,3.15262471684008e-09,2.702249757291497e-09
2006,3.294311934354255e-09,2.0589450144825605e-09
2007,4.7933754743212376e-09,3.1955835755326234e-09
2008,3.8316958494988285e-09,8.514879357157668e-09
2009,3.814554005998616e-09,2.860915504498962e-09
2010,9.919964960580785e-09,8.9752067999882e-09
2011,3.059177577924288e-09,9.559929625702068e-09
2012,7.148930669664821e-09,4.085103200157647e-09
2013,6.693900100884775e-09,6.693900211907078e-09
2014,1.2126492698882885e-08,7.579058047824105e-09
2015,6.428068743957738e-09,5.098123367908158e-09
2016,1.0770967895368244e-08,1.387797801677415e-08
2017,9.056201122348284e-09,7.2952728302766445e-09
2018,1.1358453622101194e-08,7.486253617017269e-09
2019,1.1224345897176136e-08,7.142765545697927e-09
