year,mon_DET ignoble_ADJ,mon_DET vignoble_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,1.1905913144261149e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,1.581321384946932e-08
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,6.227493631882908e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,4.140420006848444e-09
1820,0.0,7.119888678630559e-09
1821,0.0,4.930744257336528e-09
1822,0.0,1.0025615893027862e-08
1823,0.0,5.929612023614084e-09
1824,0.0,1.0105335235266466e-08
1825,0.0,8.805443485471187e-09
1826,0.0,8.807984341885344e-10
1827,0.0,2.580836433452305e-08
1828,0.0,0.0
1829,0.0,4.286587973467704e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,6.236482441579483e-09
1832,0.0,2.705993873419743e-09
1833,0.0,6.950177322551099e-09
1834,9.334530925997342e-10,1.0267983796552471e-08
1835,8.31939672707449e-09,6.806779140333674e-09
1836,4.704525213838906e-09,3.36037508930076e-09
1837,0.0,6.957891152126194e-09
1838,0.0,3.1560809521380406e-09
1839,6.9914751765765e-10,1.3982950353153e-09
1840,6.369688665408546e-10,0.0
1841,6.420548537278137e-10,3.2102742686390684e-09
1842,1.341653010911159e-09,0.0
1843,5.906911071384968e-10,2.953455480181333e-09
1844,0.0,5.488561161115513e-09
1845,5.580227946389016e-10,7.812318791877715e-09
1846,5.854501328173001e-10,1.7563503984519002e-09
1847,1.0786447290911383e-09,2.1572894581822766e-09
1848,8.045221711050488e-10,3.218088684420195e-09
1849,8.379414939696517e-10,6.703531951757213e-09
1850,0.0,1.0862393651223101e-08
1851,9.674158363282004e-09,1.9348316282474798e-09
1852,1.3021090872200602e-09,3.2552727180501506e-09
1853,0.0,4.180352064508952e-09
1854,0.0,8.313063126763609e-09
1855,1.5920811335945473e-09,7.429711956774554e-09
1856,5.694908267184218e-09,4.141751386299575e-09
1857,1.9526036343364694e-09,9.274867096564776e-09
1858,4.893676019968041e-10,1.9574704079872163e-09
1859,1.5276520048956854e-09,6.110608019582742e-09
1860,2.288591982591015e-09,3.661747127736703e-09
1861,3.3011746669586728e-09,8.017138064531082e-09
1862,9.035972525772706e-10,9.487771457372673e-09
1863,4.994620828036034e-10,1.0488703516831066e-08
1864,2.3973640850272204e-09,1.9178911792039344e-09
1865,1.4120533076145136e-09,1.2237795277147967e-08
1866,0.0,3.8924903300596725e-09
1867,4.367530337390235e-09,3.88224918879132e-09
1868,4.93987406535723e-10,2.9639244392143382e-09
1869,1.953407657850903e-09,1.2208797528501236e-08
1870,5.734048791339319e-10,2.5229813793714584e-08
1871,0.0,2.0180236370848093e-08
1872,2.4189357183956872e-09,3.084143040954501e-08
1873,5.387403856360606e-09,3.651462809894923e-08
1874,0.0,9.439882475703598e-08
1875,0.0,2.574687130163511e-08
1876,0.0,2.4304979007183647e-07
1877,8.658742167710898e-09,3.710889440178278e-08
1878,6.039088673581716e-10,4.408534776123574e-08
1879,6.10932526790009e-10,1.1974277447368564e-07
1880,6.417846254436199e-10,2.3104246515970317e-08
1881,0.0,2.998178416646624e-08
1882,3.3276925659464496e-09,4.5256618452782504e-08
1883,4.423537092179686e-09,2.7805090674348776e-08
1884,0.0,1.8484751507230612e-08
1885,0.0,4.125206709559848e-08
1886,0.0,6.195325230606841e-08
1887,6.528924623161458e-10,2.8727268674977324e-08
1888,6.340614699951175e-10,3.2337135635884806e-08
1889,0.0,3.947035986939795e-08
1890,6.554386478008212e-10,3.211649524104132e-08
1891,6.374220040683554e-10,1.2748439637277897e-08
1892,1.8805537127519756e-09,2.9462007722358408e-08
1893,1.2316833108982905e-09,8.005941742883493e-09
1894,3.780923574225881e-09,1.8274463942091757e-08
1895,7.824199066419624e-09,3.0694933483843556e-08
1896,0.0,3.8920390688090833e-08
1897,5.826713556089658e-10,5.5936450138460714e-08
1898,0.0,6.05443979395659e-08
1899,4.4220627160029835e-09,3.924580838088332e-08
1900,2.07642125715779e-09,4.4123950715402316e-08
1901,2.235495566438317e-09,2.3472703003513118e-08
1902,4.910283846193408e-10,2.3078333910575566e-08
1903,1.6200660812870638e-09,3.186130115295782e-08
1904,3.2247751136083025e-09,2.042357571951925e-08
1905,5.160759042333041e-10,2.7352023312943174e-08
1906,0.0,9.773950260250075e-09
1907,1.028568674676933e-09,6.685696440911215e-09
1908,2.9468334439286537e-09,1.3751889405000384e-08
1909,3.300590023513905e-09,1.0451869036920414e-08
1910,1.6032452032632705e-09,1.496362200814616e-08
1911,1.0640748282497725e-09,3.405039528114884e-08
1912,5.209421227725386e-10,8.335073964360618e-09
1913,3.181793939432964e-09,1.1666577148794488e-08
1914,0.0,1.2723813114234872e-08
1915,1.1780761921542648e-09,4.0054590533245005e-08
1916,2.197492410260793e-09,4.614733928320902e-08
1917,4.386569774084137e-09,3.5092558192673096e-08
1918,6.89182577673364e-09,6.662097984388993e-08
1919,0.0,1.5653341733923298e-08
1920,2.2716695191604686e-09,3.407504234331782e-08
1921,0.0,1.9689143759826777e-08
1922,2.951174193910333e-09,4.426761179843197e-09
1923,0.0,1.2739137744688378e-08
1924,3.867487330388997e-09,1.6759112098085893e-08
1925,3.299453377181294e-09,1.2097995938376016e-08
1926,2.229227691330493e-09,3.2323799858957614e-08
1927,2.2298449753321847e-09,2.5643217549387032e-08
1928,2.2852082448565625e-09,1.2568645568755699e-08
1929,6.684243825105796e-09,8.912325322185666e-09
1930,9.453243521306831e-09,9.453243521306831e-09
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,0.0,6.575721855917038e-09
1933,8.02946331646126e-09,6.882397540763918e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,2.424942913137329e-09,1.091224355320719e-08
1937,2.5182236296217297e-09,1.510934133364117e-08
