year,en_ADP ânes_NOUN,en_ADP anes_NOUN,en_ADP vannes_NOUN
1800,6.288328968651058e-09,0.0,3.144164484325529e-09
1801,2.3811825844433088e-09,0.0,0.0
1802,2.2378401354217203e-09,0.0,0.0
1803,2.145373123596528e-08,0.0,0.0
1804,3.213406074564773e-08,0.0,0.0
1805,1.7057265822018053e-08,0.0,2.842877711017877e-09
1806,8.645007376628655e-09,0.0,0.0
1807,0.0,0.0,6.263301344233696e-08
1808,0.0,0.0,4.5321479902327155e-09
1809,2.259030518203531e-09,0.0,0.0
1810,4.680253518074551e-09,0.0,1.0998595856293036e-07
1811,5.515568801683912e-08,0.0,7.521229861140455e-09
1812,0.0,0.0,2.6672082320544632e-09
1813,1.4378708002027452e-08,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,3.776112933451259e-08
1816,4.6352077731626196e-08,0.0,0.0
1817,4.670620334934483e-09,0.0,1.556873407970727e-09
1818,1.1921177378582115e-09,0.0,0.0
1819,3.001804671498576e-08,0.0,0.0
1820,7.119888678630559e-09,0.0,0.0
1821,7.88919063410276e-09,0.0,0.0
1822,6.015369535816717e-09,0.0,0.0
1823,9.882686891060644e-10,0.0,0.0
1824,5.894778887238772e-09,8.421112696055388e-10,1.9368560089105813e-08
1825,8.805443485471187e-09,4.4027217427355936e-09,2.641632912414593e-09
1826,3.170874407487645e-08,0.0,0.0
1827,9.217273166939322e-09,0.0,2.7651818612639545e-09
1828,2.2013523448549677e-08,0.0,3.668920500743411e-09
1829,2.571952872898464e-09,0.0,0.0
1830,2.0873671680021744e-09,2.0873671680021744e-09,2.0873671680021744e-09
1831,4.677361609140007e-09,0.0,3.1182412207897414e-09
1832,3.92369123858316e-08,0.0,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09,0.0
1834,1.213489042584115e-08,0.0,0.0
1835,4.5378527602224494e-09,0.0,0.0
1836,4.032449929525228e-09,0.0,1.1425274948351216e-08
1837,1.3915781860163179e-09,0.0,5.5663127440652715e-09
1838,1.8936485712828244e-09,0.0,1.8936485268739034e-08
1839,5.5931801412612e-09,6.9914751765765e-10,4.194885327990505e-09
1840,3.821813088222825e-09,0.0,1.3376346252869098e-08
1841,1.4767261191650505e-08,0.0,6.420548537278137e-10
1842,1.408735705865638e-08,0.0,1.341653010911159e-09
1843,1.1813821920725331e-08,0.0,1.1813822142769936e-09
1844,9.879410178825765e-09,0.0,1.2074834465636286e-08
1845,1.2276501593078137e-08,0.0,3.348136878855712e-09
1846,9.367202125076801e-09,0.0,2.985795788390533e-08
1847,1.294373674909366e-08,0.0,1.941560512364049e-08
1848,2.413566457803995e-09,0.0,0.0
1849,3.3517659758786067e-09,0.0,4.1897072478036534e-09
1850,7.467895635215882e-09,0.0,6.1100964288129944e-09
1851,1.2898877521649865e-09,0.0,7.739326512989919e-09
1852,1.3672145193766028e-08,0.0,0.0
1853,1.4332636411040767e-08,0.0,1.1943863675867306e-09
1854,7.79349651480743e-09,0.0,3.63696517347023e-09
1855,9.021793090369101e-09,0.0,0.0
1856,2.5885945831305435e-08,0.0,2.070875637638636e-09
1857,1.0251168802710708e-08,0.0,6.345961978126979e-09
1858,1.0766087576996597e-08,4.893676019968041e-10,9.787352039936081e-10
1859,4.073738679721828e-09,0.0,1.018434714339378e-08
1860,1.2358396972445007e-08,0.0,3.661747127736703e-09
1861,7.545541969022906e-09,0.0,2.8295781828724387e-09
1862,5.873382225018986e-09,0.0,9.035972525772706e-10
1863,5.9935452156878455e-09,0.0,3.346395871517416e-08
1864,6.233146443435089e-09,0.0,9.109982990196386e-09
