year,touchant_VERB en_ADP,touchant_VERB dans_ADP
1854,5.0397943596180994e-08,1.4547860871516605e-07
1855,2.175844215912548e-08,1.565546483561775e-07
1856,3.6240326295455816e-08,1.3874867477170483e-07
1857,6.59003731584562e-08,1.684120576328496e-07
1858,6.900083349137276e-08,1.7176802202811814e-07
1859,6.619825310139049e-08,1.9248415128458873e-07
1860,7.506581312100025e-08,1.6569406113831064e-07
1861,4.7631232291678316e-08,1.188422871223338e-07
1862,4.789065499721801e-08,1.3328059367267997e-07
1863,5.4441368746438457e-08,1.3285691125020094e-07
1864,6.13725177345259e-08,1.2849871211528807e-07
1865,4.848049783845454e-08,1.882737734604234e-07
1866,5.93604774223877e-08,1.60078670319308e-07
1867,4.270474107670452e-08,1.6451031115138903e-07
1868,3.1615194018286275e-08,1.5116015106286795e-07
1869,9.718203086706012e-08,1.5383085383291473e-07
1870,8.486392033546508e-08,1.1984161574218888e-07
1871,5.523012092112367e-08,8.921789174110017e-08
1872,3.809823734268747e-08,1.19737322279434e-07
1873,6.524744833313889e-08,1.2391029713398893e-07
1874,7.647499805640834e-08,1.0336074041106258e-07
1875,7.323554740423788e-08,1.2472929711293546e-07
1876,4.5949712923487596e-08,9.975924086802479e-08
1877,4.391219254884504e-08,1.397768443212044e-07
1878,7.246906363889138e-08,1.0689186780155069e-07
1879,9.225081498698273e-08,1.1668811339404783e-07
1880,4.685027832351807e-08,1.476104642961218e-07
1881,5.5780059682319916e-08,1.0389036475544344e-07
1882,6.389169726617183e-08,1.0382400716935081e-07
1883,4.044376922252013e-08,1.1690777057538071e-07
1884,5.545425452169184e-08,1.3005343646455003e-07
1885,4.5764013079097055e-08,1.2117794767618761e-07
1886,5.0337018109303244e-08,1.2132511528761825e-07
1887,5.223139609711325e-08,1.2274378491383686e-07
1888,4.818867238576274e-08,1.1096075525074411e-07
1889,5.388017498830777e-08,1.171580592540522e-07
1890,6.030035698545433e-08,7.865263995654459e-08
1891,4.398211705947119e-08,1.1027400859120462e-07
1892,5.140180192597654e-08,1.322656117963561e-07
1893,8.190693989718056e-08,1.1208317829414227e-07
1894,4.915200690902566e-08,1.0208493961272325e-07
1895,8.847363375252826e-08,1.1796484500337101e-07
1896,3.4202766840962795e-08,1.161714706654493e-07
1897,5.302309347143819e-08,9.147940005505006e-08
1898,7.299278004246901e-08,8.940200757479033e-08
1899,6.467266899790047e-08,1.0281296169978305e-07
1900,5.6582480034705895e-08,7.838490034828283e-08
1901,7.824234415920728e-08,1.0786266102513764e-07
1902,6.13785502423525e-08,6.481574388317313e-08
1903,4.968202804711552e-08,1.0152414375852459e-07
1904,5.912087708281888e-08,9.029370318103247e-08
1905,4.6446832158153484e-08,8.773290716135307e-08
1906,4.3211148437194424e-08,6.275904951280609e-08
1907,4.52570218523185e-08,7.508551647106287e-08
1908,5.206072239971604e-08,9.626322849953795e-08
1909,5.3359539009534274e-08,8.361494963082805e-08
1910,4.382203400155049e-08,7.909343224810073e-08
1911,3.458243114096149e-08,8.193376288545551e-08
1912,6.251305251225858e-08,6.772247473918469e-08
1913,6.363587345958877e-08,5.992378504515727e-08
1914,5.424362470307642e-08,9.442408810400593e-08
1915,2.5917676671483036e-08,8.717763932963862e-08
1916,7.361599330124591e-08,7.801097723358907e-08
1917,8.334482259897413e-08,9.979446247143642e-08
1918,5.972916028440522e-08,7.925599732061528e-08
1919,3.775218004875569e-08,5.985101125816072e-08
1920,5.2248399384779987e-08,5.1491177543994127e-08
1921,4.4679211441689404e-08,5.679560644011872e-08
1922,5.3858929760508545e-08,5.75478971143184e-08
1923,7.855801698042342e-08,9.872831441271046e-08
1924,6.574728672603669e-08,7.60605871619191e-08
1925,6.598907020816114e-08,7.808706214973427e-08
1926,5.795991953050361e-08,6.799144358637932e-08
1927,5.797597069090443e-08,7.692965198202728e-08
1928,6.627104198742018e-08,7.769708076921233e-08
1929,6.907051641746875e-08,6.684243913923638e-08
1930,3.046045193855207e-08,7.667630796959202e-08
1931,3.763767608688795e-08,6.158892773555635e-08
1932,7.342889318806556e-08,6.904507898752854e-08
1933,7.226517340086502e-08,6.194157720074145e-08
1934,7.668211310374318e-08,5.990790441501304e-08
1935,5.744776387928141e-08,4.308582290946106e-08
1936,5.33487423126644e-08,6.183604739362636e-08
1937,3.3996019999094074e-08,4.406891207509034e-08
1938,3.8895642262559704e-08,4.6674770715071645e-08
1939,6.270560959364957e-08,2.9058696782158222e-08
1940,9.889553354014424e-08,6.593035806190528e-08
1941,5.017554371988808e-08,5.312704587367989e-08
1942,1.2136847260535433e-07,5.76500234217292e-08
1943,1.4225852851268428e-07,8.129058670647282e-08
1944,1.4138018400444707e-07,5.1410978585408884e-08
1945,1.0238969139209075e-07,3.0499055725385915e-08
1946,8.90950682119751e-08,5.0115975369635635e-08
1947,6.437270450021515e-08,6.07964452115084e-08
1948,1.4133453873910184e-07,4.348755311411878e-08
1949,7.85360690924719e-08,5.5956945743673714e-08
1950,4.1477910883713776e-08,5.211327192000681e-08
1951,9.062191708153478e-08,3.944718685033877e-08
1952,6.221433979103352e-08,3.690681538159879e-08
1953,5.2791755966730136e-08,3.3398865895151175e-08
1954,3.7135635899687713e-08,6.547599440409613e-08
1955,4.786660090516648e-08,6.382213513234092e-08
1956,5.494319066379205e-08,6.01758785023776e-08
1957,5.9194753987412696e-08,5.212672249399475e-08
1958,3.9706769427994004e-08,5.046068451974861e-08
1959,6.045583234026708e-08,4.417926291466756e-08
1960,4.3601250609981435e-08,4.567749911643659e-08
1961,5.628008992175637e-08,3.682524507553353e-08
1962,3.551495525444537e-08,4.058852098864918e-08
1963,5.88410856705579e-08,4.138274078968607e-08
1964,3.6503809308641166e-08,4.562976130273455e-08
1965,4.377634726937529e-08,6.292849974443016e-08
1966,4.431259692516676e-08,4.0989153404780154e-08
1967,2.958201350544698e-08,5.669885894121762e-08
1968,4.6710724177501106e-08,6.916780392884903e-08
1969,4.3600874438665116e-08,3.76965907378235e-08
1970,4.368788641961885e-08,5.794393587166269e-08
1971,4.624557803367679e-08,4.007949883089168e-08
1972,5.0275438923108595e-08,5.7457643976022155e-08
1973,6.615844472257493e-08,3.142526239230392e-08
1974,4.7817358961310674e-08,3.600365872102884e-08
1975,4.0551507929365016e-08,3.655347313724633e-08
1976,5.999203084305904e-08,3.085304456362792e-08
1977,4.760193306196925e-08,2.7620874476497193e-08
1978,4.455443658457625e-08,2.970295653881294e-08
1979,4.506019379846293e-08,4.447499790671827e-08
1980,5.1734871719943953e-08,3.411090432337005e-08
1981,5.819505433102279e-08,3.542307780435294e-08
1982,6.517877659817373e-08,3.662426451001011e-08
1983,5.1785590926556324e-08,3.0945049189767815e-08
1984,5.3350879547497954e-08,3.131464509920079e-08
1985,5.654624501971739e-08,3.188245756291508e-08
1986,7.313272476494603e-08,3.7165808208783346e-08
1987,5.988600548789691e-08,3.299841111470414e-08
1988,5.936588104438201e-08,3.8377944377998574e-08
1989,6.585746525900049e-08,3.457516939420202e-08
1990,5.7210836956755884e-08,3.705082818328265e-08
1991,5.8614652687083435e-08,3.106576684785978e-08
1992,4.628353122981821e-08,3.4712648755430564e-08
1993,4.929894714678085e-08,3.37891670199042e-08
1994,5.222177157371277e-08,3.164955941770131e-08
1995,5.476675468685244e-08,3.036572593373421e-08
1996,4.537378450741869e-08,4.056949975961288e-08
1997,6.233362725982516e-08,3.260528202986279e-08
1998,5.0542170448864e-08,2.9085589048349902e-08
1999,5.3928372711897765e-08,2.1936966021485205e-08
2000,5.566719751826099e-08,2.6949992459890382e-08
2001,4.7317088192055934e-08,3.3735329196815655e-08
2002,5.476526698799944e-08,3.6364138367162013e-08
2003,6.083707726478593e-08,4.583615265119079e-08
2004,6.607186764373552e-08,3.479784993487556e-08
2005,5.809837078096791e-08,3.783149793434859e-08
2006,6.300371380163483e-08,2.7589862838794943e-08
2007,5.6721609853482846e-08,4.6335962622379157e-08
2008,5.790117993398347e-08,4.12971665753048e-08
2009,4.8635564464660774e-08,4.1483275481368764e-08
2010,4.6765552763616824e-08,4.393127639445993e-08
2011,4.474047343716592e-08,3.785732261007979e-08
2012,4.595741098789574e-08,5.140421421856445e-08
2013,3.87688384173579e-08,5.243554923595184e-08
2014,4.1576548537314295e-08,5.17541387523579e-08
2015,3.6130178140969527e-08,5.896090726764669e-08
2016,3.376284168910004e-08,6.856135570387778e-08
2017,3.8740415875260226e-08,4.201070780140981e-08
2018,3.7947560316275997e-08,4.646640050509632e-08
2019,3.0866952605013154e-08,4.642797790666009e-08
