year,appuyant_VERB en_ADP,appuyant_VERB dans_ADP
1893,2.6481190573690583e-08,9.23762488724833e-09
1894,1.7014155417882648e-08,3.780923574225881e-09
1895,9.027921521465032e-09,5.416753268150387e-09
1896,1.1204354777305525e-08,1.0614652268259306e-08
1897,7.574727511894253e-09,1.7480140668268973e-09
1898,1.9804241802034994e-08,6.224190496340043e-09
1899,6.633094074004475e-09,1.4371703827009696e-08
1900,1.661137005726232e-08,2.595526460424935e-09
1901,6.147612641171918e-09,5.029864968975062e-09
1902,3.338993082024899e-08,1.2275709337927765e-08
1903,1.2420506401156217e-08,0.0
1904,9.13686282189019e-09,2.6873125946735854e-09
1905,1.2385822145688508e-08,5.676835002077496e-09
1906,2.006231980544726e-08,3.0865106026567446e-09
1907,1.5942815068115124e-08,1.0285686968813934e-08
1908,1.276961114626829e-08,2.4556945366072114e-09
1909,8.801573692096554e-09,5.500983557560346e-10
1910,1.4963621453034648e-08,6.412980813053082e-09
1911,2.6601870928288918e-08,3.1922244847493175e-09
1912,5.730363294986773e-09,5.2094213387476884e-09
1913,1.113627856597077e-08,1.1666577037772186e-08
1914,1.4732836284281348e-08,8.705766774141921e-09
1915,2.591767689352764e-08,5.890381071793627e-09
1916,1.2086208478478966e-08,1.2086208478478966e-08
1917,1.7546279096336548e-08,1.315970976634162e-08
1918,1.722956355365568e-08,4.594550517822427e-09
1919,1.8415697411455767e-08,8.287063479883727e-09
1920,1.741613253614105e-08,7.572231730534895e-10
1921,3.0290991048786964e-08,6.058197943303867e-09
1922,1.9920426197472807e-08,4.426761179843197e-09
1923,7.431163684401554e-09,5.307974060286824e-09
1924,7.734974438733389e-09,1.0313299547703991e-08
1925,4.399271169575059e-09,7.698724324711748e-09
1926,8.916910765321973e-09,3.343841648018042e-09
1927,1.1149224654616319e-08,1.1149224654616319e-08
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,4.4561625500705304e-09,5.570202965543558e-09
1930,6.302162347537887e-09,9.453243521306831e-09
1931,1.0264820993199919e-08,3.4216069977333063e-09
1932,1.3151444377967891e-08,7.6716757391182e-09
1933,1.0323596200123575e-08,1.1470662641954732e-08
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,5.98414207075848e-09
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,1.426173557028676e-08,3.8895642262559704e-09
1939,2.9058696782158222e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,8.49579275818968e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,1.7419411690866582e-08
1944,1.0924833304670756e-07,6.4263723231761105e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,1.0728784083369192e-08,8.344609447874518e-09
1948,1.9569398546082084e-08,5.435944139264848e-09
1949,1.197675061348491e-07,1.9634016634739737e-09
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,1.7926167217297007e-08,4.2179215675730575e-09
1953,1.0773827163745864e-08,3.232148326759443e-09
1954,2.9317607896928166e-08,4.886268278880834e-09
1955,9.385607846468247e-09,1.220129064449793e-08
1956,1.831439710997529e-08,7.849027205963921e-09
1957,1.0602045463770082e-08,1.4136060322300636e-08
1958,1.1581140491045971e-08,5.790570245522986e-09
1959,1.6276571201956358e-08,0.0
1960,8.997083078554624e-09,6.920833350854139e-10
1961,1.389631876236308e-08,6.94815938118154e-09
1962,1.2049716779927166e-08,4.43936931660005e-09
1963,1.4225316924409981e-08,6.466053470433053e-09
1964,8.517555549758526e-09,6.083968329129164e-10
1965,1.0396882133001384e-08,1.0944086747954884e-09
1966,2.1048484510899357e-08,3.8773522170743036e-09
1967,1.5284040699725665e-08,3.451234853457663e-09
1968,9.431973424511852e-09,3.1439910674890825e-09
1969,1.6350327314285096e-08,4.995933444718048e-09
1970,1.4256047370375668e-08,3.6789800095249348e-09
1971,1.0790635052160269e-08,1.1818314327172175e-08
1972,1.2312352026810913e-08,4.6171320100540925e-09
1973,1.7642252103655665e-08,2.7566018356850464e-09
1974,1.1813700351304135e-08,1.1251143350321513e-09
1975,1.6563292515314743e-08,6.8537762132336866e-09
1976,9.712995741040231e-09,1.2569759455516305e-08
1977,1.057820764316375e-08,1.1165885105413054e-08
1978,1.0099005187669263e-08,7.128709622605811e-09
1979,1.287434159280565e-08,7.022368020415115e-09
1980,2.1035058139773355e-08,3.97960553399912e-09
1981,1.8976647808699454e-08,6.958104314946922e-09
1982,1.6139505731871395e-08,2.483000915987077e-09
1983,1.8314416649900522e-08,5.68378455412244e-09
1984,1.623722339916256e-08,5.799008384599347e-09
1985,1.3234227602687554e-08,5.414002135495366e-09
1986,1.9781802029772422e-08,1.1988970705090196e-08
1987,1.7721369260925712e-08,7.332980445085013e-09
1988,1.0793796856312099e-08,7.795519785247507e-09
1989,1.0427432250992297e-08,4.390497743145261e-09
1990,1.961514428661104e-08,1.0352437129768077e-08
1991,1.641210189973208e-08,2.9307325455363298e-09
1992,1.4876849085965205e-08,7.713921945651236e-09
1993,2.1602909683338112e-08,4.985286850001103e-09
1994,2.004472143823932e-08,7.912389854425328e-09
1995,2.548551947256783e-08,3.795715741716776e-09
1996,1.2277611816102763e-08,6.4057106285986265e-09
1997,2.109753616252874e-08,1.054876808126437e-08
1998,2.2410207023426665e-08,5.2449422582867555e-09
1999,1.828080442578539e-08,8.226361813967742e-09
2000,1.8113929911578452e-08,9.719669513685858e-09
2001,1.9277331730904734e-08,4.381211837767296e-09
2002,2.1467984723244626e-08,1.4896152755738967e-08
2003,1.4584230378922314e-08,5.8336921959778465e-09
2004,2.0702519532012076e-08,7.488145215006625e-09
2005,2.0717248361279417e-08,5.854874363109275e-09
2006,1.7295137044737174e-08,4.117890028965121e-09
2007,1.9572949483404045e-08,5.991719120856942e-09
2008,2.086145478585877e-08,1.0217855006544596e-08
2009,1.0966842545201416e-08,1.2397300963584712e-08
2010,1.369900015646408e-08,5.668551850135373e-09
2011,1.9884653923440965e-08,4.5887662558641296e-09
2012,1.4297861172796189e-08,4.765953853791416e-09
2013,1.7571486987666418e-08,4.462600067256517e-09
2014,8.44523602439029e-09,3.681256854903836e-09
2015,1.2634479421014255e-08,2.881548111233201e-09
2016,1.4706514367412993e-08,6.214019965256057e-09
2017,8.804639684001359e-09,6.037467414898856e-09
2018,1.6263240809610835e-08,4.130346731301415e-09
2019,7.652963596171958e-09,4.08158040698936e-09
