year,visant_VERB en_ADP,visant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,3.900678446910888e-09,3.900678446910888e-09
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,2.881669125542885e-09
1807,3.131650672116848e-08,5.693910232196231e-09
1808,2.2660739951163578e-09,0.0
1809,1.129515236897305e-08,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,0.0
1813,1.1502966579257645e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,5.394447111228828e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,3.1053151161586356e-09,1.035105001712111e-09
1820,1.0679833017945839e-08,1.1866481131050932e-09
1821,0.0,0.0
1822,2.0051231786055723e-09,3.0076847679083585e-09
1823,2.9648061783404955e-09,0.0
1824,0.0,0.0
1825,0.0,8.805443041381977e-10
1826,8.807984341885344e-10,1.7615968683770689e-09
1827,2.7651818612639545e-09,9.217273055917019e-10
1828,1.8344602503717056e-09,1.0089530988466322e-08
1829,0.0,0.0
1830,5.218417697960831e-09,0.0
1831,1.5591206548037917e-08,3.1182412207897414e-09
1832,4.058990921151917e-09,6.764984572527055e-09
1833,9.266902800675325e-09,0.0
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,5.294161553592858e-09,0.0
1836,4.032449929525228e-09,6.720750067579218e-10
1837,1.3915781860163179e-09,2.7831563720326358e-09
1838,6.312161904276081e-10,1.2624323808552163e-09
1839,1.0487212875887053e-08,2.7965900706306e-09
1840,1.9109065441114126e-09,0.0
1841,4.494383976094696e-09,8.988767952189392e-09
1842,5.366612043644636e-09,3.3541325272778977e-09
1843,1.7720733214154905e-09,5.906911071384968e-10
1844,3.293136707771538e-09,2.7442805805577564e-09
1845,2.7901139176833567e-09,3.348136878855712e-09
1846,7.025401593807601e-09,0.0
1847,5.393223645455691e-10,0.0
1848,1.6090443422100975e-09,0.0
1849,5.865590679832167e-09,1.6758829879393033e-09
1850,3.394498016007219e-09,1.425689166723032e-08
1851,2.579775504329973e-09,5.8044946626978344e-09
1852,0.0,1.3021090872200602e-09
1853,5.3747388761848924e-09,2.9859659189668264e-09
1854,8.313063126763609e-09,7.27393034694046e-09
1855,1.0613874223963649e-08,2.1227748447927297e-09
1856,2.0708756931497874e-09,2.5885946719483854e-09
1857,5.369659827891837e-09,3.4170564155999728e-09
1858,2.4468380654951716e-09,7.829881631948865e-09
1859,7.129042689513199e-09,4.582956014687056e-09
1860,9.154367819341758e-10,6.408057640072684e-09
1861,9.431927461278633e-10,3.3011746669586728e-09
1862,4.517986262886353e-10,1.2198563076326607e-08
1863,3.496234635136375e-09,8.990317823531768e-09
1864,1.2945765681671162e-08,0.0
1865,4.706844358715045e-10,1.882737743486018e-09
1866,5.838735717134114e-09,6.811858022093276e-09
1867,6.79393608038481e-09,6.79393608038481e-09
1868,5.433861360870651e-09,9.385760613156435e-09
1869,1.0743741896135361e-08,1.12320943657096e-08
1870,2.2936195165357276e-09,1.834895613228582e-08
1871,4.248470908407853e-09,9.559059321873065e-09
1872,1.0280476914203973e-08,1.3908880269752899e-08
1873,6.584604861359367e-09,9.577607151811662e-09
1874,1.0156835372754358e-08,6.5720701658555924e-09
1875,1.1443054281912168e-09,1.7736734747586524e-08
1876,4.232210137899983e-09,2.9020871039620033e-08
1877,9.895705588292003e-09,1.2369632429454214e-08
1878,7.850815109122777e-09,1.6305540029293297e-08
1879,1.3440515367335593e-08,1.3440515367335593e-08
1880,1.6044615414045893e-08,1.0910339076630748e-08
1881,1.8825770387032037e-08,1.3945014920579979e-08
1882,7.986462158271479e-09,4.6587693702804245e-09
1883,2.274962085380139e-08,1.1374810426900694e-08
1884,1.5183903023796574e-08,2.9047467542397953e-08
1885,1.0957580620640783e-08,2.5782542323327107e-08
1886,9.034849313138693e-09,1.8069698626277386e-08
1887,2.4809914123125054e-08,1.2404957061562527e-08
1888,1.4583413587843097e-08,3.0434950337721034e-08
1889,9.397704836544563e-09,2.318100555953606e-08
1890,7.209825181320184e-09,2.818386235503567e-08
1891,1.1473596295275001e-08,2.6134301833735663e-08
1892,1.0656471260972467e-08,2.7581453565517222e-08
1893,2.0322774574310642e-08,1.23168328869383e-08
1894,2.2055386850183822e-08,1.3233232065701372e-08
1895,2.9491211250842753e-08,1.444467478961542e-08
1896,2.1229303870384797e-08,2.94851449922362e-08
1897,2.2141511402118397e-08,1.981082575763793e-08
1898,2.2633418694795182e-08,1.2448381103702388e-08
1899,9.949641111006713e-09,1.879376654301268e-08
1900,2.595526638060619e-08,2.803168719367477e-08
1901,2.9620316921441514e-08,5.812288605966387e-08
1902,2.5042448115186744e-08,2.897067474805226e-08
1903,2.214090244478939e-08,2.592105685650381e-08
1904,3.278521276683932e-08,2.1498500757388683e-08
1905,1.9610885193532823e-08,2.270733984177653e-08
1906,1.1317205839134203e-08,2.2634411678268407e-08
1907,2.828563872014911e-08,2.4171363577352167e-08
1908,1.9645555626723876e-08,2.2101250607420297e-08
1909,1.6502950117569526e-08,1.5952851484257735e-08
1910,2.5651923141190025e-08,6.412980813053082e-09
1911,1.5961122201701983e-08,2.287760891839241e-08
1912,2.3442395302719632e-08,3.334029408108563e-08
1913,2.2802856491921375e-08,1.9090762359841307e-08
1914,2.0759905794420774e-08,1.875088173619588e-08
1915,2.591767689352764e-08,1.4136913861761968e-08
1916,4.504859418830165e-08,2.4172416956957932e-08
1917,5.483212106582869e-08,2.3029491202919417e-08
1918,2.412139110674616e-08,4.594550517822427e-09
1919,4.603924352863942e-08,2.301962176431971e-08
1920,2.2716694303426266e-08,2.953170286090767e-08
1921,5.2251958815308086e-08,2.423279099605935e-08
1922,4.2792025645166376e-08,2.87739485571592e-08
1923,4.246379337047301e-08,1.6985516992917837e-08
1924,2.4494086758863887e-08,9.02413699321869e-09
1925,4.729216551702109e-08,1.3197813508725176e-08
1926,1.114613823460786e-08,1.5604593173179637e-08
1927,5.0171511389862644e-08,8.919379901328739e-09
1928,3.427812345080383e-08,1.1426041446327417e-08
1929,3.5649300400564243e-08,1.893869061575515e-08
1930,2.3107928015519974e-08,1.1553964007759987e-08
1931,4.5621426636444085e-08,2.5091784650044247e-08
1932,4.603005265835236e-08,2.6302888755935783e-08
1933,3.670611903316967e-08,8.02946331646126e-09
1934,2.3963160344919743e-08,1.3179738189705859e-08
1935,2.5133397585364037e-08,4.787313656606784e-09
1936,3.273672888326473e-08,1.091224355320719e-08
1937,4.910535977842301e-08,1.0072894518486919e-08
1938,3.3709557811789637e-08,5.186085783037697e-09
1939,3.6705722017416065e-08,1.070583532936098e-08
1940,4.057252667166722e-08,1.0143131667916805e-08
1941,1.4757512545315876e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,3.034211815133858e-08
1943,1.4516176038981143e-08,2.0322646676618206e-08
1944,3.855823393905666e-08,2.2492303131116387e-08
1945,2.6142048525912287e-08,1.5249527862692958e-08
1946,3.897909195416105e-08,1.2528993842408909e-08
1947,3.337843779149807e-08,1.907339353124371e-08
1948,3.0441286602567175e-08,9.784699273041042e-09
1949,5.1048442695211804e-08,3.141442661558358e-08
1950,4.2541447031752e-08,1.808011518278363e-08
1951,2.6653504292539765e-08,1.3859822733941485e-08
1952,3.9015773722894664e-08,1.5817205323287453e-08
1953,5.386913670690774e-08,1.723812381726475e-08
1954,4.202190595492539e-08,1.5636057781875934e-08
1955,5.9129329876839165e-08,1.1262729415761896e-08
1956,5.3198963234635244e-08,2.0930739808022736e-08
1957,4.50586910005768e-08,7.068030161150318e-09
1958,4.136121811715299e-08,2.0680609058576493e-08
1959,3.4878365084978213e-08,1.2401196736178122e-08
1960,4.152499955001332e-08,2.8375417571169237e-08
1961,7.781938338169425e-08,1.80652133252579e-08
1962,5.390662849436012e-08,1.3952304200870458e-08
1963,3.233026724114296e-08,1.4871922360271128e-08
1964,5.2930525518135596e-08,1.7035111099517053e-08
1965,4.760677896342713e-08,1.5321720781003023e-08
1966,6.64688979412631e-08,2.1048483844765542e-08
1967,5.275458936360167e-08,1.4297972972254769e-08
1968,5.2100422587297857e-08,1.2126823101255013e-08
1969,3.905911805102136e-08,1.6804504454626112e-08
1970,7.541909141650649e-08,1.9774518383863793e-08
1971,6.679916386698181e-08,1.2332153964678128e-08
1972,7.336109886235676e-08,1.4877425846826497e-08
1973,7.001769042336292e-08,1.7642252103655665e-08
1974,8.157078590365074e-08,1.800182936051442e-08
1975,7.653383660155555e-08,1.8276736124533954e-08
1976,7.713261485076117e-08,2.971033907783749e-08
1977,8.227494918688905e-08,1.8218024422367307e-08
1978,8.732669543043414e-08,1.7227714366185864e-08
1979,8.192762379621854e-08,1.6385525491990904e-08
1980,6.935883822833944e-08,1.591842213599648e-08
1981,9.172046727679017e-08,1.8344094243616382e-08
1982,1.1670104038685736e-07,1.3035754364842944e-08
1983,9.91504598424342e-08,1.705135410645653e-08
1984,8.988463218173592e-08,1.7397024820731133e-08
1985,9.324114813580309e-08,2.5866899400206478e-08
1986,8.632059111945978e-08,2.217959615968823e-08
1987,9.655090815741119e-08,2.627651163322753e-08
1988,7.915451027962206e-08,2.7584148298842592e-08
1989,8.561470954404626e-08,1.5915554429923873e-08
1990,8.990273969722296e-08,2.1249738635376048e-08
1991,1.2133233262545673e-07,2.8135033414145028e-08
1992,8.430214903931699e-08,2.093778761480536e-08
1993,9.804396983170705e-08,1.938722604677423e-08
1994,1.0497103630768834e-07,2.1099706870586488e-08
1995,1.1332922156270797e-07,1.5725107771480396e-08
1996,1.1156612922391673e-07,2.3487604750016544e-08
1997,1.0788512327941646e-07,2.0618046936426992e-08
1998,1.0775971936993756e-07,2.193339376788117e-08
1999,1.1242694919477714e-07,2.422206579755226e-08
2000,9.233685649423506e-08,1.5021307087081937e-08
2001,1.1303526503692041e-07,2.4534786646768225e-08
2002,1.077780484859403e-07,2.4534839937473407e-08
2003,1.058398435560548e-07,2.3751460576093564e-08
2004,9.382205634622665e-08,1.805964444656638e-08
2005,1.1439524305600912e-07,2.071724858332402e-08
2006,1.1241839525943931e-07,3.1295964930677656e-08
2007,1.150410113837097e-07,1.797515772339331e-08
2008,1.0686173546048394e-07,1.6178270501043812e-08
2009,1.0490023583109576e-07,1.6211854969583328e-08
2010,8.975206694517013e-08,1.5588517143783065e-08
2011,6.88314986674321e-08,1.3766299211681599e-08
2012,5.8212720643879834e-08,1.838296517786553e-08
2013,6.387096451732077e-08,1.9802787964984248e-08
2014,5.8033929328793477e-08,1.9489007255235613e-08
2015,6.05125096697634e-08,1.0639561787151308e-08
2016,5.219776744169735e-08,1.0770968561502059e-08
2017,4.855129864811403e-08,1.3584300795344006e-08
2018,6.169705502045986e-08,1.6779533595912e-08
2019,5.204015129933737e-08,1.4540630033366142e-08
