year,découvrant_VERB en_ADP,découvrant_VERB dans_ADP
1800,4.087413785214267e-08,6.60274537267469e-08
1801,7.143547975374531e-09,2.3811825400343878e-08
1802,8.951360541686881e-09,2.4616241489638924e-08
1803,5.851017448321727e-09,4.8758479920252285e-08
1804,3.9549615138412264e-08,1.1864884186252311e-07
1805,1.7057265822018053e-08,1.7057265822018053e-08
1806,1.613734639249742e-07,2.881669125542885e-08
1807,8.540865792383556e-09,2.2775640928784924e-08
1808,1.8128591960930862e-08,7.251436784372345e-08
1809,1.8072244145628247e-08,3.6144488291256494e-08
1810,5.3822915901946544e-08,6.786367379163494e-08
1811,3.259199843341776e-08,6.518399686683551e-08
1812,5.3344164641089264e-09,3.467370746079723e-08
1813,0.0,6.039057431905803e-08
1814,2.5173417128598885e-08,6.922689976818219e-08
1815,1.8880564667256294e-08,4.315557688983063e-08
1816,3.244645441213834e-08,1.2515061698081809e-07
1817,3.892183608744659e-08,1.401186056071424e-08
1818,1.3113295338484932e-08,5.960588556064295e-08
1819,2.794783471316009e-08,4.140419918030602e-08
1820,1.4239777357261119e-08,4.034603673375159e-08
1821,4.634899553046523e-08,2.9584465099929957e-08
1822,2.606660132187244e-08,2.3058916553964082e-08
1823,2.9648060007048116e-08,3.6565942496125103e-08
1824,5.4737231636181605e-08,1.6000115010683658e-08
1825,1.584979703039835e-08,8.012952834590692e-08
1826,3.6112734136395375e-08,4.1397527184017235e-08
1827,1.1060727445055818e-08,3.594736419643141e-08
1828,4.3109815550668174e-08,3.5771975603893225e-08
1829,7.715858618695393e-09,2.9148798763589667e-08
1830,1.3567886369969528e-08,6.783943296007067e-08
1831,1.4032085715598441e-08,2.0268567268999504e-08
1832,4.058990810129615e-09,6.22378593106987e-08
1833,1.7375443306377747e-08,2.6642345218874652e-08
1834,2.9870498963191494e-08,5.6007184889850237e-08
1835,2.571449897459388e-08,3.100866052818674e-08
1836,3.2259599436201825e-08,5.1749776019960336e-08
1837,1.5307360268224102e-08,4.383471441382625e-08
1838,2.146135025249407e-08,2.714229574429794e-08
1839,3.355908262392404e-08,2.37710154893378e-08
1840,2.1019973317493168e-08,4.267691333659229e-08
1841,2.632424944692957e-08,5.585877138614137e-08
1842,1.8783142596845437e-08,4.561620370324704e-08
1843,2.7171791094904307e-08,7.442707783411606e-08
1844,1.97588213013411e-08,2.7442805805577564e-08
1845,2.5669049108500985e-08,6.194053076002959e-08
1846,1.6392604607062822e-08,4.625055982643289e-08
1847,2.3190860787281053e-08,4.85390119209228e-08
1848,2.8158275489076345e-08,4.34441957963827e-08
1849,2.0110596077316245e-08,7.876649732452279e-08
1850,1.4935791270431764e-08,5.159637073148815e-08
1851,4.321124080775007e-08,7.481348918148001e-08
1852,1.3021091094245207e-08,5.4688582773465555e-08
1853,2.866527215594772e-08,4.359510086260343e-08
1854,2.9095720721628027e-08,6.962190096659882e-08
1855,3.290301009428731e-08,5.996838936539461e-08
1856,1.863788101630348e-08,6.937433738585241e-08
1857,5.516105261449411e-08,4.10046780974227e-08
1858,2.6425850618849722e-08,4.8447393652395476e-08
1859,4.582956147913819e-08,5.092173260834443e-08
1860,3.2040288810986084e-08,5.904567146330919e-08
1861,1.6977470096435354e-08,6.177912581506462e-08
1862,1.626475132354699e-08,4.382446772144277e-08
1863,3.7459656709870615e-08,4.2454275650527507e-08
1864,3.8837296045812764e-08,6.041357203390163e-08
1865,1.9768745529447074e-08,5.601144792422019e-08
1866,8.75810357570117e-09,4.525019942080988e-08
1867,2.232293283555009e-08,5.483676801532056e-08
1868,2.272342025655405e-08,6.174842326345242e-08
1869,3.516133761927165e-08,3.90681549333749e-08
1870,2.981705415905367e-08,3.7844722022839505e-08
1871,1.805600113868877e-08,1.805600113868877e-08
1872,1.5723081503438152e-08,5.2611853540440734e-08
1873,1.0176207765333345e-08,3.471882709105145e-08
1874,8.961914044203212e-09,3.764003864148435e-08
1875,3.3757011408397375e-08,4.291145216939185e-08
1876,9.67362345782874e-09,3.748529309177684e-08
1877,1.1751150275074451e-08,4.762308236649915e-08
1878,1.69094480639842e-08,3.563062378475479e-08
1879,4.27652757650776e-09,3.5434084888485984e-08
1880,1.4119262203848848e-08,2.6313169643188417e-08
1881,1.8825769887431676e-08,5.0202052792602814e-08
1882,2.861815673327328e-08,4.326000180299161e-08
1883,1.2638677882037541e-08,2.8437025179073316e-08
1884,2.6406786979293884e-08,3.3668655419205606e-08
1885,3.545099686030895e-08,3.8029250915005974e-08
1886,2.8395241713496944e-08,3.87207848007165e-08
1887,2.4809914123125054e-08,3.525619263200497e-08
1888,1.3949351895803375e-08,3.4873380627686856e-08
1889,3.257871128425904e-08,4.0723389105323804e-08
1890,2.5562107375254328e-08,2.8839300725280737e-08
1891,3.059625619528106e-08,3.952016491837185e-08
1892,4.0745331997271705e-08,3.1969412672694375e-08
1893,3.879802457085191e-08,4.0029707770727896e-08
1894,2.3945849747519787e-08,3.7809236630437226e-08
1895,3.490796229854709e-08,4.333402592315849e-08
1896,2.299841245223533e-08,3.3023361822870356e-08
1897,1.3984112201548271e-08,3.903898004864459e-08
1898,2.546259780800142e-08,5.884689191493209e-08
1899,8.291367592505594e-09,4.8089933812889285e-08
1900,1.8168686666264477e-08,4.100931916273254e-08
1901,1.900171220370339e-08,3.520905522691464e-08
1902,2.553347622225033e-08,3.4863013809172116e-08
1903,1.4580595175672784e-08,4.86019817724781e-08
1904,2.2573425795258117e-08,5.213386344848914e-08
1905,1.8062657147766004e-08,2.2707340008309984e-08
1906,1.1317205839134203e-08,3.4980455865252225e-08
1907,2.3142794347563722e-08,4.731415970127273e-08
1908,1.4243028090277221e-08,2.701263923654551e-08
1909,2.7504917454734823e-08,5.886052534265218e-08
1910,1.5498037075900584e-08,4.916618578931775e-08
1911,1.649316061502759e-08,5.8524116108849e-08
1912,2.8130874241139026e-08,4.844761836153566e-08
1913,7.954484182448596e-09,4.401481379368022e-08
1914,1.1384464038144415e-08,5.6922321078900495e-08
1915,1.8849219074468238e-08,1.5314990164938536e-08
1916,1.8678685265172135e-08,3.4061130804730055e-08
1917,1.6449636319748606e-08,5.5928764952639654e-08
1918,2.2972751700933713e-08,5.51346053256907e-08
1919,2.762354434082681e-08,7.182121808391173e-08
1920,2.3473917476479755e-08,5.4520070236208085e-08
1921,2.8019165654313838e-08,5.376650591415455e-08
1922,2.951174238319254e-08,8.115728888924423e-08
1923,3.290943828559989e-08,5.944930991930164e-08
1924,1.804827398643738e-08,5.414482373566898e-08
1925,1.8696902470694e-08,5.0591619782380803e-08
1926,3.678225690695314e-08,4.904300965336006e-08
1927,3.7907363914513326e-08,6.466550672712401e-08
1928,4.4561559775502246e-08,3.999114284169991e-08
1929,4.7903748523481227e-08,5.904415489865755e-08
1930,3.676261128848779e-08,6.197125768103717e-08
1931,2.2810713318222042e-08,2.9653927313688655e-08
1932,4.274219378430644e-08,4.7126006652575825e-08
1933,2.982372038218273e-08,6.423570964031455e-08
1934,2.036868629318178e-08,8.626737724171107e-08
1935,3.8298509252854274e-08,5.505410882733486e-08
1936,2.9099314957647948e-08,5.577368611398015e-08
1937,3.651424407280501e-08,6.547381259380813e-08
1938,2.463390735840676e-08,8.168084875137538e-08
1939,2.9058696782158222e-08,5.352917753498332e-08
1940,3.0429394115571995e-08,5.0715659227762444e-08
1941,8.854508237732261e-09,6.493305493293633e-08
1942,3.337632992206352e-08,8.799214157306778e-08
1943,2.9032352077962287e-08,9.580676163523094e-08
1944,3.534504777746861e-08,8.032965581605822e-08
1945,2.178504088234945e-08,7.406913615781718e-08
1946,6.125285700875338e-08,1.0440828113189582e-07
1947,5.006765846360395e-08,9.655905142125221e-08
1948,3.9138794649673514e-08,7.827759573864057e-08
1949,4.123143426681963e-08,6.773735572451756e-08
1950,5.317680873417885e-08,5.2113271253872995e-08
1951,4.051332780363737e-08,8.74234951098174e-08
1952,3.5852332658237174e-08,8.014050711935283e-08
1953,5.8178667217134716e-08,1.0558350993505883e-07
1954,5.081718668087376e-08,1.0456613508402768e-07
1955,4.598947711542678e-08,7.977766403044484e-08
1956,3.4884567901016794e-08,7.500181675723638e-08
1957,4.152467597551279e-08,9.89524195915692e-08
1958,2.8125627604680403e-08,1.0092137170403248e-07
1959,2.325224335297804e-08,8.60332978191991e-08
1960,4.15249985508126e-08,7.820541775283019e-08
1961,3.960450678519578e-08,9.657941291152383e-08
1962,3.55149545328004e-08,7.229830334409826e-08
1963,6.530713747565642e-08,7.823924086380885e-08
1964,4.0762587749654244e-08,8.335036827400444e-08
1965,4.1587529864273165e-08,8.919430527498662e-08
1966,3.6003986236821106e-08,1.0136506611857499e-07
1967,4.190785252156104e-08,7.83923335134773e-08
1968,4.895643090918611e-08,9.252316801600102e-08
1969,3.769658840635515e-08,6.721801781850445e-08
1970,3.8629290349811995e-08,7.909807209216524e-08
1971,5.1897814934420694e-08,8.94081195745855e-08
1972,3.539801407548282e-08,6.412683717371692e-08
1973,5.017015558550497e-08,8.04927766662189e-08
1974,3.6003658943073447e-08,4.950503162959308e-08
1975,4.226495242676265e-08,6.56820220434895e-08
1976,4.5136863080497136e-08,7.770396409645386e-08
1977,4.7014255599719945e-08,1.034313577008561e-07
1978,6.356432846743587e-08,6.415838926798756e-08
1979,3.5111838769807946e-08,7.666085100055398e-08
1980,4.3775660651945714e-08,6.139962627216278e-08
1981,4.4911403263014904e-08,8.349725511003214e-08
1982,4.096951389254144e-08,1.1483879558404908e-07
1983,3.8523428003145455e-08,8.52567687559258e-08
1984,5.219107690468405e-08,9.91630475510874e-08
1985,5.0530688966432535e-08,8.963181841181722e-08
1986,4.6756987615026446e-08,8.212445257171908e-08
1987,4.216463489470357e-08,8.249603045129561e-08
1988,4.8572086686071714e-08,8.754968616742076e-08
1989,5.158834737173379e-08,9.604214112890475e-08
1990,4.1409746964760075e-08,1.0461409827300372e-07
1991,4.7477866971235017e-08,9.261114808367665e-08
1992,4.4079552008469136e-08,8.154717257013999e-08
1993,4.7637184863447146e-08,9.195084427204847e-08
1994,4.483687721101859e-08,1.0075110079554861e-07
1995,5.422450644054777e-08,9.218166541202777e-08
1996,4.85766395996734e-08,8.540947393775866e-08
1997,5.082588216964723e-08,9.014401491924673e-08
1998,4.863491831486044e-08,9.726983818403312e-08
1999,5.438539241175988e-08,1.051146301112027e-07
2000,4.771473927078773e-08,8.217538560728599e-08
2001,4.2059633775792804e-08,9.507229914440529e-08
2002,5.0822168695674463e-08,9.069128781291624e-08
2003,4.5836150708300494e-08,7.875484220321027e-08
2004,5.021462090581963e-08,8.765534520449592e-08
2005,4.90908691475056e-08,8.782311711197366e-08
2006,6.300371424572404e-08,8.97699981017297e-08
2007,4.913209616930203e-08,9.626695840481148e-08
2008,4.853481394562209e-08,9.323793004334391e-08
2009,5.292693816549843e-08,1.0299295927218566e-07
2010,5.904741140483338e-08,9.91996516042093e-08
2011,4.971163458655781e-08,1.0439443398624348e-07
2012,6.365952565090538e-08,1.0655311211138496e-07
