year,trouvant_VERB en_ADP,trouvant_VERB dans_ADP
1994,6.767730837964336e-07,1.6146550478879362e-06
1995,6.66419225581194e-07,1.6722838154237252e-06
1996,6.587205803043616e-07,1.5597905758113484e-06
1997,6.382004471561231e-07,1.5573817790937028e-06
1998,6.556177822858444e-07,1.5172187204370857e-06
1999,6.137780133030901e-07,1.545185000395577e-06
2000,6.644719405812793e-07,1.5136175761654158e-06
2001,6.111790185059363e-07,1.5049462263050373e-06
2002,5.86207420383289e-07,1.577239686412213e-06
2003,6.46289720407367e-07,1.485091274844308e-06
2004,6.179922138471738e-07,1.6064274177551852e-06
2005,6.102580982769723e-07,1.5110080084923538e-06
2006,5.61268393539649e-07,1.3716691000809078e-06
2007,5.38056383447838e-07,1.3557263400798547e-06
2008,5.866751848770946e-07,1.3023508245169069e-06
2009,5.616930707219581e-07,1.4166299706630525e-06
2010,5.380400125432061e-07,1.3306924984135549e-06
2011,4.493167011787591e-07,1.1670762205540086e-06
2012,4.80680455439142e-07,1.0301268957846332e-06
2013,5.062261720922834e-07,1.1943033086936339e-06
2014,4.7185051244014176e-07,1.1450873671492445e-06
2015,5.497107053997752e-07,1.1985023320448818e-06
2016,5.559476790040208e-07,1.1711356364685344e-06
2017,4.2161644842053647e-07,1.0625942650221987e-06
2018,4.595010807406652e-07,1.1033188229703228e-06
2019,4.607083781138499e-07,1.1109551678600837e-06
