year,trouvant_VERB en_ADP,trouvant_VERB dans_ADP
1800,9.526818303129403e-07,1.713569645289681e-06
1801,1.5072886299094534e-06,1.6692090412107063e-06
1802,9.533198976896529e-07,1.4501204077532748e-06
1803,8.288941444334341e-07,1.5583210597469588e-06
1804,8.082952831500734e-07,1.8365852838542196e-06
1805,8.557062187719566e-07,1.276452053389221e-06
1806,9.394241260451963e-07,1.7347648508803104e-06
1807,8.683213081894792e-07,1.6227644437094568e-06
1808,6.526292963826563e-07,1.883107529465633e-06
1809,9.442747455068456e-07,1.8569230633147527e-06
1810,7.862826123528066e-07,1.8089180002789362e-06
1811,9.276184300688328e-07,1.546866315038642e-06
1812,8.881803523763665e-07,1.3549417872127378e-06
1813,9.576219781592954e-07,1.8893622382165631e-06
1814,8.433094649262785e-07,1.633125407352054e-06
1815,9.602115369489184e-07,1.7235258837899892e-06
1816,1.2190596407890553e-06,1.5249833040797967e-06
1817,1.111607616621768e-06,1.9024993207494845e-06
1818,1.169467509498645e-06,1.7106889345086529e-06
1819,8.705233085493091e-07,1.5371309700640268e-06
1820,1.047810314958042e-06,1.4702569615110406e-06
1821,1.0926529512289562e-06,1.615311816749454e-06
1822,1.2973147249795147e-06,1.7825544773586444e-06
1823,1.2768431361109833e-06,1.8401563011138933e-06
1824,1.217692897625966e-06,1.790328610695724e-06
1825,1.1543935443114606e-06,1.6730341485526878e-06
1826,1.0366997003075085e-06,1.7677624555290095e-06
1827,1.106994545807538e-06,1.912584139063256e-06
1828,1.0520629984966945e-06,1.8289568970430992e-06
1829,1.0382116215623682e-06,1.6949169321378577e-06
1830,1.1031735311917146e-06,1.5905737882349058e-06
1831,1.1272442179688369e-06,1.785193148862163e-06
1832,1.0336896139051532e-06,1.7399540865881136e-06
1833,1.0297845847162534e-06,1.7410193322575651e-06
1834,9.735915682540508e-07,1.52059510583058e-06
1835,1.0890846624533879e-06,1.6948880556810764e-06
1836,1.1559690165086067e-06,1.7890636172523955e-06
1837,1.2760772278852528e-06,1.6441496200059191e-06
1838,1.2030980087729404e-06,1.5774093071740936e-06
1839,1.175966076516488e-06,1.7499662590125808e-06
1840,1.0573683084658114e-06,1.7841498447523918e-06
1841,1.1274482858425472e-06,1.6481548072988517e-06
1842,1.0800306426972384e-06,1.679749516370066e-06
1843,9.456964562559733e-07,1.757305994942726e-06
1844,1.1438161209298414e-06,1.505512386756891e-06
1845,1.04908281173266e-06,1.8308727476323838e-06
1846,1.246423380507622e-06,1.7487395780335646e-06
1847,1.1137007049910608e-06,1.6616521634205128e-06
1848,9.847351520875236e-07,1.7707533288557897e-06
1849,1.0625097957017715e-06,1.7169421653306927e-06
1850,1.1025329058611533e-06,1.4413038798011257e-06
1851,1.0390045872554765e-06,1.6813686443128972e-06
1852,9.850455171545036e-07,1.7760768287189421e-06
1853,9.746192972670542e-07,1.860854013102653e-06
1854,9.77304466687201e-07,1.6168908132385695e-06
1855,1.105434989767673e-06,1.6616020275250776e-06
1856,1.1410525075916667e-06,1.9072765553573845e-06
1857,1.2106143003620673e-06,1.817385850699793e-06
1858,1.2278233043616638e-06,1.8121281755156815e-06
1859,1.1503219639052986e-06,1.8484589645595406e-06
1860,1.167639652521757e-06,1.8377393189439317e-06
1861,1.258219072042266e-06,1.9599544884840725e-06
1862,9.573612942403997e-07,1.7114132333517773e-06
1863,1.070347252607462e-06,1.8879666185966926e-06
1864,1.1248431519561564e-06,1.7932283071786514e-06
1865,1.0392711828899337e-06,1.6492782606292167e-06
1866,1.026644326884707e-06,1.709289790596813e-06
1867,1.204953036904044e-06,1.603854229870194e-06
1868,1.0823264346981887e-06,1.8480068320059218e-06
1869,1.1945087408093968e-06,1.7942048771146801e-06
1870,1.208164121635491e-06,1.79074345396657e-06
1871,1.2267460078874137e-06,1.91074968824978e-06
1872,1.3406951211436535e-06,1.9018882539967308e-06
1873,1.195405047837994e-06,1.8790068452290143e-06
1874,1.097535687222262e-06,1.8825993493010174e-06
1875,1.1866446811836795e-06,1.761658154464385e-06
1876,1.1021885484296945e-06,1.7527396494187997e-06
1877,1.0656438007572433e-06,1.856063249761064e-06
1878,1.0483857977305888e-06,1.778511659722426e-06
1879,1.067910034180386e-06,1.9690355657075997e-06
1880,1.0236465186608257e-06,1.817534098336182e-06
1881,1.0493623676666175e-06,1.7249983557121595e-06
1882,1.0874899771806668e-06,1.8408795767754782e-06
1883,1.2044660024912446e-06,1.7751023051459924e-06
1884,1.0034578963313834e-06,1.8537565438236925e-06
1885,1.102848273148993e-06,1.7809290966397384e-06
1886,1.0622401305226958e-06,1.754696882017015e-06
1887,1.0380990715930238e-06,1.9645533484435873e-06
1888,1.1324337947371532e-06,1.8032708339887904e-06
1889,1.107049683923833e-06,1.7999738020080258e-06
1890,1.1050696002712357e-06,2.0154739104327746e-06
1891,1.2805808182747569e-06,2.0843699530814774e-06
1892,1.117675765271997e-06,1.9739545678021386e-06
1893,1.0383090511822957e-06,2.1092575934744673e-06
1894,1.1708259535225807e-06,2.268554226247943e-06
1895,1.1321013744236552e-06,2.188368171118782e-06
1896,1.1853028354380513e-06,2.182490334234899e-06
1897,1.2655622185775428e-06,2.1739467683801195e-06
1898,1.239745529346692e-06,2.1054738681414165e-06
1899,1.1674245570247876e-06,2.158519464501296e-06
1900,1.2536393114714883e-06,2.4517344172636513e-06
1901,1.1333962675053044e-06,2.21537607103528e-06
1902,1.5118763485588715e-06,3.2132898013514932e-06
1903,1.1048850865336135e-06,2.253511866001645e-06
1904,1.0953485798381735e-06,2.1804853531648405e-06
1905,1.0749861303338548e-06,2.28982889893814e-06
1906,1.036038725032995e-06,2.301508175150957e-06
1907,1.0949113402602961e-06,2.373422148593818e-06
1908,1.0151841252081795e-06,2.3334009711106773e-06
1909,1.069391259989061e-06,2.2366998564393725e-06
1910,1.1142553830723045e-06,2.301725771758356e-06
1911,1.125791186495917e-06,2.317023017894826e-06
1912,1.1158580264236662e-06,2.4114410734910052e-06
1913,1.080219021787343e-06,2.5300564630015288e-06
1914,1.2596574379131198e-06,2.958621280413354e-06
1915,1.6693339830453624e-06,3.596666601879406e-06
1916,2.0304830741224578e-06,3.840118097286904e-06
1917,1.744758151289716e-06,3.431394134167931e-06
1918,1.7516723573862691e-06,2.9588904908450786e-06
1919,1.7052934708772227e-06,2.939145133495913e-06
1920,1.3531578133552102e-06,2.881234195228899e-06
1921,1.5107631270439015e-06,3.0699918625032296e-06
1922,1.297778908337932e-06,2.701799985516118e-06
1923,1.563729142617376e-06,2.795179170789197e-06
1924,1.428392010893731e-06,2.5576982807251625e-06
1925,1.4682567552881665e-06,2.590070835140068e-06
1926,1.4133303238850203e-06,2.8077122351533035e-06
1927,1.43490524351364e-06,2.749398845480755e-06
1928,1.526519099570578e-06,2.8896458843519213e-06
1929,1.6387538153139758e-06,2.763934844551841e-06
1930,1.3528641602533753e-06,2.686821744646295e-06
1931,1.5283177390301717e-06,2.6506049835006706e-06
1932,1.3644622640640591e-06,2.8034494334860938e-06
1933,1.4280974482971942e-06,2.865371470761602e-06
1934,1.4401858834389714e-06,3.0193582460924517e-06
1935,1.4266195194068132e-06,2.9669376999663655e-06
1936,1.3907047105021775e-06,2.9305435873538954e-06
1937,1.3333993820197065e-06,3.1402248623635387e-06
1938,1.4637727190347505e-06,3.0792384677624796e-06
1939,1.6792866972537013e-06,3.35551476382534e-06
1940,2.561140718171373e-06,3.54756025444658e-06
1941,1.5672478639316978e-06,2.871812057492207e-06
1942,1.3320189964360907e-06,2.4486089387210086e-06
1943,1.3441979263006942e-06,2.4503306121914648e-06
1944,1.7801050944399321e-06,2.535203975639888e-06
1945,1.620806983737566e-06,2.5139936496998416e-06
1946,1.445010639145039e-06,2.5907174858730286e-06
1947,1.5246794191625668e-06,2.777562940536882e-06
1948,1.2285232742215157e-06,2.6451302801433485e-06
1949,1.277192836823815e-06,2.7104758828500053e-06
1950,1.3475003015628317e-06,2.8311333153396845e-06
1951,1.3188154071031022e-06,2.6205725589534268e-06
1952,1.338135575679189e-06,2.5940216801245697e-06
1953,1.2357579635136062e-06,2.460742280163686e-06
1954,1.3056107945885742e-06,2.4695198135304963e-06
1955,1.1900950767085305e-06,2.471230573064531e-06
1956,1.2009012380076456e-06,2.561399242040352e-06
1957,1.1989145605184603e-06,2.692035877771559e-06
1958,1.1920302540602279e-06,2.4849819055816624e-06
1959,1.1416851748435874e-06,2.6313789476262173e-06
1960,1.092107481781568e-06,2.4562036742281634e-06
1961,1.1561736528165056e-06,2.5395522698090645e-06
1962,1.05276478734595e-06,2.704210146475816e-06
1963,1.0856502967726556e-06,2.5482715955149615e-06
1964,1.1480448165457346e-06,2.572301809777855e-06
1965,1.0621236015140312e-06,2.4509281502105296e-06
1966,1.035253035297501e-06,2.254403398183058e-06
1967,9.949417290044948e-07,2.178222302973154e-06
1968,9.310705308962497e-07,2.112762103934074e-06
1969,1.0237122296530288e-06,2.2122901555121643e-06
1970,1.13634496301529e-06,2.4805522116366774e-06
1971,1.0055844086309662e-06,2.064094360321178e-06
1972,1.0193601838182076e-06,2.143888423233875e-06
1973,9.201536954606127e-07,2.0310642412368907e-06
1974,9.147179298452102e-07,2.199035861849552e-06
1975,8.567220106669993e-07,2.043567519649514e-06
1976,8.421738471042772e-07,1.971738129213918e-06
1977,7.963039365677105e-07,1.983413767447928e-06
1978,8.423758686149085e-07,1.8819793012880837e-06
1979,7.818236440471082e-07,1.8849206071536173e-06
1980,8.027432727431005e-07,1.8169741906604031e-06
1981,7.388242124761746e-07,1.6952473060882767e-06
1982,7.871112757129595e-07,1.8430074533171137e-06
1983,7.092099849614897e-07,1.6464028931295616e-06
1984,7.898249805293744e-07,1.7588392893230775e-06
1985,9.10755488803261e-07,1.9027210100830416e-06
1986,7.894737450442335e-07,1.6748592770454707e-06
1987,6.831893415437662e-07,1.698807068351016e-06
1988,7.795520104991738e-07,1.5531073813690455e-06
1989,6.871129016872146e-07,1.5542361779807834e-06
1990,6.718186682519445e-07,1.554500158817973e-06
1991,6.717239102727035e-07,1.5310147318814415e-06
1992,7.427404966620088e-07,1.5009087519501918e-06
1993,6.924009312569979e-07,1.4789683291382971e-06
