year,achetant_VERB en_ADP,achetant_VERB dans_ADP
1971,1.284599360218408e-08,1.0276794526475896e-08
1972,1.6416469961200164e-08,3.5911027485013847e-09
1973,1.1577728109557484e-08,1.4885650045926013e-08
1974,1.63141580800108e-08,6.750686232237513e-09
1975,1.7134439644905797e-08,9.138368284311582e-09
1976,2.4568166168137395e-08,6.8562320265641574e-09
1977,3.2322301279918975e-08,7.639816779203557e-09
1978,3.564354777996215e-08,9.504946163474415e-09
1979,3.0430262420999554e-08,9.948355028654987e-09
1980,2.21720881654619e-08,1.6486936260662333e-08
1981,2.4037088375283844e-08,1.2018544381930951e-08
1982,1.6760255405756652e-08,5.586751949948621e-09
1983,3.0313516474755886e-08,9.47297440490047e-09
1984,2.4355836458767044e-08,4.639206796497319e-09
1985,1.7445119127046382e-08,9.02333674446254e-09
1986,1.7384007122700496e-08,3.5966913891627428e-09
1987,2.627651163322753e-08,1.099947066762752e-08
1988,2.218724931557503e-08,1.2592763276586538e-08
1989,2.4147738031388144e-08,4.939309850016116e-09
1990,2.8332985957391088e-08,5.993515905799995e-09
1991,2.2273568156538914e-08,1.0550637696837839e-08
1992,1.5978838308061682e-08,6.61193322315512e-09
1993,2.714211727594673e-08,1.2740176913439427e-08
1994,2.0572214043390602e-08,4.747434001473039e-09
1995,2.7112254441519212e-08,3.795715741716776e-09
1996,1.7615704228646223e-08,5.871901187504136e-09
1997,2.8769367332870388e-08,1.054876808126437e-08
1998,1.5258013519314773e-08,1.0013071261028017e-08
1999,2.8792268125243936e-08,5.0272213059088244e-09
2000,2.78335989811751e-08,7.95245647111642e-09
2001,2.7601634533525043e-08,7.0099388516098315e-09
2002,2.0153618940366158e-08,7.886198361006791e-09
2003,2.4168153367476464e-08,8.750538071922165e-09
2004,2.0262039879259675e-08,1.189293641346012e-08
2005,2.7022497239848065e-08,1.306087415997581e-08
2006,1.6471560115860484e-08,9.471146533712727e-09
2007,2.2369084723417032e-08,8.787854888225866e-09
2008,2.000996635054264e-08,8.089135583588813e-09
2009,2.2410505451375684e-08,4.76819250749827e-09
2010,1.7478034852747015e-08,8.97520635589899e-09
2011,2.1796640020665947e-08,1.2236710311697152e-08
2012,2.4510619311968185e-08,1.0212757750593937e-08
2013,2.2034087943101355e-08,8.925200134513034e-09
2014,1.9922095001456697e-08,7.362513709807672e-09
2015,2.2830725934785967e-08,6.206410940734486e-09
2016,1.615645245367503e-08,8.492493819289848e-09
2017,1.7609279368002717e-08,5.282783988036499e-09
2018,1.9360999858886174e-08,5.937373259712331e-09
2019,1.7346716063570966e-08,8.418259866971312e-09
