year,achetant_VERB en_ADP,achetant_VERB dans_ADP
1800,1.5720821977538435e-08,3.458580977167003e-08
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,0.0,1.7902721083373763e-08
1803,5.851017448321727e-09,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,2.842877711017877e-09,2.842877755426798e-08
1806,2.881669125542885e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739062985158e-08,4.5321479902327155e-09
1809,2.710836710662079e-08,2.0331274441787173e-08
1810,1.8721014072298203e-08,0.0
1811,0.0,2.5070767684098882e-09
1812,1.600324850414836e-08,0.0
1813,4.601186631703058e-08,2.8757416448144113e-09
1814,0.0,1.2586708564299443e-08
1815,1.3486118000116676e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,0.0,1.8682481339737933e-08
1818,1.5497530370112145e-08,1.5497530370112145e-08
1819,3.1053151161586356e-09,1.2421260464634543e-08
1820,1.1866481131050932e-09,0.0
1821,8.875339574387908e-09,1.1833785507064931e-08
1822,4.010246357211145e-09,1.5038423839541792e-08
1823,9.882686891060644e-10,4.941343334508019e-09
1824,1.8526447931321854e-08,3.3684450784221553e-09
1825,1.4088708866211164e-08,5.283265824829186e-09
1826,1.4092774947016551e-08,6.1655889282974385e-09
1827,2.7651818612639545e-09,9.217273166939322e-09
1828,6.420610709767516e-09,8.255071293206129e-09
1829,2.914879893012312e-08,1.457439946506156e-08
1830,5.218417697960831e-09,1.0436835395921662e-08
1831,9.354723218280014e-09,4.677361609140007e-09
1832,8.117981842303834e-09,8.117981842303834e-09
1833,5.791814139399776e-09,5.791814139399776e-09
1834,1.4001796166951408e-08,3.733812370398937e-09
1835,7.563087933704082e-10,6.050470346963266e-09
1836,1.4113575197427508e-08,4.704525213838906e-09
1837,2.7831563720326358e-09,6.262101948095733e-09
1838,6.312161904276081e-09,3.1560809521380406e-09
1839,2.9364196407755117e-08,9.788065469251706e-09
1840,2.3567848783656586e-08,7.0066574764382494e-09
1841,1.0272878103734229e-08,1.219904177673925e-08
1842,2.4820581145945653e-08,6.037438549100216e-09
1843,1.5357969118667825e-08,1.2404512972352677e-08
1844,2.030767731753258e-08,5.488561161115513e-09
1845,1.8414752389617206e-08,1.0602432709561072e-08
1846,3.5127008857216424e-08,9.952652035849496e-09
1847,2.8584085320915165e-08,6.47186837454683e-09
1848,2.735375304041554e-08,8.045221711050488e-10
1849,1.256912263158938e-08,2.4300303991253713e-08
1850,1.1541293254424545e-08,4.752297222410107e-09
1851,3.9341575330809064e-08,9.029214709244116e-09
1852,3.320378283433456e-08,2.539112742283578e-08
1853,1.3735443005202796e-08,4.777545470346922e-09
1854,9.352196350675968e-09,1.7665259477439577e-08
1855,4.2455496895854594e-09,6.368324534378189e-09
1856,3.572260709461261e-08,3.1063134287023786e-09
1857,2.147863942258965e-08,4.881508974818871e-09
1858,1.4191660291373864e-08,2.4468380654951716e-09
1859,1.323965115318515e-08,5.601390462572908e-09
1860,8.238931314963338e-09,2.1055045706930287e-08
1861,2.0750240636857598e-08,8.960331143725853e-09
1862,1.626475137905814e-08,1.7168348520613108e-08
1863,1.897955925755923e-08,1.9479021062807078e-08
1864,2.4932585773740357e-08,1.1986819536957682e-08
1865,1.929806248135435e-08,7.0602665935837194e-09
1866,2.578774882522339e-08,5.352174259343201e-09
1867,2.7661025470138156e-08,1.455843445796745e-08
1868,2.5687345583946808e-08,7.409810987013543e-09
1869,2.539429955206174e-08,4.395167341186834e-09
1870,1.9495766778732104e-08,9.17447806614291e-09
1871,1.805600113868877e-08,2.1242354542039266e-09
1872,2.4189358072135292e-08,1.269941218851045e-08
1873,1.616221290134945e-08,1.4366410283628284e-08
1874,2.0911132381229436e-08,2.3300975371398636e-08
1875,1.94531928343622e-08,7.437985338754061e-09
1876,1.269663130187837e-08,1.753344314181504e-08
1877,3.7727378554563984e-08,5.566334504436554e-09
1878,9.662541877730746e-09,1.268208649207736e-08
1879,1.588424503040642e-08,6.720257683667796e-09
1880,1.5402831232691483e-08,1.4761046607247863e-08
1881,1.1853263259808955e-08,9.064259565150223e-09
1882,2.462492565413754e-08,6.655385131892899e-09
1883,1.9589950994713945e-08,7.58320695126713e-09
1884,2.442627788923346e-08,1.0562715146988921e-08
1885,8.379326621454908e-09,7.7347630522695e-09
1886,2.0005737511041843e-08,5.162771099520569e-09
1887,1.0446279397058333e-08,1.0446279397058333e-08
1888,1.1413106904001324e-08,1.0779045211961602e-08
1889,2.0048437021635834e-08,1.1903759755682586e-08
1890,2.4906668727453507e-08,9.831579994568074e-09
1891,1.9760081571007504e-08,1.8485238229004608e-08
1892,1.3163876211308434e-08,1.4417578242387208e-08
1893,2.894455702895371e-08,1.6011883374744684e-08
1894,2.6466464575491955e-08,1.3233232287745977e-08
1895,2.166701307260155e-08,1.2639090662958097e-08
1896,2.1229303870384797e-08,1.0024948871034667e-08
1897,1.981082675683865e-08,2.3889525024856084e-08
1898,2.2067583316243145e-08,7.355861253444118e-09
1899,1.1607914629507832e-08,9.949641111006713e-09
1900,3.114631752509922e-08,1.038210584169974e-08
1901,3.576792906301307e-08,9.500856101851696e-09
1902,2.356936334990678e-08,1.1293653123800595e-08
1903,3.4021385708626894e-08,3.7801539676252105e-09
1904,4.192207647690793e-08,1.1286712897629059e-08
1905,3.4577084306874895e-08,1.5482276793932215e-08
1906,1.6975809202790515e-08,1.9033482345776065e-08
1907,2.982849167665336e-08,1.0799970695529737e-08
1908,2.603036119985802e-08,1.5716445034286153e-08
1909,2.585462333115629e-08,8.801573692096554e-09
1910,2.6720753498743477e-08,8.01622590529405e-09
1911,2.4473720827700163e-08,2.074945903984826e-08
1912,2.8651816363911564e-08,1.82329742415277e-08
1913,2.9166443482608884e-08,9.015082902408267e-09
1914,2.5447626228469744e-08,6.027069510139427e-09
1915,1.6493066468115103e-08,9.424609537234119e-09
1916,2.8567400889301098e-08,3.2962386153911893e-09
1917,2.52227767560953e-08,5.483212106582869e-09
1918,3.216185273657857e-08,2.2972752589112133e-08
1919,3.4069038756801007e-08,9.207848705727883e-09
1920,3.256059599721084e-08,1.3630017114962811e-08
1921,2.4232791773215467e-08,1.6660044011018726e-08
1922,1.992042591991705e-08,7.377935595798135e-09
1923,3.078624999375279e-08,1.5923921736771263e-08
1924,1.933743654092268e-08,2.578324886925998e-09
1925,1.9796720707176974e-08,5.499089184013428e-09
1926,3.3438414370756675e-08,7.802296586589819e-09
1927,4.9056588125040435e-08,1.4493992672726108e-08
1928,2.6279895593006586e-08,6.8556245125250825e-09
1929,2.33948540540041e-08,3.342121912552898e-09
1930,1.785612657734248e-08,1.05036033204442e-08
1931,3.9918749195066994e-08,9.124285327288817e-09
1932,1.9727165678773417e-08,4.383814644626227e-09
1933,3.4411986149507356e-08,8.02946331646126e-09
1934,2.7557634396657704e-08,8.38710612072191e-09
1935,4.188899271895252e-08,7.180970484910176e-09
1936,2.7886842612900864e-08,1.2124714565686645e-08
1937,4.65871372590243e-08,1.0072894518486919e-08
1938,3.241303758727554e-08,1.1668692678767911e-08
1939,3.976452944698394e-08,3.058810094103137e-09
1940,4.057252667166722e-08,7.607348528892999e-09
1941,2.6563522936839945e-08,2.066051862925633e-08
1942,3.944475324146879e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,1.2852744646352221e-08
1945,6.099811145077183e-08,1.089252066321933e-08
1946,3.48027615615365e-08,2.7842208538686464e-09
1947,2.9802176726434482e-08,1.7881307101674793e-08
1948,1.522064252412747e-08,1.0871888278529696e-08
1949,2.4542519905246252e-08,1.7670615193310368e-08
1950,2.6588404367089424e-08,5.317680518146517e-09
1951,4.157946797977985e-08,1.1727541604500402e-08
1952,2.319856839960721e-08,2.4253049346611988e-08
1953,2.693456835345387e-08,1.1851209791302608e-08
1954,1.172704333640695e-08,1.6613311615287785e-08
1955,1.8771216581114913e-08,3.754243138587299e-09
1956,2.0058626093444332e-08,1.5698054411927842e-08
1957,8.835037590415595e-09,6.184526224473075e-09
1958,3.391619751713648e-08,4.9633461784992505e-09
1959,2.4802393028267034e-08,1.2401196514133517e-08
1960,1.314958364417862e-08,1.314958364417862e-08
1961,1.528595028332802e-08,1.181187059273725e-08
1962,1.9025868547295488e-08,6.976152100435229e-09
1963,6.466053470433053e-09,7.1126584622049904e-09
1964,2.3119079872735426e-08,1.1559539991878864e-08
1965,2.0793764932136583e-08,4.049311996823235e-08
1966,2.2156299128717194e-08,1.1078149952936656e-08
1967,1.8735275053582967e-08,1.232583901611406e-08
1968,1.6169096284102125e-08,4.491415683816058e-09
1969,1.589615195030092e-08,1.2262746373892242e-08
1970,1.7935027685211935e-08,1.3336302728816918e-08
