year,grand_ADJ honneur_NOUN,grand_ADJ donneur_NOUN
1855,2.734664803938358e-06,7.960405667972736e-09
1856,2.6600398541631876e-06,5.177189232874468e-10
1857,3.0133555810607504e-06,5.3696598834029885e-09
1858,2.914184051405755e-06,1.4681027893370668e-08
1859,3.0441012768278597e-06,1.8331824946926645e-08
1860,2.778350562948617e-06,7.323494338740133e-09
1861,2.7295998279441847e-06,7.073945429425521e-09
1862,2.8978363388887374e-06,1.8523744316212287e-08
1863,2.7565313303057337e-06,1.048870412745373e-08
1864,2.8797135200875346e-06,4.794728170054441e-09
1865,2.9300106234586565e-06,1.835669355410019e-08
1866,3.1135057270148536e-06,7.784980660119345e-09
1867,3.140739636364742e-06,1.455843445796745e-08
1868,2.984671937156236e-06,8.397785578040384e-09
1869,2.8060701424692525e-06,6.348574999037737e-09
1870,2.743169034147286e-06,4.013834153937523e-09
1871,2.9378177259786753e-06,6.37270636261178e-09
1872,3.053906311833998e-06,7.256807155187062e-09
1873,3.0780036013311474e-06,2.3944017879529156e-09
1874,3.2896198263188126e-06,4.779687312606029e-09
1875,3.3568198887223843e-06,8.582290766945277e-09
1876,3.2884274787647882e-06,9.673623679873344e-09
1877,2.9996358534845058e-06,7.421779191219002e-09
1878,3.518976882332936e-06,1.690944889665147e-08
1879,3.1933443551679375e-06,2.016077260691418e-08
1880,3.450234089541482e-06,2.1820676820993867e-08
1881,3.578988071240019e-06,1.3247764274471052e-08
1882,3.5746072626352543e-06,2.3959385586636017e-08
1883,3.502809477140545e-06,1.5798347796636136e-08
1884,3.6619612728827633e-06,1.7824582698722224e-08
1885,3.805503411058453e-06,1.4180398189012067e-08
1886,3.7933459680061787e-06,1.1616235084943582e-08
1887,3.5328012017998844e-06,6.528924512139156e-09
1888,3.734622168849455e-06,1.521747527988282e-08
1889,4.002795776614221e-06,2.0048437576747347e-08
1890,3.935253516829107e-06,7.209825181320184e-09
1891,3.770988541873521e-06,4.461953806433883e-09
1892,3.7711370168835856e-06,1.2537024751679837e-08
1893,3.7030558814876713e-06,9.853466487186324e-09
1894,3.826924967142986e-06,1.5123694296903523e-08
1895,4.079417067259783e-06,6.018614495673091e-09
1896,3.7322297430364415e-06,9.435246361988447e-09
1897,3.6376172829477582e-06,1.5732126712464378e-08
1898,3.786571141972672e-06,1.5277558773618694e-08
1899,3.454183797657606e-06,1.713549302451156e-08
1900,3.7193894968368113e-06,8.824790675987515e-09
1901,3.849523181997938e-06,8.38310842965484e-09
1902,3.3591252304177033e-06,6.874397495693074e-09
1903,3.5247237519797636e-06,1.1880484152015924e-08
1904,3.475232688288088e-06,9.674325340824907e-09
1905,3.4246797895320924e-06,4.64468330463319e-09
1906,3.5016464607906528e-06,1.6975809202790515e-08
1907,3.4482764021959156e-06,2.4685647914690634e-08
1908,3.4404281450406415e-06,1.4243028090277221e-08
1909,3.4705706184468e-06,1.5402754627302784e-08
1910,3.5399655189394252e-06,6.412980813053082e-09
1911,3.509850785121671e-06,4.788336838146279e-09
1912,3.3428855203965213e-06,9.897900277167082e-09
1913,3.5116397612000583e-06,6.893886794756554e-09
1914,3.4079728266078746e-06,2.6786975415582504e-09
1915,3.4128868264815537e-06,2.3561523843085297e-09
1916,3.2577825095359003e-06,6.592477230782379e-09
1917,2.9071991320961388e-06,3.289927441585405e-09
1918,3.1047675292938948e-06,8.040463406189247e-09
1919,3.328637149024871e-06,1.749491218561161e-08
1920,3.156863385811448e-06,9.843901693784574e-09
1921,2.8458384804253e-06,7.572747762196741e-09
1922,2.984374987136107e-06,2.2133805899215986e-09
1923,3.2187554097617976e-06,8.492758496458919e-09
1924,3.1030140235088766e-06,1.5469948877466777e-08
1925,2.905718702095328e-06,8.798542339150117e-09
1926,2.9682166768907337e-06,7.802296586589819e-09
1927,2.9824177545378916e-06,1.1149224654616319e-08
1928,2.8233748707862105e-06,7.998228745975666e-09
1929,2.668127308425028e-06,6.684243825105796e-09
1930,2.8380736694089137e-06,6.302162347537887e-09
1931,2.8433553325157845e-06,1.0264820993199919e-08
1932,2.7453638722363394e-06,1.753525857850491e-08
1933,2.530427991587203e-06,5.735331320977366e-09
1934,2.5041501885425532e-06,1.5576054224197833e-08
1935,2.4211838081100723e-06,1.0771455727365264e-08
1936,2.2709589302394306e-06,7.274828739411987e-09
1937,2.357057383051142e-06,1.1332006444320086e-08
1938,2.223534238510183e-06,3.8895642262559704e-09
1939,2.1121084046171745e-06,7.647025235257843e-09
1940,1.797870140762825e-06,0.0
1941,1.8122226492778282e-06,5.9030051957620344e-09
1942,1.8721086689765798e-06,6.068423541449874e-09
1943,1.8174251863456448e-06,1.161294105322952e-08
1944,1.7801050944399321e-06,1.6065930807940276e-08
1945,1.6665555904182838e-06,0.0
1946,1.630161364118976e-06,1.2528993842408909e-08
1947,1.723757918625779e-06,7.152522574216391e-09
1948,1.5829468793526758e-06,6.523132700664291e-09
1949,1.38517987124942e-06,1.9634016634739737e-09
1950,1.4315196494862903e-06,6.381216666184741e-09
1951,1.4798025631534983e-06,4.264560704569931e-09
1952,1.4973621773606283e-06,7.381362854275153e-09
1953,1.4253773770178668e-06,6.464296653518886e-09
1954,1.4649031072622165e-06,3.9090144454689835e-09
1955,1.4453836456596036e-06,6.569925492527773e-09
1956,1.195668460240995e-06,5.232684729961079e-09
1957,1.2748959079544875e-06,5.301022731885041e-09
1958,1.1920302540602279e-06,4.9633461784992505e-09
1959,1.193615162264905e-06,6.200598257066758e-09
1960,1.2312162880334654e-06,1.591791587429725e-08
1961,1.2603960612977971e-06,3.47407969059077e-09
1962,1.1707251132975216e-06,5.07356523460345e-09
1963,1.1645362292256323e-06,5.819448034571906e-09
1964,1.2040172805427574e-06,1.2167936880302932e-08
1965,1.3335369430933497e-06,2.73602163147757e-09
1966,1.1299712241452653e-06,9.970334780007306e-09
1967,1.1970854529863573e-06,1.0846738618397467e-08
1968,1.470938741476857e-06,1.1677681044375277e-08
1969,1.1072805818912457e-06,8.62933943746036e-09
1970,1.3382290262597962e-06,1.2416557781946835e-08
1971,1.1844006166938925e-06,6.166076982339064e-09
1972,1.6247174698946765e-06,8.721249500354133e-09
1973,8.920363825382083e-07,6.064523994098181e-09
1974,8.157078923431982e-07,2.812785782069227e-09
1975,7.71049826653325e-07,9.709516746170266e-09
1976,7.83324537678709e-07,7.427584769459372e-09
1977,8.115835612443334e-07,3.526069214387917e-09
1978,8.209897259803256e-07,5.346532105932056e-09
1979,8.415137813244655e-07,2.3407893401383717e-09
1980,7.038216267574171e-07,3.979605589510271e-09
1981,6.724059176121955e-07,5.69299452024552e-09
1982,7.113797551028256e-07,5.586751949948621e-09
1983,6.915271342222695e-07,2.5261264191556165e-09
1984,6.262929446165799e-07,6.958810416790584e-09
1985,6.532895895361435e-07,3.609334831011779e-09
1986,6.623906187996909e-07,2.997242676272549e-09
1987,5.872494739378453e-07,7.33298027855156e-09
1988,6.212429752849857e-07,3.5979323409485175e-09
1989,6.816247832830413e-07,7.683371272548811e-09
1990,5.75377555378509e-07,4.903785877363731e-09
1991,5.855603717463964e-07,8.20605094986604e-09
1992,6.005839168210514e-07,4.4079553340736766e-09
1993,6.746754479536321e-07,4.431366051882435e-09
1994,6.767730837964336e-07,8.439882570598911e-09
1995,8.030649496504338e-07,1.4098372247417501e-08
1996,6.790053248550976e-07,6.4057106285986265e-09
1997,6.103900886955671e-07,1.006927874414032e-08
1998,6.856569711999327e-07,8.10582001520288e-09
1999,6.709055355713645e-07,6.398281460207045e-09
2000,6.176408078317763e-07,1.192868470667463e-08
2001,6.694491503367317e-07,5.257454027685071e-09
2002,6.304577482296736e-07,6.571832134039113e-09
2003,6.371225254042656e-07,1.3334153337041244e-08
2004,6.413375785996323e-07,1.4095332012686868e-08
2005,5.863881824552664e-07,9.457874483587148e-09
2006,6.24683877958887e-07,1.0706514064207084e-08
2007,6.926427431608317e-07,1.5179021956024386e-08
2008,6.126455787125451e-07,1.3198063086861112e-08
2009,6.384609605447622e-07,1.6211854969583328e-08
2010,6.868394848424941e-07,1.3226620521056276e-08
2011,6.233074145711726e-07,1.1471915833949353e-08
2012,7.322547617150121e-07,7.489355802192676e-09
2013,8.197238230422954e-07,7.530637446961919e-09
2014,8.938957876125642e-07,6.496335469563519e-09
2015,9.996755352403852e-07,6.206410940734486e-09
2016,1.2742883654937032e-06,6.214019965256057e-09
2017,6.915415724506602e-07,7.2952728302766445e-09
2018,9.117740660258278e-07,6.7118134383648e-09
2019,9.369778126711026e-07,5.867272001580659e-09
