year,valant_VERB en_ADP,valant_VERB dans_ADP
1854,3.3252252507054436e-08,3.117398783558656e-09
1855,2.600399184871094e-08,5.306937111981824e-10
1856,4.6076984006049315e-08,5.177189232874468e-10
1857,2.5871997877402464e-08,2.4407544874094356e-09
1858,2.6425850785383176e-08,5.3830437884982985e-09
1859,3.360834455179429e-08,6.110608019582742e-09
1860,4.027921818305913e-08,4.577183909670879e-10
1861,3.7256114637784776e-08,6.13075279431996e-09
1862,3.524029426604791e-08,4.517986429419807e-09
1863,4.5950510951797696e-08,3.995696662428827e-09
1864,3.212467802882202e-08,9.589455896019672e-10
1865,5.3658027354686055e-08,4.706844358715045e-10
1866,5.5954547661940524e-08,1.9462451650298362e-09
1867,6.745408143160603e-08,6.308654931785895e-09
1868,4.544684273355415e-08,4.44588676984381e-09
1869,1.904572499711321e-08,0.0
1870,2.752343464251794e-08,6.880858549607183e-09
1871,2.442870794538976e-08,1.0621177271019633e-09
1872,1.015952975080836e-07,2.4189357183956872e-09
1873,6.285304721131979e-08,1.1972008939764578e-09
1874,3.764003864148435e-08,1.1949218281515073e-09
1875,6.236464855646773e-08,0.0
1876,5.380952994293864e-08,3.02300739996042e-09
1877,3.030559869721117e-08,0.0
1878,5.737134145533673e-08,1.8117265465633636e-09
1879,3.8488748743681356e-08,4.27652757650776e-09
1880,3.144744553651435e-08,3.2089231272180996e-09
1881,5.089930565915779e-08,4.8807553554297556e-09
1882,4.059785041476971e-08,3.3276925659464496e-09
1883,4.107570461542309e-08,5.0554711528150165e-09
1884,7.591951334262603e-08,0.0
1885,4.18966337178972e-08,4.511945039809007e-09
1886,7.550552538759803e-08,0.0
1887,4.6355363991779086e-08,1.9586774424595887e-09
1888,5.2627100899371726e-08,3.1703073499755874e-09
1889,6.453090833913322e-08,9.397704836544563e-09
1890,4.0637196274673215e-08,3.2771931834929546e-09
1891,5.035633898753389e-08,3.1871101313640793e-09
1892,5.328235630486233e-08,1.2537024751679837e-09
1893,4.618812354806323e-08,1.847525021858587e-09
1894,5.1672621736997826e-08,0.0
1895,2.768562623600701e-08,2.4074457982692365e-09
1896,3.597187614445829e-08,6.486732040400511e-09
1897,4.8361721405321134e-08,1.1653427112179315e-09
1898,2.1501747937691107e-08,8.487532454637403e-09
1899,6.909473171390346e-08,4.9748205555033564e-09
1900,4.256663699298002e-08,4.671947717582725e-09
1901,4.191554126009578e-08,5.588738916095792e-10
1902,4.8611809688736685e-08,4.419255628107521e-09
1903,3.1321276905416084e-08,7.020286574288548e-09
1904,4.837162848048138e-08,1.0749250378694342e-09
1905,2.7868098273486908e-08,4.64468330463319e-09
1906,2.41776678677752e-08,4.629765903985117e-09
1907,3.5485619775954547e-08,2.057137349353866e-09
1908,4.76404740101799e-08,4.911389073214423e-10
1909,4.8408654862441836e-08,2.7504918342913243e-09
1910,3.473697773870299e-08,3.206490406526541e-09
1911,3.777465806820146e-08,4.788336838146279e-09
1912,4.7926675961207366e-08,1.0418842455450772e-09
1913,4.2423916823963737e-08,8.484783542428431e-09
1914,4.018046340092951e-08,1.3393487430235496e-09
1915,8.599955947374838e-08,2.3561523843085297e-09
1916,7.581348882013117e-08,7.69122365795738e-09
1917,3.838248474608008e-08,1.315970976634162e-08
1918,3.675640414257941e-08,2.2972752589112133e-09
1919,1.8415697411455767e-08,0.0
1920,4.921950491620919e-08,5.300562211374427e-09
1921,3.180553775905537e-08,1.5145494858259667e-09
1922,4.500540740082215e-08,2.951174193910333e-09
1923,3.8217415010421973e-08,2.1231896241147297e-09
1924,3.480738541838946e-08,2.578324886925998e-09
1925,3.739380427525418e-08,5.499089184013428e-09
1926,3.566764306128789e-08,4.458455382660986e-09
1927,3.7907366134959375e-08,0.0
1928,2.5137291359556002e-08,2.2852082448565625e-09
1929,4.2333544891803854e-08,0.0
1930,3.466189113510154e-08,2.100720708497761e-09
1931,3.5356607419601005e-08,0.0
1932,4.9317913419777426e-08,2.1919073223131136e-09
1933,3.555905392360614e-08,9.176529758292418e-09
1934,4.7926318913482646e-08,4.7926320689839486e-09
1935,3.590485420090772e-08,3.590485242455088e-09
1936,3.031178508194898e-08,2.424942913137329e-09
1937,3.777335588761588e-08,5.0364472592434595e-09
1938,2.7226949583791793e-08,7.779128452511941e-09
1939,3.211750598808294e-08,1.3764645423464117e-08
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,4.132103725851266e-08,1.4757512545315876e-08
1942,2.730790527039062e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,0.0
1944,3.855823393905666e-08,2.2492303131116387e-08
1945,3.485606603348401e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,3.2186353138285995e-08,0.0
1948,2.0656587551570738e-08,2.174377566888097e-09
1949,2.2579119018928395e-08,2.945102384188658e-09
1950,1.808011518278363e-08,2.1270722960764488e-09
1951,3.411648408224721e-08,3.1984206394497505e-09
1952,2.5307528517259925e-08,3.1634410646574906e-09
1953,1.939288907237824e-08,6.464296653518886e-09
1954,2.052232517257835e-08,6.840775057526116e-09
1955,4.6928040120519654e-08,7.508486277174597e-09
1956,1.3081712602058815e-08,6.976913269340912e-09
1957,3.3573144264664734e-08,6.184526224473075e-09
1958,3.4743422361316334e-08,1.6544486891589827e-09
1959,3.720359131875739e-08,6.200598257066758e-09
1960,2.0070416439921246e-08,2.076250060767393e-09
1961,2.5013373761151314e-08,1.3896318540318475e-09
1962,1.5220695814832652e-08,8.8787386332001e-09
1963,1.8751554975438012e-08,3.879631726988464e-09
1964,1.2776333768727e-08,8.517555549758526e-09
1965,8.755269398363907e-09,9.302473458205895e-09
1966,1.9386762417639147e-08,4.431259803538978e-09
1967,1.2818872185960117e-08,7.888536934785861e-09
1968,1.7516521566562915e-08,3.1439910674890825e-09
1969,3.769658801777709e-08,4.087581828571274e-09
1970,2.207388050123882e-08,4.1388523719376735e-09
1971,1.9012070140433934e-08,4.1107179882260425e-09
1972,1.6416469961200164e-08,3.0780880067027283e-09
1973,1.8193572870472963e-08,2.7566018356850464e-09
1974,1.8564387360697765e-08,2.812785782069227e-09
1975,2.2845920710778955e-08,5.140332159925265e-09
1976,3.828062844490887e-08,2.285410749536254e-09
1977,2.6445517775641747e-08,4.11374712072643e-09
1978,2.1386128423728223e-08,4.158414057542359e-09
1979,2.808947208166046e-08,6.437170796402825e-09
1980,2.8425754194927322e-08,2.8425752862659692e-09
1981,1.8976647808699454e-08,5.69299452024552e-09
1982,1.551875572491923e-08,8.069752865935698e-09
1983,1.515675762675528e-08,7.57837881337764e-09
1984,9.278413592994639e-09,2.3196033982486597e-09
1985,1.8648229627160617e-08,0.0
1986,1.6185110141009318e-08,5.395036861699509e-09
1987,1.894353190978748e-08,5.49973533381376e-09
1988,1.5591039570495013e-08,4.797243047249822e-09
1989,2.250130037850795e-08,3.841685636274406e-09
1990,1.9070277801347402e-08,3.814055737905164e-09
1991,2.05151273746651e-08,5.8614650910726596e-09
1992,2.093778761480536e-08,7.713921945651236e-09
1993,3.3789166409281535e-08,5.539207315052863e-09
1994,1.635227242502424e-08,4.2199412852994556e-09
1995,2.0063067651676647e-08,2.7112254663563817e-09
1996,1.92171327739743e-08,5.871901187504136e-09
1997,2.061804593722627e-08,4.315404922294874e-09
1998,3.051602670556264e-08,9.059445638115449e-09
1999,9.597422412355172e-09,6.8553016596695215e-09
2000,1.192868470667463e-08,8.83606254831193e-09
2001,1.621048362210331e-08,1.1391150245287918e-08
2002,2.409671751024689e-08,1.270554239596322e-08
2003,1.750107614384433e-08,6.667076668520622e-09
2004,2.3785872299564303e-08,7.928623979580607e-09
2005,1.6213498099659773e-08,8.557123898356167e-09
2006,1.729513776638214e-08,7.412201963319376e-09
2007,1.47795736760159e-08,1.1583990655594789e-08
2008,1.3623807137985722e-08,8.089135583588813e-09
2009,1.7165492804949167e-08,8.582746957586096e-09
2010,1.2754241218715379e-08,9.919965293647692e-09
2011,1.4913490886669933e-08,4.971163480860241e-09
2012,9.872333173177594e-09,4.085103366691101e-09
2013,1.3945625099154313e-08,5.29933741333366e-09
2014,7.362513709807672e-09,4.7639794331644225e-09
2015,1.219116452233493e-08,3.103205470367243e-09
2016,1.3463710424321818e-08,8.699628573083373e-09
2017,1.685459594114036e-08,3.2702947017071438e-09
2018,1.058401366549333e-08,5.421080029321956e-09
2019,1.326513626720427e-08,3.5713827450933877e-09
