year,soit_VERB en_ADP,soit_VERB dans_ADP
1800,3.6440867248188624e-06,2.4084299639071105e-06
1801,3.7598871944766188e-06,1.6954020338744158e-06
1802,3.4798413821590657e-06,1.9290182535769418e-06
1803,3.7134458157339623e-06,2.0985648916393984e-06
1804,4.202146388188055e-06,2.1826444935868494e-06
1805,3.5251683909720555e-06,1.680140712778666e-06
1806,3.852791842007264e-06,1.7808715710998513e-06
1807,3.5985513022751547e-06,2.1209816623013467e-06
1808,3.4738913399223748e-06,1.8876396552514052e-06
1809,3.2417088471348166e-06,2.0737900285894284e-06
1810,3.290218252516297e-06,1.9189039903722005e-06
1811,2.7653055623133582e-06,2.063324245682452e-06
1812,3.11796635443784e-06,2.3604793568665627e-06
1813,3.5256592045840307e-06,1.9698829873959767e-06
1814,3.7948927058550908e-06,1.3908312439525616e-06
1815,3.1449626543000875e-06,1.8179287053499138e-06
1816,3.4184657380365024e-06,1.9143408280797303e-06
1817,3.4640432682309097e-06,1.8106437664755504e-06
1818,3.3164714956512853e-06,1.8716248177952366e-06
1819,3.5069356636441285e-06,2.23375650421076e-06
1820,3.273962057015467e-06,1.8559176169219427e-06
1821,3.718767181304372e-06,2.000896074605407e-06
1822,4.010246442476273e-06,1.7625033024160075e-06
1823,3.544919808362579e-06,1.6425025251010084e-06
1824,3.6261310789598156e-06,1.3541149428419885e-06
1825,3.743193826011293e-06,1.4872392739562201e-06
1826,3.5073394730744667e-06,1.4330590829558787e-06
1827,3.699813304613997e-06,1.8637325638337643e-06
1828,3.576280363404294e-06,1.8839906488210545e-06
1829,3.4978557472697958e-06,1.9178194179403363e-06
1830,3.7082077657402124e-06,2.3096717995940708e-06
1831,3.5766226957889558e-06,1.7976660728891147e-06
1832,3.692328707671777e-06,1.91854974218586e-06
1833,3.6476847231625698e-06,1.9159322164341575e-06
1834,3.4761792857551654e-06,1.9369151686987607e-06
1835,3.6605345883344853e-06,1.9444698864390375e-06
1836,3.880561253666315e-06,1.711102981971635e-06
1837,3.9423411770656e-06,1.557871769364283e-06
1838,3.763310875370962e-06,1.7737174857757054e-06
1839,4.100500085257863e-06,1.4738029676664155e-06
1840,3.431351361271595e-06,1.4917810631231987e-06
1841,3.930017680175979e-06,1.578170781613153e-06
1842,4.169186631486355e-06,1.4664267382613616e-06
1843,4.0314665774587866e-06,1.7844778312792187e-06
1844,3.6175107016589436e-06,1.5999156630641664e-06
1845,3.6327283989834314e-06,1.4090076092543313e-06
1846,3.8153785695271836e-06,1.5543701010756195e-06
1847,4.0551649291842295e-06,1.6379219687223667e-06
1848,3.446572907961354e-06,1.520546902611386e-06
1849,3.4263426726965918e-06,1.616389113223704e-06
1850,3.5004062652888024e-06,1.3557624924942502e-06
1851,3.4175576786310558e-06,1.5304518683478818e-06
1852,3.5807999836379167e-06,1.632844828236557e-06
1853,3.7199162647993944e-06,1.5819647387615987e-06
1854,3.8499872658803724e-06,1.5124579704206553e-06
1855,3.487188351414261e-06,1.460469093217398e-06
1856,3.723434403468673e-06,1.4154435348245897e-06
1857,3.517615468240365e-06,1.4190546835379791e-06
1858,3.819024755102873e-06,1.3809953998134006e-06
1859,3.5981296804266094e-06,1.2755893976645893e-06
1860,3.487356451614687e-06,1.4038223525858484e-06
1861,3.642610472809338e-06,1.2558610933410819e-06
1862,3.857908360771489e-06,1.4308462823464652e-06
1863,3.6800365919020805e-06,1.402989028065349e-06
1864,3.725983091840135e-06,1.6000007008187822e-06
1865,3.6416855664356262e-06,1.388048417538812e-06
1866,3.446800128870109e-06,1.3536134702007985e-06
1867,3.4911125652570263e-06,1.308318019255239e-06
1868,3.5443595294282204e-06,1.3974903367852676e-06
1869,3.546411662114224e-06,1.4225690847524675e-06
1870,3.6508688125991284e-06,1.4449802847593674e-06
1871,3.781139056968641e-06,1.2883488125225995e-06
1872,3.5691396149672983e-06,1.4404762396225124e-06
1873,3.773577262222716e-06,1.3917460819357075e-06
1874,3.5913375455720598e-06,1.3890966101826052e-06
1875,3.57366590719721e-06,1.4698603081342299e-06
1876,3.4867367801894034e-06,1.4214181192073738e-06
1877,3.4492718299361513e-06,1.3433419780994882e-06
1878,3.4483196316159592e-06,1.3159174159227405e-06
1879,3.562958582392639e-06,1.4613506209570915e-06
1880,3.613889148823546e-06,1.4125679399512592e-06
1881,3.68287844310089e-06,1.391015302942833e-06
1882,3.4554758556737397e-06,1.4754988342247088e-06
1883,3.617821462853499e-06,1.3523385860025883e-06
1884,3.440144396904543e-06,1.2345172990535502e-06
1885,3.4993356052837044e-06,1.2343392654656782e-06
1886,3.3383768922590207e-06,1.2571347269840771e-06
1887,3.5811152088172093e-06,1.2646527238757699e-06
1888,3.461341634647397e-06,1.1983761396550108e-06
1889,3.3311731897356367e-06,1.1928819958484382e-06
1890,3.426633291780945e-06,1.2171495882284944e-06
1891,3.305033146716596e-06,1.2200257515360136e-06
1892,3.583081728208981e-06,1.1070193295381614e-06
1893,3.3674221100454815e-06,1.2415367791618337e-06
1894,3.3291032366378204e-06,1.1494007594592404e-06
1895,3.4438512130918753e-06,1.1676112308123265e-06
1896,3.7617147228274916e-06,1.1151281569254934e-06
1897,3.500106842579953e-06,1.2451687325665262e-06
1898,3.465176547479132e-06,1.3251867585495347e-06
1899,3.337551888193957e-06,1.2370720696708304e-06
1900,3.3373279819670643e-06,1.239104335581942e-06
1901,3.2817075918956107e-06,1.3111181260683225e-06
1902,3.927245074919483e-06,1.2526134014478885e-06
1903,3.4183395314357767e-06,1.224229890794959e-06
1904,3.3344175278671173e-06,1.1765054068746394e-06
1905,3.463901393274682e-06,1.2463233360904269e-06
1906,3.3637822625109948e-06,1.2860460856245481e-06
1907,3.4801621353608425e-06,1.2862251423939597e-06
1908,3.5111520020336684e-06,1.350632032881549e-06
1909,3.476071469776798e-06,1.226169274559652e-06
1910,3.2267982277289775e-06,1.3216084653322469e-06
1911,3.4194044076230057e-06,1.271569431082753e-06
1912,3.370495605281576e-06,1.2820385109080235e-06
1913,3.5174730896869733e-06,1.2647630001083598e-06
1914,3.3677924804464965e-06,1.2851050996687263e-06
1915,3.3822568283881083e-06,1.2711442423096742e-06
1916,3.5665301894027834e-06,1.295421725444612e-06
1917,3.649626108881421e-06,1.34996685119404e-06
1918,3.488412488650283e-06,1.3335683206605609e-06
1919,3.584615349438991e-06,1.2550297014968237e-06
1920,3.6543590624660283e-06,1.291822741222859e-06
1921,3.3729017943073814e-06,1.275250610888179e-06
1922,3.283919177476946e-06,1.3376196648096084e-06
1923,3.5128172797271873e-06,1.407674744768883e-06
1924,3.2319301794814237e-06,1.3342831834961544e-06
1925,3.5755076623900095e-06,1.2339955901552457e-06
1926,3.4943143703003443e-06,1.2985251487407368e-06
1927,3.4562596340492746e-06,1.1996565945082693e-06
1928,3.441523688252346e-06,1.1734543932107044e-06
1929,3.3242973103142504e-06,1.2711203680737526e-06
1930,3.764491438573714e-06,1.402231077918259e-06
1931,3.548206436221335e-06,1.3834697938364116e-06
1932,3.818302559466247e-06,1.1671907031995943e-06
1933,3.3769629084190456e-06,1.3214203136158176e-06
1934,3.2997272043644443e-06,1.273641942134418e-06
1935,3.3571036937019016e-06,1.2877874269179301e-06
1936,3.324596683285108e-06,1.4598156212741742e-06
1937,3.646387710887211e-06,1.4165008224154008e-06
1938,3.443560991911454e-06,1.4183945040713297e-06
1939,3.584925380550885e-06,1.4835228512311005e-06
1940,3.4664151797869636e-06,1.4682183291370166e-06
1941,3.5978816441684103e-06,1.5613449022566783e-06
1942,3.216264552463599e-06,1.5444137488884735e-06
1943,3.3764624767229634e-06,1.4312950042949524e-06
1944,3.4638146715337825e-06,1.4362942692969227e-06
1945,3.5945316341212674e-06,1.6033790188885177e-06
1946,3.5262157851434495e-06,1.5132239923332236e-06
1947,3.6608994236075887e-06,1.5926283367662109e-06
1948,3.3778956307628505e-06,1.43291481435881e-06
1949,3.628366357588675e-06,1.6463122847198974e-06
1950,3.627721767429648e-06,1.5219202396110632e-06
1951,3.602487737452975e-06,1.5981440810719505e-06
1952,3.4091352034693045e-06,1.5627399534423603e-06
1953,3.5219642100514648e-06,1.5686692904637312e-06
1954,3.636360716541276e-06,1.668171876190172e-06
1955,3.5477596753707985e-06,1.6171402421605308e-06
1956,3.5913660880737552e-06,1.59073624672601e-06
1957,3.4209266672746708e-06,1.5381800722025218e-06
1958,3.566164217261303e-06,1.6982916122287861e-06
1959,3.7250093853913313e-06,1.6400582580899936e-06
1960,3.840370396801518e-06,1.7295162706432166e-06
1961,3.936132287662986e-06,1.7585790601515328e-06
1962,3.7633168687989382e-06,1.7738451560944668e-06
1963,3.726386566427209e-06,1.8958468217533664e-06
1964,3.964922072441368e-06,1.9578210412873887e-06
1965,3.9513623377729346e-06,1.8074159697789582e-06
1966,3.870151495277696e-06,1.8339876532991184e-06
1967,3.915179288327408e-06,1.927761104525416e-06
1968,3.742247699278778e-06,2.000027507165214e-06
1969,3.913178375114512e-06,1.9774813608819386e-06
1970,4.0146867377188755e-06,2.1085154457978206e-06
1971,3.773125218486939e-06,1.988046051337733e-06
1972,3.694731802283968e-06,2.077196540994919e-06
1973,3.721963892644453e-06,2.0321670035627903e-06
1974,3.766320222808872e-06,2.0218303689034656e-06
1975,3.7084641419937725e-06,2.0275754195608897e-06
1976,3.703508113517273e-06,2.082580522255739e-06
1977,3.606581017834287e-06,2.1814614683535183e-06
1978,3.5851468709324763e-06,2.1481178009707946e-06
1979,3.6147639619343863e-06,2.1903936158196302e-06
1980,3.6328112109629274e-06,2.299075049450039e-06
1981,3.6643908565281436e-06,2.2506305867864285e-06
1982,3.864791025876002e-06,2.4221674266300397e-06
1983,3.7298255506357236e-06,2.2709875793225365e-06
1984,3.6429371004231825e-06,2.456459924360388e-06
1985,3.5401559355108247e-06,2.429683945592842e-06
1986,3.68241251891277e-06,2.5176839244522853e-06
1987,3.7453195904646464e-06,2.4858802589733386e-06
1988,3.6968755203758974e-06,2.415411927358946e-06
1989,3.6770418780918135e-06,2.4608739295217674e-06
1990,3.807517366283264e-06,2.5505134999548318e-06
1991,3.787678858557797e-06,2.6845509637496434e-06
1992,3.6238902367813353e-06,2.603999519124045e-06
1993,3.7794013358904976e-06,2.6433096991240745e-06
1994,3.774737514561366e-06,2.640100774442544e-06
1995,3.8033068925358293e-06,2.72152806246595e-06
1996,3.894138220772447e-06,2.8105055207561236e-06
1997,3.830161613649352e-06,2.899952278312412e-06
1998,3.974235792014724e-06,3.033960638276767e-06
1999,3.9143773804539705e-06,3.0058213269512635e-06
2000,3.974019177732657e-06,3.062137693632394e-06
2001,4.025457364775775e-06,3.005949338330538e-06
2002,4.014951493047647e-06,3.2197597192862304e-06
2003,4.239844091813438e-06,3.0697722195327515e-06
2004,4.262957041589743e-06,3.093044369961717e-06
2005,4.162365264903656e-06,3.2116238344315207e-06
2006,4.150009417003275e-06,3.108595137746306e-06
2007,4.130291737070024e-06,3.129275228275219e-06
2008,4.144617534507233e-06,3.227990873710951e-06
2009,4.127347605020759e-06,3.2194836876442423e-06
2010,4.079940122636572e-06,3.1687204682384618e-06
2011,4.1390674709873565e-06,3.1433048661710927e-06
2012,4.003741755909118e-06,3.077784867855371e-06
2013,3.944380518206003e-06,2.877540282497648e-06
2014,3.652889551730709e-06,2.786061713777599e-06
2015,3.908708933408889e-06,2.651467411851627e-06
2016,3.833014861953643e-06,2.761510586424265e-06
2017,4.022210834619955e-06,3.001124241563957e-06
2018,3.875555844246037e-06,2.9317716325749643e-06
2019,3.890511475646008e-06,2.9683294542337535e-06
