year,pourraient_VERB écrire_VERB,pourraient_VERB décrire_VERB
1982,6.2075020679230875e-09,2.483000915987077e-09
1983,1.0736036948344463e-08,5.68378455412244e-09
1984,8.69851302098823e-09,2.8995041922996734e-09
1985,6.015557829641693e-09,5.414002135495366e-09
1986,7.1933827783254856e-09,3.5966913891627428e-09
1987,3.6664902225425067e-09,9.777306964053878e-09
1988,8.395175221664886e-09,4.797243047249822e-09
1989,7.683371272548811e-09,2.1952488715726304e-09
1990,4.358920779878872e-09,5.448650863826288e-09
1991,1.1722930182145319e-08,1.1722930182145319e-08
1992,6.61193322315512e-09,7.162927584403178e-09
1993,1.2186256448387667e-08,7.200969598386564e-09
1994,1.0549853435293244e-08,7.912389854425328e-09
1995,6.506940763983948e-09,5.4224509327127635e-09
1996,1.014237493990322e-08,5.871901187504136e-09
1997,1.006927874414032e-08,8.630809844589749e-09
1998,1.1920323395031573e-08,7.152193948201102e-09
1999,8.683382013430219e-09,6.8553016596695215e-09
2000,5.743440834038438e-09,1.0161472552283612e-08
2001,1.095302959441824e-08,4.381211837767296e-09
2002,9.63868718173444e-09,1.0076809608960957e-08
2003,1.3334153337041244e-08,7.500461585152607e-09
2004,1.4535810777260849e-08,9.690540814233373e-09
2005,1.0808999029165989e-08,5.854874363109275e-09
2006,1.4824403926638752e-08,7.412201963319376e-09
2007,1.6377365241737607e-08,5.991719120856942e-09
2008,8.940623352771127e-09,9.366367237362283e-09
2009,8.582746957586096e-09,1.43045770784056e-08
2010,1.369900015646408e-08,8.030448306328708e-09
2011,8.795135286732148e-09,1.4531093661673822e-08
2012,8.170206733382201e-09,1.4978711604385353e-08
2013,8.367375237128272e-09,7.2517249982695375e-09
2014,1.407539329534302e-08,8.445236510112863e-09
2015,1.4629397249166232e-08,7.979671146074452e-09
2016,1.2635174684305639e-08,6.214019965256057e-09
2017,7.2952728302766445e-09,8.553078245654433e-09
2018,1.0067719991013746e-08,9.551427204712581e-09
2019,6.632568272380013e-09,1.0969247732361964e-08
