year,pourraient_VERB écrire_VERB,pourraient_VERB décrire_VERB
1800,0.0,3.144164484325529e-09
1801,9.524730337773235e-09,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,9.751696339321825e-09
1804,9.887403784603066e-09,4.943701892301533e-09
1805,1.1371510844071508e-08,0.0
1806,0.0,5.187004603612877e-08
1807,8.540865792383556e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,1.0788894222457657e-08,0.0
1816,3.0128852301913867e-08,0.0
1817,0.0,0.0
1818,5.960588467246453e-09,0.0
1819,3.2088255608186955e-08,0.0
1820,2.3732962262101864e-09,0.0
1821,7.88919063410276e-09,9.86148829262845e-10
1822,1.2030739071633434e-08,0.0
1823,1.680056804787e-08,0.0
1824,2.105278085196005e-08,2.5263338088166165e-09
1825,5.283265824829186e-09,0.0
1826,9.688783109140786e-09,8.807984341885344e-10
1827,2.3043183361437514e-08,0.0
1828,1.8344602503717056e-09,0.0
1829,1.0287811491593857e-08,5.143905745796928e-09
1830,7.305785310052215e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,0.0,0.0
1833,9.266902800675325e-09,1.1583628500844156e-09
1834,5.600718555598405e-09,3.733812370398937e-09
1835,4.5378527602224494e-09,9.832014313815307e-09
1836,1.0753200108126748e-08,5.376600054063374e-09
1837,9.045257876039159e-09,4.174734336004349e-09
1838,1.1361890983607736e-08,4.418513555037862e-09
1839,0.0,2.7965900706306e-09
1840,3.1848443882154243e-09,1.2739377330817092e-09
1841,2.118781061710706e-08,3.2102742686390684e-09
1842,6.708265054555795e-09,6.037438549100216e-09
1843,1.063243981747064e-08,4.134837805480629e-09
1844,1.701453911095996e-08,1.097712254427563e-09
1845,2.4553003186156275e-08,2.2320911785556063e-09
1846,1.7563504428608212e-08,6.439951683034906e-09
1847,5.3932236454556914e-09,3.235934187273415e-09
1848,1.206783295515379e-08,1.287235473768078e-08
1849,1.1731181359664333e-08,7.54147322368226e-09
1850,8.146795238417326e-09,1.3577992064028876e-09
1851,7.739326512989919e-09,0.0
1852,1.3672145193766028e-08,6.510545436100301e-10
1853,6.569124799682413e-09,0.0
1854,1.2989160858012383e-08,0.0
1855,1.1144567935161831e-08,8.491099379170919e-09
1856,8.28350277259915e-09,1.5531567143511893e-09
1857,5.369659827891837e-09,2.9289055625270066e-09
1858,5.872411001917044e-09,7.34051397444091e-09
1859,4.582956236731661e-09,5.601390462572908e-09
1860,6.408057640072684e-09,4.577183909670879e-10
1861,1.3204698667834691e-08,9.431927239234028e-09
1862,2.1686334505943705e-08,2.710791813242963e-09
1863,1.3485475847119233e-08,1.4983863039219614e-09
1864,1.4863656971897399e-08,1.9178911792039344e-09
1865,8.943004559114343e-09,1.4120533631256649e-09
1866,1.4596838404656864e-08,2.432806400776144e-09
1867,8.249779526181555e-09,4.367530337390235e-09
1868,1.975949626142892e-09,3.457911734727759e-09
1869,1.7580669364747337e-08,9.767038289254515e-10
1870,2.408300403544672e-08,1.7202146374017957e-09
1871,7.434824311758348e-09,0.0
1872,9.675742873582749e-09,1.8142017887967654e-09
1873,1.6760813181804224e-08,0.0
1874,5.974609251779839e-09,1.1949218281515073e-09
1875,7.437985338754061e-09,1.2015206607429718e-08
1876,1.0278225381910033e-08,3.02300739996042e-09
1877,9.895705588292003e-09,6.184815992682502e-10
1878,1.1474268646338714e-08,6.039088673581716e-10
1879,9.163987790827832e-09,6.10932526790009e-10
1880,8.984985200299889e-09,3.2089231272180996e-09
1881,1.1853263259808955e-08,5.5780060570498335e-09
1882,2.6621540527571597e-09,0.0
1883,1.64302811356265e-08,0.0
1884,6.601696966868076e-09,6.601696966868076e-10
1885,6.445635580831777e-09,0.0
1886,1.1616235084943582e-08,1.2906927748801422e-09
1887,4.570247291724172e-09,3.9173548849191775e-09
1888,1.5851536971922542e-08,1.268122939990235e-09
1889,5.6386229019267375e-09,2.5060546970934183e-09
1890,1.8352281472289178e-08,5.243509182406569e-09
1891,1.6572972327821844e-08,1.2748440081367107e-09
1892,1.1283322720601063e-08,6.268512375839919e-10
1893,1.3548516086814288e-08,2.463366621796581e-09
1894,8.822155450616265e-09,6.301539290376468e-10
1895,1.023164486468886e-08,6.018614495673091e-10
1896,1.0614652268259306e-08,1.179405795248556e-09
1897,1.0488084178916779e-08,2.9133566670225264e-09
1898,2.8291774256672397e-08,3.960848538042683e-09
1899,1.9899282222013426e-08,5.527578395003729e-09
1900,1.038210584169974e-08,0.0
1901,1.2295225282343836e-08,1.1177477832191585e-09
1902,4.910283735171106e-09,3.928227076954727e-09
1903,7.560307935250421e-09,5.400220270956879e-10
1904,5.374625189347171e-09,5.374625189347171e-09
1905,4.1286072338664326e-09,5.160759042333041e-10
1906,4.629765903985117e-09,8.745113966313056e-09
1907,1.2342823652033985e-08,5.142843373384665e-10
1908,1.080505640516094e-08,4.911389073214423e-09
1909,6.60118004702781e-09,1.1001967115120692e-09
1910,2.1911017000775246e-08,1.068830135508847e-09
1911,1.5429085564733214e-08,0.0
1912,1.3544495303108306e-08,4.688478938419394e-09
1913,9.015082902408267e-09,1.590896969716482e-09
1914,1.0714789944188396e-08,0.0
1915,8.246533234057551e-09,0.0
1916,1.4283700444650549e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,1.2635013924011673e-08,2.2972752589112133e-09
1919,2.301962176431971e-08,9.207848372660976e-10
1920,1.2872794385998532e-08,6.815008557481406e-09
1921,7.572747762196741e-09,2.2718242842501013e-09
1922,6.640141769764796e-09,0.0
1923,9.554353752605493e-09,3.1847844361720945e-09
1924,1.0313299547703991e-08,0.0
1925,1.0998178368026856e-08,4.399271169575059e-09
1926,4.458455382660986e-09,0.0
1927,2.1183527820767267e-08,1.1149224654616319e-08
1928,4.570416489713125e-09,0.0
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,2.100720708497761e-09
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,1.3151444377967891e-08,0.0
1933,8.02946331646126e-09,0.0
1934,2.995395220750652e-08,2.3963160344919743e-09
1935,1.3165112555668657e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,2.5705489292704442e-08,1.2852744646352221e-08
1945,1.742803235060819e-08,2.178504043826024e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,4.7683483828109274e-09
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,1.0635361036293034e-08,2.1270722960764488e-09
1951,6.396841278899501e-09,5.330700769690111e-09
1952,1.2653764258629963e-08,3.1634410646574906e-09
1953,1.6160740301529586e-08,4.3095309543161875e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,1.1262729415761896e-08,4.6928039232341234e-09
1956,1.744228228517386e-08,9.593255967388359e-09
1957,2.6505113659425206e-09,0.0
1958,1.3235589513271862e-08,8.272243445794913e-10
1959,1.1626121398933265e-08,1.5501495642666896e-09
1960,4.844583401109048e-09,6.920833350854139e-10
1961,3.47407969059077e-09,4.86371165564492e-09
1962,9.512934440181198e-09,5.7077609305622445e-09
1963,7.759263453976928e-09,4.526237162849611e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,1.0396882466068291e-08,4.377634699181954e-09
1966,1.163205709531212e-08,4.985167390003653e-09
1967,8.874604162656397e-09,5.916402479044791e-09
1968,1.0779397818794223e-08,1.3474247273492779e-09
1969,7.2668124850849836e-09,2.7250546263957176e-09
1970,1.241655755990223e-08,3.6789800095249348e-09
1971,8.735275613958038e-09,4.1107179882260425e-09
1972,3.5911027485013847e-09,3.5911027485013847e-09
1973,6.064523994098181e-09,2.205281512956958e-09
1974,6.750686232237513e-09,1.012602890426706e-08
1975,1.1422960355389478e-08,5.140332159925265e-09
1976,5.142174241967723e-09,7.998937512354587e-09
1977,3.526069214387917e-09,4.11374712072643e-09
1978,7.128709622605811e-09,8.316828115084718e-09
1979,1.345953837272873e-08,4.096381456264453e-09
1980,1.193881615790815e-08,7.95921106799824e-09
1981,7.590659656386833e-09,1.2651099057237047e-09
