year,ouvrant_VERB en_ADP,ouvrant_VERB dans_ADP
1800,2.2009151834367913e-08,1.5720821977538435e-08
1801,2.1430643926123594e-08,4.7623650800687756e-08
1802,6.042168365638645e-08,2.4616241489638924e-08
1803,8.386458461018265e-08,2.3404070459420723e-08
1804,2.4718509905596875e-08,6.179627298763535e-08
1805,7.960057502032214e-08,1.1371510844071508e-08
1806,7.204172902675055e-08,4.3225036883143275e-08
1807,6.263301344233696e-08,5.124519120158766e-08
1808,5.4385775882792586e-08,4.5321479902327155e-09
1809,5.421673421324158e-08,2.484933525614963e-08
1810,1.8721014072298203e-08,3.7442028144596406e-08
1811,1.0028307428910921e-07,4.011322829455821e-08
1812,5.867858021701977e-08,2.9339290996688305e-08
1813,4.601186631703058e-08,5.463909147351842e-08
1814,1.8880061958270744e-08,2.5173417128598885e-08
1815,9.170560133497929e-08,7.552226199969425e-08
1816,1.1588019610542233e-07,5.0987285504788815e-08
1817,1.2454987263765815e-08,2.1796228155679387e-08
1818,7.033494853203592e-08,5.602953234706831e-08
1819,5.693077653745604e-08,3.415846627774499e-08
1820,3.797273873118456e-08,2.966620371580575e-08
1821,3.4515210245444905e-08,1.972297702934611e-08
1822,5.81485721795616e-08,3.5089655625597516e-08
1823,8.49911057088093e-08,3.4589404229734555e-08
1824,6.905312588401102e-08,2.4421227706739046e-08
1825,5.8115923406987235e-08,1.4969252504215547e-08
1826,7.04638769555288e-08,2.554315514657901e-08
1827,6.083400450052068e-08,1.2904182167261524e-08
1828,3.0268594741755805e-08,1.6510142586412258e-08
1829,7.715858174606183e-08,3.1720752247110795e-08
1830,5.427154770032416e-08,1.2524202563923836e-08
1831,8.886987301615079e-08,3.585977381703742e-08
1832,6.900284255095812e-08,3.6530917402188834e-08
1833,4.054269808762001e-08,4.054270164033369e-08
1834,4.387229601832132e-08,4.200538961107725e-08
1835,4.0840674842002045e-08,3.857174846189082e-08
1836,7.661655132551459e-08,3.225960154562557e-08
1837,6.262101670539977e-08,3.339787646439163e-08
1838,3.787297120361188e-08,4.292270050498814e-08
1839,3.146163773948274e-08,3.076248944466897e-08
1840,4.649872664685972e-08,2.93005673057678e-08
1841,3.017657856929645e-08,3.017657945747487e-08
1842,3.4882979615957765e-08,3.6224629962333665e-08
1843,4.1939067330076796e-08,5.1390127708828004e-08
1844,4.8848196598783034e-08,3.732221598440333e-08
1845,4.240973244806767e-08,3.6271482706240477e-08
1846,3.6297908678761814e-08,3.2785209214125643e-08
1847,6.579732936273786e-08,3.937053350000497e-08
1848,6.757986570349317e-08,4.022610866627474e-08
1849,1.0809445205595125e-07,6.954914510970411e-08
1850,5.499086874749537e-08,4.073397708026505e-08
1851,6.44943867200709e-08,3.8696633453128015e-08
1852,4.8829090104618444e-08,6.250123463225066e-08
1853,3.642878332321686e-08,6.330247925845356e-08
1854,4.364358102693089e-08,5.403490943578504e-08
1855,6.474463276617826e-08,5.466145225341279e-08
1856,8.594133915629243e-08,8.128186779199353e-08
1857,4.735063896532665e-08,4.29572788451793e-08
1858,3.229826267547864e-08,5.4809170535463636e-08
1859,5.041251616155762e-08,7.383651712267181e-08
1860,6.179198441813583e-08,9.200139317044886e-08
1861,4.0557289082698844e-08,4.385846202881183e-08
1862,3.7951086273579904e-08,4.653525920161883e-08
1863,6.692791798545983e-08,8.241124138663736e-08
1864,8.438721010861627e-08,6.95235541359196e-08
1865,3.859612363044107e-08,5.6952816462896294e-08
1866,7.833636611609407e-08,5.498142741089396e-08
1867,4.804283548764943e-08,7.279217584255093e-08
1868,4.9892727060907305e-08,6.02664633753136e-08
1869,5.078859777185585e-08,6.39741019048401e-08
1870,4.759260363584872e-08,5.390006041494644e-08
1871,8.496942016655851e-08,4.779529860776677e-08
1872,4.354084193192165e-08,5.019291648977742e-08
1873,5.267683800269651e-08,4.908523720814628e-08
1874,3.286035016314415e-08,6.691562504101967e-08
1875,6.408110309052972e-08,4.97772869589852e-08
1876,5.078652587364729e-08,5.1995726835230016e-08
1877,4.143826615177204e-08,6.308512146002698e-08
1878,4.408534692856847e-08,5.435179772916854e-08
1879,6.231511662235789e-08,4.7652736423486886e-08
1880,5.519347823224052e-08,4.235778416905589e-08
1881,2.7890030063204563e-08,5.9266312746331096e-08
1882,6.189507928411331e-08,4.725323421439498e-08
1883,3.2228627433461554e-08,3.981183588352977e-08
1884,4.093052119458207e-08,6.13957817918731e-08
1885,4.511945134177964e-08,4.7053141827291256e-08
1886,5.420909632292137e-08,5.9371866922841576e-08
1887,2.285123695822122e-08,4.374379575233789e-08
1888,3.6775563927449184e-08,5.2627100455282516e-08
1889,4.322944491264025e-08,5.9518799999658256e-08
1890,4.915789730830511e-08,6.357755061303649e-08
1891,4.461953917456185e-08,5.226860488871665e-08
1892,7.835640336573135e-08,7.334159213279179e-08
1893,3.571881634911733e-08,7.698020715318776e-08
1894,4.0960006941759275e-08,5.293292915098391e-08
1895,3.009307270041006e-08,3.671354775747204e-08
1896,5.838058614315855e-08,5.4842371532970446e-08
1897,5.535377978205247e-08,4.77790516040244e-08
1898,5.941272740450643e-08,6.620275172508627e-08
1899,6.522542150833033e-08,5.9145087050183065e-08
1900,4.775768813747305e-08,4.620037441505076e-08
1901,7.32124831870351e-08,5.02986489125945e-08
1902,7.610940289115575e-08,6.579780631454923e-08
1903,3.564145267809238e-08,4.1041675613584516e-08
1904,3.493506284257819e-08,6.127072538220091e-08
1905,4.69629064525634e-08,5.418797144329801e-08
1906,4.629766053865225e-08,6.275904862462767e-08
1907,5.297128780057392e-08,4.4742737514980035e-08
1908,3.3397444809679655e-08,4.4202501214840595e-08
1909,3.850688656825696e-08,4.290767180448185e-08
1910,6.46642256407759e-08,5.8785658341165004e-08
1911,3.883873267440663e-08,4.8947441655400326e-08
1912,5.7303631617600104e-08,4.115442919783163e-08
1913,3.499973250109534e-08,5.886318521497458e-08
1914,4.018046340092951e-08,5.692232313281309e-08
1915,2.9451904914878924e-08,4.712304835230441e-08
1916,4.8344833913915863e-08,3.735737097443348e-08
1917,3.728584163642523e-08,6.579854316957068e-08
1918,5.972915584351313e-08,5.398596769623509e-08
1919,4.972238287770381e-08,6.261336654711513e-08
1920,3.7861157764496056e-08,5.4520068459851245e-08
1921,3.1048266180278006e-08,5.5281056177136634e-08
1922,3.98408518398341e-08,7.377935329344609e-08
1923,3.6094224942218034e-08,5.095655009057509e-08
1924,3.867487308184536e-08,4.512068585427187e-08
1925,2.6395627683584166e-08,5.499088895355442e-08
1926,3.120918601329237e-08,4.0126099776216506e-08
1927,3.9022285847067906e-08,4.2367055641534535e-08
1928,3.1992914983902665e-08,3.427812345080383e-08
1929,3.420104701667981e-07,4.6789706553695964e-08
1930,2.520864939015155e-08,6.407198327451624e-08
1931,2.8513390759599133e-08,5.47457119637329e-08
1932,3.1782654730250215e-08,6.356530946050043e-08
1933,3.211785326584504e-08,4.4735583903943166e-08
1934,6.230421512043449e-08,4.073737258636356e-08
1935,3.8298510141032693e-08,5.984141981940638e-08
1936,3.758661648589623e-08,5.577368611398015e-08
1937,2.895957251780601e-08,4.5328025777280345e-08
1938,2.8523471029551217e-08,5.0564334941327616e-08
1939,3.364691281149135e-08,5.964679417047591e-08
1940,2.7893612752905028e-08,5.0715658783673234e-08
1941,2.302171964174704e-07,7.378756849973911e-08
1942,4.247896612241675e-08,4.5513175450651033e-08
1943,3.774205836748479e-08,8.129058670647282e-08
1944,3.855823393905666e-08,3.534504600111177e-08
1945,2.3963544037997053e-08,2.178504088234945e-08
1946,3.480275978517966e-08,5.0115975369635635e-08
1947,2.9802177392568296e-08,4.2915136333476767e-08
1948,3.805160786463091e-08,9.241104947932399e-08
1949,4.319483515313749e-08,4.712163814701853e-08
1950,4.679559140186029e-08,4.679559073572648e-08
1951,2.9851925376078725e-08,4.904244832459881e-08
1952,1.6977134664752924e-07,3.796129277588989e-08
1953,7.97263197682696e-08,3.770839640537815e-08
1954,3.811289217559022e-08,4.9839933069506515e-08
1955,7.977766358635563e-08,5.0682281482750113e-08
1956,3.226822342661251e-08,4.883839466174322e-08
1957,2.4738105619537265e-08,3.180613461495341e-08
1958,5.376958256420039e-08,4.4670112941957996e-08
1959,3.952881399982289e-08,3.952881399982289e-08
1960,4.08329181578182e-08,3.6680417148104993e-08
1961,3.404598203360365e-08,6.80919615692055e-08
1962,2.156265105357491e-08,4.94672605100277e-08
1963,5.3021638413142114e-08,5.8194477570161496e-08
1964,3.589541464066315e-08,4.4412967525886415e-08
1965,4.487075599968193e-08,4.049311996823235e-08
1966,3.655789337919657e-08,3.711180085463894e-08
1967,3.7963584276212714e-08,2.9582013283402375e-08
1968,4.446501833399452e-08,2.7846778549722728e-08
1969,3.406318238585726e-08,5.223021345979184e-08
1970,2.851209490728479e-08,3.4490437894607595e-08
1971,3.699646144994517e-08,6.628533100183631e-08
1972,3.642404422521395e-08,5.078845211059502e-08
1973,5.292675697710081e-08,3.638714496378981e-08
1974,3.8816444336564615e-08,4.1066672951117766e-08
1975,3.655347269315712e-08,3.484002730758107e-08
1976,5.1421741309454205e-08,4.3994155762838716e-08
1977,4.113747459344452e-08,5.230335808903419e-08
1978,4.0990079108738087e-08,3.742572474152439e-08
1979,3.6282234106010947e-08,2.8674669416695053e-08
1980,4.320714369621115e-08,3.069981446834902e-08
1981,5.186950580160499e-08,3.352541355639005e-08
1982,3.910726309452883e-08,5.959202309391287e-08
1983,4.925946583966834e-08,4.2312617409834274e-08
1984,4.871167202935567e-08,4.8131769070369756e-08
1985,4.872602166194895e-08,5.173379946654677e-08
1986,4.495864219800083e-08,4.076250009754645e-08
1987,5.560843163721074e-08,4.949761561734434e-08
1988,4.497415395654514e-08,3.298104522819756e-08
1989,5.103953781837589e-08,3.5672793829988336e-08
1990,6.320435297357818e-08,3.487136585045292e-08
1991,6.799299612225695e-08,3.927181629892473e-08
1992,5.3997454119159016e-08,4.0773585396891576e-08
1993,4.7083263510216966e-08,4.652934332272096e-08
1994,5.802419145162219e-08,3.9034457444131476e-08
1995,5.4224507994860005e-08,5.9104714900115596e-08
1996,5.978663430994402e-08,5.871901587184425e-08
1997,4.890792482115103e-08,4.842843415175935e-08
1998,6.675380925802443e-08,4.863491942508347e-08
1999,5.89555966268307e-08,5.6213473653699e-08
2000,5.213277343152356e-08,5.4341788291445425e-08
2001,6.133696484056372e-08,4.5564602035863544e-08
2002,6.440395639017993e-08,4.7317190610129956e-08
2003,4.291930688626877e-08,3.458545966283921e-08
2004,4.933366359871627e-08,3.6559768018529226e-08
2005,5.719761975164772e-08,4.143449616744732e-08
2006,5.682688231090083e-08,3.335490772471417e-08
2007,5.672160696690298e-08,5.112933793016694e-08
2008,7.450519268203948e-08,3.6188238350387536e-08
2009,5.435739369730186e-08,3.5761444250326235e-08
2010,4.95998282445953e-08,2.5508483325609177e-08
2011,6.347793746197539e-08,2.8297391957421425e-08
2012,6.229782334443712e-08,2.927657405393802e-08
2013,5.8013802428646954e-08,3.62586255464592e-08
2014,5.716775186570544e-08,2.5552253479776965e-08
2015,6.051250700522814e-08,3.1253712284851076e-08
2016,5.28191703708103e-08,3.148436955591194e-08
2017,6.917931116845466e-08,2.4149869659595424e-08
2018,6.685999087707728e-08,2.71054010347882e-08
2019,6.071350888703364e-08,3.0866953160124666e-08
