year,menant_VERB en_ADP,menant_VERB dans_ADP
1904,3.8159837068008073e-08,4.299700062659895e-08
1905,2.0643035725242953e-08,3.973784434840866e-08
1906,3.0865106914745866e-08,3.0865106026567446e-08
1907,3.445705232252294e-08,3.857132657714146e-08
1908,2.1118972570732808e-08,2.504808449543816e-08
1909,2.2003934674330594e-08,3.4656196579163634e-08
1910,2.9927243794247715e-08,4.489086602443848e-08
1911,2.3409645777405785e-08,2.7133907565257687e-08
1912,3.125652803248613e-08,2.9693699943322827e-08
1913,4.083302229673791e-08,2.8105845761849935e-08
1914,3.683209115479258e-08,3.549274296688054e-08
1915,2.4739600590351074e-08,1.767114277129167e-08
1916,3.955486249651585e-08,1.7579939504130948e-08
1917,3.947912929902486e-08,4.7155623406069935e-08
1918,4.2499593178035866e-08,2.1824114071478107e-08
1919,4.051453217357448e-08,2.025726608678724e-08
1920,3.63467123065675e-08,3.331781961435354e-08
1921,2.8019165654313838e-08,4.316465895826127e-08
1922,2.7298360627536766e-08,4.721878860136641e-08
1923,4.458698299458774e-08,3.1847844805810155e-08
1924,2.1915761649893284e-08,2.7072411756812187e-08
1925,3.51941706888681e-08,2.639562701745035e-08
1926,4.346994142423455e-08,3.343841381564516e-08
1927,3.0102906833917586e-08,3.3447674407938166e-08
1928,3.427812345080383e-08,2.170947865920425e-08
1929,3.230717737778832e-08,3.7877380121287274e-08
1930,3.991369368350206e-08,1.8906487042613662e-08
1931,2.3951248095954725e-08,2.9653927313688655e-08
1932,3.7262424257278326e-08,2.739884241709234e-08
1933,4.932384811695556e-08,2.6382522833046096e-08
1934,4.7926320689839486e-08,3.474658250013363e-08
1935,2.752705441366743e-08,2.393656917121234e-08
1936,1.9399543305098632e-08,4.001155629040909e-08
1937,2.6441348666139675e-08,2.0145788814929233e-08
1938,3.889564348380503e-08,3.111651514231539e-08
1939,2.7529289958749814e-08,1.988226561167039e-08
1940,3.0429394115571995e-08,1.0143131667916805e-08
1941,4.132103770260187e-08,2.066051862925633e-08
1942,2.4273694165799498e-08,1.5171058853624686e-08
1943,3.774205836748479e-08,1.7419411690866582e-08
1944,5.462416474699694e-08,3.213186161588055e-08
1945,6.535512397931598e-08,2.3963545370264683e-08
1946,5.4292307538617024e-08,4.872386583087973e-08
1947,3.5762614203349585e-08,3.4570524887200804e-08
1948,5.3272248834446145e-08,4.1313175103141475e-08
1949,2.3560819073509265e-08,3.6322930441201606e-08
1950,3.722376362702562e-08,2.446133184896837e-08
1951,3.4116485636559446e-08,2.4521224162299404e-08
1952,3.1634410091463394e-08,2.003512733494972e-08
1953,4.632745742583211e-08,2.370242058180594e-08
1954,5.374894840315392e-08,3.8112890621277984e-08
1955,5.5375085850073447e-08,2.7218262754757916e-08
1956,3.662879421995058e-08,4.3605709043603724e-08
1957,4.7709204420431917e-08,2.3854601516326568e-08
1958,3.8052320405768114e-08,2.3989505493204888e-08
1959,3.1002990952266885e-08,2.6352543258667538e-08
1960,4.6369581951921646e-08,3.8064584872987695e-08
1961,4.029932254567825e-08,2.431855783413539e-08
1962,4.122271662909682e-08,2.663621678777872e-08
1963,2.5217608334848762e-08,3.0390449712314194e-08
1964,3.102823770140262e-08,3.224503286602953e-08
1965,4.104032547136427e-08,3.1190646510026454e-08
1966,3.877352228176534e-08,3.0464910594218964e-08
1967,2.662381248796919e-08,2.810291238608542e-08
1968,3.997360198404465e-08,3.188905306483747e-08
1969,4.496340366699769e-08,2.2254612375149918e-08
1970,3.081145794059381e-08,2.7592349405303196e-08
1971,3.956565919338573e-08,3.1858065074885644e-08
1972,4.668433528642879e-08,2.6163748834129308e-08
1973,3.693846450936178e-08,1.653961195779985e-08
1974,4.331690039993674e-08,2.4752515148662724e-08
1975,3.655347313724633e-08,3.198428899509054e-08
1976,2.6282224285800737e-08,3.828063016575456e-08
1977,4.466354291965402e-08,2.9383909361246907e-08
1978,5.227720523137691e-08,2.198018833610149e-08
1979,5.910493006133777e-08,1.9896709724243067e-08
1980,4.946081066936614e-08,2.558317835354984e-08
1981,5.2502060976511444e-08,3.352541277923393e-08
1982,4.221101423951268e-08,2.1726258569998436e-08
1983,3.2208111178100296e-08,1.89459470334441e-08
1984,4.29126627565779e-08,2.493573730832921e-08
1985,4.3913574110376885e-08,2.1656008208914557e-08
1986,4.076250009754645e-08,2.4577389956537132e-08
1987,3.727598285596656e-08,2.3221103262471843e-08
1988,4.5573809392962517e-08,1.7390005657702545e-08
1989,4.500260297746195e-08,1.9757239066997556e-08
1990,5.9390296680561505e-08,2.50637938181697e-08
1991,6.740685276618308e-08,2.6962739596569918e-08
1992,5.6201430842506284e-08,1.818281503140895e-08
1993,4.6529343933343625e-08,1.938722604677423e-08
1994,6.013416242733882e-08,4.3781891445604515e-08
1995,5.04287933078551e-08,3.7957156528989344e-08
1996,5.2847112463894064e-08,3.0427125041754266e-08
1997,6.664903540176681e-08,3.6920687396246876e-08
1998,5.483348464174753e-08,3.766822032069683e-08
1999,5.347135517697055e-08,3.3362468343511864e-08
2000,6.008522812628314e-08,3.2251630255331065e-08
2001,7.272811597403006e-08,3.1982845705158525e-08
2002,5.8270244962521645e-08,4.205972725657148e-08
2003,6.000369179304244e-08,3.708561280291178e-08
2004,7.179809707880125e-08,2.510731023086521e-08
2005,7.115924560707754e-08,4.053374658141706e-08
2006,6.753339326648344e-08,3.459027464458586e-08
2007,6.071608860125366e-08,4.5936514703193154e-08
2008,7.620816755427029e-08,3.4485261757311036e-08
2009,6.341696279221765e-08,4.815874277142029e-08
2010,7.841496307836593e-08,6.47159654754148e-08
2011,6.347793132799318e-08,5.200601804755678e-08
2012,6.161697352347062e-08,7.251058489754492e-08
2013,6.024510079694068e-08,7.530637846642207e-08
2014,6.214827541484169e-08,7.059351406213388e-08
2015,5.87392479101112e-08,7.469859114594968e-08
2016,5.3854840587064245e-08,7.643244659405468e-08
2017,5.2324716393048476e-08,6.540589225778604e-08
2018,6.169705568659367e-08,8.415581292942065e-08
2019,7.193785345194215e-08,6.734607760350286e-08
