year,allant_VERB en_ADP,allant_VERB dans_ADP
1966,5.190113050446143e-07,4.569736797854773e-07
1967,4.89582309359804e-07,4.397859396654269e-07
1968,4.702512494958455e-07,5.021403035598837e-07
1969,5.336565482849664e-07,5.295689735618225e-07
1970,4.78727272046342e-07,5.969145249196117e-07
1971,4.465267344766488e-07,6.710747300076036e-07
1972,4.463227778472856e-07,6.345991430123377e-07
1973,4.620064797400403e-07,6.411855810739553e-07
1974,4.5229596867812916e-07,7.723909831724995e-07
1975,4.552049608363973e-07,7.259291052719163e-07
1976,4.1880153123230457e-07,8.278900214264695e-07
1977,4.0432258341382976e-07,9.073751279231601e-07
1978,4.2178199866071964e-07,8.132669773175394e-07
1979,4.3246082581660517e-07,8.005499587682152e-07
1980,4.155845023667837e-07,9.107611198544419e-07
1981,3.5929120478783716e-07,9.703393164528507e-07
1982,3.848651504156919e-07,1.0434811148485323e-06
1983,3.707090590054918e-07,1.0672884478424294e-06
1984,3.9201297763469256e-07,9.75393243507483e-07
1985,3.99433045750186e-07,1.1200969076696765e-06
1986,3.8424651416235633e-07,1.0586260916767287e-06
1987,3.727598363312268e-07,1.070004037373451e-06
1988,3.3880527849916575e-07,1.0410017488027279e-06
1989,3.2160396346014863e-07,1.1574449239049045e-06
1990,3.4326500553127914e-07,1.0962686101123609e-06
1991,3.522740484318554e-07,1.096680190215693e-06
1992,3.454734880392607e-07,1.1967598645412636e-06
1993,4.1045526322225356e-07,1.1754198041558084e-06
1994,3.782122344198058e-07,1.1947708706827598e-06
1995,3.904164493917506e-07,1.2460791722901376e-06
1996,3.7099740790580427e-07,1.251782620670383e-06
1997,4.104429709439472e-07,1.2874291641651325e-06
1998,3.967083568312546e-07,1.2945470899694556e-06
1999,3.89381137555489e-07,1.2398955284709245e-06
2000,3.5741875192840666e-07,1.3382217538548957e-06
2001,3.9912840410494255e-07,1.4002353232456244e-06
2002,3.575076883421957e-07,1.3682554644844913e-06
2003,3.6627252164578294e-07,1.570513255444439e-06
2004,3.387284470690588e-07,1.296770509640055e-06
2005,3.3688046752189393e-07,1.480382515239853e-06
2006,3.7019830934070797e-07,1.360962670560184e-06
2007,3.267484069979787e-07,1.3161810272777075e-06
2008,3.312288190393531e-07,1.260202200370486e-06
2009,3.2185298270981377e-07,1.2783524425685755e-06
2010,3.136598702990767e-07,1.2395233213169377e-06
2011,2.8067953627974873e-07,1.1097166989770813e-06
2012,2.6961681776072055e-07,9.759992707358833e-07
2013,2.853274831959851e-07,1.0397858289934447e-06
2014,3.0272922879603925e-07,8.778714928325826e-07
2015,2.8239171823152276e-07,8.529382213851022e-07
2016,3.2126483562322505e-07,8.22736271999247e-07
2017,2.6388762153217726e-07,9.005888763624625e-07
2018,2.565978023394422e-07,9.355235057739719e-07
2019,3.1071030148766e-07,8.193772504938579e-07
