year,allant_VERB en_ADP,allant_VERB dans_ADP
1800,5.376521130529e-07,5.848145860909426e-07
1801,9.500918285443305e-07,2.4288061695187935e-07
1802,1.036120011121966e-06,1.0741632650024258e-07
1803,8.308444989779673e-07,2.2038832980797451e-07
1804,6.303219641790037e-07,1.557266102736321e-07
1805,9.580497835059987e-07,1.9900144065942982e-07
1806,8.702640785784865e-07,1.988351669979238e-07
1807,5.551562765049312e-07,1.5658253005312872e-07
1808,8.044562918030351e-07,1.8581806360273845e-07
1809,5.850888795677633e-07,2.1234886560250743e-07
1810,5.733310692868088e-07,1.9657065308820165e-07
1811,7.270522726088302e-07,2.532147482803282e-07
1812,7.681559992533948e-07,1.4936365744233626e-07
1813,6.527933464894886e-07,1.121539270343419e-07
1814,5.789885779705628e-07,9.125363931161701e-08
1815,5.097752477922768e-07,1.1867783911156948e-07
1816,6.883283525382922e-07,1.4137384241053041e-07
1817,6.523299479477274e-07,1.4634610256969438e-07
1818,7.15270630280429e-07,1.7166495069886878e-07
1819,6.583267602167098e-07,1.7182742340082768e-07
1820,6.502831730870184e-07,1.8867704820735298e-07
1821,7.24819415154343e-07,2.0511895115760126e-07
1822,9.20351524769103e-07,2.0552512580707116e-07
1823,1.022858093335799e-06,1.7492355652848346e-07
1824,9.852702387291856e-07,1.2800092008546926e-07
1825,1.1746461039408018e-06,1.5585634116632718e-07
1826,7.398706913797071e-07,1.6382850276386307e-07
1827,8.009810356091052e-07,2.037017310385636e-07
1828,6.402266308214166e-07,1.1832268853595451e-07
1829,9.721982117127936e-07,1.6803424784939125e-07
1830,7.660637693085448e-07,2.1812987127667327e-07
1831,9.089673094209161e-07,1.4655734048574232e-07
1832,8.117981451505329e-07,1.7588959622116818e-07
1833,7.71469638394251e-07,2.3746438471139442e-07
1834,8.783793719047139e-07,1.0828055962974759e-07
1835,1.0331177691114135e-06,1.837830367890092e-07
1836,1.0988425978020189e-06,1.0551577389605882e-07
1837,8.989595130515227e-07,1.426367646217841e-07
1838,1.0654929463171925e-06,1.6979716122023092e-07
1839,1.3451597853375574e-06,1.6919369194567935e-07
1840,7.841086793192176e-07,1.9236459669613737e-07
1841,8.07062976893036e-07,1.9839494314055628e-07
1842,8.828076580869038e-07,2.0191878347119996e-07
1843,7.572660081223148e-07,1.3467756604379488e-07
1844,5.93313482011304e-07,1.6301027466747442e-07
1845,6.657212208160956e-07,1.8637960996770175e-07
1846,6.984420153344217e-07,1.9905304071698993e-07
1847,7.065122797911272e-07,1.930774038427785e-07
1848,6.97520733616841e-07,1.0056527344204369e-07
1849,6.184008105591943e-07,1.5753300730558806e-07
1850,7.264225647674039e-07,1.7447719802277106e-07
1851,6.771910519010049e-07,1.5220676008453893e-07
1852,8.470219892142694e-07,2.3633280465951145e-07
1853,7.321588215702945e-07,1.6183935547253725e-07
1854,7.383038949093645e-07,2.3432447382454313e-07
1855,8.326584506335166e-07,1.8362002052185744e-07
1856,7.144520912660823e-07,1.9983949939295087e-07
1857,9.616572782533694e-07,1.7915137684454407e-07
1858,8.81351040149525e-07,1.7519360540063644e-07
1859,6.813327679822123e-07,1.690601574289019e-07
1860,7.680514538810357e-07,1.77594736028297e-07
1861,8.493450454061247e-07,1.5798478614215128e-07
1862,8.394418751223043e-07,1.874964327130968e-07
1863,6.832641054055344e-07,2.3524664527485584e-07
1864,8.620920857183023e-07,1.8315860472739587e-07
1865,7.615674046945742e-07,2.1792688786881342e-07
1866,9.142486590008048e-07,1.5278025122800187e-07
1867,8.720502115977524e-07,1.9071549495208728e-07
1868,8.620080071963798e-07,2.0648673837442288e-07
1869,7.564571298246392e-07,2.0803791944690175e-07
1870,8.968052114255443e-07,2.1388001902877818e-07
1871,8.008367871070732e-07,2.9526872147300764e-07
1872,8.00063015837793e-07,2.0258586919119637e-07
1873,9.36809717799747e-07,2.1010876255500577e-07
1874,8.370427462267571e-07,2.3480213789950355e-07
1875,6.917326187405592e-07,1.6649643441724038e-07
1876,8.416052850179767e-07,1.916586718220259e-07
1877,9.073124882519323e-07,1.8925537403902126e-07
1878,7.989714063683095e-07,2.0049774329677916e-07
1879,8.15594947134457e-07,2.5720258789441175e-07
1880,7.573058493637319e-07,2.2334104921029052e-07
1881,9.238572711289805e-07,2.858728103682928e-07
1882,9.137843761664044e-07,2.5556679528193627e-07
1883,8.998738714183219e-07,2.401348861980068e-07
1884,7.94844329021771e-07,2.8123228368315267e-07
1885,9.14635709503564e-07,2.8425254727793003e-07
1886,8.950954202280315e-07,2.458769817748063e-07
1887,8.787932554987776e-07,2.44181770803209e-07
1888,9.409472374599659e-07,2.1558090490536586e-07
1889,1.0732179420713805e-06,2.3243657609750557e-07
1890,1.0880282039771316e-06,2.4710037094255455e-07
1891,1.029436528909855e-06,1.9250144500659871e-07
1892,8.236825301821682e-07,2.3068126231429176e-07
1893,8.664891880671988e-07,2.019960590460279e-07
1894,7.561847121806409e-07,2.2685540956857153e-07
1895,8.064943530783353e-07,2.0884591744874115e-07
1896,8.56838290097528e-07,2.3765026790911747e-07
1897,9.136286971411778e-07,2.890050048165449e-07
1898,9.30233543749992e-07,2.3821673944546262e-07
1899,8.904928847641713e-07,2.7858995110818796e-07
1900,8.809217417748982e-07,2.3671202220576504e-07
1901,8.841384979696443e-07,2.5316987262158364e-07
1902,1.413179724352176e-06,3.72199523479555e-07
1903,7.884321748807821e-07,2.3544960026100625e-07
1904,8.379040936645765e-07,2.719560452391079e-07
1905,7.230223308951622e-07,2.100428876383731e-07
1906,7.351039945646676e-07,2.1965668284273931e-07
1907,8.2388352851126e-07,2.3554222455812734e-07
1908,8.373918181092677e-07,2.5686564653071287e-07
1909,7.349313908555644e-07,2.816503443803242e-07
1910,8.395660682225525e-07,2.581224807229887e-07
1911,7.863512909711545e-07,2.8038371713279275e-07
1912,8.100650266129605e-07,2.521359767082565e-07
1913,8.214330882161391e-07,2.8370994403781324e-07
1914,7.85528036395533e-07,2.5045822238389803e-07
1915,9.08296767576644e-07,2.7331366281302394e-07
1916,7.856035111331039e-07,2.2853920711440878e-07
1917,7.753261970222525e-07,2.6867741098612896e-07
1918,8.201272727603737e-07,2.0445749271402747e-07
1919,8.894781413637531e-07,2.053350197095405e-07
1920,7.549514773330657e-07,2.1353693346881641e-07
1921,6.921491351175035e-07,2.4611430365917286e-07
1922,7.245132684907674e-07,2.1764910229649104e-07
1923,6.55003992378056e-07,2.1231896596418665e-07
1924,6.987260290358677e-07,2.114226447247347e-07
1925,6.840866602075835e-07,2.122648394831117e-07
1926,6.932897917977243e-07,1.3709750068535698e-07
1927,6.578042643923254e-07,2.2075464967130642e-07
1928,6.250044639610763e-07,1.8624447217785445e-07
1929,6.75108644543343e-07,2.1612388367842073e-07
1930,6.848349738408643e-07,2.0061882288757715e-07
1931,7.402076747098363e-07,2.1898284874311003e-07
1932,6.46612666521662e-07,1.786404482118087e-07
1933,6.308864279880311e-07,2.3514857616646623e-07
1934,5.858992846441424e-07,2.264518581540642e-07
1935,6.35515871927339e-07,1.7952426389911125e-07
1936,5.807738188146061e-07,1.8429566051025859e-07
1937,6.648110182361222e-07,2.115307893291174e-07
1938,6.39185095074879e-07,2.5800776748408083e-07
1939,5.719974929263572e-07,2.171755202340364e-07
1940,6.187310057637063e-07,2.2314890202324023e-07
1941,7.791966822878749e-07,2.272657031454628e-07
1942,7.61587126474339e-07,2.306000936869168e-07
1943,7.896800031659268e-07,2.2354910855781895e-07
1944,7.293932604568454e-07,1.638724977937045e-07
1945,5.337335151622824e-07,2.570634762832924e-07
1946,5.276098322681833e-07,2.1716923370718177e-07
1947,5.662413689044854e-07,1.9311811194633322e-07
1948,5.164146887892684e-07,2.0004273748597257e-07
1949,5.90002218192609e-07,3.671561241702648e-07
1950,5.317680864536101e-07,2.0632601693826302e-07
1951,6.002369357105408e-07,2.2708785096803297e-07
1952,5.578201143219275e-07,2.246043186993063e-07
1953,5.516199479416173e-07,2.725778389667255e-07
1954,6.049200003133137e-07,3.2444820385890694e-07
1955,9.235438378496497e-07,2.8813816310702123e-07
1956,5.450713711496746e-07,3.4012452188036946e-07
1957,4.4528589970838084e-07,2.553325986198729e-07
1958,5.070885107372192e-07,3.1517248411105925e-07
1959,7.076433030661633e-07,2.9685364921760993e-07
1960,5.066049786339732e-07,3.3566040702481814e-07
1961,6.128276663908139e-07,3.9951914621028095e-07
1962,5.409688625945819e-07,3.557837633394456e-07
1963,5.366824442631923e-07,4.823675459064702e-07
1964,5.457319778301439e-07,4.928014361027522e-07
1965,4.85370254210693e-07,4.4159388856712667e-07
