year,tout_DET essai_NOUN,tout_DET décès_NOUN
1887,2.1610739819877267e-07,2.4809913679035844e-08
1888,1.7500097015954452e-07,6.34061492199578e-09
1889,2.2554491874160476e-07,5.638623068460191e-09
1890,2.353024726176045e-07,1.3108772956016423e-08
1891,2.4349520089117505e-07,2.1034925579144215e-08
1892,2.3694977002719497e-07,1.6924983192723175e-08
1893,2.697386527472645e-07,1.0469308309168923e-08
1894,2.7159634718998404e-07,3.276800430995763e-08
1895,3.183847141485785e-07,3.25005187207239e-08
1896,2.5180313301120805e-07,2.1819007822720948e-08
1897,2.633674522911633e-07,2.2141510847006884e-08
1898,3.4233045909104476e-07,1.640922964174507e-08
1899,2.9683096869348446e-07,1.2713430308508578e-08
1900,2.28406342728249e-07,1.297763252416928e-08
1901,3.0626289415636165e-07,2.9620317087974968e-08
1902,2.906888134646124e-07,1.6694965410124496e-08
1903,2.7865137042226706e-07,1.29605282062073e-08
1904,2.8861737710883517e-07,1.8811188162715098e-08
1905,2.9674363410947535e-07,2.8900251081154238e-08
1906,3.333431521923558e-07,8.333578938035657e-08
1907,3.245134134743921e-07,3.651418900574299e-08
1908,3.4183268127208066e-07,2.357466755142923e-08
1909,3.1905705810686413e-07,3.245580204591647e-08
1910,3.13701650433984e-07,2.7255169232631715e-08
1911,4.032843463619429e-07,3.1922244403403965e-08
1912,4.157118134173743e-07,5.5219865569000604e-08
1913,3.738607645686898e-07,8.166604148485135e-08
1914,3.288101080300976e-07,2.8126323936561448e-08
1915,3.0983402865558674e-07,3.887651400802383e-08
1916,3.66981240063069e-07,3.515987700986045e-08
1917,4.1124090799371515e-07,6.689519160829605e-08
1918,4.2844182956969235e-07,1.72295644418341e-08
1919,4.2632337482473304e-07,2.2098836538475553e-08
1920,4.3616054767880996e-07,2.6502810612782923e-08
1921,4.0665652534244145e-07,1.81745938299116e-08
1922,4.6185877167204126e-07,3.024953443286904e-08
1923,3.938516854873342e-07,2.441668067731939e-08
1924,3.9577286869985073e-07,2.4494086314774677e-08
1925,3.7833731170167084e-07,5.169143735272996e-08
1926,3.9345867364204423e-07,4.7928396362806325e-08
1927,4.381645410944657e-07,5.4631200896437804e-08
1928,4.010540415322339e-07,4.1133749739685754e-08
1929,3.8768612853345985e-07,4.3447585973410696e-08
1930,4.2119451038047373e-07,2.520864850197313e-08
1931,4.1059283972799676e-07,2.737285598186645e-08
1932,4.975629579462293e-07,8.767629400274757e-09
1933,4.817678131985303e-07,2.7529589718966463e-08
1934,5.319821703153593e-07,2.156684431042777e-08
1935,4.65566245111404e-07,2.99207103537924e-08
1936,4.849885684166111e-07,1.8187071404440758e-08
1937,4.784625033948942e-07,2.895957162962759e-08
1938,4.654511940316297e-07,3.630260092535309e-08
1939,5.79644535037005e-07,3.5176317858542916e-08
1940,4.7165561412043644e-07,2.2822046030768206e-08
1941,4.869979264299218e-07,1.4757512989405086e-08
1942,4.2175544479050586e-07,1.517105907566929e-08
1943,4.935499795521991e-07,1.4516176038981143e-08
1944,5.07683409978199e-07,1.927911696952833e-08
1945,4.945204103989909e-07,6.535512131478072e-09
1946,5.192571848056104e-07,6.960552134671616e-09
1947,4.5180102148378865e-07,1.7881307101674793e-08
1948,5.229377961768478e-07,1.7395020313060172e-08
1949,3.966071417949024e-07,1.9634017078828947e-08
1950,4.5838407203291354e-07,1.701657836861159e-08
1951,4.243237903267527e-07,2.0256662569551054e-08
1952,5.409484344909288e-07,1.687168582620302e-08
1953,4.6004243614561346e-07,1.1851210235391818e-08
1954,4.397641362174909e-07,1.9545071783255707e-08
1955,5.612593270143407e-07,3.754243138587299e-09
1956,5.337338748745424e-07,1.744228317335228e-08
1957,5.371702798129263e-07,7.068030161150318e-09
1958,4.855806921000294e-07,1.9853384269907792e-08
1959,4.030388964793019e-07,2.712761704160016e-08
1960,4.332441818633015e-07,1.730208309957959e-08
1961,4.7247483081491737e-07,1.1811870925804158e-08
1962,4.864280640504148e-07,1.775747815457862e-08
1963,4.209400685795117e-07,1.6165132787904213e-08
1964,4.7211593567908494e-07,8.517555438736224e-09
1965,4.301026024222665e-07,1.2038495200705768e-08
1966,3.661328520365714e-07,1.0524241700338166e-08
1967,3.9196166667920807e-07,6.902469928959931e-09
1968,4.212947999349126e-07,1.077939770777192e-08
1969,3.9740379875752296e-07,1.2262745707758427e-08
1970,3.554814540507323e-07,2.2993624781975086e-08
1971,3.571186404371929e-07,1.0790634275004152e-08
1972,3.647534470019309e-07,2.205963056667315e-08
1973,3.6607674047672845e-07,1.874489319320105e-08
1974,3.30221059385849e-07,1.800182891642521e-08
1975,2.969969692401264e-07,2.227477269300948e-08
1976,3.4738243925858114e-07,1.542652272590317e-08
1977,3.52606917886078e-07,1.0578206977029936e-08
1978,3.3623745920863257e-07,2.4356423988791676e-08
1979,3.3122170250976524e-07,1.8141117053005473e-08
1980,2.9733337214565836e-07,6.253665696398514e-09
1981,3.0678916118631605e-07,1.2018543715797136e-08
1982,3.544483710982149e-07,1.8001756529884005e-08
1983,2.6271714048675676e-07,2.0209012241423352e-08
1984,3.0444795484640963e-07,2.609553906296469e-08
1985,2.8273123042765747e-07,1.2632671797518924e-08
1986,2.76945236521442e-07,2.3378494029557828e-08
1987,2.77431080775159e-07,1.2832714890720354e-08
1988,2.734428470319017e-07,1.2592763054541933e-08
1989,2.277570700925935e-07,2.4147738031388144e-08
1990,2.915028218808402e-07,2.6153524679273232e-08
1991,2.485261205720235e-07,2.4032006606944378e-08
1992,2.3141766192225077e-07,1.3774860807558298e-08
1993,2.2378398156774892e-07,1.938722649086344e-08
1994,2.2840432833959312e-07,1.1604838645595805e-08
1995,3.0203050371824247e-07,2.060531301140145e-08
1996,2.4395081510419914e-07,2.3487604750016544e-08
1997,2.3686778050091561e-07,2.157702416738516e-08
1998,2.183803147204344e-07,1.9072516788121163e-08
1999,1.7321062273367716e-07,1.8737823959114053e-08
2000,2.001368226700606e-07,3.1368024178135556e-08
2001,1.8138217328100836e-07,2.803975518439472e-08
2002,2.0504117337338812e-07,3.373540513607054e-08
2003,1.845946826506406e-07,3.208530685583355e-08
2004,1.9072745871540064e-07,1.4535811443394664e-08
2005,1.7069211111220284e-07,2.522099729063143e-08
2006,1.597741263736907e-07,2.0589449256647185e-08
2007,1.4859463615124469e-07,1.837460539277913e-08
2008,1.3538658016898353e-07,2.3841661977996864e-08
2009,1.5353580629096086e-07,1.8595951223332463e-08
2010,1.3179382740702295e-07,9.447585824773341e-09
2011,1.0860080124075466e-07,1.1089518525686515e-08
2012,8.646801852307817e-08,1.191488463447854e-08
2013,9.176221560380782e-08,1.8966051174018617e-08
2014,8.813361596082814e-08,1.5158115873603606e-08
2015,9.61993684711615e-08,1.3742767146496249e-08
2016,1.0895248614417596e-07,1.491364809425022e-08
2017,7.597146201021587e-08,1.811240135651815e-08
2018,7.07321863302468e-08,1.2132893134619849e-08
2019,6.989706680116115e-08,1.632632118386823e-08
