year,gagnant_VERB en_ADP,gagnant_VERB dans_ADP
1939,1.8352861452797242e-08,6.117620188206274e-09
1940,4.057252667166722e-08,0.0
1941,3.246652813260198e-08,1.1806010391524069e-08
1942,2.4273694831933312e-08,0.0
1943,2.032264689866281e-08,8.709705845433291e-09
1944,3.855823393905666e-08,0.0
1945,3.485606470121638e-08,0.0
1946,2.645009811175214e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,1.549713246618012e-08
1948,1.522064252412747e-08,2.174377566888097e-09
1949,2.3560819850665382e-08,2.945102384188658e-09
1950,2.765193918286002e-08,6.381216888229346e-09
1951,2.1322804411028073e-08,5.330700769690111e-09
1952,3.58523338794825e-08,8.435843135146115e-09
1953,1.6160740301529586e-08,2.1547654771580937e-09
1954,3.029486128625081e-08,8.795282724349818e-09
1955,2.9095383879962355e-08,9.385607846468247e-10
1956,3.1396109267944894e-08,1.1337484284723587e-08
1957,4.240818096690191e-08,7.951533653738352e-09
1958,3.1434524316864554e-08,2.2335056470978998e-08
1959,2.6352543258667538e-08,3.100299128533379e-09
1960,3.0451666577224756e-08,5.536666680683311e-09
1961,1.737039800886464e-08,3.47407969059077e-09
1962,2.2196846694022554e-08,1.0781326054143392e-08
1963,2.4571002121831498e-08,1.3578711488548834e-08
1964,2.4335873760605864e-08,1.1559539991878864e-08
1965,3.064344211711756e-08,9.84967779560364e-09
1966,3.1572724878969893e-08,9.416426749453422e-09
1967,2.169347623759421e-08,1.035370456037299e-08
1968,3.188905262074826e-08,8.08454847511797e-09
1969,3.088395261752197e-08,6.358460868938209e-09
1970,3.0811457218948846e-08,7.817832603507213e-09
1971,4.0079499052936285e-08,7.193756368373272e-09
1972,2.718977787363741e-08,1.2312352026810913e-08
1973,1.984753300598996e-08,1.2129047988196362e-08
1974,2.5877629150627968e-08,6.1881286761433785e-09
1975,2.969969781219106e-08,8.567219822452898e-09
1976,3.5423867839057266e-08,7.998937512354587e-09
1977,3.114694369088511e-08,9.990529292736028e-09
1978,2.613860194955464e-08,1.7227714366185864e-08
1979,3.6867430774911725e-08,1.6970723493159312e-08
1980,3.9796053785678964e-08,1.819248218737357e-08
1981,4.80741773056792e-08,2.150686839730298e-08
1982,4.4073267591038245e-08,1.8001756529884005e-08
1983,3.220811173321181e-08,8.841442245000053e-09
1984,4.0593060912641477e-08,1.4497521405587577e-08
1985,3.248401336808371e-08,2.6468454983330503e-08
1986,4.435919231937646e-08,1.3787316177626963e-08
1987,5.010869807975382e-08,1.3443797186596385e-08
1988,4.0176910465206106e-08,1.8589316752581908e-08
1989,4.555141286388675e-08,1.2073869015694072e-08
1990,5.067245267831311e-08,1.9070277801347402e-08
1991,3.106576507150294e-08,2.1687421636329418e-08
1992,4.132458031325115e-08,2.7549720726938176e-08
1993,4.874502579355067e-08,2.437251228615267e-08
1994,4.430938371768889e-08,3.745197929561073e-08
1995,4.1210624912579874e-08,1.789408771157852e-08
1996,5.658377766337708e-08,2.5622842514394506e-08
1997,5.17848595116277e-08,2.4453961633419397e-08
1998,5.483348486379214e-08,2.0026142522056034e-08
1999,5.1643273657475675e-08,1.828080442578539e-08
2000,6.36196535452882e-08,2.2531960297555997e-08
2001,5.3450784687214536e-08,1.664860427297299e-08
2002,5.5203392079761215e-08,2.803981730137295e-08
2003,6.083707360104995e-08,1.583430631058036e-08
2004,5.550036807910885e-08,2.7750184372621334e-08
2005,6.755624548659966e-08,2.1167622321627277e-08
2006,6.794518370156766e-08,1.9354082059219735e-08
2007,6.910449368291438e-08,2.1969636776475454e-08
2008,8.812900054167017e-08,3.278228533076799e-08
2009,7.009242897204615e-08,2.574823909640145e-08
2010,6.235406724286463e-08,2.739800031292816e-08
2011,9.177532467319338e-08,2.6385405860196443e-08
2012,7.591483353053263e-08,3.812763083033133e-08
2013,8.116353766851603e-08,3.876883802877984e-08
2014,6.691225795663058e-08,2.9016966121564458e-08
2015,7.203869767380411e-08,2.970210957742303e-08
2016,6.524721207767925e-08,3.314143995347685e-08
2017,8.804639950454884e-08,3.069045875769838e-08
2018,8.312322830050789e-08,3.046130631068067e-08
2019,9.336615036659168e-08,2.8571063459548185e-08
