year,gagnant_VERB en_ADP,gagnant_VERB dans_ADP
1800,0.0,3.144164484325529e-09
1801,1.904946067554647e-08,0.0
1802,0.0,1.1189200677108602e-08
1803,0.0,5.851017448321727e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,1.2535384286138651e-08,1.2535384286138651e-08
1812,2.400487453257938e-08,2.6672082320544632e-09
1813,2.5881675469463516e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,6.203614333344376e-08,0.0
1816,3.476405652236281e-08,2.3176038865813098e-09
1817,1.556873407970727e-09,0.0
1818,9.536941902865692e-09,3.5763532135746345e-09
1819,3.1053151161586356e-09,5.175524897538253e-09
1820,5.933240565525466e-09,0.0
1821,1.0847637010868993e-08,0.0
1822,2.4061478143266868e-08,0.0
1823,7.906149512848515e-09,0.0
1824,2.105278085196005e-08,8.421112696055388e-09
1825,2.6416328680056722e-08,8.805443041381977e-10
1826,8.80798456392995e-09,2.642395191543301e-09
1827,2.949527377893446e-08,0.0
1828,4.586150570418113e-09,0.0
1829,1.714635211591542e-09,0.0
1830,3.1310507520032616e-09,0.0
1831,6.236482441579483e-09,0.0
1832,6.764984572527055e-09,0.0
1833,1.7375443306377747e-08,0.0
1834,1.8669062740173104e-08,7.467624740797874e-09
1835,3.781543966852041e-09,2.2689263801112247e-09
1836,2.688300027031687e-09,1.3441500135158435e-09
1837,7.653680356156656e-09,5.5663127440652715e-09
1838,1.4517972601879592e-08,6.312161904276081e-10
1839,1.2584655095793096e-08,3.4957376993105527e-09
1840,2.165694112932215e-08,5.095750932326837e-09
1841,3.659712533021775e-08,1.2841097074556274e-09
1842,1.8112315203211438e-08,1.0733224087289273e-08
1843,7.678984559333912e-09,1.7720733769266417e-09
1844,2.2503100771675832e-08,6.586273748609983e-09
1845,1.1718478631905782e-08,3.9061593959388574e-09
1846,1.4050803187615202e-08,5.854501550217606e-09
1847,2.2112217834546755e-08,1.0786447290911383e-09
1848,4.98803736093123e-08,0.0
1849,2.4300303991253713e-08,2.513824481908955e-09
1850,1.9009188889640427e-08,6.788996032014438e-10
1851,2.257303499675345e-08,0.0
1852,1.3672145193766028e-08,1.1067927019325907e-08
1853,1.6124216628554677e-08,1.1943863675867306e-09
1854,9.871762074453727e-09,0.0
1855,1.751289246954002e-08,3.1841622671890946e-09
1856,1.91556009943028e-08,0.0
1857,1.9526035899275485e-08,1.4644527812635033e-09
1858,2.202154192332273e-08,0.0
1859,1.5785737161877478e-08,5.601390462572908e-09
1860,1.8766454251695208e-08,9.154367819341758e-10
1861,4.0085693264746425e-08,1.0375120318428799e-08
1862,1.2650361647104091e-08,9.939570055905733e-09
1863,2.6970952249349978e-08,4.994620717013731e-09
1864,2.589153069720851e-08,1.4384183844029508e-09
1865,2.118079933666195e-08,2.3534221238463715e-09
1866,2.968023871119385e-08,5.838735717134114e-09
1867,3.008743121313273e-08,1.5043715606566366e-08
1868,2.8157282727647726e-08,1.4819621974027086e-08
1869,2.783605879130846e-08,5.371870948067681e-09
1870,1.4335121534259088e-08,3.4404292748035914e-09
1871,3.186353225714811e-08,4.248470908407853e-09
1872,3.084143074261192e-08,1.8142017887967654e-09
1873,3.4718826924518e-08,4.788803575905831e-09
1874,2.0313670745508716e-08,7.766991494406739e-09
1875,1.4875970677508121e-08,1.3731664694205392e-08
1876,1.874264654588842e-08,6.04601479992084e-09
1877,3.154256233983688e-08,4.9478527941460015e-09
1878,2.5968081018845623e-08,4.22736201599605e-09
1879,2.504823370941267e-08,1.832797580370027e-09
1880,2.6954953824542827e-08,1.2193908105473383e-08
1881,2.9284532132578533e-08,6.275256814181063e-09
1882,2.7952617998039386e-08,7.986462158271479e-09
1883,2.8437025179073316e-08,5.687405213450347e-09
1884,5.0172896948197376e-08,3.300848483434038e-09
1885,3.480643329112354e-08,1.933690763067375e-09
1886,2.1296431285122708e-08,3.872078213618124e-09
1887,2.415702127223085e-08,3.9173548849191775e-09
1888,3.233713385952797e-08,2.53624587998047e-09
1889,3.00726554769426e-08,5.012109394186837e-09
1890,2.6217545745499393e-08,5.243509182406569e-09
1891,3.505821055682645e-08,3.824531802365527e-09
1892,3.3223116258085383e-08,5.014809900671935e-09
1893,3.448713337128595e-08,1.2316833108982905e-09
1894,4.0329851458409394e-08,1.8904617871129403e-09
1895,2.347259631108045e-08,9.027921521465032e-09
1896,4.009979637231709e-08,2.948514543632541e-09
1897,2.6802883135168543e-08,5.826713334045053e-09
1898,2.772593887812036e-08,2.26334195829736e-09
1899,1.8241008703512307e-08,4.9748205555033564e-09
1900,4.3085742085224865e-08,5.191053142894475e-10
1901,3.297355993803208e-08,2.235495566438317e-09
1902,1.1293653123800595e-08,5.4013122863239005e-09
1903,3.186129893251177e-08,5.400220270956879e-10
1904,3.278521276683932e-08,2.1498500757388683e-09
1905,3.5093161820931584e-08,4.1286072338664326e-09
1906,2.6749759185484834e-08,5.144184633820714e-09
1907,2.828563783197069e-08,2.5714217422034835e-09
1908,3.192402764362612e-08,9.822778146428846e-10
1909,3.960708250261291e-08,7.701377313651392e-09
1910,4.275320542035388e-08,4.275320542035388e-09
1911,2.0217422402879492e-08,5.3203743632934675e-09
1912,2.7088990606216612e-08,2.0837684910901544e-09
1913,1.6969567084856862e-08,7.954484182448596e-09
1914,2.8795997808472862e-08,5.357394972094198e-09
1915,1.0602685840410686e-08,4.712304768617059e-09
1916,1.4283700666695154e-08,0.0
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,1.9526840588923733e-08,3.44591288836682e-09
1919,3.314825391953491e-08,2.762354567309444e-09
1920,4.467616721015588e-08,3.028892692213958e-09
1921,2.4232791773215467e-08,4.543648568500203e-09
1922,1.696925089333945e-08,1.4755870969551665e-09
1923,3.3971033985835675e-08,0.0
1924,3.0939897754933554e-08,9.02413699321869e-09
1925,2.5295808780967377e-08,3.299453377181294e-09
1926,2.4521504160546215e-08,1.1146138456652466e-09
1927,2.1183528042811872e-08,5.574612327308159e-09
1928,1.0283436768787624e-08,1.1426041224282812e-09
1929,2.0052731031228177e-08,7.798284684668033e-09
1930,3.991369368350206e-08,6.302162347537887e-09
1931,2.737285598186645e-08,6.843213995466613e-09
1932,2.082311922890767e-08,9.863582839386709e-09
1933,2.6382522833046096e-08,5.735331320977366e-09
1934,3.354842448288764e-08,5.990790086229936e-09
1935,2.2739739868882225e-08,4.787313656606784e-09
1936,4.607391446143083e-08,9.699771652549316e-09
1937,2.5182236740306507e-08,3.777335333410292e-09
1938,2.5930429359277696e-08,1.2965214457594243e-09
