year,tout_DET oeil_NOUN,tout_DET deuil_NOUN
1800,1.2576657937302116e-08,0.0
1801,1.4287095284615248e-08,0.0
1802,2.6854081625060644e-08,2.2378401354217203e-08
1803,1.5602713787643552e-08,9.751696339321825e-09
1804,2.22466585153569e-08,0.0
1805,2.2743021688143017e-08,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,0.0
1808,1.3596443970698147e-08,0.0
1809,9.036122072814123e-09,0.0
1810,0.0,0.0
1811,0.0,1.7549536934780008e-08
1812,0.0,0.0
1813,5.751483289628823e-09,2.5881675469463516e-08
1814,1.8880061958270744e-08,0.0
1815,2.697223555614414e-09,0.0
1816,6.952811659743929e-09,0.0
1817,3.113746815941454e-09,4.670620334934483e-09
1818,5.960588467246453e-09,2.2650237241350624e-08
1819,2.070210003424222e-09,1.7596784473994376e-08
1820,3.5599443393152796e-09,9.493184904840746e-09
1821,0.0,1.97229765852569e-09
1822,1.0025615893027862e-09,0.0
1823,2.9648061783404955e-09,6.917880934764753e-09
1824,8.421112696055388e-10,0.0
1825,2.641632912414593e-09,3.522177216552791e-09
1826,2.642395191543301e-09,1.9377566218281572e-08
1827,1.8434546111834038e-09,0.0
1828,1.8344602503717056e-09,7.337841001486822e-09
1829,1.714635211591542e-09,6.001223074036943e-09
1830,5.218417697960831e-09,4.174734336004349e-09
1831,3.1182412207897414e-09,4.677361609140007e-09
1832,5.411987746839486e-09,1.3529969367098715e-09
1833,5.791814361444381e-09,1.3900354645102198e-08
1834,0.0,2.8003592777992026e-09
1835,3.025235173481633e-09,0.0
1836,4.032449929525228e-09,6.720750067579218e-10
1837,1.1132625488130543e-08,1.7394727436226276e-08
1838,3.787297142565649e-09,6.312161904276081e-09
1839,2.0974426639952526e-09,5.5931801412612e-09
1840,8.917564464638872e-09,7.0066574764382494e-09
1841,2.5682194149112547e-09,0.0
1842,4.695785538189057e-09,4.695785538189057e-09
1843,0.0,1.0041748765843295e-08
1844,3.841992946007622e-09,6.586273748609983e-09
1845,3.348136878855712e-09,7.254296274794569e-09
1846,7.025401593807601e-09,5.854501328173001e-10
1847,5.3932236454556914e-09,0.0
1848,9.654266219794039e-09,8.84974404868899e-09
1849,1.0893239199560867e-08,0.0
1850,2.7155984128057753e-09,8.146795238417326e-09
1851,2.579775504329973e-09,1.2898877521649865e-09
1852,1.3021090872200602e-09,6.510545436100301e-10
1853,3.5831591027601917e-09,2.9859659189668264e-09
1854,3.63696517347023e-09,6.234797567117312e-09
1855,4.2455496895854594e-09,6.8990182455763716e-09
1856,2.5885946164372342e-09,5.694908100650764e-09
1857,3.4170564155999728e-09,9.763017949637742e-09
1858,5.383043677475996e-09,2.936205500958522e-09
1859,1.018434669930457e-09,4.582956014687056e-09
1860,2.2885919548354394e-09,5.95033897154984e-09
1861,1.8863854922557266e-09,1.0846716413936974e-08
1862,4.969785055708442e-09,9.487771457372673e-09
1863,2.9967726078439227e-09,8.990317823531768e-09
1864,3.835782358407869e-09,3.3563094525845827e-09
1865,2.8241067262513297e-09,7.060266704606022e-09
1866,3.8924903300596725e-09,1.3623716377253459e-08
1867,2.426405742994575e-09,6.79393608038481e-09
1868,3.951899252285784e-09,9.38576083520104e-09
1869,2.4417595723136287e-09,2.441759683335931e-09
1870,5.734048791339319e-09,5.160643912205387e-09
1871,3.18635318130589e-09,7.434824311758348e-09
1872,9.071008832961525e-09,3.0236697590169115e-09
1873,2.9930022904522957e-09,9.577607151811662e-09
1874,1.1949218281515073e-09,5.974609140757536e-09
1875,2.8607636259891933e-09,6.8658326801696035e-09
1876,1.813804439976252e-09,1.813804439976252e-09
1877,6.184815992682502e-10,7.421779191219002e-09
1878,1.8117265465633636e-09,9.05863284383912e-09
1879,4.887460214320072e-09,6.720257683667796e-09
1880,4.492492600149944e-09,3.8507077526617195e-09
1881,6.972507571312292e-10,6.972507571312292e-10
1882,1.9966155395678697e-09,3.3276925659464496e-09
1883,1.8958017378167824e-09,8.847074184359371e-09
1884,1.9805090900604227e-09,2.6406787867472303e-09
1885,1.933690763067375e-09,3.2228177904158883e-09
1886,1.2906927748801422e-09,6.4534639854230136e-09
1887,1.3057849246322917e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,1.268122939990235e-09
1889,3.132568371366773e-09,2.5060546970934183e-09
1890,6.554386478008212e-10,1.9663159989136147e-09
1891,3.1871101313640793e-09,1.0836173736095134e-08
1892,6.268512375839919e-10,2.5074049503359674e-09
1893,0.0,8.005941354305435e-09
1894,1.8904617871129403e-09,1.2603078580752936e-09
1895,1.8055843487019274e-09,7.824199066419624e-09
1896,1.7691086373616827e-09,1.1204355221394735e-08
1897,5.826713556089658e-10,1.7480140668268973e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,2.7637891975018647e-09,6.080336234504102e-09
1900,3.1146317747143826e-09,6.22926377147337e-09
1901,2.235495566438317e-09,1.5089595351014395e-08
1902,0.0,4.910283735171106e-09
1903,3.7801539676252105e-09,1.6200660812870638e-09
1904,1.6123875568041512e-09,3.2247751136083025e-09
1905,1.5482277126999122e-09,9.28936660926638e-09
1906,1.5432553013283723e-09,9.259531807970234e-09
1907,1.028568674676933e-09,3.599990305858114e-09
1908,8.349361424464519e-09,4.911389073214423e-09
1909,1.1001967115120692e-09,3.300590023513905e-09
1910,1.6032452032632705e-09,2.67207544979442e-09
1911,1.0640748282497725e-09,1.1704822888702893e-08
1912,1.5628263683176158e-09,6.251305251225858e-09
1913,1.590896969716482e-09,5.833288518886093e-09
1914,6.696743715117748e-10,2.678697486047099e-09
1915,4.712304768617059e-09,2.3561523843085297e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,2.762354567309444e-09,5.524709134618888e-09
1920,1.0601124866838063e-08,3.028892692213958e-09
1921,2.2718242842501013e-09,7.572747373618682e-09
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,1.0615948120573648e-09,1.1677542932631013e-08
1924,2.578324886925998e-09,2.578324886925998e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,0.0,4.458455382660986e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,0.0,7.998228745975666e-09
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,0.0,6.302162347537887e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,4.38381475564853e-09,3.2878609834696704e-09
1933,0.0,5.735331320977366e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,0.0,2.424942913137329e-09
1937,3.777335333410292e-09,0.0
1938,9.075650453382877e-09,5.186085783037697e-09
1939,4.588215141154706e-09,2.5999884911698246e-08
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,0.0,8.344609669919123e-09
1948,1.0871887834440486e-09,9.784699050996437e-09
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,3.190608444114673e-09,1.0635361480382244e-08
1951,4.264560704569931e-09,6.396840945832594e-09
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,0.0,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,1.744228317335228e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,3.3088973783179654e-09
1959,3.100299128533379e-09,1.1626122287111684e-08
1960,2.7683333403416555e-09,4.152500121534786e-09
1961,0.0,1.042223907177231e-08
1962,5.707760764028791e-09,5.7077609305622445e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,2.433587276140514e-09,2.4335873316516654e-09
1965,2.736021686988721e-09,9.849678406226303e-09
1966,1.6617224263271169e-09,2.769537488234164e-09
1967,3.451234853457663e-09,3.451234853457663e-09
1968,1.3474247273492779e-09,4.49141579483836e-09
1969,3.6334062425424918e-09,4.995933444718048e-09
1970,1.8394900047624674e-09,5.9783426265003214e-09
1971,3.083038491169532e-09,8.735275836002643e-09
1972,1.0260293725750103e-09,8.721249722398738e-09
1973,3.3079223804577396e-09,3.859242758696979e-09
1974,3.3753431161187564e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,1.1422960355389478e-08
1976,5.142174186456572e-09,5.142174241967723e-09
1977,0.0,1.1753564010952289e-08
1978,2.3762365408686037e-09,1.0693064322886414e-08
1979,2.3407893401383717e-09,1.287434159280565e-08
1980,3.979605589510271e-09,7.95921106799824e-09
1981,5.06043967840597e-09,8.223214220670627e-09
1982,4.345251713999687e-09,2.1105508341001666e-08
1983,1.89459470334441e-09,7.57837925746685e-09
1984,3.479405208395292e-09,7.538710988796993e-09
1985,3.007779025843149e-09,1.2031116103372597e-08
1986,8.991728250862252e-09,8.991728028817647e-09
1987,2.4443267410134695e-09,1.0999470001493705e-08
1988,5.996553809062277e-09,8.99483088012687e-09
1989,1.6464366536794728e-09,8.232183379419666e-09
1990,7.62811153132148e-09,8.717841559757744e-09
1991,7.033758131491652e-09,5.861465202094962e-09
1992,1.6529832502776287e-09,9.91789939064347e-09
1993,2.2156829704300662e-09,1.550978101505507e-08
1994,5.802419378309054e-09,1.793475012945578e-08
1995,5.964695848348356e-09,9.21816623034033e-09
1996,1.1209993822092201e-08,1.1209993600047596e-08
1997,6.233362936924891e-09,2.013855704419143e-08
1998,5.72175506974304e-09,1.239713631751016e-08
1999,2.7421207526856506e-09,1.4167623435534793e-08
2000,3.534425307982758e-09,1.2370488189361595e-08
2001,1.7524847129024579e-09,1.621048395517022e-08
2002,7.448076377869484e-09,1.3581786362237835e-08
2003,2.083461403401543e-09,1.2084076850271686e-08
2004,2.2023955992267474e-09,1.4535810999305454e-08
2005,2.251874686720612e-09,1.6663873836364473e-08
2006,5.353256948836815e-09,1.4412614435244109e-08
2007,7.988958938831558e-10,1.5578470291544022e-08
2008,1.7029758436759579e-09,1.064359897440248e-08
2009,3.814554005998616e-09,1.7642312055698994e-08
2010,1.8895172093635892e-09,1.9367552006599453e-08
2011,7.64794394481072e-10,1.5295888000643743e-08
2012,2.0425516000788235e-09,1.4297861117285038e-08
2013,2.5102125378317908e-09,1.1714325509615264e-08
2014,3.2481677347817595e-09,1.2126493142972095e-08
2015,3.546520632724537e-09,1.1304534197620342e-08
2016,1.6570720351438695e-09,1.0770968672524361e-08
2017,5.0312226884674516e-09,1.1823373613495392e-08
2018,7.744400121190154e-10,1.1100306895883705e-08
2019,4.5917777913295765e-09,1.5305926748254706e-08
