year,donnant_VERB en_ADP,donnant_VERB dans_ADP
1879,3.873312266478024e-07,2.1688105289463522e-07
1880,4.043243109208561e-07,2.297588903577008e-07
1881,3.116711013717577e-07,3.040013414334908e-07
1882,3.6205295828040107e-07,3.3210372718528447e-07
1883,4.581520727242605e-07,3.418762446472101e-07
1884,4.1260605598836264e-07,3.3140518862495583e-07
1885,4.0285223690261773e-07,2.3139832106000569e-07
1886,4.865911478191265e-07,3.1492903118657267e-07
1887,3.773718333377474e-07,2.2655368381307994e-07
1888,3.7853470757909236e-07,2.580630265036632e-07
1889,4.435716789430444e-07,2.8193114864905056e-07
1890,4.1161547414958477e-07,2.8773755494926334e-07
1891,3.894648443747428e-07,2.970386638878608e-07
1892,5.064957804279402e-07,2.820830606875546e-07
1893,4.951367031935661e-07,2.635802336392601e-07
1894,4.3417605866125086e-07,2.8608989799394635e-07
1895,4.483867712679057e-07,2.359296933374111e-07
1896,4.865049163527146e-07,2.6418690324270244e-07
1897,4.7138112790889863e-07,3.2338259514652634e-07
1898,4.4191750703248545e-07,2.9762947217903957e-07
1899,4.250707661412889e-07,2.725096290845386e-07
1900,4.3968219642920303e-07,3.8361881660176067e-07
1901,4.35921634789338e-07,2.118132016448726e-07
1902,4.527281589616905e-07,2.83323373651001e-07
1903,4.077166408933408e-07,2.2302909519211767e-07
1904,3.8966032889220514e-07,2.982916864624485e-07
1905,4.5466288156603696e-07,3.096455505335882e-07
1906,4.7429381311303587e-07,2.6595432700560195e-07
1907,4.196560325908649e-07,2.6074215497828845e-07
1908,4.223794576319051e-07,2.7847576200557e-07
1909,3.7791755858052056e-07,2.833006416125272e-07
1910,4.54787226544795e-07,2.709484476781654e-07
1911,3.995600934558752e-07,2.6442259026815407e-07
1912,4.5530342163146997e-07,2.6568048383524e-07
1913,4.242391753450647e-07,2.455284185409745e-07
1914,4.0381365806752e-07,2.544762480738427e-07
1915,4.0643629972691997e-07,3.015875051914918e-07
1916,3.867586713113269e-07,2.1425551310905178e-07
1917,3.322826671592338e-07,2.1823184770397575e-07
1918,5.685756150342058e-07,2.2398434396109224e-07
1919,4.1803630779213563e-07,1.8507775489950973e-07
1920,9.541012104818947e-07,2.5669866587918477e-07
1921,6.482271714958188e-07,2.4762884365259197e-07
1922,4.3382260628277436e-07,2.7445919403845664e-07
1923,4.129603894398315e-07,2.622139319008454e-07
1924,4.228452894494694e-07,2.4236254203557905e-07
1925,3.9263494500119123e-07,2.782539125778527e-07
1926,4.112925182653271e-07,2.597050157149283e-07
1927,4.247854690220265e-07,2.731560169166869e-07
1928,4.1590789123802097e-07,2.7193979146300506e-07
1929,4.1219504964828957e-07,2.5511529999633353e-07
1930,4.1489232671665377e-07,2.0587062898869135e-07
1931,4.4138730004306126e-07,2.2696659573995248e-07
1932,5.140022949490231e-07,2.4878147542040097e-07
1933,3.3494333706585167e-07,3.016784151377294e-07
1934,4.0138294821190357e-07,2.588021175142785e-07
1935,4.5000749082646507e-07,2.4774347551215214e-07
1936,3.8556592585337057e-07,2.849307931818146e-07
1937,3.5758776562033745e-07,2.1530812144288092e-07
1938,4.356311933406687e-07,2.0873995287828961e-07
1939,4.909390440843708e-07,2.187049261692664e-07
1940,4.133326285682415e-07,2.2822046563675258e-07
1941,4.397738848638255e-07,1.9479917057196872e-07
1942,4.3996070075991156e-07,3.0948961216026305e-07
1943,4.35485276284453e-07,2.409685180282395e-07
1944,5.141097858540888e-07,1.6708568750800623e-07
1945,4.2045127202072763e-07,2.592419803271184e-07
1946,3.9396724105245085e-07,2.0046390147854254e-07
1947,3.814678848357289e-07,2.4199367976152075e-07
1948,3.87039193583405e-07,2.772331444411691e-07
1949,4.0053393490779854e-07,1.8848655480852017e-07
1950,4.2222384877277364e-07,1.9143650442643434e-07
1951,4.2325766003159515e-07,2.174925973763564e-07
1952,4.0281150859300396e-07,2.2671328936407775e-07
1953,3.770839498429268e-07,1.7022647114117717e-07
1954,3.7037912647974736e-07,1.8665544443408066e-07
1955,3.4632893175512436e-07,1.9803632778092606e-07
1956,3.479735539713147e-07,1.9971414499941886e-07
1957,3.631200513609656e-07,2.1027389607297664e-07
1958,4.003765923243918e-07,2.0432441782958222e-07
1959,3.139052751066629e-07,1.581152582197376e-07
1960,3.7580124967462325e-07,2.270033273576999e-07
1961,3.4740796195364965e-07,2.2720481246407687e-07
1962,3.469050113835692e-07,1.731354046796696e-07
1963,3.8537677937711123e-07,1.6294453653031837e-07
1964,3.510449744226207e-07,1.8069386498176243e-07
1965,2.7852701123265433e-07,1.7565259335938777e-07
1966,3.356679201260704e-07,1.9829887454303474e-07
1967,3.5005382414965425e-07,2.3813520799720322e-07
1968,3.566184147985041e-07,2.0885083695798556e-07
1969,3.188314110502688e-07,1.9438723108944345e-07
1970,3.554814327344502e-07,1.618751241938554e-07
1971,3.3913423180820246e-07,1.7059479584524695e-07
1972,2.739498370374349e-07,1.898154380342021e-07
1973,3.087394020440115e-07,2.0343721884863442e-07
1974,2.897169508742081e-07,1.5526578533986424e-07
1975,3.0613534818257904e-07,1.6734636876236664e-07
1976,3.279564566582849e-07,1.5197982050629832e-07
1977,2.83848549997856e-07,1.5455936158703665e-07
1978,2.94653318633209e-07,1.4792072366986986e-07
1979,2.732871564603556e-07,1.7204802138515163e-07
1980,2.734557540406968e-07,1.3644360952191903e-07
1981,2.403708947440464e-07,1.613015085943914e-07
1982,2.2533232879595744e-07,1.483592979578674e-07
1983,2.747162568539352e-07,1.7935497120813437e-07
1984,2.6327498403588834e-07,1.530938205651644e-07
1985,2.58067444747212e-07,1.3956094013778397e-07
1986,2.5536508019285975e-07,1.4266875791868472e-07
1987,2.4382160290770116e-07,1.3504905216343843e-07
1988,2.1107869940806268e-07,1.4331763487085425e-07
1989,2.43672616306867e-07,1.5037454981214893e-07
1990,2.5881092824420193e-07,1.2640869773150598e-07
1991,2.4266466880362714e-07,1.6412103231999708e-07
1992,2.457435073210945e-07,1.4215656451987968e-07
1993,2.686515472305473e-07,1.36818426144103e-07
1994,2.004472179351069e-07,1.2554325179436887e-07
1995,2.0225741081958404e-07,1.7080720071671607e-07
1996,2.295379601946479e-07,1.2918182745735862e-07
1997,2.3207289245874563e-07,1.3329806181072712e-07
1998,2.174266882093434e-07,1.4113662671899618e-07
1999,2.0474500672662543e-07,1.5995703384064086e-07
2000,2.0322944749295857e-07,1.3121554043316053e-07
2001,2.0898380626022117e-07,1.6166671068518212e-07
2002,2.0460304028802057e-07,1.2442668739787166e-07
2003,2.1667999305918784e-07,1.383418450906504e-07
2004,2.1627525370604417e-07,1.317032593262102e-07
2005,2.3689722183917183e-07,1.247538659043812e-07
2006,2.0301197878325183e-07,1.1365376328953403e-07
2007,2.1769912450508855e-07,1.2422831618952301e-07
2008,2.0222837804340088e-07,1.4177273433002568e-07
2009,1.9263497108568117e-07,1.3923121655601278e-07
2010,1.6249848044935788e-07,1.3368334972341245e-07
2011,1.5028210498257977e-07,1.3077983651577085e-07
2012,1.5931902908050688e-07,1.763402974752637e-07
2013,1.665107589587933e-07,1.7766726678747347e-07
2014,1.5721131774171226e-07,1.767003328101424e-07
2015,1.7134128427187534e-07,2.1545112649512532e-07
2016,1.777209774900257e-07,1.9429169029194782e-07
2017,1.7911152383476292e-07,1.4615701626752298e-07
2018,1.4094808875597664e-07,1.7786305317457618e-07
2019,1.42345115250464e-07,1.8673230584020928e-07
