year,sentant_VERB en_ADP,sentant_VERB dans_ADP
1907,8.794262384981266e-08,3.394276504309346e-08
1908,8.987841937369012e-08,3.5362002215322264e-08
1909,9.076622831116765e-08,3.1355606777694334e-08
1910,7.588694117544037e-08,3.580580976159098e-08
1911,9.257450861444028e-08,3.351835786702395e-08
1912,7.814132163552756e-08,4.5321965458366975e-08
1913,7.636304988345444e-08,2.598464909908671e-08
1914,6.495841287090798e-08,3.9510787530616653e-08
1915,5.419150639340842e-08,2.3561524287174507e-08
1916,5.6036057571873243e-08,1.2086208478478966e-08
1917,6.360525905968473e-08,2.8512703309502285e-08
1918,9.189101302098379e-08,2.412139110674616e-08
1919,4.143531701084058e-08,2.3940405213807026e-08
1920,7.723676276327751e-08,1.9687802943479937e-08
1921,7.118382461257511e-08,7.572747762196741e-09
1922,7.599273332825618e-08,3.6151885041135756e-08
1923,9.023555946896522e-08,4.564857647437748e-08
1924,1.0571131836556447e-07,3.867487285980076e-08
1925,9.898360242566184e-08,4.9491799103407175e-08
1926,7.133528578950887e-08,4.0126099776216506e-08
1927,1.0926240456843317e-07,3.2332753363562006e-08
1928,1.0397697280950524e-07,2.2852082892654835e-08
1929,7.798284329396665e-08,5.570203143179242e-08
1930,9.663315236885239e-08,5.671945757512731e-08
1931,8.554017405515424e-08,2.623232031595535e-08
1932,5.8085543486186e-08,2.520693354046699e-08
1933,6.76769076335404e-08,1.4911860191091364e-08
1934,7.788026934463232e-08,1.677421224144382e-08
1935,7.180970573728018e-08,1.6755596909945325e-08
1936,5.698615979099486e-08,1.8187071848529968e-08
1937,5.9178256517355976e-08,2.3923124703451037e-08
1938,9.723910920911294e-08,3.241303758727554e-08
1939,4.5882150523368637e-08,3.976453033516236e-08
1940,6.339457314652464e-08,3.0429394115571995e-08
1941,7.378756849973911e-08,2.066051862925633e-08
1942,8.495793002438745e-08,2.7307905936524435e-08
1943,9.00002916637277e-08,6.387117412742782e-08
1944,8.354284375400312e-08,3.855823393905666e-08
1945,7.406913482554955e-08,2.832055256973831e-08
1946,4.872386583087973e-08,2.5057988572996237e-08
1947,8.463818357284936e-08,2.9802176726434482e-08
1948,9.023667257856971e-08,2.6092530802657166e-08
1949,5.497524724340508e-08,2.0615717133409817e-08
1950,4.0414374069541736e-08,1.914365022059883e-08
1951,9.168805648052114e-08,2.2388944032059044e-08
1952,8.963083564239582e-08,1.5817205323287453e-08
1953,7.54167928107563e-08,2.4779802321184263e-08
1954,6.840775590433168e-08,3.4203876841942815e-08
1955,6.757638004728506e-08,2.627970152602188e-08
1956,8.110661475768666e-08,2.3547082506070183e-08
1957,7.509782040671098e-08,1.325255621908994e-08
1958,5.21151335419745e-08,1.9026160202884057e-08
1959,6.355613058062204e-08,2.712761792977858e-08
1960,5.536666691785541e-08,3.3912081809361894e-08
1961,5.628008847846644e-08,2.987708569435199e-08
1962,6.849313083368003e-08,1.77574772664002e-08
1963,5.625466470426943e-08,1.939815952312074e-08
1964,6.753204884191177e-08,3.04198408684897e-08
1965,6.894774395860281e-08,3.2832258967108174e-08
1966,5.982200756982081e-08,2.5479743426259915e-08
1967,5.669886049552986e-08,1.824224188373691e-08
1968,7.994720108150943e-08,2.9643343779639508e-08
1969,4.859681013158479e-08,2.40713160237771e-08
1970,8.23171784070098e-08,1.9774518383863793e-08
1971,6.371612970568208e-08,2.3636628876388954e-08
1972,5.23274970021248e-08,2.8215806913145514e-08
1973,5.182411455528779e-08,2.095017381797959e-08
1974,6.075617453582538e-08,1.7439271360331077e-08
1975,4.112265727940212e-08,1.0851812337620004e-08
1976,3.9994686618083364e-08,1.5997875024709174e-08
1977,5.1128001388178745e-08,1.5867311020656416e-08
1978,4.930690877813504e-08,1.128712323605896e-08
1979,5.734933949952392e-08,1.521513048885481e-08
1980,5.116635565238781e-08,1.989802811408481e-08
1981,4.5543958160365605e-08,2.0241758491579276e-08
1982,4.5314768160054086e-08,1.6139505731871395e-08
1983,5.5574780333245144e-08,1.2630632539867293e-08
1984,5.393078039706012e-08,1.1598016769198694e-08
1985,5.293691140995094e-08,1.4437339546091721e-08
1986,5.095312533009988e-08,1.7384007122700496e-08
1987,4.766437067260654e-08,2.0165694891716157e-08
1988,5.696726279591502e-08,1.9188972133488136e-08
1989,5.8722906093322536e-08,1.7561990306447228e-08
1990,5.230705035774719e-08,1.6345952147389653e-08
1991,5.3925479193139836e-08,1.582595565707834e-08
1992,5.565043587063556e-08,2.0937788391961476e-08
1993,5.483815296303263e-08,2.1048987663974117e-08
1994,4.9056818995918405e-08,1.8989736005892155e-08
1995,5.4224509327127635e-08,2.060531389957987e-08
1996,6.45909135066347e-08,1.548046646426826e-08
1997,5.657975521433656e-08,1.2946214766884623e-08
1998,6.15088637800909e-08,1.1920322728897759e-08
1999,5.986963361181985e-08,1.645272346140203e-08
2000,5.036556061099873e-08,1.9439339027371716e-08
2001,6.615629799533451e-08,1.5772362971233633e-08
2002,6.221334292177971e-08,2.3220473877039183e-08
2003,7.66713839084332e-08,2.3751460576093564e-08
2004,6.695282800395219e-08,2.026204060090464e-08
2005,6.440361621784518e-08,2.3869872411985682e-08
2006,9.141715756610935e-08,2.3060183096390574e-08
2007,8.148737795643513e-08,2.6363564220588387e-08
2008,8.514879501486661e-08,2.9802077250451475e-08
2009,9.965522695942752e-08,3.099325018851573e-08
2010,1.0770248304314833e-07,3.9207480817538e-08
2011,1.0286484453114753e-07,4.321088353798075e-08
2012,1.1574459068963705e-07,5.072336495270946e-08
2013,1.2634736634709043e-07,5.020425086765812e-08
2014,1.3880504234897728e-07,5.6734662856605667e-08
2015,1.316645759086299e-07,5.807427627679829e-08
2016,1.4395813763279364e-07,5.7790388252598746e-08
2017,1.393648667580294e-07,4.880285908726023e-08
2018,1.796700894729497e-07,5.421080162548719e-08
2019,1.4872258957687734e-07,6.19890042630189e-08
