year,créant_VERB en_ADP,créant_VERB dans_ADP
1800,4.0874138740321087e-08,6.288328968651058e-09
1801,4.0480102825313224e-08,7.143547975374531e-09
1802,2.2378401354217203e-08,2.4616241489638924e-08
1803,2.145373123596528e-08,2.3404069793286908e-08
1804,0.0,3.460591457837836e-08
1805,1.9900143755080535e-08,0.0
1806,1.152667650217154e-08,5.76333825108577e-09
1807,8.540865792383556e-09,5.97860605466849e-08
1808,6.798221985349073e-09,9.064295980465431e-09
1809,9.036122072814123e-09,4.518061036407062e-09
1810,2.3401267590372754e-09,4.680253518074551e-09
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,5.3344164641089264e-09,4.267533171287141e-08
1813,1.1502966579257645e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,4.09068032780624e-08
1815,8.091670444798638e-09,1.1328339155625144e-07
1816,0.0,3.9399267848239106e-08
1817,6.227493631882908e-09,4.826307531402563e-08
1818,8.344824387052086e-09,2.6226590676969863e-08
1819,5.175524897538253e-09,2.277231081482256e-08
1820,4.746592452420373e-09,3.20394981656591e-08
1821,2.3667571014129862e-08,9.861488514673056e-09
1822,1.7043547018147365e-08,2.0051231786055723e-08
1823,1.9765373782121287e-09,2.075364236020505e-08
1824,2.5263338088166165e-08,2.947389443619386e-08
1825,1.7610886970942374e-08,1.4088708866211164e-08
1826,1.9377566218281572e-08,4.227832306469281e-08
1827,1.013900075008678e-08,1.2904182611350734e-08
1828,3.668920500743411e-09,1.9261832406858304e-08
1829,1.714635211591542e-09,2.5719527840806222e-08
1830,3.026682549034376e-08,2.6092090266160994e-08
1831,1.091384405071949e-08,1.091384405071949e-08
1832,9.470978667991403e-09,1.0823975493678972e-08
1833,1.50587169400751e-08,2.3167256557599103e-08
1834,1.3068342852307069e-08,2.8937046092636365e-08
1835,7.563087933704082e-09,5.974839467626225e-08
1836,2.6210926040715066e-08,4.368487394046383e-08
1837,1.87863058442872e-08,3.965997741328664e-08
1838,1.830527018853445e-08,2.398621568033832e-08
1839,9.088918062616358e-09,4.264799713382672e-08
1840,1.1465439264668476e-08,2.6115722917552375e-08
1841,3.4028907691663335e-08,6.548959685659383e-08
1842,2.1466448174578545e-08,3.4212153110502186e-08
1843,2.3036953678001737e-08,5.434358030242947e-08
1844,1.920996517412732e-08,4.281077892187568e-08
1845,2.5669049108500985e-08,7.031087534414837e-08
1846,2.4588905356281998e-08,4.9177810268474786e-08
1847,3.182001862001016e-08,6.25613978399997e-08
1848,3.781254065415851e-08,6.757986170669028e-08
1849,3.267971848686102e-08,4.357295679824347e-08
1850,1.765138968323754e-08,3.8018377779280854e-08
1851,1.9348316726564008e-08,5.288539739467524e-08
1852,1.4323200403509873e-08,6.836072685700856e-08
1853,1.970737528722566e-08,5.0761421732659073e-08
1854,2.6497888327980945e-08,2.7537021551893304e-08
1855,2.5473298137512757e-08,7.111295730055645e-08
1856,2.8992259260007813e-08,5.7466799319172424e-08
1857,1.8061584228235006e-08,4.930324237761852e-08
1858,2.495774786837046e-08,4.7468656561022726e-08
1859,2.036869339860914e-08,4.073738679721828e-08
1860,3.387115943276342e-08,7.277722086085348e-08
1861,3.159695749488378e-08,4.951761978233549e-08
1862,3.5240294238292336e-08,6.731799828685325e-08
1863,2.8968800691586694e-08,4.395266217649407e-08
1864,3.643993196078554e-08,4.3632024215867204e-08
1865,3.106517199036318e-08,4.942186671019755e-08
1866,7.639012267190992e-08,5.449486306652318e-08
1867,4.561642796829801e-08,5.7263173758315133e-08
1868,2.7169306804353255e-08,3.655506830568811e-08
1869,4.0044856319809696e-08,5.909058131692291e-08
1870,4.587239033071455e-08,5.791389412479475e-08
1871,5.416800519242315e-08,6.585129597169725e-08
1872,3.6888769039400415e-08,7.25680706636922e-08
1873,2.8134220453335246e-08,6.883905001586754e-08
1874,4.122480135038131e-08,5.735624597491551e-08
1875,2.9179789251543298e-08,7.8957071991681e-08
1876,2.8416270225761764e-08,6.590155976482492e-08
1877,5.257093604882357e-08,5.504486111362894e-08
1878,3.8650167510922984e-08,3.5026715750063886e-08
1879,3.421222061206208e-08,5.864952257184086e-08
1880,2.888030792291829e-08,4.4924922892874974e-08
1881,4.671580100534811e-08,6.414706632540401e-08
1882,3.8601232432711186e-08,5.257754409626614e-08
1883,3.981183605006322e-08,4.676310949580653e-08
1884,2.3766109968903493e-08,6.865764845542799e-08
1885,4.447488777259423e-08,7.09019937206179e-08
1886,4.065682190912412e-08,6.840672028829431e-08
1887,4.570247114088488e-08,6.071899921744617e-08
1888,3.9945874164004636e-08,5.643147105161006e-08
1889,2.8193115397812107e-08,5.388017498830777e-08
1890,6.030035848425541e-08,7.078737240817645e-08
1891,4.525696217783093e-08,7.202868346212199e-08
1892,4.4506439422775657e-08,8.274436047450706e-08
1893,4.9883173147691195e-08,6.281585029910275e-08
1894,5.797416235964192e-08,7.435816229417469e-08
1895,3.9120994221875094e-08,7.76401236635138e-08
1896,6.899524152004233e-08,7.548197089590758e-08
1897,2.9133568113515196e-08,5.5936450138460714e-08
1898,4.583267454449924e-08,8.374365023655628e-08
1899,5.7486815308038786e-08,6.743645819540234e-08
1900,7.52702709050368e-08,1.0434016672888902e-07
1901,6.259387325124877e-08,8.27133348479947e-08
1902,7.021705600296357e-08,9.771464704044774e-08
1903,5.508224654171556e-08,6.372260230591564e-08
1904,5.0521478556220245e-08,5.912087619464046e-08
1905,9.237758613611646e-08,9.031328573883002e-08
1906,6.378788497407584e-08,9.516741472648249e-08
1907,4.422845145679588e-08,1.1519968978745965e-07
1908,4.7149334880813853e-08,9.773664544354688e-08
1909,7.646367422564637e-08,1.2817291294986433e-07
1910,6.252656159499992e-08,1.2879402788712468e-07
1911,6.118430084800508e-08,8.7786176550253e-08
1912,8.022508524163641e-08,8.856015776270709e-08
1913,7.583275124511957e-08,8.431753389936958e-08
1914,6.361906201846068e-08,9.308474047120541e-08
1915,7.186265094105693e-08,1.3430068412922935e-07
1916,6.59247731960022e-08,1.36244531212526e-07
1917,8.444147003849878e-08,1.1405081323800914e-07
1918,7.695872028534723e-08,1.5506608619375584e-07
1919,1.0036554698444888e-07,1.3167222934207246e-07
1920,9.313845117375763e-08,1.1206902783555961e-07
1921,7.951384617399526e-08,1.4236764545039193e-07
1922,8.189508537981283e-08,1.2468710508528602e-07
1923,7.537323076789448e-08,1.0615948298209332e-07
1924,5.801231139912488e-08,1.0055467214442615e-07
1925,7.148815939217457e-08,1.6497267263382298e-07
1926,1.0031524733111752e-07,1.2818058725549974e-07
1927,7.581472794004895e-08,1.0257286930936971e-07
1928,8.226749326212257e-08,9.712135096151542e-08
1929,9.803557787790851e-08,1.381410419387663e-07
1930,1.1764035878769619e-07,1.1974107394507882e-07
1931,9.58049923838189e-08,9.238338805062085e-08
1932,7.233293830566367e-08,1.1836299596001965e-07
1933,7.80005053879762e-08,9.75006315684368e-08
1934,9.585264137967897e-08,1.0304158593044122e-07
1935,8.258116146464545e-08,1.4601306386197166e-07
1936,9.821018798206183e-08,1.3943422194628852e-07
1937,1.296885225876565e-07,1.0324716892551322e-07
1938,7.260519774288099e-08,1.0890779833516717e-07
1939,1.116465684347645e-07,8.258787431714154e-08
1940,1.0143131934370331e-07,6.085878823114399e-08
1941,5.60785480274717e-08,1.269146148175082e-07
1942,7.888950892542823e-08,1.0012898599143227e-07
1943,9.870999662098257e-08,1.0161323160673419e-07
1944,7.390327994016843e-08,9.960876745651603e-08
1945,1.1763922147522976e-07,1.6556630555442098e-07
1946,7.9350293447078e-08,9.327139682824281e-08
1947,1.1324827431380413e-07,1.0371157621591465e-07
1948,8.045196864259196e-08,9.893417596273935e-08
1949,9.424327629403706e-08,9.424327707119318e-08
1950,7.976520777219775e-08,8.508288829034427e-08
1951,7.996051465397613e-08,1.012833187319373e-07
1952,8.752187419247548e-08,9.595771643944317e-08
1953,6.8952495269059e-08,1.0342874035007554e-07
1954,1.0358888147266043e-07,9.186183702603046e-08
1955,6.945349895204345e-08,1.1168873470523977e-07
1956,8.459507228053553e-08,7.936238799466366e-08
1957,9.806891726471534e-08,8.923387895265478e-08
1958,9.595802163975264e-08,9.34763519921944e-08
1959,8.525822892124779e-08,9.145882273742245e-08
1960,9.619958618589664e-08,9.273916545815553e-08
1961,7.642975385913076e-08,9.171570275468e-08
1962,8.371382237415403e-08,1.0654487003769475e-07
1963,8.4705298775134e-08,9.699079583924686e-08
1964,8.335036794093753e-08,9.490990920957287e-08
1965,1.0615764134414007e-07,1.1217689177556167e-07
1966,6.923843320905121e-08,9.859552885238543e-08
1967,7.592717071736033e-08,8.578783838864013e-08
1968,1.0105685574468559e-07,8.488776148674049e-08
1969,7.993493908453608e-08,9.128932987323424e-08
1970,9.42738638265439e-08,9.427386449267772e-08
1971,7.810363933380415e-08,8.735275625060268e-08
1972,8.61864690726577e-08,7.387411216086548e-08
1973,7.773617405337774e-08,8.049277511190667e-08
1974,1.0913609327367624e-07,7.425754861012379e-08
1975,8.452990707397134e-08,9.024138503122003e-08
1976,9.541589918171667e-08,7.484719860562095e-08
1977,8.286262487278151e-08,9.109011500640918e-08
1978,8.138610496644105e-08,7.960392167660757e-08
1979,1.0943190043022355e-07,7.373486710093857e-08
1980,1.0460676946877356e-07,7.5043990133139e-08
1981,9.425068725477104e-08,6.831593424294624e-08
1982,1.2601229570918804e-07,1.0987279353003032e-07
1983,9.788739541161107e-08,8.58882955867557e-08
1984,9.800324518582926e-08,5.335087860380838e-08
1985,1.0346759826695973e-07,7.459292172828924e-08
1986,9.591177030365827e-08,8.751948687990563e-08
1987,1.2038308971895617e-07,6.905222704745029e-08
1988,1.0733831579123887e-07,6.11648474091453e-08
1989,1.081160050375729e-07,6.915034200805081e-08
1990,1.2204977611895984e-07,8.172976606601878e-08
1991,1.248492109695576e-07,7.502675308801443e-08
1992,1.1405584487977904e-07,6.667032748097768e-08
1993,1.096763100894016e-07,7.810282787179545e-08
1994,1.091909778150324e-07,5.327675722810454e-08
1995,1.2688534256621864e-07,6.723839057753977e-08
1996,1.441284849246216e-07,7.09966270218132e-08
1997,1.3665449816180342e-07,9.062350248001394e-08
1998,1.0442202769134212e-07,7.295237736126836e-08
1999,1.279656296482301e-07,7.723639749990241e-08
2000,1.4137700743432902e-07,6.450325806817148e-08
2001,1.2705514662592066e-07,6.834690732815396e-08
2002,1.0821616913680998e-07,6.221334447609195e-08
2003,1.3042469371171705e-07,7.500461568499261e-08
2004,1.3214373684178327e-07,6.430995008743778e-08
2005,1.3691398637050156e-07,7.566299331518422e-08
2006,1.391846853326939e-07,6.876876418315803e-08
2007,1.326167193838046e-07,7.829179726748237e-08
2008,1.417727353292264e-07,7.493094178467885e-08
2009,1.3923121655601278e-07,7.343016505956257e-08
2010,1.303766938853812e-07,5.526837992819722e-08
2011,9.25401212881205e-08,5.735957928076907e-08
2012,9.599992834008475e-08,6.025527454767143e-08
2013,9.98506782812214e-08,5.8850537887344956e-08
2014,8.74839878872713e-08,5.8033932243128916e-08
2015,9.287451252504297e-08,5.164620803244091e-08
2016,7.684671771146512e-08,4.8055089074683366e-08
2017,8.729171518950807e-08,5.685281512235463e-08
2018,7.666956369778433e-08,4.7240841127837996e-08
2019,9.183555826908218e-08,4.7703469618909367e-08
