year,grandissant_VERB en_ADP,grandissant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,1.7610886082763955e-09
1826,0.0,1.7615968683770689e-09
1827,0.0,2.7651818612639545e-09
1828,8.255071293206129e-09,0.0
1829,0.0,9.430493719264632e-09
1830,0.0,1.5655253093882493e-08
1831,0.0,0.0
1832,0.0,1.352996914505411e-08
1833,0.0,2.548398292390175e-08
1834,0.0,2.8937046536725575e-08
1835,7.563087933704082e-10,4.5378527602224494e-09
1836,6.048674894287842e-09,8.064899859050456e-09
1837,2.7831563720326358e-09,1.3915781860163179e-09
1838,5.680945491803868e-09,1.3886755967362774e-08
1839,9.788065469251706e-09,6.9914749545318955e-09
1840,7.006657365415947e-09,1.5287252519424754e-08
1841,1.926164561183441e-09,8.988767952189392e-09
1842,3.3541325272778977e-09,1.542900962547833e-08
1843,4.134837805480629e-09,1.653935144396712e-08
1844,1.097712254427563e-09,1.4819115712327857e-08
1845,1.674068439427856e-09,1.3950569588416784e-08
1846,5.854501106128396e-09,1.4636253098387897e-08
1847,4.314578916364553e-09,1.833696039454935e-08
1848,0.0,8.84974404868899e-09
1849,5.865590457787562e-09,1.508294644736452e-08
1850,3.394498016007219e-09,2.7155984128057753e-08
1851,0.0,2.1283147688677673e-08
1852,6.510545436100301e-10,3.2552727180501506e-08
1853,5.971931837933653e-10,6.569124799682413e-09
1854,2.0782657816909023e-09,2.0263090760863633e-08
1855,1.0613874223963649e-09,3.131092896069276e-08
1856,1.0354378465748937e-09,2.070875682047557e-08
1857,3.4170564155999728e-09,5.857810736475955e-09
1858,2.4468380654951716e-09,2.6915217388179258e-08
1859,1.5276520048956854e-09,3.055303920973529e-08
1860,1.3731551729012637e-09,1.5104706818647173e-08
1861,1.4147890858851042e-08,1.5091083938045813e-08
1862,7.228778048373741e-09,1.9879140111811466e-08
1863,1.9978483312144135e-09,7.491931519609807e-09
1864,2.3973640850272204e-09,2.8768367577036713e-08
1865,0.0,1.9298061426642477e-08
1866,4.865612912574591e-10,3.0166798836717135e-08
1867,2.91168689159349e-09,2.0867089389753346e-08
1868,0.0,1.975949714960734e-08
1869,6.8369265804335555e-09,2.3440891339099323e-08
1870,2.2936195165357276e-09,2.121598008386627e-08
1871,0.0,1.5931766128574054e-08
1872,1.8142017887967654e-09,2.0560953717385644e-08
1873,5.9860045809045914e-09,2.9331422624068182e-08
1874,1.1949218281515073e-09,4.9589254258464166e-08
1875,4.577221712764867e-09,2.116965036602636e-08
1876,1.209202959984168e-09,2.5997863417615008e-08
1877,3.0924081073635534e-09,2.9068635054585457e-08
1878,6.039088673581716e-10,1.690944889665147e-08
1879,3.665595160740054e-09,1.7717043832021773e-08
1880,6.417846254436199e-10,2.1820677931216892e-08
1881,4.183504653809678e-09,1.1156012114099667e-08
1882,4.6587693702804245e-09,2.5956001348248492e-08
1883,6.319338941018771e-10,3.09647596452578e-08
1884,3.9610181801208455e-09,2.1125430293977843e-08
1885,9.66845359329227e-09,2.964992351639495e-08
1886,6.453463874400711e-10,3.678474569390744e-08
1887,1.9586774424595887e-09,2.415702127223085e-08
1888,1.9021844099853524e-09,2.2826213585958044e-08
1889,1.0650732740202784e-08,1.628935564212952e-08
1890,1.9663159989136147e-09,1.5730527991308918e-08
1891,1.211101841036566e-08,1.5935549768641977e-08
1892,4.387958441043338e-09,1.817868522380195e-08
1893,1.847525021858587e-09,1.4164357686752282e-08
1894,2.520615716150587e-09,9.452309157609307e-09
1895,1.8055843487019274e-09,2.5278181325916194e-08
1896,2.3588115349859606e-09,1.3563166589847242e-08
1897,0.0,1.5149455023788505e-08
1898,5.6583546736987955e-09,1.867257104493092e-08
1899,4.4220627160029835e-09,1.7688250864011934e-08
1900,2.07642125715779e-09,1.8687790759308598e-08
1901,4.470991132876634e-09,3.073806453812722e-08
1902,4.910283846193408e-10,2.1114219705964388e-08
1903,4.860198243861191e-09,1.026041895890728e-08
1904,1.6123875568041512e-09,1.9348650681649815e-08
1905,3.0964554253998244e-09,2.1159111629476257e-08
1906,3.0865106026567446e-09,1.1317205839134203e-08
1907,5.142843373384665e-10,2.1599941391059474e-08
1908,1.4734167219643268e-09,1.6698722404839828e-08
1909,3.8506885458033935e-09,1.2652262071366494e-08
1910,1.6032452032632705e-09,1.5498036631811374e-08
1911,4.2562992019767876e-09,2.021742140367877e-08
1912,3.125652625612929e-09,1.0418842677495377e-08
1913,2.121195941118259e-09,1.2727175757731857e-08
1914,0.0,1.1384464038144415e-08
1915,8.246533234057551e-09,3.652036184575991e-08
1916,1.0987462051303964e-09,8.789969641043172e-09
1917,0.0,1.864292187292449e-08
1918,9.189101035644853e-09,1.722956355365568e-08
1919,9.207848372660976e-10,2.025726608678724e-08
1920,1.514446346106979e-09,1.4387240288016301e-08
1921,7.572747429129834e-10,1.6660044011018726e-08
1922,2.2133805899215986e-09,1.549366501762961e-08
1923,2.1231896241147297e-09,2.5478276377555176e-08
1924,2.578324886925998e-09,1.675911143195208e-08
1925,2.1996355847875293e-09,6.598906976407193e-09
1926,1.1146138456652466e-09,1.114613823460786e-08
1927,1.1149224876660924e-09,3.2332752919472796e-08
1928,0.0,9.14083297942625e-09
1929,0.0,1.0026365515614089e-08
1930,4.201441528017824e-09,1.575540542475551e-08
1931,0.0,1.0264820993199919e-08
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,9.176529758292418e-09,1.8353059516584835e-08
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,7.180970484910176e-09,1.196828414151696e-08
1936,8.487300195980652e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,1.1332006333297784e-08
1938,2.5930428915188486e-09,1.1668692678767911e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,3.296517903095264e-08
1941,0.0,1.4757512545315876e-08
1942,9.102635090130207e-09,1.517105907566929e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.5249528750871377e-08
1946,1.3921104269343232e-09,1.80974355501462e-08
1947,0.0,8.344609447874518e-09
1948,2.174377566888097e-09,1.9569398101992874e-08
1949,9.817008317369869e-10,1.767061474922116e-08
1950,0.0,0.0
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,1.0544803918932644e-09,1.5817205989421268e-08
1953,3.232148326759443e-09,1.2928593307037772e-08
1954,9.772536113672459e-10,2.0522326726890583e-08
1955,9.385607846468247e-10,1.595553333899602e-08
1956,1.744228317335228e-09,6.104799332717903e-09
1957,8.835037701437898e-10,1.1485549233913872e-08
1958,8.272243445794913e-10,7.445019267748876e-09
1959,3.875373910666724e-09,1.0851047171911432e-08
1960,0.0,2.2146666722733244e-08
1961,2.0844477810477713e-09,2.0149662549595604e-08
1962,3.805173953708163e-09,1.3952303756781248e-08
1963,7.1126584622049904e-09,1.4871922360271128e-08
1964,1.8251904432275978e-09,1.520992043424485e-08
1965,5.47204326295514e-09,1.4227312661319047e-08
1966,1.1078149508847446e-09,1.9386761973549937e-08
1967,9.860671168482327e-10,1.5284040255636455e-08
1968,2.245707841908029e-09,1.79656635679315e-08
1969,1.3625273131978588e-09,1.2716922154210053e-08
1970,2.2993625059530842e-09,9.657322413980651e-09
1971,4.624557736754298e-09,6.679916619845017e-09
1972,0.0,1.1799337673590315e-08
1973,3.859242703185828e-09,7.718485406371656e-09
1974,2.2502286700643026e-09,8.438357568252286e-09
1975,3.4268881066168433e-09,1.3707552426467373e-08
1976,1.142705374768127e-09,5.7135269293517865e-09
1977,5.876781838942691e-10,1.880570188461661e-08
1978,4.75247319275951e-09,8.910887139279566e-09
1979,2.9259866751729646e-09,1.1703946256602649e-08
1980,1.1370301367108482e-09,1.989802728141754e-08
1981,3.162774819820413e-09,1.5181318924195608e-08
1982,2.483000915987077e-09,1.2415004135846175e-08
1983,0.0,1.2630632539867293e-08
1984,0.0,1.0438214959052061e-08
1985,6.015558051686298e-10,1.5640450379272863e-08
1986,1.7983456945813714e-09,1.0190625288064581e-08
1987,1.2221633705067347e-09,1.5277041853778428e-08
1988,1.1993107618124554e-09,1.1393452292729478e-08
1989,1.0976244357863152e-09,7.683371272548811e-09
1990,2.7243255429354463e-09,1.3076762117592011e-08
1991,1.1722930404189924e-09,1.758439571730719e-08
1992,0.0,1.487684975209902e-08
1993,2.2156829704300662e-09,1.938722649086344e-08
1994,2.637463358823311e-09,2.0044721216194716e-08
1995,1.0844901643380922e-09,1.572510655023507e-08
1996,2.6690460952494277e-09,8.540947282753564e-09
1997,1.917957792585412e-09,2.061804638131548e-08
1998,1.43043876743576e-09,2.6224710292233055e-08
1999,3.1991408688814005e-09,2.102292517847104e-08
2000,3.0926219363180962e-09,1.1486881779099178e-08
2001,1.7524846851468823e-09,1.9715453436486285e-08
2002,2.190610748353805e-09,2.5411084347837232e-08
2003,8.333845835650777e-10,1.6667691227212345e-08
2004,1.7619165015858584e-09,1.8500123766251875e-08
2005,1.8014998381943315e-09,1.8465372786380385e-08
2006,2.8825228870488218e-09,3.088417432905999e-08
2007,4.393927360846206e-09,2.5564668604260987e-08
2008,3.831695793987677e-09,2.7673358715674112e-08
2009,5.245011758248097e-09,3.051643293616735e-08
2010,8.975206577943595e-09,3.448368968150817e-08
2011,1.91198598620268e-09,2.867978909915081e-08
2012,5.446804146602702e-09,3.9148905894847985e-08
2013,7.530637613495372e-09,4.9088601628000106e-08
2014,4.763979391531059e-09,4.958869581628278e-08
2015,3.5465205910911735e-09,4.277990472978388e-08
2016,7.456824269169715e-09,3.811265791853202e-08
2017,6.037467414898856e-09,3.2954507234173036e-08
2018,7.744400343234759e-09,4.775713380311686e-08
2019,8.16316081397872e-09,5.510133616049018e-08
