year,voulant_VERB étendre_VERB,voulant_VERB détendre_VERB
1800,2.515331676278265e-08,0.0
1801,3.095537337571841e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,1.755305234496518e-08,0.0
1804,3.707776485839531e-08,0.0
1805,3.1271653710973624e-08,0.0
1806,5.76333825108577e-09,0.0
1807,5.4092147649953404e-08,0.0
1808,2.7192887941396293e-08,0.0
1809,1.0391540694598689e-07,0.0
1810,6.31834251585417e-08,0.0
1811,1.2535383842049441e-08,0.0
1812,3.467370524035118e-08,0.0
1813,4.026038169513413e-08,0.0
1814,3.776012569289833e-08,0.0
1815,5.933891955578474e-08,0.0
1816,5.5622493277951435e-08,0.0
1817,3.113746860350375e-08,0.0
1818,9.775365761299781e-08,0.0
1819,3.105314982931873e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,5.818277926117332e-08,0.0
1822,5.81485721795616e-08,0.0
1823,3.4589404229734555e-08,0.0
1824,5.726356633317664e-08,0.0
1825,6.780190986432899e-08,0.0
1826,5.725189922145546e-08,0.0
1827,1.0968554775558914e-07,0.0
1828,4.6778734663632804e-08,0.0
1829,3.857929309347696e-08,0.0
1830,3.5485242744215384e-08,0.0
1831,2.182768810143898e-08,0.0
1832,5.0060886991332154e-08,0.0
1833,4.40177885252524e-08,0.0
1834,4.1071936962566724e-08,0.0
1835,6.201732105637348e-08,0.0
1836,4.704525080612143e-08,0.0
1837,2.574419688539109e-08,0.0
1838,4.797243136067664e-08,0.0
1839,4.05505558020991e-08,0.0
1840,6.051204115564701e-08,0.0
1841,2.760835782211757e-08,6.420548537278137e-10
1842,5.1653639587811995e-08,0.0
1843,6.025049348323819e-08,0.0
1844,3.3480223038395707e-08,5.488561272137815e-10
1845,4.910600726049097e-08,0.0
1846,4.625055982643289e-08,0.0
1847,2.9123407685460734e-08,5.393223645455691e-10
1848,2.4940187026700755e-08,0.0
1849,2.513824437500034e-08,0.0
1850,2.7155985016236173e-08,0.0
1851,3.031236239792179e-08,0.0
1852,4.10164364694765e-08,6.510545436100301e-10
1853,2.8068080304421983e-08,0.0
1854,3.7928349794214e-08,0.0
1855,5.1477289986223695e-08,0.0
1856,7.506924237787871e-08,0.0
1857,4.9791391898423853e-08,0.0
1858,4.0128143474760236e-08,0.0
1859,6.67074697702219e-08,0.0
1860,3.158256856039543e-08,0.0
1861,2.1221837620544193e-08,0.0
1862,2.846331392802881e-08,0.0
1863,4.2953738343953773e-08,0.0
1864,6.95235540248973e-08,0.0
1865,3.671338633104426e-08,0.0
1866,3.551897376219415e-08,0.0
1867,2.8631587767335986e-08,0.0
1868,4.347089088696521e-08,9.87974813071446e-10
1869,2.6859355628516823e-08,0.0
1870,4.873941517047342e-08,0.0
1871,3.5049884772320183e-08,0.0
1872,2.0560952940229527e-08,6.047339295989218e-10
1873,3.5916027818494456e-08,0.0
1874,2.8678124319725384e-08,5.974609140757536e-10
1875,3.089624733831897e-08,0.0
1876,1.3905833595728723e-08,0.0
1877,2.597622772437802e-08,0.0
1878,2.717589930867348e-08,0.0
1879,3.9710613908283676e-08,0.0
1880,3.4656369329866266e-08,0.0
1881,2.7890030285249168e-08,0.0
1882,3.394246261834155e-08,1.3310770263785798e-09
1883,2.9068958351530227e-08,0.0
1884,3.036780515941473e-08,0.0
1885,3.0294486919046903e-08,0.0
1886,2.323246950375335e-08,0.0
1887,1.240495717258483e-08,0.0
1888,3.550744276381579e-08,0.0
1889,2.5060546526844973e-08,6.265136742733546e-10
1890,1.3108772956016423e-08,0.0
1891,2.677172439291553e-08,0.0
1892,1.6924983636812385e-08,6.268512375839919e-10
1893,2.0938616174248637e-08,0.0
1894,1.7014156084016463e-08,0.0
1895,3.009307225632085e-08,0.0
1896,1.9460196121201534e-08,5.89702897624278e-10
1897,1.2818769601352642e-08,5.826713556089658e-10
1898,3.055511710314818e-08,0.0
1899,4.2009595802028343e-08,0.0
1900,5.191053098485554e-08,5.191053142894475e-10
1901,4.135666831217577e-08,0.0
1902,2.9461702411026636e-08,0.0
1903,1.1340462791054051e-08,5.400220270956879e-10
1904,1.7736263124845664e-08,0.0
1905,2.2191264381632436e-08,0.0
1906,1.2346042854716188e-08,0.0
1907,3.085706001826338e-08,5.142843373384665e-10
1908,3.732655606825119e-08,0.0
1909,1.980354058517264e-08,0.0
1910,2.51175080734356e-08,0.0
1911,2.8730020140699253e-08,0.0
1912,3.1777468656457586e-08,0.0
1913,1.378777320093505e-08,0.0
1914,1.6072185360371805e-08,0.0
1915,1.4136914305851178e-08,0.0
1916,4.0653608479601644e-08,0.0
1917,3.180263075108769e-08,0.0
1918,3.331049125421259e-08,0.0
1919,4.603924175228258e-08,0.0
1920,2.1959471574461986e-08,7.572231730534895e-10
1921,2.8019165654313838e-08,0.0
1922,2.2871600613427745e-08,0.0
1923,1.5923922624949682e-08,0.0
1924,1.5469949654622894e-08,0.0
1925,2.5295810113235007e-08,0.0
1926,2.0063049888108253e-08,0.0
1927,1.3379069518926201e-08,0.0
1928,1.942426997025848e-08,0.0
1929,3.230717915414516e-08,0.0
1930,1.8906486598524452e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.753525902259412e-08,0.0
1933,1.605892752110094e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,2.154291234290895e-08,0.0
1936,1.091224266502877e-08,0.0
1937,1.2591118148108649e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,7.607348528892999e-09,0.0
1941,1.7709015143196893e-08,0.0
1942,1.5171058853624686e-08,0.0
1943,1.7419411246777372e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,1.089252021913012e-08,0.0
1946,1.5313214696277555e-08,0.0
1947,1.4305045148432782e-08,0.0
1948,1.3046265845417793e-08,1.0871887834440486e-09
1949,1.570721286370258e-08,0.0
1950,2.765193918286002e-08,0.0
1951,2.985192459892261e-08,0.0
1952,1.687168627029223e-08,0.0
1953,8.619061908632375e-09,0.0
1954,8.795282280260608e-09,1.9545072227344917e-09
1955,2.0648337706319353e-08,0.0
1956,7.849027428008526e-09,0.0
1957,1.501956425897788e-08,8.835037701437898e-10
1958,1.0753916424022236e-08,0.0
1959,5.425523363911111e-09,7.750747821333448e-10
1960,7.612916741450704e-09,6.920833350854139e-10
1961,9.03260666262895e-09,0.0
1962,1.3952304200870458e-08,0.0
1963,8.405868778815773e-09,1.2932106496776896e-09
1964,1.5209921100378665e-08,3.041984220075733e-09
1965,9.849678406226303e-09,0.0
1966,1.1632056873267516e-08,4.431259803538978e-09
1967,1.5777074091616328e-08,0.0
1968,1.122853943158475e-08,1.3474247273492779e-09
1969,2.3162965323564322e-08,0.0
1970,2.8052222766916657e-08,1.3796175313274261e-09
1971,1.49013525962971e-08,1.541519245584766e-09
1972,8.721249666887587e-09,0.0
1973,7.718485461882807e-09,0.0
1974,9.000914902301815e-09,0.0
1975,9.138368284311582e-09,0.0
1976,8.5702901442275e-09,0.0
1977,6.464460078348111e-09,5.876781838942691e-10
1978,8.910887139279566e-09,0.0
1979,9.948355028654987e-09,0.0
1980,1.0801786354264209e-08,0.0
1981,3.162774819820413e-09,0.0
1982,8.069752754913395e-09,0.0
1983,7.57837881337764e-09,6.315316047889041e-10
1984,6.378909234161512e-09,2.3196033982486597e-09
1985,6.617113967877231e-09,1.8046674155058895e-09
1986,9.591176797218992e-09,1.1988970927134801e-09
1987,6.110817019067127e-09,0.0
1988,8.994830658082265e-09,0.0
1989,1.4269117887266702e-08,5.488122178931576e-10
1990,1.1987032477733806e-08,1.634595292454577e-09
1991,8.792197470075536e-09,1.1722930404189924e-09
1992,1.2121877501769518e-08,0.0
1993,4.985286850001103e-09,5.539207426075166e-10
1994,1.1604838756618108e-08,0.0
1995,7.049185846152994e-09,0.0
1996,4.270473530354479e-09,1.6014276571496566e-09
1997,7.671831392386252e-09,0.0
1998,5.72175506974304e-09,1.43043876743576e-09
1999,7.312321692598545e-09,4.570201161957499e-10
2000,1.1045078740501424e-08,0.0
2001,1.6648605327684862e-08,0.0
2002,6.571831967505659e-09,8.76244299341522e-10
2003,9.58392254446494e-09,8.333845835650777e-10
2004,1.2333415178034102e-08,0.0
2005,1.5312748513629515e-08,4.5037495954858286e-10
2006,7.412201963319376e-09,8.235779835885637e-10
2007,8.787854721692412e-09,2.7961356841021967e-09
2008,7.663391254908447e-09,1.7029758714315335e-09
2009,6.675469510497578e-09,9.53638501499654e-10
2010,6.140930874920514e-09,2.834275814045384e-09
2011,8.795135231220996e-09,2.6767803251726008e-09
2012,4.085103366691101e-09,1.3617010852229328e-09
2013,4.7415126269712005e-09,1.6734750252211938e-09
2014,6.71287994635783e-09,3.2481677902929107e-09
2015,5.984753803645049e-09,2.43823286560918e-09
2016,5.3854842807510295e-09,3.728412023562555e-09
2017,4.52810025586281e-09,6.792150619716608e-09
2018,8.002546625363038e-09,4.388493402007754e-09
2019,2.55098775436835e-09,5.357074228662384e-09
