year,traînant_VERB en_ADP,traînant_VERB dans_ADP
1880,6.032775701214632e-08,5.455169227452927e-08
1881,5.299105865219644e-08,1.1295462543081669e-07
1882,4.05978499706805e-08,9.117877297626364e-08
1883,2.9700892412165558e-08,8.973461040895359e-08
1884,4.423137056619453e-08,9.374409604134826e-08
1885,3.545099502844096e-08,9.861822658496777e-08
1886,4.1947515683204983e-08,6.388929363332352e-08
1887,3.7867764035581786e-08,8.61818025832406e-08
1888,4.7554610027589206e-08,7.481925390351307e-08
1889,5.7639257811104017e-08,7.768769394456143e-08
1890,4.456982899414541e-08,6.947649622279783e-08
1891,3.9520164363260335e-08,6.629188931128738e-08
1892,3.13425623232888e-08,7.08341862942774e-08
1893,4.249307394843527e-08,8.991288069637449e-08
1894,3.969969797346096e-08,7.246770139524017e-08
1895,4.935263930860856e-08,6.620476122876084e-08
1896,4.363801409112966e-08,4.65865286347622e-08
1897,5.7684463428131494e-08,5.069240816002463e-08
1898,4.8096016280751996e-08,7.242694266551553e-08
1899,3.2612710754165164e-08,7.296403303769239e-08
1900,3.3741844873702576e-08,5.3986952908147146e-08
1901,4.247441509619421e-08,8.830207698373727e-08
1902,3.388095848322337e-08,6.334266311469605e-08
1903,2.6461078661554893e-08,5.5622269679034275e-08
1904,3.439760121182189e-08,4.5146850702337815e-08
1905,3.973784501454247e-08,5.831657612365149e-08
1906,2.777859720026754e-08,8.899439052356684e-08
1907,2.828563872014911e-08,8.331406098349703e-08
1908,4.125566732682273e-08,9.13518336531638e-08
1909,2.80550155329351e-08,8.251475125398144e-08
1910,4.916618534522854e-08,8.871289813860983e-08
1911,4.309503154331651e-08,8.831820874632967e-08
1912,4.792667657183003e-08,6.407588060142189e-08
1913,2.7045247041890264e-08,6.416617548410386e-08
1914,4.68772043404897e-08,7.567320337020789e-08
1915,3.2986132936230206e-08,1.0602685651672772e-07
1916,3.29623865980011e-08,9.778841469909594e-08
1917,4.496234140560773e-08,1.0747095924301675e-07
1918,3.9053679401490626e-08,5.858051821405752e-08
1919,3.498982398264516e-08,9.94447606483817e-08
1920,6.436397148590345e-08,4.921950758074445e-08
1921,4.543648302046677e-08,5.0737407386591826e-08
1922,5.016996035278609e-08,1.0329109922935231e-07
1923,4.458698210640932e-08,1.1677542754995329e-07
1924,3.738571052736006e-08,6.703644839234357e-08
1925,2.5295808780967377e-08,8.468597334498895e-08
1926,4.4584552605364536e-08,7.80229711949687e-08
1927,4.682674359379746e-08,1.025728688652805e-07
1928,4.4561559775502246e-08,9.940655754103744e-08
1929,4.2333545335893064e-08,1.3145679211845618e-07
1930,3.046045016219523e-08,9.348207241632878e-08
1931,3.193499864551086e-08,7.071320951013149e-08
1932,2.520693342944469e-08,6.466126856174981e-08
1933,2.982372038218273e-08,9.864769223710823e-08
1934,3.4746584276490466e-08,8.027658360276746e-08
1935,5.744776476745983e-08,7.659701584117329e-08
1936,3.15242587589637e-08,8.729794398476542e-08
1937,2.392312481447334e-08,7.554670844456268e-08
1938,3.3709559033034964e-08,5.8343464615084883e-08
1939,3.5176316970364496e-08,9.788192478765723e-08
1940,1.0143131667916805e-08,7.353770570261986e-08
1941,3.836953510472085e-08,6.788455841899577e-08
1942,4.8547388331598995e-08,4.854738722137597e-08
1943,5.516146828199453e-08,9.290352664947932e-08
1944,2.5705489292704442e-08,6.747690939334916e-08
1945,2.832055256973831e-08,1.1110370934375169e-07
1946,3.897909284233947e-08,6.26449718765798e-08
1947,3.5762613315171166e-08,1.1205619010468126e-07
1948,3.152847383169899e-08,1.0871887679009262e-07
1949,2.5524220959027843e-08,5.69386465754107e-08
1950,3.616022903329963e-08,7.338399266032525e-08
1951,3.944718607318265e-08,1.023494596852359e-07
1952,4.428817734769552e-08,9.068531059419627e-08
1953,2.8011951869189033e-08,8.942276652490477e-08
1954,2.638584750691564e-08,9.772536357921524e-08
1955,2.440258128899586e-08,8.728614941944102e-08
1956,4.011724974439801e-08,8.02345032635543e-08
1957,2.3854601849393475e-08,7.50978237928912e-08
1958,2.0680609225109947e-08,9.513080034828647e-08
1959,2.9452841943111707e-08,8.680837515484541e-08
1960,3.5988332314218496e-08,6.228749938053113e-08
1961,3.6825242577531725e-08,9.31053305563978e-08
1962,2.5367825173816527e-08,9.57635415410607e-08
1963,4.073613701915946e-08,8.987814270611238e-08
1964,3.8937397306426647e-08,9.856028437837949e-08
1965,3.119064589940379e-08,7.551419622942035e-08
1966,3.6557892713062756e-08,9.970334780007306e-08
1967,3.549841598449177e-08,9.170424108972952e-08
1968,3.09907690621003e-08,8.982831678494563e-08
1969,3.042977822498294e-08,9.855614677145574e-08
1970,3.632992645608013e-08,6.530189589071256e-08
1971,2.671966670142467e-08,8.426971875863387e-08
1972,2.872882304272295e-08,8.259536476984408e-08
1973,3.4181861896520616e-08,7.49795706078693e-08
1974,2.531507187208959e-08,5.794338986397918e-08
1975,3.3126585474718695e-08,6.625316961716976e-08
1976,2.9710338855792884e-08,6.970502908210108e-08
1977,2.527016151887551e-08,6.934602270192158e-08
1978,1.900989232694883e-08,5.999997221284303e-08
1979,3.8037826111114725e-08,7.958683456710247e-08
1980,1.989802811408481e-08,8.41402318929596e-08
1981,2.5302197670384885e-08,9.045536009111288e-08
1982,3.1037512115972277e-08,9.00087813171524e-08
1983,3.157657957331139e-08,7.452073225167055e-08
1984,2.8415142239168745e-08,8.46655252573214e-08
1985,3.3085568507118523e-08,7.45929198409101e-08
1986,1.6784559520033326e-08,8.931783401777693e-08
1987,2.627651163322753e-08,8.066278101015456e-08
1988,3.298104533921986e-08,9.594486227726406e-08
1989,1.7561990972581043e-08,8.616351854229265e-08
1990,2.7243254763220648e-08,8.935787465524925e-08
1991,1.3481370075840715e-08,7.678519420295515e-08
1992,2.259077191979486e-08,8.04451849578669e-08
1993,2.4926434250005514e-08,9.693612962324849e-08
1994,2.2154692302933654e-08,8.756378333529824e-08
1995,2.114755837112625e-08,7.157635240062632e-08
1996,2.2419987644184403e-08,8.754471192418123e-08
1997,2.876936655571427e-08,8.391065620116933e-08
1998,2.145658195562561e-08,1.273090529663179e-07
1999,2.3765045847889965e-08,8.500574200098754e-08
2000,2.3415566374751506e-08,7.952456382298578e-08
2001,1.6648604050928384e-08,7.491871922837845e-08
2002,2.9792307010279018e-08,8.85006774531405e-08
2003,3.000184589652122e-08,8.833876341540758e-08
2004,1.805964444656638e-08,1.1848888670229485e-07
2005,2.34194974524371e-08,9.547948920385352e-08
2006,2.4295549738706512e-08,9.512325926941401e-08
2007,2.476577201648844e-08,1.2143217420490515e-07
2008,2.1712942721574535e-08,1.0643599135384818e-07
2009,3.003961235314989e-08,9.154929880850204e-08
2010,3.401131093427878e-08,1.4549282800757624e-07
2011,4.8946841135766306e-08,1.7399072560486673e-07
2012,3.506380452655833e-08,2.0221261509689725e-07
2013,4.211578730206611e-08,2.1504154457119284e-07
2014,6.388063122919618e-08,2.414471351741554e-07
2015,4.078498694326527e-08,2.3362705126039884e-07
2016,4.8262223550921135e-08,2.2722600734326193e-07
2017,3.999822095757111e-08,2.1030510355402043e-07
2018,4.569195910519852e-08,2.4369045092953456e-07
2019,5.025445931616801e-08,2.066300144321076e-07
