year,pourront_VERB étendre_VERB,pourront_VERB détendre_VERB
1800,2.829747991484055e-08,0.0
1801,1.904946067554647e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,1.9774807569206132e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,1.1330369531492579e-08,0.0
1809,2.259030518203531e-09,0.0
1810,7.020380277111826e-09,0.0
1811,1.504245972228091e-08,0.0
1812,0.0,0.0
1813,3.738464116054274e-08,0.0
1814,5.349351184236184e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,7.784366928831332e-09,0.0
1818,0.0,0.0
1819,8.280840013696888e-09,0.0
1820,8.306536791735653e-09,0.0
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,2.0051231786055723e-08,1.0025615893027862e-09
1823,0.0,0.0
1824,5.052667617633233e-09,0.0
1825,7.924898959288385e-09,8.805443041381977e-10
1826,1.9377566218281572e-08,0.0
1827,9.217273166939322e-09,9.217273055917019e-10
1828,5.503380862137419e-09,0.0
1829,2.5719527840806222e-08,0.0
1830,5.114049628218709e-08,0.0
1831,1.091384405071949e-08,0.0
1832,1.352996914505411e-08,0.0
1833,4.6334514003376626e-09,0.0
1834,1.4935249481595747e-08,0.0
1835,9.075705520444899e-09,0.0
1836,2.688300027031687e-09,0.0
1837,1.948209416013924e-08,0.0
1838,6.312161904276081e-09,0.0
1839,6.9914751765765e-10,0.0
1840,1.8472096741106725e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,1.0733224087289273e-08,0.0
1843,1.3585895075607368e-08,0.0
1844,1.3721403568922597e-08,0.0
1845,7.812318791877715e-09,0.0
1846,2.3418005312692003e-08,0.0
1847,2.7505439703645607e-08,0.0
1848,1.367687652020777e-08,0.0
1849,8.379414939696517e-10,0.0
1850,3.394498016007219e-09,0.0
1851,0.0,0.0
1852,1.3021090872200602e-09,0.0
1853,3.5831591027601917e-09,0.0
1854,7.79349651480743e-09,0.0
1855,2.653468555990912e-09,0.0
1856,1.1389816201301528e-08,0.0
1857,4.393358121745905e-09,0.0
1858,4.404308473482388e-09,0.0
1859,2.5460866748261424e-09,0.0
1860,5.950338888283113e-09,0.0
1861,1.8863854922557266e-09,0.0
1862,9.487771457372673e-09,0.0
1863,7.491931519609807e-09,4.994620828036034e-10
1864,8.63051052846231e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,1.0217787504984699e-08,0.0
1867,1.8925964795357686e-08,0.0
1868,2.5687345583946808e-08,0.0
1869,8.30198221279943e-09,4.883519144627257e-10
1870,1.3188312664169644e-08,0.0
1871,3.504988654867702e-08,0.0
1872,1.3304146229131675e-08,0.0
1873,1.1373408881354408e-08,0.0
1874,1.4936523129449597e-08,0.0
1875,2.0597497041308088e-08,5.721527140956084e-10
1876,8.464420275799966e-09,0.0
1877,7.421779191219002e-09,0.0
1878,2.8383716710322915e-08,0.0
1879,7.331190321480108e-09,0.0
1880,1.4761046607247863e-08,0.0
1881,1.3945015142624584e-09,0.0
1882,8.652000893505374e-09,0.0
1883,1.516641390253426e-08,0.0
1884,1.650424152899177e-08,0.0
1885,9.66845359329227e-09,0.0
1886,9.680196200179125e-09,0.0
1887,1.5016526688782506e-08,0.0
1888,7.60873763994141e-09,0.0
1889,3.132568426877924e-09,0.0
1890,1.3764211992395303e-08,0.0
1891,1.3385862196457765e-08,0.0
1892,1.002961980134387e-08,0.0
1893,2.0938616174248637e-08,0.0
1894,1.5753848003896564e-08,0.0
1895,1.023164486468886e-08,0.0
1896,1.0614652268259306e-08,0.0
1897,1.3984112534615178e-08,0.0
1898,5.092519295146758e-09,0.0
1899,6.080336234504102e-09,0.0
1900,6.748368974740515e-09,0.0
1901,1.117747761014698e-08,5.588738916095792e-10
1902,6.874397495693074e-09,0.0
1903,9.1803746826713e-09,5.400220270956879e-10
1904,1.2361637935498493e-08,5.374625189347171e-10
1905,3.509316215399849e-08,0.0
1906,1.3374879870298173e-08,0.0
1907,1.1828539925318182e-08,5.142843373384665e-10
1908,1.276961114626829e-08,0.0
1909,7.701377313651392e-09,5.500983557560346e-10
1910,6.947395991829808e-09,0.0
1911,1.276889793899727e-08,0.0
1912,1.3023552902780011e-08,0.0
1913,8.484783542428431e-09,0.0
1914,2.9465672568562695e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,5.493730803607377e-09,0.0
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,4.2499593178035866e-08,0.0
1919,3.6831393490643904e-09,0.0
1920,6.815008557481406e-09,0.0
1921,8.330022005509363e-09,0.0
1922,2.951174193910333e-09,0.0
1923,1.2739137744688378e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,2.229227646921572e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,2.742249805010033e-08,0.0
1929,1.893869061575515e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,4.822195975862087e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,1.555876849579363e-08,0.0
1936,4.849885826274658e-09,0.0
1937,2.7700460591972842e-08,0.0
1938,4.019216603978748e-08,0.0
1939,6.117620188206274e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,5.60785480274717e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,5.010559434026618e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,4.7683483828109274e-09,0.0
1948,1.3046265401328583e-08,0.0
1949,3.141442661558358e-08,0.0
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,1.2793682557799002e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,6.464296653518886e-09,0.0
1954,7.818028890937967e-09,9.772536113672459e-10
1955,1.220129064449793e-08,0.0
1956,6.976913269340912e-09,0.0
1957,1.4136060322300636e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,1.705164542897819e-08,0.0
1960,2.0070416439921246e-08,0.0
1961,1.598076693198891e-08,0.0
1962,1.585489073363533e-08,0.0
1963,7.759263453976928e-09,0.0
1964,4.867174663303331e-09,0.0
1965,8.20806533852192e-09,0.0
1966,5.539074976468328e-09,0.0
1967,1.5777073869571723e-08,0.0
1968,1.3025106326836067e-08,0.0
1969,1.407944960618579e-08,0.0
1970,1.1496812390987543e-08,0.0
1971,1.849823050292798e-08,0.0
1972,1.2825367434743384e-08,1.0260293725750103e-09
1973,7.718485406371656e-09,0.0
1974,4.500457340128605e-09,0.0
1975,6.8537762132336866e-09,1.1422960355389478e-09
1976,6.2848797277581525e-09,0.0
1977,9.402850942308305e-09,0.0
1978,2.970295565063452e-09,0.0
1979,1.6385525825057812e-08,0.0
1980,3.97960553399912e-09,0.0
1981,9.488323904349727e-09,0.0
1982,9.932003663948308e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,5.219107812592938e-09,0.0
1985,4.210890747202711e-09,0.0
1986,4.196139880008332e-09,0.0
1987,4.888653482026939e-09,1.2221633705067347e-09
1988,6.596209356501959e-09,0.0
1989,4.390497743145261e-09,0.0
1990,5.448650863826288e-09,0.0
1991,1.2895223555631219e-08,0.0
1992,3.856960972825618e-09,0.0
1993,2.2156829704300662e-09,0.0
1994,5.802419433820205e-09,0.0
1995,9.760411145975922e-09,0.0
1996,3.2028553142993132e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,5.2449422582867555e-09,0.0
1999,2.285100553223174e-09,0.0
2000,3.092622158362701e-09,0.0
2001,3.943090742808408e-09,0.0
2002,7.448076377869484e-09,1.752488598683044e-09
2003,7.91715315529018e-09,1.6667691671301554e-09
2004,4.845270407116686e-09,0.0
2005,2.702249757291497e-09,0.0
2006,4.117890028965121e-09,8.235779835885637e-10
2007,2.3966877371606188e-09,0.0
2008,3.405951742863067e-09,0.0
2009,2.860915504498962e-09,0.0
2010,3.3066551718974324e-09,0.0
2011,3.059177577924288e-09,0.0
2012,1.7021263287730903e-09,0.0
2013,4.741512515948898e-09,0.0
2014,1.5158115873603606e-09,4.330890368553497e-10
2015,3.768178213903184e-09,0.0
2016,4.349814286541687e-09,2.0713400439298368e-10
2017,2.5156112748447867e-09,0.0
2018,2.581466596041082e-09,0.0
2019,2.2958890344426663e-09,2.55098775436835e-10
