year,pourraient_VERB étendre_VERB,pourraient_VERB détendre_VERB
1800,1.2576657937302116e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,2.3404069793286908e-08,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,1.1330369531492579e-08,0.0
1809,0.0,0.0
1810,3.2761775514700275e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,2.6672083208723052e-08,0.0
1813,2.300593315851529e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,6.952811659743929e-09,0.0
1817,6.227493631882908e-09,1.556873407970727e-09
1818,5.960588467246453e-09,0.0
1819,4.140420006848444e-09,0.0
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,0.0,0.0
1822,1.303330066093622e-08,0.0
1823,5.929612356680991e-09,0.0
1824,1.3473780313688621e-08,0.0
1825,1.2327619813845558e-08,0.0
1826,1.9377566218281572e-08,0.0
1827,1.7512819638909605e-08,0.0
1828,1.3758452155343548e-08,0.0
1829,6.858540846366168e-09,0.0
1830,0.0,0.0
1831,1.4032085715598441e-08,0.0
1832,5.411987746839486e-09,0.0
1833,1.6217079235048004e-08,1.1583628500844156e-09
1834,1.4935249481595747e-08,0.0
1835,6.050470346963266e-09,0.0
1836,3.36037508930076e-09,0.0
1837,6.262101948095733e-09,0.0
1838,1.0730675015224733e-08,0.0
1839,9.088918062616358e-09,0.0
1840,1.0191501864653674e-08,0.0
1841,8.346713542550788e-09,1.2841097074556274e-09
1842,3.3541325272778977e-09,0.0
1843,8.269675610961258e-09,0.0
1844,7.683985892015244e-09,0.0
1845,7.254296274794569e-09,0.0
1846,1.2879903366069811e-08,0.0
1847,9.707802561820245e-09,5.393223645455691e-10
1848,8.04522137798358e-09,0.0
1849,1.256912263158938e-08,0.0
1850,6.1100964288129944e-09,0.0
1851,1.2898877521649865e-09,6.449438760824933e-10
1852,4.557382027314816e-09,0.0
1853,2.9859659189668264e-09,0.0
1854,3.63696517347023e-09,1.558699391779328e-09
1855,7.960405667972736e-09,0.0
1856,1.5531567143511893e-09,5.177189232874468e-10
1857,5.857811125054013e-09,0.0
1858,1.468102750479261e-09,4.893676019968041e-10
1859,1.0693564256314403e-08,0.0
1860,1.8308735638683515e-09,0.0
1861,5.187560159214399e-09,0.0
1862,2.710791813242963e-09,0.0
1863,3.496234635136375e-09,4.994620828036034e-10
1864,2.3973640850272204e-09,0.0
1865,1.2237795665726026e-08,0.0
1866,1.1677471434268227e-08,0.0
1867,9.7056229719783e-09,0.0
1868,9.385760613156435e-09,0.0
1869,6.8369265804335555e-09,0.0
1870,5.734048791339319e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,4.8378714367913744e-09,0.0
1873,4.190203295451056e-09,5.986004469882289e-10
1874,9.559374625212058e-09,0.0
1875,6.865832347102696e-09,0.0
1876,1.4510435519810017e-08,0.0
1877,8.040260901509555e-09,0.0
1878,5.435179861734696e-09,0.0
1879,0.0,0.0
1880,7.701415505323439e-09,0.0
1881,8.367009307619355e-09,0.0
1882,1.5307385581309063e-08,0.0
1883,8.847074184359371e-09,0.0
1884,5.941527270181268e-09,0.0
1885,7.090199094506033e-09,0.0
1886,7.744156427236248e-09,0.0
1887,2.6115698492645834e-09,0.0
1888,3.1703073499755874e-09,6.340614699951175e-10
1889,7.51816386923565e-09,6.265136742733546e-10
1890,1.2453334363726754e-08,0.0
1891,3.1871101313640793e-09,0.0
1892,8.775916882086676e-09,0.0
1893,1.0469308087124318e-08,0.0
1894,9.452309157609307e-09,0.0
1895,2.4074457982692365e-09,1.8055843487019274e-09
1896,8.845543852942228e-09,0.0
1897,2.9133566670225264e-09,0.0
1898,6.224190496340043e-09,0.0
1899,3.8693048765026106e-09,0.0
1900,1.4015843596837385e-08,0.0
1901,6.706486921359556e-09,5.588738916095792e-10
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,1.4580594509538969e-08,0.0
1904,7.524475265086039e-09,0.0
1905,4.1286072338664326e-09,0.0
1906,4.629765903985117e-09,0.0
1907,1.7485668024619372e-08,0.0
1908,0.0,0.0
1909,9.351672325408344e-09,0.0
1910,1.0153886620400954e-08,0.0
1911,5.3203743632934675e-09,5.320374141248863e-10
1912,2.6047106693738442e-09,5.209421227725386e-10
1913,5.302989602995467e-09,0.0
1914,6.696743715117748e-10,0.0
1915,0.0,0.0
1916,6.592477230782379e-09,0.0
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,7.366278698128781e-09,0.0
1920,8.329454459499175e-09,0.0
1921,9.087297137000405e-09,0.0
1922,3.6889677978990676e-09,0.0
1923,1.0615948120573648e-08,0.0
1924,2.578324886925998e-09,0.0
1925,6.598906754362588e-09,0.0
1926,5.57306911730393e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,4.570416489713125e-09,0.0
1929,6.684243825105796e-09,0.0
1930,7.352522590764465e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,1.4377896206951846e-08,0.0
1935,9.574627313213568e-09,0.0
1936,2.424942913137329e-09,0.0
1937,7.554670666820584e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,0.0,0.0
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,7.610321262063735e-09,0.0
1949,9.817008317369869e-10,0.0
1950,2.1270722960764488e-09,0.0
1951,4.264560704569931e-09,0.0
1952,7.381362632230548e-09,0.0
1953,5.386913581872932e-09,0.0
1954,5.863521668203475e-09,0.0
1955,1.5016972554349195e-08,9.385607846468247e-10
1956,6.104799332717903e-09,8.72114158667614e-10
1957,9.718541527092839e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,1.007597205671118e-08,0.0
1960,5.536666680683311e-09,0.0
1961,4.86371165564492e-09,0.0
1962,5.7077609305622445e-09,2.5367825617905737e-09
1963,3.879631726988464e-09,0.0
1964,2.4335873316516654e-09,0.0
1965,6.0192477668863376e-09,5.472043373977442e-10
1966,5.539074976468328e-09,0.0
1967,1.0846738618397467e-08,1.9721342336964653e-09
1968,1.3025106326836067e-08,0.0
1969,3.6334062425424918e-09,2.2708788183223305e-09
1970,7.3579600190498695e-09,0.0
1971,4.1107179882260425e-09,0.0
1972,6.669190977248718e-09,0.0
1973,3.859242703185828e-09,0.0
1974,2.812785782069227e-09,0.0
1975,5.711480177694739e-09,0.0
1976,8.570290255249802e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,0.0
1978,5.940591130126904e-09,0.0
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,6.822181042309694e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,4.966001831974154e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,4.059305780401701e-09,5.799008495621649e-10
1985,4.210890747202711e-09,0.0
1986,7.1933827783254856e-09,0.0
1987,3.6664902225425067e-09,0.0
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,1.0427432250992297e-08,0.0
1990,4.90378582185258e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,7.162927584403178e-09,0.0
1993,3.877445031719162e-09,0.0
1994,4.747434001473039e-09,0.0
1995,5.964695848348356e-09,1.626735190995987e-09
1996,6.939520069693117e-09,1.067618438099771e-09
1997,4.794894259418925e-09,0.0
1998,2.86087753487152e-09,0.0
1999,3.656160929565999e-09,0.0
2000,3.092622158362701e-09,0.0
2001,4.8193329327261836e-09,4.3812117822561447e-10
2002,7.448076377869484e-09,0.0
2003,4.583615265119079e-09,8.333845835650777e-10
2004,2.642874807889939e-09,0.0
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,5.991719120856942e-09,3.994479469415779e-10
2008,5.960415716543821e-09,4.257439678578834e-10
2009,4.291373478793048e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,0.0
2011,5.7359579308524644e-09,1.1471915639660324e-09
2012,3.744677901096338e-09,0.0
2013,4.741512515948898e-09,2.789125042035323e-10
2014,3.4647122948427977e-09,0.0
2015,3.546520632724537e-09,4.433150790905671e-10
2016,3.72841224560716e-09,8.285360175719347e-10
2017,1.7609279590047322e-09,2.515611330355938e-10
2018,4.64663996169179e-09,0.0
2019,1.2754939326953263e-09,0.0
