year,aient_VERB écrit_VERB,aient_VERB ecrit_VERB,aient_VERB décrit_VERB
1858,9.54266852204455e-08,0.0,7.829881631948865e-09
1859,1.043895565544517e-07,0.0,7.638259802433822e-09
1860,1.0710610354180972e-07,0.0,1.2816115280145368e-08
1861,9.29044858821726e-08,0.0,1.8863854478468056e-08
1862,1.0120289317683273e-07,0.0,2.3041730301542884e-08
1863,8.740586565636477e-08,0.0,7.491931519609807e-09
1864,1.1315557912894292e-07,0.0,5.753673537611803e-09
1865,1.1767110663640779e-07,0.0,1.4120533631256649e-09
1866,9.147352386662533e-08,0.0,1.4596838404656864e-08
1867,8.007138774246414e-08,0.0,1.0190904120577216e-08
1868,8.792975592086805e-08,0.0,9.87974857480367e-09
1869,1.1671610877783678e-07,0.0,8.790334682373668e-09
1870,8.199689460752779e-08,5.734048791339319e-10,1.3761717099214366e-08
1871,7.009977309735405e-08,0.0,1.5931766128574054e-08
1872,6.349706183073067e-08,0.0,1.0280476914203973e-08
1873,5.566984029314881e-08,0.0,1.0176207432266438e-08
1874,7.647499700169647e-08,0.0,5.974609251779839e-09
1875,7.78127713374488e-08,0.0,3.432916173551348e-09
1876,7.315677663655151e-08,0.0,1.3905833817773328e-08
1877,1.1008972222725788e-07,0.0,1.0514186854493346e-08
1878,7.850815109122777e-08,0.0,1.1474268646338714e-08
1879,1.0874598643795252e-07,0.0,1.221865053580018e-09
1880,1.1423766466123197e-07,0.0,1.2193908105473383e-08
1881,8.436734333372442e-08,0.0,4.183504653809678e-09
1882,7.91990828474809e-08,0.0,1.1979693681496428e-08
1883,7.330433504648681e-08,0.0,1.0742875922176154e-08
1884,7.790002598540013e-08,0.0,2.5746619058963915e-08
1885,1.2504533231094683e-07,6.445635691854079e-10,1.8047780159236027e-08
1886,7.098810073102868e-08,0.0,1.5488312854472497e-08
1887,4.961982824625011e-08,0.0,3.9173548849191775e-09
1888,5.643147105161006e-08,0.0,6.340614699951175e-09
1889,6.57839365203472e-08,0.0,1.7542383545787743e-08
1890,7.865263995654459e-08,0.0,1.6385966361553983e-08
1891,5.928024648937935e-08,0.0,7.0116419337296065e-09
1892,5.955086734843462e-08,0.0,2.193979398157353e-08
1893,6.158416709922676e-08,0.0,1.4164357686752282e-08
1894,5.1042469806361623e-08,0.0,1.071261657159539e-08
1895,6.379731587458082e-08,0.0,5.416753268150387e-09
1896,4.422771837653272e-08,0.0,8.845543852942228e-09
1897,4.777905004971217e-08,0.0,1.0488084178916779e-08
1898,3.847681284696591e-08,0.0,4.52668391659472e-09
1899,7.793885714590942e-08,0.0,7.738609753005221e-09
1900,5.606337438734954e-08,0.0,1.453494924419374e-08
1901,4.415103660448949e-08,0.0,9.500856101851696e-09
1902,4.17374117489544e-08,0.0,6.874397495693074e-09
1903,3.4021386596805314e-08,0.0,5.940242076007962e-09
1904,5.535864033845428e-08,0.0,8.061937784020756e-09
1905,3.767354073147544e-08,0.0,7.741138396966107e-09
1906,6.224463078297049e-08,5.144184522798412e-10,1.1317205839134203e-08
1907,4.422845378826423e-08,0.0,1.7485668024619372e-08
1908,6.581261402516247e-08,0.0,1.4243028090277221e-08
1909,5.721022944271681e-08,2.2003934230241384e-09,7.701377313651392e-09
1910,6.252655992966538e-08,0.0,8.01622590529405e-09
1911,3.1922244403403965e-08,0.0,7.980561100850991e-09
1912,4.688478938419394e-08,0.0,1.3023552902780011e-08
1913,3.606033160963307e-08,0.0,1.2727175757731857e-08
1914,6.227971738326232e-08,0.0,1.0714789944188396e-08
1915,2.238344798399794e-08,0.0,5.890381071793627e-09
1916,5.8233549538044826e-08,0.0,2.197492410260793e-09
1917,4.8252267959014716e-08,0.0,4.386569774084137e-09
1918,5.743188324913717e-08,0.0,1.2635013924011673e-08
1919,6.169258170984904e-08,0.0,3.6831393490643904e-09
1920,3.710393414735336e-08,0.0,9.086678076641874e-09
1921,4.1650110915725236e-08,0.0,7.572747762196741e-09
1922,4.131644004701229e-08,0.0,1.0329110011753073e-08
1923,5.944930947521243e-08,0.0,2.441668023323018e-08
1924,4.640984840875717e-08,0.0,6.445812328337297e-09
1925,5.169143690864075e-08,0.0,8.798542339150117e-09
1926,4.124071395494866e-08,0.0,5.57306911730393e-09
1927,8.473411128306907e-08,0.0,8.919379901328739e-09
1928,5.713020456710183e-08,0.0,4.570416489713125e-09
1929,6.238627747734427e-08,0.0,1.7824650200282122e-08
1930,4.8316575629314684e-08,0.0,9.453243521306831e-09
1931,3.5356606531422585e-08,0.0,5.7026783295555106e-09
1932,4.931791508511196e-08,0.0,1.3151444377967891e-08
1933,4.12943848004943e-08,2.2941324395731044e-09,8.02946331646126e-09
1934,2.875579241390369e-08,0.0,1.0783422155213884e-08
1935,5.984141893122796e-08,0.0,2.2739740757060645e-08
1936,5.2136272188363364e-08,1.2124714565686645e-09,1.8187071404440758e-08
1937,2.392312481447334e-08,0.0,1.0072894518486919e-08
1938,5.315737894306949e-08,0.0,1.0372171566075394e-08
1939,4.435274547631707e-08,0.0,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0,1.2678914806940611e-08
1941,4.132103725851266e-08,0.0,1.7709016475464523e-08
1942,1.8205270180260413e-08,6.068423541449874e-09,9.102635090130207e-09
1943,5.516146828199453e-08,0.0,0.0
1944,3.213186161588055e-08,0.0,3.2131861615880553e-09
1945,4.574858536443571e-08,0.0,1.089252066321933e-08
1946,3.6194869323935563e-08,0.0,1.3921104269343232e-08
1947,3.695469885656166e-08,0.0,8.344609447874518e-09
1948,5.109787437618252e-08,0.0,5.435944139264848e-09
1949,3.435953033203987e-08,0.0,1.0798709482173763e-08
1950,3.93508372553697e-08,0.0,7.444753258312176e-09
1951,3.0918066329377325e-08,1.0661401761424827e-09,8.529121409139861e-09
1952,3.374337254058446e-08,0.0,5.272402070488624e-09
1953,1.723812381726475e-08,0.0,8.619061908632375e-09
1954,4.202190595492539e-08,0.0,5.863521668203475e-09
1955,3.754243138587299e-08,0.0,1.1262729415761896e-08
1956,3.1396108823855684e-08,0.0,8.72114114258693e-09
1957,4.240818185508033e-08,8.835037701437898e-10,9.718541527092839e-09
1958,2.9780077070995503e-08,0.0,1.1581140491045971e-08
1959,3.100299039715537e-08,0.0,8.525822714489095e-09
1960,3.391208380776334e-08,0.0,9.689166802218097e-09
1961,3.47407969059077e-08,0.0,1.250668635321972e-08
1962,4.883306559122502e-08,0.0,1.0781326054143392e-08
1963,3.297687101166957e-08,0.0,2.5864212993553792e-09
1964,4.502136619066732e-08,0.0,1.034274621503073e-08
1965,5.08900050988359e-08,0.0,4.924839203113152e-09
1966,5.317511764246774e-08,0.0,6.092982118843793e-09
1967,4.5852122099176995e-08,4.930335584241163e-10,4.930335695263466e-09
1968,5.749012288447375e-08,0.0,4.491415683816058e-09
1969,3.905911682977603e-08,0.0,9.083515273289322e-09
1970,4.8746485958872654e-08,0.0,1.0117195081704722e-08
1971,4.984245549621846e-08,5.138397485282553e-10,1.0276794526475896e-08
1972,4.052816038324636e-08,0.0,4.104117490300041e-09
1973,3.914374602231874e-08,0.0,9.37244681864513e-09
1974,3.206575982517279e-08,0.0,7.313243344242437e-09
1975,3.369773438066659e-08,0.0,7.4249242310031605e-09
1976,3.25671045686704e-08,0.0,8.570290255249802e-09
1977,3.0559267116814226e-08,0.0,4.7014254711541525e-09
1978,3.386137237271214e-08,0.0,1.0693064211864112e-08
1979,3.920822067016161e-08,5.851973350345929e-10,5.851973128301324e-09
1980,3.1268328370970266e-08,0.0,3.97960553399912e-09
1981,2.4669642328944974e-08,0.0,3.795329828193417e-09
1982,2.7933760193832313e-08,0.0,3.7245013739806154e-09
1983,3.599730291625747e-08,0.0,3.78918940668882e-09
1984,3.653375202361531e-08,5.799008495621649e-10,2.8995041922996734e-09
1985,2.7671566371623157e-08,1.2031116103372597e-09,5.414002135495366e-09
1986,3.1770774455708306e-08,5.994485463567401e-10,6.593933843390687e-09
1987,3.238733015109574e-08,0.0,3.0554083707556856e-09
1988,2.998276826815527e-08,1.1993107618124554e-09,5.396898483667201e-09
1989,3.786804469996241e-08,1.0976244357863152e-09,6.585746614717891e-09
1990,2.45189291092629e-08,0.0,6.538381391862913e-09
1991,3.634108480810028e-08,0.0,9.37834432335194e-09
1992,2.589673719910479e-08,0.0,9.91789939064347e-09
1993,3.711268803385792e-08,0.0,8.308811416668505e-09
1994,3.112206670152773e-08,0.0,2.1099706426497278e-09
1995,2.1689803730851054e-08,0.0,5.964695848348356e-09
1996,3.4697599460287165e-08,0.0,6.4057106285986265e-09
1997,3.5002731380018304e-08,0.0,2.3974471297094624e-09
1998,2.3840646790063147e-08,0.0,6.198567881199324e-09
1999,2.970630674781205e-08,0.0,2.7421207526856506e-09
2000,2.2090157258958243e-08,8.836062992401139e-10,2.6508188977203417e-09
2001,2.4096664219541708e-08,0.0,3.5049694258049158e-09
2002,3.6364138367162013e-08,0.0,1.752488598683044e-09
2003,2.541822929913451e-08,0.0,4.583615265119079e-09
2004,3.0833540165531304e-08,0.0,1.0131019578807354e-08
2005,2.477062288619436e-08,4.5037495954858286e-10,8.557123898356167e-09
2006,2.4707340173790726e-08,0.0,2.4707338397433887e-09
2007,2.836080348345149e-08,3.994479469415779e-10,5.192823504529542e-09
2008,2.5118893631770334e-08,0.0,8.514879357157668e-10
2009,1.7642312499788204e-08,0.0,4.76819250749827e-09
2010,2.220182793166714e-08,4.723793023408973e-10,3.3066551718974324e-09
2011,1.7207874236646603e-08,0.0,4.206369030868018e-09
2012,1.5659562535574878e-08,0.0,3.063827413996023e-09
2013,1.4782362889320666e-08,0.0,1.9523875849358774e-09
2014,3.2481676015549965e-08,0.0,3.2481677347817595e-09
2015,1.773260294157808e-08,0.0,2.21657536769726e-09
2016,2.1334802369210593e-08,0.0,4.556948152156792e-09
2017,1.0314006537726073e-08,0.0,2.0124890642847504e-09
2018,1.3939920329164579e-08,0.0,1.8070267504555204e-09
2019,2.8826161013739693e-08,0.0,2.2958890344426663e-09
