year,tirant_VERB en_ADP,tirant_VERB dans_ADP
1901,9.556743330030315e-08,3.1855812210324075e-08
1902,1.7578816136065711e-07,5.008489412094974e-08
1903,6.804277563610128e-08,3.132127579519306e-08
1904,6.234565219642718e-08,3.0635363579278874e-08
1905,8.257214556550707e-08,1.754658085495464e-08
1906,9.876834372590793e-08,2.7264178470431943e-08
1907,5.657127805092088e-08,2.3657079406547155e-08
1908,8.987841915164552e-08,2.9959473124563374e-08
1909,5.996071905656208e-08,1.980354014108343e-08
1910,5.9320072409718705e-08,1.9773357839980577e-08
1911,7.554931336084536e-08,3.51144695542871e-08
1912,5.5219866013089813e-08,2.6047106416182686e-08
1913,7.159036308213018e-08,3.0227042202568555e-08
1914,5.692232313281309e-08,3.884111371421639e-08
1915,9.89583979205122e-08,7.304072680014428e-08
1916,4.9443578120644815e-08,8.020847275247434e-08
1917,9.102132025873289e-08,8.334482759497774e-08
1918,1.0222875168608425e-07,9.303964532136888e-08
1919,8.563299047636974e-08,7.734592344377234e-08
1920,6.360674831284996e-08,5.6791737534922504e-08
1921,9.768844183577485e-08,3.634918854800162e-08
1922,9.074860984892297e-08,4.352981974875547e-08
1923,6.475728442367767e-08,4.2463792482294593e-08
1924,6.961477083677892e-08,3.609654797287476e-08
1925,1.0008341888578798e-07,3.409435223034052e-08
1926,5.684530801630672e-08,3.789687008648457e-08
1927,6.689534615134107e-08,2.6758139037852402e-08
1928,6.284322917604612e-08,1.3711249025050165e-08
1929,7.129860080112849e-08,2.2280811862174232e-08
1930,4.621585603103995e-08,3.046045071730674e-08
1931,6.843213729013087e-08,3.5356606531422585e-08
1932,9.973178416444739e-08,3.9454331357546835e-08
1933,7.800050383366397e-08,4.244144946596862e-08
1934,7.188948458747291e-08,5.870974462141021e-08
1935,5.146362269670135e-08,5.146362269670135e-08
1936,6.06235714961656e-08,3.273672888326473e-08
1937,6.547381636856642e-08,3.5255131702882636e-08
1938,7.908780597087883e-08,4.926781471681352e-08
1939,8.258787165260628e-08,1.988226472349197e-08
1940,1.0143131934370331e-07,2.028626333583361e-08
1941,9.739958528598436e-08,2.066051862925633e-08
1942,4.854738722137597e-08,3.944475324146879e-08
1943,5.516146828199453e-08,2.6129116648121453e-08
1944,7.069009555493722e-08,2.2492303131116387e-08
1945,4.357008265287732e-08,3.485606470121638e-08
1946,5.150808579656996e-08,3.3410650246423756e-08
1947,6.07964452115084e-08,5.245183132274178e-08
1948,6.414414044364491e-08,2.283096534050344e-08
1949,5.890205123648684e-08,2.5524220959027843e-08
1950,5.424034288381563e-08,2.6588404367089424e-08
1951,7.356366893418453e-08,4.264560538036477e-08
1952,7.381363020808607e-08,4.639713624410291e-08
1953,4.740483916521043e-08,2.477980309834038e-08
1954,3.9090146231046674e-08,2.14995790059902e-08
1955,5.162084448784299e-08,2.7218263198847126e-08
1956,5.5815307042905715e-08,3.0523995775411095e-08
1957,6.71462899726194e-08,2.297109880089465e-08
1958,5.1287908142683136e-08,2.7298403537656668e-08
1959,4.727956337546857e-08,3.2553142403912716e-08
1960,5.1906251741229426e-08,2.629916728835724e-08
1961,5.141637826611145e-08,2.4318557112490424e-08
1962,5.961438853674395e-08,3.995432679149147e-08
1963,9.763740305146484e-08,4.008953169432061e-08
1964,6.692364862281863e-08,3.772060352957851e-08
1965,4.54179591713455e-08,3.502107759345563e-08
1966,4.985167156856818e-08,2.8249282024717104e-08
1967,6.360132842608834e-08,3.056808139945133e-08
1968,6.06341123976506e-08,3.2787337289619245e-08
1969,6.494713522542384e-08,3.2246479264586014e-08
1970,7.541909230468491e-08,2.4373242979436327e-08
1971,5.755005039187466e-08,1.798439086542203e-08
1972,5.335352781798974e-08,2.7702792948502974e-08
1973,5.568335759154053e-08,3.3630541518281376e-08
1974,5.6818274973835514e-08,2.025205780853412e-08
1975,6.111283701315529e-08,2.1132476657470534e-08
1976,6.342014535754004e-08,2.9138986279431123e-08
1977,3.7611403103099406e-08,2.585783925868057e-08
1978,6.059403057090407e-08,2.3168306606535793e-08
1979,7.022368198050799e-08,3.0430262420999554e-08
1980,5.969408189976377e-08,2.8994268430615477e-08
1981,4.933928798855902e-08,5.12369516814104e-08
1982,5.152226723037501e-08,3.6003511838522684e-08
1983,7.325766793186972e-08,4.294414901462318e-08
1984,5.8569987082535135e-08,4.4072465898992164e-08
1985,6.677269737132008e-08,2.5265343595037848e-08
1986,7.553051983855141e-08,3.8364706966831363e-08
1987,5.377518874638554e-08,4.0942474299754394e-08
1988,4.677312037681958e-08,4.0176910465206106e-08
1989,4.8295474064374844e-08,3.8416855918654846e-08
1990,6.429408161423567e-08,2.8332984958190366e-08
1991,4.806401432411178e-08,3.2824205853376753e-08
1992,6.887430203939005e-08,3.1957676116523004e-08
1993,4.9298946536158184e-08,2.2710750613441633e-08
1994,6.910153826922283e-08,4.5364370038214474e-08
1995,5.910471223558034e-08,3.578817542315704e-08
1996,6.886138814721221e-08,3.5765218342476146e-08
1997,5.7538735553919196e-08,4.123609187445254e-08
1998,6.341611547000525e-08,3.4807342452758405e-08
1999,7.129513512893482e-08,3.153438821179577e-08
2000,5.036555972282031e-08,3.313523511128125e-08
2001,5.870823738263198e-08,4.074527079622747e-08
2002,6.659456674995567e-08,3.724038322161505e-08
2003,7.500461052245555e-08,5.3336614236343394e-08
2004,5.417893267356533e-08,5.065509967039361e-08
2005,7.025849191322209e-08,4.098412120789874e-08
2006,5.8474036945810326e-08,3.0060596845071785e-08
2007,7.190062811801567e-08,4.6735411318721276e-08
2008,6.428734233843159e-08,5.236650801876408e-08
2009,7.67678973723207e-08,4.6251467544777825e-08
2010,7.510830601908935e-08,6.613310432612707e-08
2011,8.489217662166482e-08,5.927156537799405e-08
2012,9.702120418175753e-08,7.897866538542075e-08
2013,1.1853781245463324e-07,8.646287519287199e-08
2014,1.1974911595658e-07,8.336963963628818e-08
2015,1.0462235766617312e-07,8.156997283181866e-08
2016,1.1060956039976588e-07,7.436110449621225e-08
2017,9.836040659738643e-08,7.773238880348643e-08
2018,1.2287781803177467e-07,9.757944374744199e-08
2019,1.1581484726796987e-07,8.316219757276144e-08
