year,ait_VERB étendu_VERB,ait_VERB détendu_VERB
1957,1.5903067307476704e-08,0.0
1958,1.5717262158432277e-08,0.0
1959,1.705164542897819e-08,7.750747821333448e-10
1960,2.5607082676515347e-08,0.0
1961,1.737039845295385e-08,0.0
1962,1.8391673961559718e-08,1.2683912808952869e-09
1963,1.8104948651398445e-08,6.466053248388448e-10
1964,1.7035111099517053e-08,6.083968329129164e-10
1965,1.2038495533772675e-08,0.0
1966,1.8832853498906843e-08,5.539074754423723e-10
1967,1.3311906243984595e-08,9.860671168482327e-10
1968,2.2906220920049236e-08,0.0
1969,1.544197658631674e-08,0.0
1970,9.657322941336588e-09,9.197450023812337e-10
1971,2.209510974182649e-08,5.138397485282553e-10
1972,2.4624704053621826e-08,0.0
1973,1.7642252103655665e-08,0.0
1974,1.3501372464475025e-08,0.0
1975,1.4278700888326057e-08,0.0
1976,1.199840671262109e-08,0.0
1977,1.5279633558407113e-08,0.0
1978,1.4257419245211622e-08,1.1881182704343018e-09
1979,1.1703946256602649e-08,0.0
1980,1.4781392110307934e-08,5.685150683554241e-10
1981,1.8976647808699454e-08,0.0
1982,1.9864007327896616e-08,0.0
1983,1.3893695083311286e-08,0.0
1984,1.333771937339634e-08,1.739702604197646e-09
1985,1.804667348892508e-08,0.0
1986,1.7384007122700496e-08,0.0
1987,1.099947066762752e-08,0.0
1988,7.795519785247507e-09,1.1993107618124554e-09
1989,1.9757239400064464e-08,0.0
1990,1.4166492867673242e-08,0.0
1991,1.1722930182145319e-08,0.0
1992,1.928480486412809e-08,0.0
1993,1.550978012687665e-08,0.0
1994,1.1077346151466827e-08,0.0
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,9.074756945892659e-09,0.0
1997,1.5343662340683295e-08,0.0
1998,8.10582001520288e-09,0.0
1999,1.1425503210205079e-08,0.0
2000,1.2370488633450805e-08,0.0
2001,1.3143635513301888e-08,0.0
2002,1.0076809608960957e-08,0.0
2003,1.5417615628621206e-08,0.0
2004,1.2773894830786503e-08,0.0
2005,1.3511249008502091e-08,0.0
2006,1.1941880373456115e-08,0.0
2007,7.190063211481856e-09,0.0
2008,3.8316958494988285e-09,0.0
2009,1.0013204487790972e-08,0.0
2010,6.140930874920514e-09,0.0
2011,8.412738061736036e-09,0.0
2012,4.085103366691101e-09,6.808505426114664e-10
2013,6.693900100884775e-09,0.0
2014,7.145969149746634e-09,2.1654451842767486e-10
2015,7.314698624583116e-09,0.0
2016,8.699628573083373e-09,6.214020409345267e-10
2017,6.037467414898856e-09,7.54683426862357e-10
2018,9.551427204712581e-09,1.290733298020541e-09
2019,6.632568272380013e-09,2.55098775436835e-10
