year,dormant_VERB en_ADP,dormant_VERB dans_ADP
1935,3.590485242455088e-09,5.146362003216609e-08
1936,6.0623572828433225e-09,4.4861444337129797e-08
1937,1.0072894518486919e-08,3.651424407280501e-08
1938,1.2965214457594243e-09,3.5006078036303734e-08
1939,6.117620188206274e-09,3.6705722905594484e-08
1940,0.0,2.7893612530860423e-08
1941,1.4757512545315876e-08,3.5418032950929046e-08
1942,1.2136847082899749e-08,6.675265984412704e-08
1943,2.032264689866281e-08,5.806470504410299e-08
1944,0.0,4.819779064746399e-08
1945,6.535512131478072e-09,6.535511953842388e-08
1946,1.3921104269343232e-08,5.150808402021312e-08
1947,2.3841741914054637e-09,4.768348449424309e-08
1948,3.2615663503321457e-09,5.0010683150247814e-08
1949,3.9268033269479474e-09,5.104844191805569e-08
1950,7.444753258312176e-09,5.317680784600043e-08
1951,3.198420528427448e-09,3.944718685033877e-08
1952,8.43584291310151e-09,7.275914870596978e-08
1953,5.386913581872932e-09,4.632745842503283e-08
1954,1.4658803948464083e-08,5.4726202014521164e-08
1955,3.754243138587299e-09,4.6928040120519654e-08
1956,8.721141808720745e-09,4.796627917080798e-08
1957,4.4175189062301e-09,4.8592705859107355e-08
1958,9.099467679352102e-09,4.053399393910695e-08
1959,5.425523585955716e-09,3.332821718604606e-08
1960,4.844583290086746e-09,5.882708364879363e-08
1961,1.111705483225478e-08,6.183861955832981e-08
1962,5.0735651235811474e-09,6.024858623110418e-08
1963,7.1126584622049904e-09,4.914200402161839e-08
1964,1.2776333546682395e-08,4.8671745522810284e-08
1965,6.5664522708175355e-09,5.909806688464414e-08
1966,1.0524242033405073e-08,6.979234457027417e-08
1967,7.888536934785861e-09,6.310829481215308e-08
1968,1.2575964492000935e-08,6.063411395196283e-08
1969,4.995933389206897e-09,4.5871752507586905e-08
1970,5.9783426265003214e-09,4.184839852428013e-08
1971,6.679916730867319e-09,4.675941800424965e-08
1972,8.721249722398738e-09,4.873639536384644e-08
1973,4.410563025913916e-09,4.35543110466341e-08
1974,2.250228725575454e-09,3.7128771390726456e-08
1975,6.8537762132336866e-09,3.4840029972116326e-08
1976,3.4281161798155324e-09,3.828063016575456e-08
1977,4.7014254711541525e-09,4.113747387179956e-08
1978,5.346532216954358e-09,4.51484956087711e-08
1979,7.60756546647201e-09,5.091216848107649e-08
1980,5.116635559687666e-09,6.537923380456334e-08
1981,4.427884781055269e-09,4.870673087076227e-08
1982,7.449002747961231e-09,5.214301757039408e-08
1983,8.84144257806696e-09,6.315315825844436e-08
1984,5.219107812592938e-09,3.653375257872682e-08
1985,5.414002135495366e-09,5.053068874438793e-08
1986,3.5966912781404403e-09,5.634816180322133e-08
1987,5.499735111769155e-09,6.477465608334398e-08
1988,5.396898483667201e-09,5.15703635350917e-08
1989,4.390497632122958e-09,5.4332408794266485e-08
1990,5.9935161278446e-09,5.121731794233142e-08
1991,5.275318681885466e-09,6.271767949428408e-08
1992,7.713921723606632e-09,4.6283530563684394e-08
1993,2.7696037130375828e-09,5.373031264355177e-08
1994,5.8024192117756e-09,5.960666937809833e-08
1995,8.675921314704738e-09,5.802022418066599e-08
1996,3.2028553142993132e-09,5.978663075723034e-08
1997,5.27438381858758e-09,5.945669245832619e-08
1998,3.814503379828693e-09,7.247556421674517e-08
1999,5.484241283326696e-09,5.986963635962184e-08
2000,1.01614719971721e-08,8.261718731361611e-08
2001,3.94309060403053e-09,5.8270118286074535e-08
2002,7.448076710936391e-09,6.133710117595115e-08
2003,6.667076501987168e-09,6.125376961207962e-08
2004,7.047666006343434e-09,6.871474345082618e-08
2005,5.854874363109275e-09,7.476224028746259e-08
2006,4.529678854225949e-09,6.753339465426222e-08
2007,6.391166984531793e-09,7.389787226586009e-08
2008,7.663391698997657e-09,8.2594332928565e-08
2009,8.105927040702454e-09,8.582746202634439e-08
2010,9.919965515692297e-09,9.494824304567828e-08
2011,6.883149494818497e-09,9.368731013204012e-08
2012,9.191482353010372e-09,1.1574459479746224e-07
2013,8.088462566391286e-09,1.1965346580211644e-07
2014,1.1043770453689206e-08,1.247296417261623e-07
2015,8.866302025900552e-09,1.0972048469781726e-07
2016,1.0356699942093428e-08,1.0812394979353712e-07
2017,8.804639906045963e-09,1.1169314051429069e-07
2018,1.2649186531543677e-08,1.2313596098323387e-07
2019,8.928457140289225e-09,1.0535579608728085e-07
