year,envoyant_VERB en_ADP,envoyant_VERB dans_ADP
1864,8.774352266982532e-08,1.0404559702692495e-07
1865,9.272483225686301e-08,6.589581857951998e-08
1866,5.98470381030225e-08,6.130672147719451e-08
1867,1.0336488287521206e-07,6.163070764841905e-08
1868,8.348387259271561e-08,6.767627525050557e-08
1869,9.278686263769487e-08,6.983432143670143e-08
1870,7.97032768673489e-08,7.626285025708057e-08
1871,5.947859449406678e-08,9.028000391708701e-08
1872,6.107812566824578e-08,9.433849612605627e-08
1873,7.84166616085713e-08,9.038866721766681e-08
1874,8.424198583156794e-08,7.707245686106035e-08
1875,6.694186893696497e-08,7.209123964457831e-08
1876,7.678438862512849e-08,1.0399145367046003e-07
1877,1.1689301970818633e-07,6.617753456339415e-08
1878,6.34104324603868e-08,8.756678226973236e-08
1879,5.803859082220697e-08,7.02572435784532e-08
1880,6.417846520889725e-08,8.728270728397547e-08
1881,8.715634436384789e-08,9.412885049187025e-08
1882,6.256062334841772e-08,7.986461980635795e-08
1883,1.4913639745373075e-07,7.835980397885578e-08
1884,7.261866841190567e-08,9.704494630113913e-08
1885,1.1473231609215873e-07,9.475084539189993e-08
1886,8.324968092665586e-08,9.68019548963639e-08
1887,1.0511568465654264e-07,7.834709236931303e-08
1888,8.369611714797998e-08,9.637734166290102e-08
1889,6.578393518807957e-08,8.019375030698939e-08
1890,5.702316130395957e-08,9.831579461661022e-08
1891,8.477712754029199e-08,8.796423855983448e-08
1892,7.14610379759506e-08,8.462491507543746e-08
1893,1.096198121164349e-07,1.1700991109364622e-07
1894,9.704370684815444e-08,1.0208493961272325e-07
1895,1.0773320013868215e-07,7.342709551494409e-08
1896,9.789068400323231e-08,1.2029939000512968e-07
1897,8.740070001067579e-08,9.381008680975356e-08
1898,6.959776799320139e-08,1.3466885206980805e-07
1899,7.628058540376514e-08,1.1442087100022036e-07
1900,6.177353384373419e-08,1.1835601299026166e-07
1901,8.494883019238841e-08,1.1345139938612192e-07
1902,8.936716544560852e-08,1.247212111366025e-07
1903,6.75027536090056e-08,9.396383404691733e-08
1904,6.825774079288749e-08,8.276922613958959e-08
1905,8.773290716135307e-08,8.773290716135307e-08
1906,6.635997951143224e-08,8.950880925340243e-08
1907,9.874258921627188e-08,1.0028544750184665e-07
1908,9.086069496788696e-08,1.2229358503645926e-07
1909,9.846760473664062e-08,6.656190265630357e-08
1910,6.252655992966538e-08,8.44375804831543e-08
1911,8.193376010989795e-08,1.3513749763660599e-07
1912,7.241095545396092e-08,8.803922213473925e-08
1913,5.939348529659938e-08,1.1878697137035488e-07
1914,6.76371114671781e-08,1.3996194070386991e-07
1915,5.772573175022444e-08,8.246533411693235e-08
1916,8.899844061716067e-08,9.229468389548856e-08
1917,1.0198774447189862e-07,6.908847183240141e-08
1918,8.499918635607173e-08,6.662098428478203e-08
1919,9.207848394865437e-08,7.09004339682906e-08
1920,1.2948515859534382e-07,6.739286106949294e-08
1921,8.405749696294151e-08,9.238751630391562e-08
1922,9.22241909506738e-08,8.92730227519678e-08
1923,8.280439800500972e-08,7.431163595583712e-08
1924,7.73497492723152e-08,7.09039369439779e-08
1925,5.0591617561934754e-08,5.389107116116065e-08
1926,5.127223801082437e-08,7.022067194384363e-08
1927,8.250426608569228e-08,4.9056588125040435e-08
1928,4.341895543102936e-08,7.998228568339982e-08
1929,8.021092412491271e-08,7.464072382390441e-08
1930,8.192810752039037e-08,5.566909777598994e-08
1931,8.325910272333203e-08,5.930785462737731e-08
1932,7.233294163633275e-08,4.603005265835236e-08
1933,9.291236735542441e-08,7.341223806633934e-08
1934,8.506921744810825e-08,5.6313425034204556e-08
1935,5.744776387928141e-08,5.6250936353308134e-08
1936,4.7286385917999496e-08,4.00115567344983e-08
1937,6.421470288842102e-08,4.1550688223424004e-08
1938,7.130867629712156e-08,3.759912203804561e-08
1939,6.576441791139587e-08,4.282334131744392e-08
1940,6.846613587185857e-08,8.368083825871508e-08
1941,9.739958528598436e-08,6.198155233505531e-08
1942,8.192371825366251e-08,3.3376331032286544e-08
1943,6.967764676346633e-08,6.67744117777147e-08
1944,8.032965581605822e-08,1.2210107058763242e-07
1945,7.189063211399116e-08,5.8819608739213436e-08
1946,6.821341003160342e-08,4.315542412314244e-08
1947,8.344609625510202e-08,6.318061451793255e-08
1948,6.740570768215548e-08,8.480072466454658e-08
1949,6.086545267791621e-08,6.086545312200542e-08
1950,4.041437273727411e-08,4.5732054587688253e-08
1951,7.143139413301469e-08,6.290227361205325e-08
1952,5.799642011083961e-08,4.5342655852209646e-08
1953,6.8952495269059e-08,4.740483916521043e-08
1954,4.88626810124515e-08,6.743049851820615e-08
1955,7.414630021074231e-08,5.631364530245264e-08
1956,7.238547272692131e-08,7.412970148834575e-08
1957,6.007825703591152e-08,5.8311247386200193e-08
1958,3.22617488279775e-08,7.52774127477096e-08
1959,7.363210485777927e-08,5.8905683886223414e-08
1960,4.913791784577626e-08,4.982999968206059e-08
1961,7.156604153735202e-08,5.072156383789661e-08
1962,5.0735650347633054e-08,5.010145542883038e-08
1963,4.9142006020019835e-08,4.396916253313066e-08
1964,6.753204928600098e-08,4.9280142633278956e-08
1965,7.606139951210622e-08,4.596516589572275e-08
1966,5.7606378667252045e-08,4.985167123550127e-08
1967,7.395503254237212e-08,3.9935716955596945e-08
1968,5.434613198351812e-08,3.8626176035450044e-08
1969,4.859681013158479e-08,5.450109341609277e-08
1970,7.679870750454398e-08,4.7826741678136386e-08
1971,6.782684636164049e-08,3.44272628183262e-08
1972,5.0788454331041066e-08,3.693705608043274e-08
1973,5.072147502005464e-08,4.079770832277063e-08
1974,4.725480368117374e-08,3.54411007208455e-08
1975,4.3407249350480015e-08,5.140332248743107e-08
1976,6.170608912725584e-08,4.8564977817022736e-08
1977,3.761140271452135e-08,4.8777287986467854e-08
1978,4.93069070017782e-08,3.386137237271214e-08
1979,5.676414005506558e-08,4.330460257051527e-08
1980,4.832378053265529e-08,2.8425754194927322e-08
1981,5.060439534076977e-08,4.427884547908434e-08
1982,4.841851708459188e-08,3.289976291398489e-08
1983,6.189009837953563e-08,3.410270821291306e-08
1984,4.349256244040589e-08,4.9871474061546905e-08
1985,4.571824030463745e-08,4.511668549866954e-08
1986,6.234264771087794e-08,3.896415634585537e-08
1987,4.21646362269712e-08,3.910922785621551e-08
1988,3.8377944377998574e-08,3.358070088665954e-08
1989,3.786804469996241e-08,4.335616665684938e-08
1990,6.265948787609332e-08,4.140974851907231e-08
1991,4.630557681739589e-08,3.985796226402272e-08
1992,4.7936513924984325e-08,3.8018615811097334e-08
1993,4.8191106216677326e-08,2.8803878393546256e-08
1994,5.327675722810454e-08,3.270454485004848e-08
1995,5.693573257303797e-08,3.5788175978268555e-08
1996,4.8042828160177464e-08,4.750901894112758e-08
1997,6.233362825902589e-08,4.986690171904229e-08
1998,5.9124802831433954e-08,4.386678753576234e-08
1999,5.164327179785211e-08,3.427650696607998e-08
2000,3.8878676389408895e-08,4.1971297548570874e-08
2001,5.257454205320755e-08,4.512648033028199e-08
2002,4.1183480625761604e-08,3.9430993581390794e-08
2003,4.666953690168896e-08,5.0419767916309866e-08
2004,5.3738453159590804e-08,4.052407831522942e-08
2005,5.4945743954704085e-08,4.2785622156316094e-08
2006,5.6415090543548985e-08,4.200247616381603e-08
2007,5.472436725995067e-08,3.994479413904628e-08
2008,5.875266850807748e-08,5.023778726354067e-08
2009,6.150968112628163e-08,4.482101090275137e-08
2010,6.566072469071926e-08,4.771030859274106e-08
2011,6.11835488939505e-08,5.965396354667973e-08
2012,5.8893570520357486e-08,6.672335217672298e-08
2013,4.992533991776682e-08,6.275531205801599e-08
2014,5.8033929661860384e-08,7.037697002942878e-08
2015,5.6965987843549115e-08,8.090500358548525e-08
2016,5.9240325311904485e-08,7.539677682188994e-08
2017,4.7293493565803146e-08,6.766994431472995e-08
2018,4.6208254944613e-08,7.434623938706864e-08
2019,5.178505063652139e-08,6.862156709530609e-08
