year,faut_VERB écrire_VERB,faut_VERB ecrire_VERB,faut_VERB décrire_VERB
1800,4.810571567759325e-07,3.144164484325529e-09,8.489244152087849e-08
1801,5.571966994466493e-07,4.7623651688866175e-09,4.7623650800687756e-08
1802,7.51914285501698e-07,2.2378401354217203e-09,7.832440473976021e-08
1803,3.2570665098319296e-07,0.0,7.80135707145746e-08
1804,4.523487291407946e-07,2.4718509461507665e-09,9.88740396223875e-08
1805,3.5251684948889306e-07,2.842877711017877e-09,9.950071699904584e-08
1806,4.610670600868616e-07,0.0,9.221341201737232e-08
1807,6.348710144266079e-07,2.8469551160981155e-09,8.54086508184082e-08
1808,7.002168445069401e-07,0.0,1.8808414381510374e-07
1809,2.8689686359939515e-07,0.0,3.840352036377226e-08
1810,5.920520607105573e-07,4.680253518074551e-09,7.956430891908894e-08
1811,5.941772087680874e-07,0.0,5.264861258069686e-08
1812,6.401299970093532e-07,2.6672082320544632e-09,5.601137331723294e-08
1813,5.348879312805366e-07,0.0,5.463909147351842e-08
1814,4.940283133691992e-07,0.0,9.125363931161701e-08
1815,2.4814457333377504e-07,2.697223555614414e-09,4.8550024445148665e-08
1816,3.476405936453375e-07,0.0,9.502176112619054e-08
1817,3.876614869113837e-07,0.0,5.293369653713853e-08
1818,4.994973323846352e-07,0.0,4.410835785506606e-08
1819,4.1404200601391494e-07,0.0,3.519356894798875e-08
1820,3.9278052099689376e-07,1.1866481131050932e-09,1.1866481131050932e-08
1821,4.5165617734710395e-07,2.9584463767662328e-09,7.198886464721e-08
1822,5.654447363667714e-07,1.0025615893027862e-09,4.712039469723095e-08
1823,4.318734170283278e-07,0.0,5.731958552246397e-08
1824,3.0905482617527014e-07,0.0,5.810567671460376e-08
1825,4.173780041583086e-07,8.805443041381977e-10,5.459374818883589e-08
1826,3.664121379642893e-07,0.0,7.134467239211517e-08
1827,3.493346412142273e-07,9.217273055917019e-10,3.871254605769536e-08
1828,3.9349171743197076e-07,0.0,3.118582370120748e-08
1829,5.186771545595548e-07,8.57317605795771e-10,3.8579290873030914e-08
1830,4.5608973664457153e-07,2.0873671680021744e-09,3.1310506187764986e-08
1831,4.708544167897344e-07,0.0,5.9246584527272717e-08
1832,3.57191197508655e-07,1.3529969367098715e-09,1.352996914505411e-08
1833,4.0311027760253637e-07,0.0,3.938433579264711e-08
1834,5.899423740629572e-07,2.8003592777992026e-09,4.573920264761e-08
1835,3.7210392633824085e-07,7.563087933704082e-10,4.61348363955949e-08
1836,3.037779094938742e-07,6.720750067579218e-10,4.166864897570122e-08
1837,2.9431879511321313e-07,0.0,4.87052354003481e-08
1838,2.840472745901934e-07,6.312161904276081e-10,3.597932263232906e-08
1839,2.3631186252259795e-07,0.0,1.6080392128969834e-08
1840,2.611572256228101e-07,2.5478754661634184e-09,5.477932418784803e-08
1841,2.613163303522015e-07,6.420548537278137e-10,4.494383887276854e-08
1842,2.6296399369130086e-07,0.0,4.762868144325694e-08
1843,2.386392168318707e-07,0.0,3.7804230856863796e-08
1844,2.2393329857095523e-07,5.488561272137815e-10,1.4819115712327857e-08
1845,2.762212716334034e-07,5.580227946389016e-10,1.0825642249301382e-07
1846,2.289110057063226e-07,1.1709002656346001e-09,7.435216531348487e-08
1847,2.933913663127896e-07,1.0786447290911383e-09,6.903326266183285e-08
1848,3.9743395063851494e-07,0.0,2.654923214606697e-08
1849,2.5641008960519684e-07,8.379414939696517e-10,3.4355601030711114e-08
1850,1.7719280265282578e-07,0.0,2.308258650884909e-08
1851,3.1795732979844615e-07,0.0,3.353708066811123e-08
1852,2.617239260871429e-07,3.906327261660181e-09,2.018269107395554e-08
1853,2.699313199627795e-07,5.3747388761848924e-09,1.851298847554972e-08
1854,2.909572174303321e-07,1.0391328908454511e-09,2.338049043260071e-08
1855,2.3191314824089204e-07,0.0,3.1841622671890946e-08
1856,3.158085348786699e-07,3.6240324075009767e-09,2.7956822634678247e-08
1857,2.880090335111163e-07,0.0,2.3431244500216053e-08
1858,3.2542945405111823e-07,0.0,5.8234743249840903e-08
1859,2.6937595976050943e-07,8.656694916453489e-09,4.073738679721828e-08
1860,2.3526725101419288e-07,0.0,4.3025529805618135e-08
1861,2.971057142531208e-07,9.431927461278633e-10,3.7256114637784776e-08
1862,3.2303600505656505e-07,4.517986262886353e-10,2.3493528900075944e-08
1863,4.1555244933988433e-07,1.9978483312144135e-09,4.0955889346605545e-08
1864,3.552893304004101e-07,4.794727948009836e-10,4.890622662401256e-08
1865,3.958456034069968e-07,9.41368871743009e-10,4.1890913848874334e-08
1866,2.992351824104844e-07,4.865612912574591e-10,3.259960479340407e-08
1867,2.5331675601591996e-07,9.7056229719783e-10,2.6690463172940326e-08
1868,3.2603168165223906e-07,1.975949626142892e-09,2.865126980111654e-08
1869,3.530784340455284e-07,0.0,4.541672637969896e-08
1870,2.815417872170656e-07,0.0,2.121598008386627e-08
1871,2.6871578029386e-07,0.0,2.549082545044712e-08
1872,2.3161310025443527e-07,0.0,8.4662747923403e-09
1873,2.5979258566621866e-07,0.0,3.352162636360845e-08
1874,2.4316659619216807e-07,0.0,4.361464789326419e-08
1875,3.0552953944607e-07,0.0,3.3757011408397375e-08
1876,4.649385516586335e-07,0.0,5.501873445723504e-08
1877,3.6366716926750087e-07,0.0,2.72131899237138e-08
1878,3.61741399501625e-07,6.039088673581716e-10,3.985798358030479e-08
1879,2.999678656578908e-07,0.0,3.360128886242819e-08
1880,3.3886229289237235e-07,3.2089231272180996e-09,2.5029599726167362e-08
1881,2.558910239258694e-07,0.0,2.998178416646624e-08
1882,3.5473203752189875e-07,0.0,5.657077295495583e-08
1883,2.4835003387124743e-07,0.0,5.434631589196215e-08
1884,3.617730044425116e-07,2.6406787867472303e-09,4.8192386969958534e-08
1885,2.3591026376834634e-07,6.445635691854079e-10,3.545099502844096e-08
1886,2.697547927255073e-07,0.0,4.1947515683204983e-08
1887,3.029421122846543e-07,1.3057849246322917e-09,4.961982824625011e-08
1888,3.0371543857654615e-07,1.268122939990235e-09,4.56524276160053e-08
1889,2.750394969552872e-07,6.265136742733546e-10,5.200063668553412e-08
1890,3.152659928673529e-07,0.0,3.080561583601593e-08
1891,2.658049709225452e-07,6.374220040683554e-10,3.824532157636895e-08
1892,1.9683129437453317e-07,0.0,4.387958796314706e-08
1893,2.2416635658828454e-07,0.0,4.9883173147691195e-08
1894,2.2307449398795143e-07,0.0,4.285046628638156e-08
1895,3.021344525677705e-07,0.0,4.5741469278937075e-08
