year,faut_VERB écrire_VERB,faut_VERB ecrire_VERB,faut_VERB décrire_VERB
1896,2.7008391612071136e-07,5.89702897624278e-10,7.902018950289857e-08
1897,2.790995665691298e-07,5.826713556089658e-10,5.010973680441566e-08
1898,3.021561383320659e-07,0.0,4.413516663248629e-08
1899,2.216558954160064e-07,0.0,4.643165851803133e-08
1900,2.4397948550358706e-07,1.038210628578895e-09,4.775768758236154e-08
1901,1.9504699366734712e-07,2.235495566438317e-09,4.973977496547377e-08
1902,2.293102596695462e-07,0.0,4.713872669981356e-08
1903,2.133086951516816e-07,1.6200660812870638e-09,3.4021386596805314e-08
1904,2.466952935264999e-07,0.0,4.72967016662551e-08
1905,2.6319870016777713e-07,5.160759042333041e-10,5.005936287716395e-08
1906,3.328287334625202e-07,5.144184522798412e-10,4.578324208637241e-08
1907,2.4428504730167333e-07,1.028568674676933e-09,4.731415970127273e-08
1908,2.553922229253658e-07,0.0,7.465311568921607e-08
1909,2.744990865721775e-07,2.2003934230241384e-09,5.555993354278144e-08
1910,2.7736140850720403e-07,1.068830135508847e-09,4.275320719671072e-08
1911,2.516536881103093e-07,2.6601871816467337e-09,4.788336838146279e-08
1912,2.594291856894415e-07,1.5628263128064646e-09,3.80287765722187e-08
1913,2.6567977329250425e-07,0.0,3.977242357677824e-08
1914,2.129564506958559e-07,0.0,3.3483718908655646e-08
1915,2.768479134829249e-07,1.1780761921542648e-09,1.5314990164938536e-08
1916,2.4502040218976617e-07,0.0,2.4172416956957932e-08
1917,2.3139155302942527e-07,0.0,3.070598708632133e-08
1918,3.4344265031904797e-07,0.0,2.2972752589112133e-08
1919,2.2467149562999111e-07,0.0,2.4861190439651182e-08
1920,3.081898398704652e-07,0.0,3.8618381381638756e-08
1921,3.119971836440527e-07,0.0,3.559191341651058e-08
1922,2.6117891138710547e-07,3.6889677978990676e-09,4.205423209668879e-08
1923,2.8556900133480667e-07,0.0,3.715581797791856e-08
1924,2.9650735200448253e-07,0.0,3.480738541838946e-08
1925,2.8925208539476444e-07,0.0,3.079489729884699e-08
1926,2.7530961688171374e-07,0.0,4.681378129589575e-08
1927,3.7349903436734166e-07,2.2298449753321847e-09,4.2367055641534535e-08
1928,2.570859294337424e-07,0.0,4.1133748851507335e-08
1929,2.751680483470409e-07,0.0,2.6736975300423182e-08
1930,2.972519723698497e-07,0.0,2.941009036305786e-08
1931,2.3837195328724192e-07,0.0,4.219981875053236e-08
1932,2.3343812927123508e-07,1.0959536611565568e-09,2.7398842306070037e-08
1933,2.7529588919605885e-07,3.4411986593596566e-09,5.276504566609219e-08
1934,2.2765001972402388e-07,0.0,4.313368862085554e-08
1935,2.082481387333246e-07,0.0,4.6676309040094566e-08
1936,2.8493079184954695e-07,0.0,4.00115567344983e-08
1937,1.9390321881473938e-07,0.0,3.651424407280501e-08
1938,2.411529749224428e-07,0.0,6.871563584809337e-08
1939,1.88116814570094e-07,6.117620188206274e-09,3.058810094103137e-08
1940,1.572185368559076e-07,0.0,4.564409294971483e-08
1941,1.8594465700516594e-07,0.0,2.9515025090631752e-08
1942,2.973527557514899e-07,3.034211770724937e-09,3.6410540360520827e-08
1943,3.3387203757229145e-07,0.0,5.516146828199453e-08
1944,3.116790594503982e-07,0.0,2.8918675454292497e-08
1945,2.701345067634975e-07,2.178504043826024e-09,6.317661416233022e-08
1946,2.561483256613428e-07,0.0,4.5939643200654245e-08
1947,3.039822047412599e-07,0.0,6.198852986472048e-08
1948,2.4570465484430315e-07,0.0,4.1313175103141475e-08
1949,2.2186438286553312e-07,0.0,5.006674186347482e-08
1950,2.297238097526133e-07,0.0,5.211327192000681e-08
1951,3.464955682375148e-07,0.0,4.584402901741669e-08
1952,2.5940218506548263e-07,1.0544803918932644e-09,6.432330224015459e-08
1953,2.413337369944202e-07,0.0,2.477980309834038e-08
1954,2.5897219302351004e-07,1.9545072227344917e-09,2.7363100230104465e-08
1955,2.2994738912984758e-07,0.0,7.226918086189471e-08
1956,2.8692556952591985e-07,0.0,4.7094165012140365e-08
1957,2.2175944991431606e-07,0.0,4.770920369878695e-08
1958,2.034971942066477e-07,8.272243445794913e-10,5.707848060865217e-08
1959,2.8057706913386937e-07,0.0,5.2705086517335076e-08
1960,2.491499913048756e-07,1.3841666701708277e-09,7.958958292419993e-08
1961,2.0358106667117681e-07,3.47407969059077e-09,4.58578526263409e-08
1962,2.7333831553733035e-07,6.341956404476434e-10,6.659054463398206e-08
1963,2.9808504109496425e-07,0.0,5.6901267697639923e-08
1964,3.0115643312456086e-07,1.8251904432275978e-09,4.745495374436359e-08
1965,2.982263538342522e-07,1.0944086747954884e-09,5.8003660541317004e-08
1966,3.4453046282578725e-07,1.1078149508847446e-09,7.92087675449693e-08
1967,3.027226114227233e-07,2.9582012395223956e-09,6.754559933597193e-08
1968,3.215853610072372e-07,2.6948494546985557e-09,8.174377086334061e-08
1969,2.7477634034767107e-07,4.5417578031781147e-10,6.131372742856911e-08
1970,2.658063067428884e-07,4.5987250119061684e-10,5.794393587166269e-08
1971,2.9031946269242326e-07,2.569198631618974e-09,6.731301027684822e-08
1972,2.5753337240530527e-07,1.5390440033513642e-09,5.950970205503836e-08
1973,2.3375983460027783e-07,1.102640756478479e-09,6.285052478460784e-08
1974,2.1827217722147907e-07,0.0,5.456804430536977e-08
1975,2.3131494231165561e-07,0.0,7.082235242705792e-08
1976,2.5368058231833857e-07,0.0,4.685092136469393e-08
1977,2.197916444401926e-07,5.876781838942691e-10,7.992423434188822e-08
1978,2.3584148323152476e-07,2.3762365408686037e-09,7.663362566745491e-08
1979,2.6099800720658095e-07,3.5111840102075575e-09,7.022367753961589e-08
1980,2.575373230229161e-07,6.253665585376211e-09,6.879032099504911e-08
1981,2.9919848998360976e-07,3.795329828193417e-09,6.894848780802931e-08
1982,2.2843607894174056e-07,6.207502289967692e-10,8.007678076182856e-08
1983,2.3429822704201797e-07,0.0,7.262613621605851e-08
1984,2.1862261689875595e-07,0.0,6.320919254676483e-08
1985,2.1595853638700646e-07,4.812446441349039e-09,8.6022481582404e-08
1986,2.643567995619378e-07,1.1988970927134801e-09,6.71382380801333e-08
1987,2.261002265413481e-07,1.8332451112712533e-09,7.455196282535326e-08
1988,2.7164389848621795e-07,1.1993107618124554e-09,7.79551996288319e-08
1989,2.1513439207865304e-07,2.7440609784434855e-09,6.585746348264365e-08
1990,2.6643903083822806e-07,0.0,8.390922801027045e-08
1991,2.4266466880362714e-07,2.344586080837985e-09,8.499124248828593e-08
1992,2.3582560970680788e-07,5.509944167592096e-10,9.311805371226001e-08
1993,2.5591137386982155e-07,0.0,7.865674689355728e-08
1994,2.37371693856403e-07,1.5824779264761446e-09,7.384897315887429e-08
1995,2.3587661246438074e-07,1.0844901643380922e-09,8.567472065124093e-08
1996,2.690398446247855e-07,5.338092190498855e-10,9.181518834111557e-08
1997,2.416626898593677e-07,1.917957792585412e-09,9.062350869726288e-08
1998,2.4126734388119075e-07,4.768129224785866e-10,7.00915023799098e-08
1999,2.5227510036529566e-07,9.140402323914998e-10,6.215473291604212e-08
2000,2.5447860707572545e-07,2.6508188977203417e-09,7.245571964631381e-08
2001,2.711969955271343e-07,4.3812117822561447e-10,7.929993017796733e-08
2002,2.4578653778917214e-07,3.066854992184176e-09,7.185203543258467e-08
2003,2.9876838425479946e-07,3.333538334260311e-09,8.625530512063051e-08
2004,2.299301087305139e-07,1.7619165015858584e-09,8.104815663045883e-08
2005,2.8553773745443323e-07,2.251874686720612e-09,7.791486922315016e-08
2006,2.9319375016712e-07,1.2353669198716943e-09,7.906348287178844e-08
2007,3.07574907765229e-07,2.3966877371606188e-09,7.94901424683303e-08
2008,2.848227040885831e-07,4.257439678578834e-10,8.25943331506096e-08
2009,2.760783388566779e-07,0.0,7.152289072109852e-08
2010,2.834275676377729e-07,9.447586046817946e-10,6.707786326387577e-08
2011,3.736020630640269e-07,0.0,8.412738594643088e-08
2012,6.597441597477882e-07,0.0,6.570207489176028e-08
2013,2.5269471848332614e-07,0.0,4.99253367536312e-08
2014,2.8908692684126436e-07,0.0,6.907770000452729e-08
2015,2.633291558140627e-07,2.2165753954528356e-10,5.8517588996664927e-08
2016,2.442109803268977e-07,2.0713400439298368e-10,4.515521467851613e-08
2017,2.208706746387179e-07,2.515611330355938e-10,5.23247152273143e-08
2018,2.4265787601507327e-07,2.5814667070633845e-10,4.827342792168565e-08
2019,6.969298738113139e-07,2.55098775436835e-10,5.9438015398427524e-08
