year,considérant_VERB en_ADP,considérant_VERB dans_ADP
1938,1.413208359224427e-07,8.68669358666807e-08
1939,1.1776418773479236e-07,6.117620277024116e-08
1940,8.368083825871508e-08,6.339457314652464e-08
1941,7.67390702094417e-08,3.24665290207804e-08
1942,1.3350531702371882e-07,6.068423630267716e-08
1943,1.1322617154974068e-07,6.677441222180391e-08
1944,1.0924832949399388e-07,6.42637232317611e-08
1945,6.753362313816069e-08,6.971212940243277e-08
1946,1.0162406383074085e-07,3.480276067335808e-08
1947,9.298279834979439e-08,6.31806162942894e-08
1948,1.0654450122160597e-07,5.109787259982568e-08
1949,1.825963522605889e-07,5.693864757461142e-08
1950,1.4251384428121128e-07,6.168509703030622e-08
1951,1.2580454011867914e-07,7.143139235665785e-08
1952,1.423548532386576e-07,6.854122203137081e-08
1953,1.325180782885127e-07,6.572034561003193e-08
1954,1.1042965653018655e-07,7.720303596414624e-08
1955,1.33275626978957e-07,6.569925403709931e-08
1956,1.212238665004861e-07,5.494319132992587e-08
1957,1.3959359534965188e-07,6.714628675297263e-08
1958,1.869527039843888e-07,5.542402981006944e-08
1959,1.511395808506677e-07,6.510628125511175e-08
1960,1.6886833265061796e-07,7.336083651665604e-08
1961,1.8551585867498943e-07,7.712457072983625e-08
1962,2.3655498182506562e-07,7.927445722089033e-08
1963,2.114399393349231e-07,6.854016287860532e-08
1964,1.9590378030898137e-07,9.247631815867408e-08
1965,1.9644635784743514e-07,5.5267639353928644e-08
1966,1.5897144578502775e-07,4.708213552362395e-08
1967,1.6171500760719937e-07,5.571279304561472e-08
1968,1.549538453105015e-07,4.850729051764091e-08
1969,2.26179544426941e-07,8.175164101231758e-08
1970,2.028037755508194e-07,5.702419159092642e-08
1971,1.9731446343485004e-07,5.241165279556981e-08
1972,1.6929485013861267e-07,5.181448425872759e-08
1973,1.6319083329108253e-07,5.458071816732968e-08
1974,1.5639089667729422e-07,5.625571786183059e-08
1975,1.256525656856411e-07,5.8257096924307916e-08
1976,1.2569758922609253e-07,3.599522058195248e-08
1977,1.3399063192309768e-07,4.525121899412454e-08
1978,1.770296194081311e-07,3.683166727164178e-08
1979,1.3108419949503514e-07,4.213420679022306e-08
1980,1.0688083307286433e-07,4.207011405910066e-08
1981,1.3220398287216995e-07,3.6055632701703644e-08
1982,1.3408205035148058e-07,4.4694017375945805e-08
1983,1.1999100735238244e-07,3.2839643004933805e-08
1984,1.513541221243031e-07,4.6392067964973194e-08
1985,1.8166985427114923e-07,4.331201619578451e-08
1986,1.5405827724634946e-07,4.495864214248968e-08
1987,1.7904693194736865e-07,4.888653659662623e-08
1988,1.535117775119943e-07,3.1182080473257656e-08
1989,1.66290099912203e-07,3.567279538430057e-08
1990,1.5964547372959714e-07,4.4678938326825346e-08
1991,1.8170541693507403e-07,4.3960989515312576e-08
1992,1.5538042674734243e-07,4.4079555117093605e-08
1993,2.2932319154733705e-07,3.600484799193282e-08
1994,2.3737170096183036e-07,3.9034457000042266e-08
1995,2.884743821596203e-07,4.55485880124229e-08
1996,1.6761609344939643e-07,4.003568943033997e-08
1997,1.850829249860908e-07,3.6441198503212036e-08
1998,1.4065981090993773e-07,4.3389977832930526e-08
1999,1.5035961808962384e-07,4.113181084619555e-08
2000,1.4137700432570455e-07,5.743440834038438e-08
2001,8.893859870795495e-08,5.1698298975111356e-08
2002,1.0471119082922087e-07,3.9430991805033955e-08
2003,1.0542314754502513e-07,4.0835845815934135e-08
2004,9.338157624938503e-08,4.096455885616024e-08
2005,9.097574249494755e-08,3.9182620814592894e-08
2006,9.67704139043235e-08,4.0355322195040344e-08
2007,7.789235034749709e-08,4.074368931128447e-08
2008,7.96141215175794e-08,3.618823862794329e-08
2009,7.629108011997232e-08,3.814554050407537e-08
2010,6.140930786102672e-08,3.448368879332975e-08
2011,4.627005889545899e-08,3.4415748362270904e-08
2012,5.5148892563749996e-08,3.8468056073881485e-08
2013,3.988448860070548e-08,2.8449074818137632e-08
2014,4.5041259610911766e-08,2.6201886993426626e-08
2015,5.430609562040445e-08,2.9702110326823572e-08
2016,6.566147980890946e-08,2.962016343310836e-08
2017,5.6098132361626085e-08,2.7168603367044852e-08
2018,4.7498987854055486e-08,4.130346598074652e-08
2019,5.459113872063881e-08,2.6275174147549762e-08
