year,auraient_VERB écrit_VERB,auraient_VERB décrit_VERB
1865,1.6003271596787272e-08,1.4120533631256649e-09
1866,3.0166798836717135e-08,0.0
1867,2.0867089389753346e-08,0.0
1868,1.877152122631287e-08,4.93987406535723e-10
1869,2.0510780629479086e-08,4.883519144627257e-10
1870,3.4977698959437475e-08,5.160643912205387e-09
1871,2.0180236148803488e-08,4.248470908407853e-09
1872,1.9956219787786722e-08,1.2094678591978436e-09
1873,1.855661402316855e-08,5.387403856360606e-09
1874,1.1351757756017378e-08,0.0
1875,1.7736734747586524e-08,1.1443054281912168e-09
1876,3.264847947548333e-08,1.209202959984168e-09
1877,8.040260901509555e-09,1.8554447978047506e-09
1878,3.563062378475479e-08,3.6234530931267273e-09
1879,3.176849006081284e-08,9.163987790827832e-09
1880,3.658172431642015e-08,6.417846254436199e-09
1881,2.719277958362909e-08,5.5780060570498335e-09
1882,2.1297232422057277e-08,1.3310770263785798e-09
1883,1.1374810426900694e-08,1.2638677882037541e-09
1884,1.4523733327109767e-08,1.3203393933736152e-09
1885,1.5469526104539e-08,3.86738152613475e-09
1886,1.2906927970846027e-08,0.0
1887,1.9586773092328258e-08,3.264462256069578e-09
1888,1.014498351992188e-08,3.804368819970705e-09
1889,1.628935564212952e-08,4.385595886446936e-09
1890,1.9007721618891082e-08,6.554386478008212e-10
1891,2.2309770031370135e-08,6.3742202627281586e-09
1892,6.8953633913793055e-09,0.0
1893,3.510297474917934e-08,0.0
1894,1.3863386882917439e-08,6.9316934414587195e-09
1895,1.2639090662958097e-08,0.0
1896,1.9460195233023114e-08,2.948514543632541e-09
1897,1.0488084178916779e-08,6.409385022720926e-09
1898,2.4330926606808134e-08,5.6583548957434e-10
1899,1.6582735185011188e-08,0.0
1900,1.1939421895590385e-08,0.0
1901,4.470991132876634e-09,9.500856101851696e-09
1902,1.5712908307818907e-08,1.4730852093691738e-09
1903,2.970121215639665e-08,5.400220270956879e-10
1904,1.3436562973367927e-08,2.6873125946735854e-09
1905,2.115911179600971e-08,2.580379465655369e-09
1906,2.006231980544726e-08,0.0
1907,2.6228502036929058e-08,5.142843373384665e-10
1908,1.5716445034286153e-08,5.893666887857307e-09
1909,1.4852655993990993e-08,7.151278680339601e-09
1910,2.0307773240801907e-08,4.275320542035388e-09
1911,2.979409430281521e-08,6.384448969498635e-09
1912,2.81308754068732e-08,2.6047106693738442e-09
1913,2.3863453435524207e-08,5.30298971401777e-10
1914,2.0759905794420774e-08,6.696743715117748e-10
1915,3.180805663305364e-08,1.1780761921542648e-09
1916,3.4061130804730055e-08,1.0987462051303964e-09
1917,8.773139548168274e-09,4.386569774084137e-09
1918,4.2499593178035866e-08,8.040463406189247e-09
1919,2.762354434082681e-08,0.0
1920,2.5745588771997063e-08,2.2716695191604686e-09
1921,1.6660044011018726e-08,0.0
1922,1.549366501762961e-08,2.951174193910333e-09
1923,1.0615948120573648e-08,1.0615948120573648e-09
1924,2.5783249313349188e-08,0.0
1925,2.4195990988573612e-08,2.1996355847875293e-09
1926,1.3375366592072169e-08,2.229227691330493e-09
1927,3.3447673075670536e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,1.8906487042613662e-08,0.0
1931,1.9389105432310316e-08,1.1405356659111021e-09
1932,1.753525857850491e-08,0.0
1933,1.261772819560747e-08,0.0
1934,2.036868629318178e-08,2.3963160344919743e-09
1935,1.6755597798123745e-08,8.377798899061872e-09
1936,2.7886843056990074e-08,3.6374143697059935e-09
1937,1.6368453259474336e-08,1.0072894518486919e-08
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,1.7750480196809804e-08,0.0
1941,3.836953510472085e-08,0.0
1942,3.034211815133858e-08,0.0
1943,2.0322646676618206e-08,2.6129116648121453e-08
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,2.3841741914054637e-09
1948,1.6307831529616124e-08,2.174377566888097e-09
1949,1.668891336237266e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,1.2793682557799002e-08,0.0
1952,8.435843135146115e-09,4.2179215675730575e-09
1953,1.8315507332999914e-08,1.0773827163745864e-08
1954,9.772536557761669e-09,2.9317608341017376e-09
1955,2.1586897602787758e-08,1.8771215692936494e-09
1956,1.4825940475304833e-08,6.104799332717903e-09
1957,1.4136060322300636e-08,3.534015080575159e-09
1958,2.8952852559882558e-08,2.4816730892496253e-09
1959,3.410329085795638e-08,7.750747821333448e-10
1960,1.5225833038812198e-08,5.536666680683311e-09
1961,1.667558180429296e-08,1.3896318540318475e-09
1962,1.4586500007851555e-08,5.0735651235811474e-09
1963,1.1638896069143811e-08,0.0
1964,1.4601523545820783e-08,5.475571551727398e-09
1965,2.2982582947861374e-08,5.472043373977442e-10
1966,1.3293779410616935e-08,3.3234448526542337e-09
1967,2.415864486238206e-08,2.465167847631733e-09
1968,2.3355362088750553e-08,1.7965663401398047e-09
1969,1.544197658631674e-08,1.8167031212712459e-09
1970,2.0694262303777577e-08,2.2993624781975086e-09
1971,2.003974941544584e-08,3.083038491169532e-09
1972,1.2312352026810913e-08,5.130146862875051e-10
1973,1.8193572870472963e-08,5.513203782392395e-10
1974,1.7439271360331077e-08,3.937900228123681e-09
1975,2.5701661243715535e-08,0.0
1976,1.542652228181396e-08,3.4281160132820787e-09
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,1.7227714366185864e-08,6.534650598410963e-09
1979,1.404473604083023e-08,2.3407893401383717e-09
1980,1.3075846183596695e-08,3.97960553399912e-09
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,2.1726258125909226e-08,0.0
1983,1.3893695083311286e-08,7.57837881337764e-09
1984,2.0296528902008504e-08,7.538710988796993e-09
1985,1.4437339324047116e-08,4.210890747202711e-09
1986,1.3787316177626963e-08,2.997242676272549e-09
1987,2.0776777631681398e-08,3.0554083707556856e-09
1988,1.9788627625416666e-08,2.99827696004229e-09
1989,1.5915555096057687e-08,5.488122178931576e-10
1990,9.80757164370516e-09,4.358920779878872e-09
1991,1.75843961613964e-08,5.861465202094962e-10
1992,1.928480486412809e-08,2.2039776670368383e-09
1993,1.772546376344053e-08,1.661762283333701e-09
1994,1.2132331583813993e-08,3.6924485691258724e-09
1995,1.7894087989134277e-08,1.0844901643380922e-09
1996,1.5480466686312866e-08,2.135236876199542e-09
1997,8.151320507465698e-09,3.3564262480467733e-09
1998,2.3363833534517653e-08,2.3840645013706308e-09
1999,2.2393985332769262e-08,2.7421207526856506e-09
2000,1.7230322058026104e-08,1.3254094488601709e-09
2001,2.015357480900093e-08,1.7524847129024579e-09
2002,1.62105191492401e-08,2.6287327870022636e-09
2003,2.1667998950647416e-08,4.166922806803086e-09
2004,2.4666830356068203e-08,1.7619165015858584e-09
2005,2.2068373795036678e-08,1.3511248786457486e-09
2006,1.976587071794711e-08,3.294311934354255e-09
2007,2.3966876483427768e-08,3.994479413904628e-09
2008,1.702975893635994e-08,2.554463751636149e-09
2009,2.0503227560197956e-08,3.337734755248789e-09
2010,1.6533276081531767e-08,5.196172381261022e-09
2011,1.2236710311697152e-08,4.206369030868018e-09
2012,1.0212757750593937e-08,3.063827413996023e-09
2013,1.1156499724052082e-08,1.6734750252211938e-09
2014,1.7107016248019136e-08,3.031623174720721e-09
2015,1.3742767812630063e-08,3.103205470367243e-09
2016,1.4292246497404903e-08,1.4499380585064614e-09
2017,1.282961736848165e-08,2.7671724911471074e-09
2018,1.290733386838383e-08,2.8396134332808742e-09
2019,1.2499840273960672e-08,1.7856913725466939e-09
