year,perdant_VERB en_ADP,perdant_VERB dans_ADP
1859,5.244938683368616e-08,1.5429284871970594e-07
1860,6.728460277827253e-08,1.510470752918991e-07
1861,3.3954938694069625e-08,1.325185792211414e-07
1862,5.511943257374696e-08,1.2108203861771472e-07
1863,5.793760138317339e-08,1.2436605345556018e-07
1864,4.698833389049639e-08,1.0212770717998865e-07
1865,5.836486982602196e-08,1.5391381680274208e-07
1866,5.5954547661940524e-08,1.5423992749674653e-07
1867,6.308654754150211e-08,1.038501693528815e-07
1868,8.64477989193091e-08,1.733895800271057e-07
1869,5.274200631788517e-08,1.2452973408016987e-07
1870,5.504686839685746e-08,1.628469874503935e-07
1871,7.222400455475508e-08,1.614418891904279e-07
1872,6.349706183073067e-08,1.4332194098187756e-07
1873,3.7711828326791874e-08,1.7538992835852696e-07
1874,6.273339286932966e-08,1.4339062204271613e-07
1875,5.9503880489586436e-08,1.705015080233352e-07
1876,6.952916664637598e-08,1.7412523334314756e-07
1877,5.75187900642149e-08,1.4781710433453554e-07
1878,5.7975250322694905e-08,1.268208649207736e-07
1879,5.315112849846315e-08,1.3012862609684817e-07
1880,4.5566708850586224e-08,1.1680479872211436e-07
1881,5.9266312746331096e-08,1.6315667039634718e-07
1882,3.660461800336634e-08,1.1913139275065987e-07
1883,6.508919325742824e-08,2.0095497177408106e-07
1884,4.951272813968899e-08,1.808865022212558e-07
1885,7.412480768076435e-08,1.3858117142717674e-07
1886,4.840097744818195e-08,1.5875521341968124e-07
1887,8.55289101764356e-08,1.462479133351735e-07
1888,6.721051448721482e-08,1.3442102897442965e-07
1889,4.322944491264025e-08,1.5412236109568767e-07
1890,6.554386544621593e-08,1.264996569716459e-07
1891,6.437961985739094e-08,1.7019166875797964e-07
1892,8.086380631766588e-08,1.259971043054975e-07
1893,6.466337509891673e-08,1.576554637949812e-07
1894,6.175508815431385e-08,1.6005910197236517e-07
1895,6.500103921780465e-08,1.6491003407281823e-07
1896,6.073939573525422e-08,1.898843322578614e-07
1897,5.535378022614168e-08,1.870375001544744e-07
1898,5.545187964361986e-08,1.7144814989933366e-07
1899,7.185852091140532e-08,1.6693286397639895e-07
1900,6.177353384373419e-08,1.8532060153120256e-07
1901,4.806315345717849e-08,1.45307211596446e-07
1902,5.450415230257022e-08,1.1391858834031154e-07
1903,5.184211460118604e-08,1.3608554638722126e-07
1904,5.0521478556220245e-08,1.424275666295216e-07
1905,5.573619593635115e-08,9.650619148260375e-08
1906,6.790323681116206e-08,1.6204181463308487e-07
1907,5.142843306771283e-08,1.1057112914159006e-07
1908,4.7640472899956876e-08,8.202020040926072e-08
1909,5.5009834909469646e-08,1.1882124795192794e-07
1910,6.35953933958433e-08,1.4055116537292633e-07
1911,5.1075592866212105e-08,1.1598415738944823e-07
1912,4.3759139867205477e-08,1.3179835889332026e-07
1913,5.1439002002329204e-08,1.1189307969061701e-07
1914,5.2904276071075174e-08,1.0312985665450469e-07
1915,3.062998032987707e-08,9.542416989916092e-08
1916,4.724608815287468e-08,1.1646709907608965e-07
1917,4.1672411299487067e-08,7.676496949216016e-08
1918,5.398596769623509e-08,1.0108011139209339e-07
1919,5.156394977667844e-08,7.458357487166722e-08
1920,6.96645301445642e-08,1.0828291152620295e-07
1921,6.66401760440749e-08,1.0526118643383597e-07
1922,4.426761179843197e-08,1.0919344362037009e-07
1923,7.431163684401554e-08,1.210218130154317e-07
1924,5.672314884463958e-08,9.281969681751434e-08
1925,7.368779364469447e-08,1.1218141793278846e-07
1926,6.35329868714507e-08,1.0811753980988215e-07
1927,3.34476758512281e-08,1.6054883644756046e-07
1928,6.170062105681495e-08,1.2454384545890207e-07
1929,4.233354289340241e-08,1.0137770090068443e-07
1930,5.671945813023882e-08,9.138135226294253e-08
1931,5.5886248517822423e-08,8.55401722787974e-08
1932,4.603005265835236e-08,1.2822657424749195e-07
1933,4.01473165823063e-08,1.1241248643045765e-07
1934,4.4331848414458364e-08,1.2700475338078832e-07
1935,5.0266791618014395e-08,1.1130504162792931e-07
1936,3.394919900756577e-08,8.851041854995856e-08
1937,3.399602022113868e-08,1.0450627740965501e-07
1938,4.537824938033452e-08,1.0631475788613898e-07
1939,5.047036655270176e-08,1.2541121918729914e-07
1940,5.832300686847702e-08,7.353770570261986e-08
1941,5.017554371988808e-08,1.0330258959356797e-07
1942,7.282108072104165e-08,1.2440268903901597e-07
1943,2.9032351633873077e-08,1.5387146845569077e-07
1944,6.7476911169706e-08,1.1888788975511488e-07
1945,4.357008265287732e-08,1.7428033061150927e-07
1946,7.378184907480545e-08,1.3225049144693912e-07
1947,6.556478870933802e-08,1.3470584292463172e-07
1948,6.088257165082211e-08,1.2611390332040173e-07
1949,4.613994031288371e-08,1.1289559864735565e-07
1950,4.46685171073824e-08,1.031630034731279e-07
1951,4.584402901741669e-08,1.0981244003005486e-07
1952,5.166953798152463e-08,1.2337420685071265e-07
1953,4.3095308654983455e-08,7.326202933199966e-08
1954,5.76579628486229e-08,1.1336141625406526e-07
1955,3.941955162289901e-08,1.1075017170014689e-07
1956,3.750090726839517e-08,1.3866615233837365e-07
1957,4.152467597551279e-08,1.1308848257840509e-07
1958,3.8052320405768114e-08,1.0753916512840078e-07
1959,3.720359131875739e-08,1.1238584107786664e-07
1960,5.7442917977823527e-08,1.335720867245982e-07
1961,4.655266605535502e-08,1.1881352435239023e-07
1962,5.390662849436012e-08,1.0527647731350953e-07
1963,5.496145127903418e-08,1.0668988181805616e-07
1964,5.840609762497451e-08,1.0038547770818695e-07
1965,5.581484163741379e-08,8.591108269229153e-08
1966,4.8743857616884156e-08,1.135510316885302e-07
1967,4.38799866442352e-08,9.90997435224017e-08
1968,4.8956432907587555e-08,1.122853987567396e-07
1969,3.6334062758491825e-08,1.2262745485713822e-07
1970,5.1965593439451396e-08,1.0393118543561286e-07
1971,4.5217899091731795e-08,1.1972466040788277e-07
1972,3.745007148836521e-08,1.2363653922875528e-07
1973,3.5284502652999095e-08,9.648106669146728e-08
1974,3.206575899250552e-08,9.394704392207132e-08
1975,3.084199162728396e-08,1.0223549651300345e-07
1976,4.57082158789035e-08,1.3883870053632563e-07
1977,3.526069181081226e-08,1.222370684672569e-07
1978,4.871284886576177e-08,1.2534647453321668e-07
1979,5.091216837005419e-08,1.0065394207003919e-07
1980,5.287189996927566e-08,1.1995668103281787e-07
1981,3.732074183027123e-08,1.3536676135572634e-07
1982,5.338451902758834e-08,1.2290854556340491e-07
1983,5.62063142695024e-08,1.433576812814863e-07
1984,4.465236536077555e-08,1.0438215269914508e-07
1985,5.353846688205266e-08,1.3535004939058126e-07
1986,4.435919281897682e-08,1.06102390873275e-07
1987,6.110816963555976e-08,1.429931160146225e-07
1988,3.837794415595397e-08,1.0613900514044872e-07
1989,5.543003467334273e-08,1.2348274935902737e-07
1990,5.884542908507484e-08,1.2422924555721693e-07
1991,3.985796181993351e-08,1.1488472040355191e-07
1992,5.1793476840700237e-08,1.3499362694346928e-07
1993,5.1514628396365225e-08,1.3460274317367293e-07
1994,4.589186253234345e-08,1.0813599260472984e-07
1995,5.151328430486046e-08,1.2742759736283915e-07
1996,5.551615989141112e-08,1.0996470223290089e-07
1997,5.0346392610478574e-08,1.3185959346628806e-07
1998,4.86349165385036e-08,1.292163034349869e-07
1999,4.6616050797254616e-08,1.29793718883775e-07
2000,6.141063790821022e-08,1.3519176889076334e-07
2001,4.950769350031692e-08,1.4939932668767142e-07
2002,4.950780352341866e-08,1.274935499395724e-07
2003,5.250322931971141e-08,1.2875791810529336e-07
2004,5.77027659542928e-08,1.281794226315469e-07
2005,4.638862194372706e-08,1.2070049137946626e-07
2006,6.012119113663061e-08,1.3877289006813953e-07
2007,6.031663701833168e-08,1.5778194040194649e-07
2008,5.194076568848516e-08,1.6604015229404467e-07
2009,5.9602405455549956e-08,1.7070129842977622e-07
2010,5.904741162687799e-08,1.8989648253864289e-07
2011,4.7417253012937977e-08,1.9808175011348794e-07
2012,5.9233995819418794e-08,2.1446791720336478e-07
2013,7.056486284184871e-08,2.1169458364056482e-07
2014,6.041592126582174e-08,2.646173982157052e-07
2015,6.649725858842714e-08,2.455965670833393e-07
2016,7.083982866973315e-08,2.8460212320169376e-07
2017,5.811062264715616e-08,2.606173268304701e-07
2018,6.840886768166854e-08,2.818961775119533e-07
2019,5.688702708894766e-08,2.762719759630272e-07
