year,mourant_VERB en_ADP,mourant_VERB dans_ADP
1878,3.38188961279684e-08,6.824170384334138e-08
1879,4.276527654223372e-08,1.0141479833691847e-07
1880,5.134277114571262e-08,1.0204375655575859e-07
1881,4.113779539238749e-08,7.530308465675262e-08
1882,6.78849252366831e-08,8.3857855770475e-08
1883,3.854796659652493e-08,6.761692361578753e-08
1884,3.6969503014461225e-08,7.393900602892245e-08
1885,5.414333870135124e-08,6.896830484492966e-08
1886,5.033701921952627e-08,7.421483161351716e-08
1887,3.068594583988116e-08,4.8966935395355904e-08
1888,6.023583920544695e-08,4.818867083145051e-08
1889,3.5084767091575486e-08,7.392861078869828e-08
1890,3.867087983167039e-08,6.94764992204e-08
1891,3.1233678754460925e-08,6.182993672609882e-08
1892,4.826754462783356e-08,7.14610379759506e-08
1893,4.741980685896152e-08,5.542574754713314e-08
1894,3.7809237074526436e-08,7.876924001948282e-08
1895,3.912099577618733e-08,6.680662067992671e-08
1896,3.715128193970685e-08,7.784078093209246e-08
1897,3.787363667129284e-08,9.089673369544471e-08
1898,2.6028432742464247e-08,7.016360115130738e-08
1899,3.0954439012020885e-08,8.95467735517741e-08
1900,4.464305813911551e-08,5.813979697677496e-08
1901,3.576792906301307e-08,9.444968895877537e-08
1902,2.2096277918493e-08,3.928226988136885e-08
1903,3.186130115295782e-08,5.238213773850475e-08
1904,4.08471514390385e-08,6.18081870129572e-08
1905,3.8705692873008957e-08,5.26397414546409e-08
1906,2.777859720026754e-08,6.533114316198407e-08
1907,3.754275823553144e-08,4.885701088142014e-08
1908,4.862275204686739e-08,8.152905905944863e-08
1909,5.170924666231258e-08,5.115914802900079e-08
1910,5.344150855179919e-08,7.32148635051999e-08
1911,3.405039328274739e-08,6.650467554436545e-08
1912,2.81308754068732e-08,4.271725373428126e-08
1913,4.242391643538568e-08,4.083302229673791e-08
1914,4.08501362736402e-08,6.161004506566314e-08
1915,2.238344798399794e-08,3.887651445211304e-08
1916,3.186363883855847e-08,5.493730981243061e-08
1917,4.1672411299487067e-08,4.605898240583883e-08
1918,2.1824115847834946e-08,6.662098428478203e-08
1919,3.775218004875569e-08,7.826670866961649e-08
1920,3.634671053021066e-08,5.3762846619065385e-08
1921,2.1960967766521122e-08,5.83101567031008e-08
1922,3.762747063928984e-08,4.795657915224183e-08
1923,3.290944050604594e-08,8.917396598917549e-08
1924,2.5783249313349188e-08,4.383152329978657e-08
1925,7.148815361901484e-08,3.959344141435395e-08
1926,4.681378040771733e-08,3.78968714187522e-08
1927,3.1217830098739796e-08,1.0034302277972529e-07
1928,3.999114284169991e-08,6.855624690160766e-08
1929,3.4535258208734376e-08,4.233354289340241e-08
1930,3.7812974085227324e-08,4.7266215830177316e-08
1931,4.904303185782055e-08,3.9918749195066994e-08
1932,4.60300545457315e-08,4.822195975862087e-08
1933,4.588265056781893e-08,4.7029715233293246e-08
1934,2.516131836216573e-08,3.714289675826876e-08
1935,3.710167995052416e-08,3.4708023122220766e-08
1936,4.00115567344983e-08,5.456121598967911e-08
1937,3.651424407280501e-08,3.5255130370615007e-08
1938,3.1116513810047763e-08,2.2040865133021725e-08
1939,4.282334131744392e-08,6.117620188206274e-08
1940,4.81798743123818e-08,4.81798743123818e-08
1941,4.132103725851266e-08,3.5418032950929046e-08
1942,1.8205270180260413e-08,4.247896612241675e-08
1943,2.322588166236983e-08,4.935499831049128e-08
1944,4.4984606262232774e-08,4.177142187700156e-08
1945,3.485606470121638e-08,7.189063211399116e-08
1946,5.568441885372977e-08,3.7586982415405146e-08
1947,4.649139517809431e-08,4.2915136333476767e-08
1948,3.8051606310318675e-08,6.088257009650988e-08
1949,1.570721330779179e-08,3.7304630495782476e-08
1950,2.0207186368637053e-08,5.530387880980925e-08
1951,1.8124382994422206e-08,1.8124383771578323e-08
1952,3.1634410646574906e-08,3.796129277588989e-08
1953,2.908933460776808e-08,3.44762476345295e-08
1954,3.909014423264523e-08,5.2771696346098906e-08
1955,5.255940527248981e-08,5.0682281482750113e-08
1956,3.4884565680570745e-08,5.407107650512444e-08
1957,2.6505113492891752e-08,4.329168490357915e-08
1958,2.0680609225109947e-08,4.3015667472445784e-08
1959,2.1702094343822864e-08,4.030388822684472e-08
1960,3.737249842927781e-08,5.9519166484278685e-08
1961,2.709782087606527e-08,3.61304266505158e-08
1962,2.917300001570311e-08,4.3759499135376245e-08
1963,2.2631185814248056e-08,3.814971449855875e-08
1964,3.5895414529640846e-08,5.41473177406715e-08
1965,3.283226135408768e-08,3.8851506900527966e-08
1966,3.988133978616304e-08,4.874385695075034e-08
1967,3.204718268534634e-08,5.4233691315630495e-08
1968,4.446501561394811e-08,5.7939264053175066e-08
1969,3.088395306161118e-08,5.677197378872734e-08
1970,2.575285940054073e-08,4.828661204214768e-08
1971,2.7747345754391972e-08,5.241165368374823e-08
1972,2.7189778595282377e-08,5.899669019981957e-08
1973,2.921997932503473e-08,4.2451670623222526e-08
1974,3.03780877120019e-08,2.418995848074701e-08
1975,3.3126585918807905e-08,3.7695770060963696e-08
1976,3.6566571992580066e-08,3.142439908287997e-08
1977,2.9971587545141176e-08,2.7620874476497193e-08
1978,2.0792070287711795e-08,4.7524729041015235e-08
1979,2.457828751634139e-08,3.2185852205657284e-08
1980,2.672020760208227e-08,3.9227540327146926e-08
1981,3.352541355639005e-08,3.985096341807548e-08
1982,2.6071509395819703e-08,3.9107263205551135e-08
1983,2.652432762317858e-08,3.599730291625747e-08
1984,3.305434709277577e-08,4.755186822080759e-08
1985,2.0452897042666507e-08,3.368712597762169e-08
1986,2.6975184752586756e-08,4.136195030923773e-08
1987,2.1387858262222892e-08,2.688759437319277e-08
1988,3.478001170398315e-08,3.657897806874644e-08
1989,3.0733485090195245e-08,4.061210390204906e-08
1990,2.0160008384895178e-08,5.1762185648840386e-08
1991,2.344586091940215e-08,5.1580894222524876e-08
1992,3.305966445044106e-08,4.35285585353995e-08
1993,2.8803877782923593e-08,4.708326173386013e-08
1994,2.6902124916627912e-08,3.428702299856923e-08
1995,2.8738989854559804e-08,5.042879180905402e-08
1996,3.096093292853652e-08,5.604996644592575e-08
1997,2.7330897989230607e-08,3.5482219828963935e-08
1998,3.099283996110813e-08,4.291316457738503e-08
1999,2.1479945738756e-08,4.8901153348879234e-08
2000,2.562458345511942e-08,3.843687323978884e-08
2001,2.9354119801539014e-08,3.855466346180947e-08
2002,2.7163573945720998e-08,4.118348329029686e-08
2003,3.0001844397720134e-08,4.8752998083045895e-08
2004,1.9381081628466745e-08,4.2726476578991424e-08
2005,2.7472872976552765e-08,3.557962102718193e-08
2006,2.4707339729701516e-08,4.323784352777693e-08
2007,2.7961355897332396e-08,3.515141955290346e-08
2008,2.7247613942904536e-08,4.725757918322415e-08
2009,2.86091541568112e-08,4.291373301157364e-08
2010,2.6453241042112552e-08,4.345889692558558e-08
2011,1.9502257586623273e-08,4.3593281873199885e-08
2012,2.417019506761875e-08,4.868081404652003e-08
2013,2.2034088331679413e-08,3.7932100127591184e-08
2014,2.100481873157367e-08,5.7600843206273566e-08
2015,2.2830725934785967e-08,5.253283674733211e-08
2016,2.5891751104234473e-08,6.93898911663382e-08
2017,1.3835862511246688e-08,5.182159412697729e-08
2018,2.6330960967158035e-08,4.9822308056945985e-08
2019,1.93875064335991e-08,5.025446014883528e-08
