year,ont_VERB ôté_VERB,ont_VERB oté_VERB,ont_VERB doté_VERB
1878,7.850815109122777e-08,1.2078177347163432e-09,1.4674985493456916e-07
1879,9.408361023588441e-08,4.276527798552365e-09,1.2096464274691243e-07
1880,1.0910338943403985e-07,3.8507077526617195e-09,1.283569304177945e-07
1881,8.018383823582553e-08,1.1156011725521608e-08,1.478171611779544e-07
1882,7.91990828474809e-08,5.989846840748214e-09,1.3310770441421482e-07
1883,8.215140923084618e-08,1.2638677882037541e-09,1.301783782992061e-07
1884,8.846274113238906e-08,2.6406787867472303e-09,1.4391699210136721e-07
1885,5.9299846810745294e-08,4.511944928786704e-09,1.0248560755599101e-07
1886,5.6145136539953455e-08,1.936039106809062e-09,1.4842966322703433e-07
1887,6.333056745688737e-08,6.528924512139156e-09,1.0642147429962279e-07
1888,7.22830080235326e-08,4.438430289965822e-09,1.0715638865121946e-07
1889,9.460356409363158e-08,2.506054641582267e-09,1.5349584714385855e-07
1890,4.915789730830511e-08,6.554386478008212e-10,1.5599439961988537e-07
1891,7.967774706685304e-08,1.2748440081367107e-09,1.1728565141311265e-07
1892,7.083419006903569e-08,1.2537024751679837e-09,1.1722118387069713e-07
1893,3.94138659487453e-08,1.847525021858587e-09,1.2193665099857753e-07
1894,4.7261544011689693e-08,3.150769645188234e-09,1.531274023136575e-07
1895,6.19917273070314e-08,2.4074457982692365e-09,9.148293855787415e-08
1896,5.012474701970859e-08,1.7691086373616827e-09,1.0142889550479595e-07
1897,6.5259193604561e-08,5.826713334045053e-09,1.252743402346823e-07
1898,4.866185321361627e-08,3.960848538042683e-09,1.3183966984797735e-07
1899,6.467266899790047e-08,5.527578395003729e-09,1.276870591482293e-07
1900,5.5544269628171605e-08,3.1146317747143826e-09,1.3341006876999018e-07
1901,6.25938767484513e-08,2.794369402536745e-09,1.251877534969026e-07
1902,3.0443761289689064e-08,2.946170307716045e-09,1.2766737711444875e-07
1903,6.102249017203576e-08,2.1600881083827517e-09,1.344654805279788e-07
1904,5.697102523072317e-08,2.6873125946735854e-09,1.300659278058447e-07
1905,4.7478984299687e-08,1.0321518084666081e-09,1.1714922720784671e-07
1906,3.240836221607424e-08,2.572092261399206e-09,1.2963344886429695e-07
1907,5.0399865614281225e-08,2.5714216866923323e-09,1.2137110161347664e-07
1908,5.255186152908209e-08,9.822778146428846e-10,1.0412144746396734e-07
1909,3.6306492035009796e-08,1.1001967115120692e-09,1.1332026161881004e-07
1910,6.947395547740598e-08,4.809735609789811e-09,1.3681025734513241e-07
1911,6.969690247160543e-08,3.7242618988742038e-09,1.0747155698709321e-07
1912,4.115442919783163e-08,4.167536982180309e-09,1.37007774014819e-07
1913,6.575707089950811e-08,1.590896969716482e-09,1.320444482644234e-07
1914,4.888622839871459e-08,1.3393487430235496e-09,1.3125617215337115e-07
1915,4.123266705846618e-08,3.5342285764627945e-09,9.542416989916092e-08
1916,5.16410700868164e-08,1.0987462051303964e-09,6.372727767711694e-08
1917,2.52227767560953e-08,0.0,1.261138748986923e-07
1918,6.776961924970237e-08,4.594550517822427e-09,9.763419939190499e-08
1919,3.867296172188617e-08,9.207848372660976e-10,1.28909874774763e-07
1920,4.0132828615924154e-08,2.2716695191604686e-09,1.0979736231320203e-07
1921,5.14946840723951e-08,1.5145494858259667e-09,7.572747762196741e-08
1922,4.795657915224183e-08,2.21338064543275e-09,7.156597092716765e-08
1923,5.6264525483129546e-08,3.1847844361720945e-09,1.0297469543729676e-07
1924,3.867487308184536e-08,5.156649773851996e-09,7.60605871619191e-08
1925,7.478760721824074e-08,2.1996355847875293e-09,1.2097996204829542e-07
1926,5.015762383209221e-08,2.229227691330493e-09,1.1034676816734645e-07
1927,6.466550672712401e-08,2.2298449753321847e-09,1.103773286104115e-07
1928,5.5987602110008083e-08,2.2852082448565625e-09,9.597874850442167e-08
1929,5.23599084090165e-08,3.342121912552898e-09,1.0360577817891681e-07
1930,3.361153133596417e-08,1.0503603542488804e-09,1.0713675635543041e-07
1931,3.763767608688795e-08,2.2810713318222042e-09,1.2659945980431075e-07
1932,4.4934100884574946e-08,6.575722188983946e-09,1.0411559969725204e-07
1933,3.4411986149507356e-08,1.1470662197865522e-09,1.0782422776856038e-07
1934,5.6313425034204556e-08,2.3963160344919743e-09,1.3299553813794773e-07
1935,3.949533677882755e-08,1.196828414151696e-09,1.1489552775856282e-07
1936,4.849885826274658e-08,0.0,9.82101866497942e-08
1937,5.791914503561202e-08,0.0,9.821071955684602e-08
1938,5.8343463393839556e-08,1.2965214457594243e-09,1.1150084588962272e-07
1939,7.341144225847529e-08,3.058810094103137e-09,1.1776418773479236e-07
1940,5.0715659227762444e-08,2.5357829169792012e-09,9.63597486247636e-08
1941,5.312704587367989e-08,2.9515025978810172e-09,9.739958528598436e-08
1942,1.8205270180260413e-08,0.0,1.0923162108156248e-07
1943,4.645176332473966e-08,0.0,7.83873517207212e-08
1944,5.462416652335378e-08,6.4263723231761105e-09,7.390327994016843e-08
1945,2.178504132643866e-08,2.178504043826024e-09,8.496165548876888e-08
1946,5.150808490839154e-08,1.3921104269343232e-09,7.099762910911522e-08
1947,6.556479092978407e-08,0.0,9.179070303844128e-08
1948,4.892349636520521e-08,5.435944139264848e-09,1.174163912764925e-07
1949,4.810334175431308e-08,1.9634016634739737e-09,1.2074920618942997e-07
1950,8.189228140054183e-08,5.317680740191122e-09,9.571825643206466e-08
1951,7.462980988748313e-08,2.1322803522849654e-09,1.172754195977177e-07
1952,3.690681538159879e-08,5.272402070488624e-09,1.0861148069807314e-07
1953,4.3095308654983455e-08,7.54167928107563e-09,9.911921239336152e-08
1954,3.322662323057557e-08,3.9090144454689835e-09,9.088458341466321e-08
1955,3.472674947602172e-08,3.754243138587299e-09,1.1919721742970069e-07
1956,4.6222051963695776e-08,2.616342476002842e-09,1.0465370081647052e-07
1957,4.1524678806581505e-08,4.417518850718949e-09,7.686482916824389e-08
1958,5.21151335419745e-08,8.272243445794913e-10,8.272243690043979e-08
1959,5.03798602835559e-08,2.325224457422337e-09,9.145882273742245e-08
1960,4.429333344546649e-08,3.460416619915918e-09,7.266874746392205e-08
1961,3.265634873628187e-08,4.16889545107324e-09,9.31053349972899e-08
1962,5.834600003140622e-08,1.2683912808952869e-09,7.10299090656008e-08
1963,4.6555584276575246e-08,1.939815863494232e-09,8.211887347897573e-08
1964,8.639234749807656e-08,3.041984220075733e-09,7.48328119470898e-08
1965,4.4323552828018364e-08,3.2832261354087677e-09,7.879742724981043e-08
1966,5.317511764246774e-08,3.877352328096606e-09,7.64392282803783e-08
1967,6.113616279890266e-08,1.9721342336964653e-09,6.55734666565877e-08
1968,5.569355820966848e-08,4.4914158503495116e-10,8.084548852593798e-08
1969,6.721801781850445e-08,2.7250546263957176e-09,6.131372742856911e-08
1970,6.162291299460776e-08,3.219107425067591e-09,6.438214938953024e-08
1971,6.011924824633752e-08,2.0553589941130213e-09,6.577148781161668e-08
1972,6.412683717371692e-08,1.0260293725750103e-09,9.182962656950622e-08
1973,6.064524171733865e-08,1.102640756478479e-09,6.395316631824244e-08
1974,4.219178606490459e-08,1.1251143350321513e-09,6.525662854528491e-08
1975,3.998036035568475e-08,3.4268881066168433e-09,6.282628106646371e-08
1976,4.627956684544188e-08,2.285410749536254e-09,6.39915000988367e-08
1977,4.995264646368014e-08,8.227494796564372e-09,7.052138073504466e-08
1978,4.7524729041015235e-08,1.7821774056514528e-09,7.663362566745491e-08
1979,4.506019379846293e-08,1.7555920051037788e-09,6.495690740848659e-08
1980,4.7186752283323585e-08,1.1370301367108482e-09,7.220141640118527e-08
1981,4.048351698315855e-08,3.795329828193417e-09,5.819505588533502e-08
1982,4.779776929808577e-08,0.0,6.455802292748558e-08
1983,4.483874249672226e-08,1.8945948143667124e-09,5.683784465304598e-08
1984,4.001315900836744e-08,5.799008495621649e-10,6.668859953151696e-08
1985,3.789801539255677e-08,3.0077789148208467e-09,6.496802740230123e-08
1986,4.855533219938479e-08,2.9972427317837003e-09,6.29420995323926e-08
1987,5.988600548789691e-08,2.4443267410134695e-09,8.188494859950879e-08
1988,5.336933028843305e-08,1.798966087207532e-09,6.776105720973646e-08
1989,5.268597291774313e-08,2.1952488715726304e-09,6.860152979015766e-08
1990,5.2307051134903304e-08,5.44865097484859e-10,9.31719341679127e-08
1991,4.5133283776976896e-08,2.344586080837985e-09,8.499124248828593e-08
1992,4.848750734254281e-08,2.2039776670368383e-09,5.950739634386082e-08
1993,6.536264862688768e-08,1.661762283333701e-09,8.807339924032931e-08
1994,4.3781891889693725e-08,0.0,8.123387118530445e-08
1995,5.476675468685244e-08,0.0,5.368226396740283e-08
1996,6.886138947947984e-08,1.067618438099771e-09,6.672615171510188e-08
1997,5.4661796866639634e-08,0.0,6.473107561077995e-08
1998,5.4833485307881347e-08,9.536258449571733e-10,6.484656012162304e-08
1999,5.621347298756518e-08,0.0,7.632235821120048e-08
2000,4.9923755796044134e-08,1.3254094488601709e-09,6.096883709005851e-08
2001,5.345078335494691e-08,0.0,6.747065839363131e-08
2002,5.739400066318012e-08,1.752488598683044e-09,7.141390767628764e-08
2003,4.50027677345588e-08,2.9168461535000745e-09,8.042161425692029e-08
2004,5.594084839799507e-08,8.809582507929292e-10,6.783378836416887e-08
2005,4.954124577238872e-08,1.8014998381943315e-09,6.350286696488183e-08
2006,3.9943532925690306e-08,1.6471559671771274e-09,6.835697519136374e-08
2007,5.911829603633123e-08,1.5977917877663117e-09,6.231388027799767e-08
2008,5.61982034241737e-08,1.2772318758180745e-09,6.897052173826523e-08
2009,5.197329855377575e-08,0.0,6.818515174700224e-08
2010,5.999217478347418e-08,0.0,6.140930963738356e-08
2011,5.7359578420346224e-08,3.82397197240536e-10,3.785732261007979e-08
2012,6.60425030218903e-08,3.404252713057332e-10,5.344676878848986e-08
2013,6.582335032589981e-08,0.0,4.685730203846106e-08
2014,7.016042502527853e-08,2.1654451842767486e-10,3.962764694165344e-08
2015,7.669351020922477e-08,2.2165753954528356e-10,4.122830077335493e-08
2016,6.628287962939794e-08,2.0713400439298368e-10,5.4890509915139774e-08
2017,7.320429062929179e-08,0.0,4.17591472512413e-08
2018,6.221334558631497e-08,0.0,4.001273268272598e-08
2019,6.760117798876308e-08,7.65296326310505e-10,3.392813852087784e-08
