year,représentant_VERB en_ADP,représentant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,5.147032311469957e-08,1.3427040812530322e-08
1803,0.0,1.3652374342143503e-08
1804,4.943701892301533e-09,0.0
1805,5.685755422035754e-09,3.980028751016107e-08
1806,2.881669125542885e-09,5.76333825108577e-09
1807,2.562259560079383e-08,1.7081731584767113e-08
1808,0.0,6.798221985349073e-09
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,8.00162425207418e-09,8.00162425207418e-09
1813,8.627225156487839e-09,2.0130190847567064e-08
1814,0.0,6.293354282149721e-09
1815,0.0,1.8880564667256294e-08
1816,1.8540831092650478e-08,1.622322720606917e-08
1817,0.0,4.670620334934483e-09
1818,2.384235475716423e-09,2.384235475716423e-09
1819,2.070210003424222e-09,1.035105001712111e-09
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,9.86148829262845e-10
1822,7.017931125119503e-09,1.2030739071633434e-08
1823,2.3718449426723964e-08,7.906149512848515e-09
1824,0.0,3.3684450784221553e-09
1825,1.7610886082763955e-09,9.68598712347557e-09
1826,8.80798456392995e-09,3.5231937367541377e-09
1827,9.217273166939322e-09,2.1199728195142598e-08
1828,9.172301251858528e-10,6.420610709767516e-09
1829,2.571952872898464e-09,4.286587973467704e-09
1830,3.1310507520032616e-09,0.0
1831,0.0,6.236482441579483e-09
1832,0.0,0.0
1833,1.2741991461950875e-08,2.3167257001688313e-09
1834,9.334530925997342e-10,1.3068342852307069e-08
1835,2.2689263801112247e-09,1.3613558280667348e-08
1836,9.409050427677812e-09,1.2097349788575684e-08
1837,6.262101948095733e-09,6.957890930081589e-10
1838,7.574594285131298e-09,1.0730675015224733e-08
1839,9.088918062616358e-09,5.5931801412612e-09
1840,5.095750932326837e-09,8.280594876453051e-09
1841,5.778493683550323e-09,3.2102742686390684e-09
1842,4.695785538189057e-09,2.683306021822318e-09
1843,2.3627644285539873e-09,7.088293507706567e-09
1844,3.2931368743049916e-09,7.683985892015244e-09
1845,2.7901139176833567e-09,1.3392547515422848e-08
1846,4.0981511517657054e-09,7.610851504580296e-09
1847,1.0786447290911383e-09,1.0247124926365814e-08
1848,8.045221711050488e-10,8.045221711050488e-10
1849,8.379414939696517e-10,2.0948537127196687e-08
1850,0.0,1.4935791270431764e-08
1851,4.514607354622058e-09,4.514607354622058e-09
1852,6.510545436100301e-10,6.510545436100301e-09
1853,1.1943863675867306e-09,1.4332636411040767e-08
1854,9.871762074453727e-09,7.27393034694046e-09
1855,5.306937111981824e-10,1.326734277995456e-08
1856,4.141751386299575e-09,1.0872097000458325e-08
1857,6.8341128311999455e-09,7.322263684272912e-09
1858,5.3830437884982985e-09,6.8511463169329545e-09
1859,2.5460866748261424e-09,9.165912473463322e-09
1860,2.746310290291376e-09,9.15436793036406e-09
1861,5.659156698811785e-09,8.017138064531082e-09
1862,1.8071945051545413e-09,1.355395884417021e-08
1863,1.2986014041871385e-08,6.99246927027275e-09
1864,3.835782358407869e-09,1.3904711160250827e-08
1865,4.23615986733239e-09,7.530950973944073e-09
1866,7.298419202328432e-09,1.4596838404656864e-08
1867,1.6014277903764196e-08,6.79393608038481e-09
1868,1.0867722721741302e-08,2.4699371437009177e-09
1869,3.906815315701806e-09,1.953407657850903e-09
1870,4.587239033071455e-09,4.587239033071455e-09
1871,0.0,1.5931766128574054e-08
1872,5.442605477412599e-09,4.23313739617015e-09
1873,1.0176207432266438e-08,6.584604861359367e-09
1874,2.9873046258899194e-09,1.9118749250424116e-08
1875,4.005069165202713e-09,2.2886108563824337e-09
1876,1.3301232115736639e-08,4.232210137899983e-09
1877,1.2369631985365004e-09,6.184815992682502e-10
1878,7.2469061862534545e-09,5.435179861734696e-09
1879,9.774920428640144e-09,3.665595160740054e-09
1880,5.134277003548959e-09,1.4761046607247863e-08
1881,3.4862537301449947e-09,1.3945015142624584e-09
1882,1.3310770263785798e-09,9.317538740560849e-09
1883,3.159669414998234e-09,2.5277355764075082e-09
1884,2.6406787867472303e-09,7.2618666635548834e-09
1885,3.86738152613475e-09,4.511945039809007e-09
1886,3.2267319927115068e-09,2.5813855497602844e-09
1887,3.9173548849191775e-09,1.5016526688782506e-08
1888,3.804368819970705e-09,6.340614699951175e-09
1889,5.6386229019267375e-09,2.5060546970934183e-09
1890,3.9326319978272295e-09,1.1142456735058204e-08
1891,7.649063604731055e-09,3.824531802365527e-09
1892,5.014809900671935e-09,7.522214851007902e-09
1893,5.542574843531156e-09,4.310891643655168e-09
1894,8.822155450616265e-09,2.520615716150587e-09
1895,6.6204757231957956e-09,3.611168697403855e-09
1896,5.89702897624278e-10,4.717623180994224e-09
1897,1.1653427112179315e-09,5.826713334045053e-09
1898,6.7900258748920805e-09,5.092519295146758e-09
1899,0.0,1.6582735185011188e-09
1900,1.038210628578895e-09,5.710158568206225e-09
1901,1.1177477832191585e-09,2.794369402536745e-09
1902,6.38336894454028e-09,1.9641135384773634e-09
1903,1.0800440541913758e-09,1.3500550899436803e-08
1904,3.2247751136083025e-09,7.524475265086039e-09
1905,1.5482277682110634e-09,8.773290538499623e-09
1906,2.572092316910357e-09,9.773950537805831e-09
1907,3.599990305858114e-09,7.199980611716228e-09
1908,3.437972351250096e-09,5.40252820258047e-09
1909,4.950885035270858e-09,1.1001967337165297e-08
1910,4.275320542035388e-09,7.481810726517324e-09
1911,3.7242617878519013e-09,6.916486494645824e-09
1912,2.0837684910901544e-09,6.772247651554153e-09
1913,4.772690687104841e-09,8.484783542428431e-09
1914,5.357394972094198e-09,2.0090231700464756e-09
1915,7.068456930880984e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,9.207848372660976e-10,9.207848372660976e-10
1920,5.300562211374427e-09,3.028892692213958e-09
1921,1.5145494858259667e-09,2.2718242842501013e-09
1922,4.426761179843197e-09,3.6889677978990676e-09
1923,0.0,6.369568872344189e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,8.916910765321973e-09,1.114613823460786e-08
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,1.1426041446327417e-08,4.570416489713125e-09
1929,1.0026365515614089e-08,4.4561625500705304e-09
1930,1.2604324695075775e-08,1.05036033204442e-08
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,1.1470662641954732e-08,4.588264879146209e-09
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,3.590485242455088e-09,1.196828414151696e-08
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,0.0,1.2965214679638848e-08
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,8.352662561605939e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,6.8719057111366055e-09,4.908504269707237e-09
1950,6.381216888229346e-09,9.571825110299415e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,1.2653764258629963e-08,1.0544803918932644e-09
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,8.795282724349818e-09
1955,1.0324168187025862e-08,7.508486277174597e-09
1956,6.104799332717903e-09,4.360570571293465e-09
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,5.790570245522986e-09,4.1361216673863055e-09
1959,1.705164542897819e-08,0.0
1960,3.460416619915918e-09,4.152500121534786e-09
1961,1.111705483225478e-08,1.111705483225478e-08
1962,1.2049716779927166e-08,3.170978146727066e-09
1963,6.466053470433053e-09,6.466053470433053e-09
1964,6.6923653285755336e-09,6.083968329129164e-10
1965,6.5664522708175355e-09,7.1136563306595235e-09
1966,5.539074976468328e-09,2.215629901769489e-09
1967,3.944268467392931e-09,2.465167847631733e-09
1968,8.982831367632116e-09,5.838840522187638e-09
1969,5.450109252791435e-09,5.904285060864822e-09
1970,3.6789800095249348e-09,4.598724956395017e-09
1971,8.221435976452085e-09,1.0790635052160269e-08
1972,7.69522046084603e-09,3.5911027485013847e-09
1973,8.821126051827832e-09,1.1026407342740185e-08
1974,5.06301445213353e-09,5.06301445213353e-09
1975,5.711480177694739e-09,4.569184142155791e-09
1976,5.713526984862938e-09,3.4281160132820787e-09
1977,4.11374712072643e-09,8.815172591880582e-09
1978,5.940591130126904e-09,1.128712323605896e-08
1979,5.851973128301324e-09,1.1703946700691858e-09
1980,9.664756106531058e-09,5.6851505725319385e-09
1981,3.1627747087981106e-09,1.0753434587229549e-08
1982,7.449002747961231e-09,8.690503427999374e-09
1983,7.57837881337764e-09,5.052252838311233e-09
1984,1.1018116197192285e-08,5.219107812592938e-09
1985,5.414002135495366e-09,7.820225356169885e-09
1986,4.7955883708539204e-09,5.994485352545098e-09
1987,8.555143260480236e-09,7.944062296871834e-09
1988,5.396898483667201e-09,1.0793796967334401e-08
1989,7.134558721588746e-09,7.683371272548811e-09
1990,6.538381391862913e-09,7.083246433836621e-09
1991,8.7921980806982e-09,3.5168792322792797e-09
1992,5.509944056569793e-09,2.7549720282848966e-09
1993,9.970573700002205e-09,9.416652346772025e-09
1994,5.274926717646622e-09,6.857404422078162e-09
1995,1.138714633697191e-08,9.21816667442954e-09
1996,1.1209993822092201e-08,4.804283193493575e-09
1997,6.7128524960935465e-09,6.233362714880286e-09
1998,6.675381136744818e-09,4.7681290027412615e-09
1999,5.0272213059088244e-09,8.683382013430219e-09
2000,8.394259509714175e-09,9.719669513685858e-09
2001,1.3581756164171566e-08,9.20054432640427e-09
2002,8.324320788233308e-09,9.200564754507923e-09
2003,1.2500768420409258e-08,9.58392298855415e-09
2004,8.369103632333008e-09,9.690540814233373e-09
2005,8.557123898356167e-09,5.404499514582994e-09
2006,1.1530091548195287e-08,5.7650457740976435e-09
2007,8.38840730210677e-09,7.988958827809256e-09
2008,6.3861596011349775e-09,5.5346713878634546e-09
2009,6.198650481792356e-09,8.582746957586096e-09
2010,9.919965293647692e-09,4.723792912386671e-09
2011,4.206369030868018e-09,4.971163480860241e-09
2012,9.19148224198807e-09,4.085103366691101e-09
2013,3.904775169871755e-09,7.530637446961919e-09
2014,5.846701789380404e-09,5.413613113347537e-09
2015,5.763096222466402e-09,6.428068743957738e-09
2016,4.556948152156792e-09,5.3854840587064245e-09
2017,6.792150397672003e-09,4.528100561174142e-09
2018,5.937373259712331e-09,7.486253394972664e-09
2019,2.5509878653906526e-09,3.826481798085979e-09
